true_angle,semi_major_axis,semi_minor_axis,convex_hull_area,convex_hull_perimeter,max_distance,aspect_ratio,area_to_perimeter_ratio
4.7,1.019,0.896,2.513,5.816,1.976,0.915,0.432
4.7,0.979,0.843,2.3,5.572,1.905,1.11,0.413
4.7,0.987,0.946,2.59,5.885,1.976,0.968,0.44
4.7,1.045,0.822,2.208,5.615,1.973,1.022,0.393
4.7,0.961,0.91,2.491,5.766,1.979,0.955,0.432
4.7,0.93,0.919,2.507,5.787,1.94,1.057,0.433
4.7,0.969,0.818,2.225,5.525,1.92,1.234,0.403
4.7,1.006,0.944,2.599,5.917,1.978,0.994,0.439
4.7,0.961,0.937,2.741,5.943,1.932,0.989,0.461
4.7,0.971,0.944,2.589,5.916,1.975,1.004,0.438
4.7,0.99,0.93,2.677,5.942,1.975,0.969,0.45
4.7,0.927,0.897,2.27,5.567,1.902,1.047,0.408
4.7,0.955,0.871,2.372,5.68,1.917,0.952,0.418
4.7,0.998,0.836,2.349,5.652,1.949,1.011,0.416
4.7,0.988,0.823,2.228,5.548,1.94,1.157,0.402
4.7,0.947,0.857,2.341,5.589,1.873,1.048,0.419
4.7,1.028,0.884,2.496,5.83,1.986,0.946,0.428
4.7,1.041,0.912,2.603,5.95,2.0,0.971,0.438
4.7,0.992,0.9,2.587,5.843,1.972,1.041,0.443
4.7,0.993,0.932,2.727,5.996,2.029,0.929,0.455
4.7,0.998,0.904,2.492,5.806,1.991,1.108,0.429
4.7,0.965,0.943,2.524,5.831,1.94,1.092,0.433
4.7,0.967,0.883,2.354,5.641,1.893,1.073,0.417
4.7,0.961,0.877,2.365,5.68,1.956,1.131,0.416
4.7,0.983,0.933,2.535,5.84,1.95,1.151,0.434
4.7,1.01,0.826,2.302,5.651,1.981,0.872,0.407
4.7,0.973,0.844,2.342,5.581,1.889,0.932,0.42
4.7,0.943,0.873,2.366,5.655,1.906,0.963,0.418
4.7,0.978,0.964,2.761,5.999,1.948,1.01,0.46
4.7,0.995,0.841,2.396,5.664,1.995,1.197,0.423
4.7,0.969,0.911,2.572,5.831,1.934,1.047,0.441
4.7,0.95,0.89,2.442,5.73,1.915,0.98,0.426
4.7,1.012,0.881,2.334,5.73,1.975,1.045,0.407
4.7,0.952,0.806,2.141,5.503,1.952,1.143,0.389
4.7,1.02,0.834,2.291,5.624,1.919,0.885,0.407
4.7,0.957,0.92,2.242,5.69,2.015,0.946,0.394
4.7,1.009,0.937,2.537,5.88,1.989,1.107,0.431
4.7,0.978,0.86,2.403,5.667,1.977,0.908,0.424
4.7,0.998,0.954,2.621,5.943,1.971,1.041,0.441
4.7,1.004,0.847,2.413,5.697,1.982,0.9,0.424
4.7,0.987,0.859,2.332,5.638,1.944,1.141,0.414
4.7,0.956,0.866,2.311,5.623,1.917,1.135,0.411
4.7,0.957,0.903,2.447,5.718,1.904,1.004,0.428
4.7,0.959,0.86,2.394,5.632,1.939,0.946,0.425
4.7,0.984,0.894,2.495,5.783,1.96,1.001,0.431
4.7,0.945,0.894,2.427,5.702,1.927,1.048,0.426
4.7,0.989,0.96,2.769,6.024,1.985,1.016,0.46
4.7,0.899,0.845,2.101,5.366,1.84,1.012,0.392
4.7,0.997,0.89,2.593,5.868,1.981,0.974,0.442
4.7,0.986,0.805,2.312,5.592,1.984,1.021,0.413
4.7,0.966,0.907,2.488,5.779,1.932,0.96,0.431
4.7,0.96,0.88,2.413,5.692,1.937,1.017,0.424
4.7,0.96,0.879,2.222,5.561,1.859,0.975,0.4
4.7,0.947,0.913,2.508,5.744,1.881,1.021,0.437
4.7,0.95,0.894,2.478,5.738,1.945,0.949,0.432
4.7,0.986,0.895,2.398,5.711,1.975,1.106,0.42
4.7,0.991,0.896,2.349,5.695,1.96,0.939,0.412
4.7,0.981,0.975,2.618,5.956,1.982,0.99,0.44
4.7,0.928,0.881,2.317,5.569,1.878,0.975,0.416
4.7,1.001,0.918,2.69,5.929,1.997,1.018,0.454
4.7,0.998,0.871,2.425,5.739,1.955,1.006,0.423
4.7,0.948,0.826,2.277,5.496,1.892,1.026,0.414
4.7,0.962,0.861,2.355,5.645,1.918,1.042,0.417
4.7,0.947,0.908,2.382,5.673,1.939,1.004,0.42
4.7,0.963,0.945,2.52,5.855,1.963,1.083,0.43
4.7,0.993,0.921,2.594,5.889,2.005,0.964,0.44
4.7,0.982,0.945,2.661,5.917,1.948,1.025,0.45
4.7,0.974,0.911,2.493,5.754,1.933,1.046,0.433
4.7,0.97,0.931,2.593,5.874,1.978,1.001,0.441
4.7,0.966,0.952,2.669,5.959,1.995,0.987,0.448
4.7,0.978,0.944,2.729,5.994,2.006,1.044,0.455
4.7,0.982,0.89,2.433,5.759,2.008,1.078,0.422
4.7,1.018,0.811,2.213,5.56,1.98,0.937,0.398
4.7,0.994,0.797,2.19,5.478,1.957,0.888,0.4
4.7,0.971,0.899,2.454,5.73,1.967,0.991,0.428
4.7,0.997,0.853,2.413,5.702,1.979,0.893,0.423
4.7,0.955,0.853,2.291,5.539,1.901,0.975,0.414
4.7,0.948,0.858,2.31,5.573,1.926,1.076,0.415
4.7,0.959,0.935,2.523,5.802,1.942,1.047,0.435
4.7,1.001,0.895,2.588,5.863,2.001,0.942,0.441
4.7,0.937,0.886,2.283,5.6,1.857,1.109,0.408
4.7,0.966,0.908,2.477,5.764,1.913,0.952,0.43
4.7,0.96,0.918,2.406,5.723,1.934,1.035,0.42
4.7,0.996,0.844,2.307,5.673,1.984,0.853,0.407
4.7,1.016,0.893,2.659,5.928,1.99,0.901,0.448
4.7,0.993,0.893,2.565,5.805,1.923,1.073,0.442
4.7,0.922,0.878,2.239,5.505,1.869,0.999,0.407
4.7,0.977,0.916,2.591,5.868,1.956,1.068,0.442
4.7,0.981,0.913,2.542,5.841,1.978,1.03,0.435
4.7,0.961,0.929,2.569,5.83,1.936,1.032,0.441
4.8,1.015,0.878,2.577,5.86,1.998,1.001,0.44
4.8,1.007,0.839,2.377,5.688,2.007,1.196,0.418
4.8,0.941,0.888,2.374,5.645,1.94,1.068,0.421
4.8,1.011,0.837,2.224,5.58,1.884,0.954,0.399
4.8,0.999,0.926,2.471,5.807,1.942,0.997,0.425
4.8,0.992,0.928,2.61,5.9,1.98,0.936,0.442
4.8,0.975,0.93,2.606,5.863,1.945,1.033,0.444
4.8,1.08,0.703,2.062,5.399,1.964,0.802,0.382
4.8,0.976,0.873,2.503,5.748,1.984,1.061,0.435
4.8,0.984,0.968,2.789,6.041,1.987,0.952,0.462
4.8,0.928,0.887,2.336,5.575,1.89,0.953,0.419
4.8,0.99,0.895,2.432,5.785,2.015,1.095,0.42
4.8,1.006,0.904,2.464,5.818,1.957,1.05,0.423
4.8,0.975,0.925,2.587,5.842,1.937,1.01,0.443
4.8,0.952,0.877,2.235,5.541,1.884,1.0,0.403
4.8,0.879,0.793,1.861,5.067,1.735,1.012,0.367
4.8,0.959,0.869,2.297,5.612,1.952,0.858,0.409
4.8,0.95,0.907,2.431,5.711,1.94,1.013,0.426
4.8,0.932,0.897,2.323,5.643,1.941,0.874,0.412
4.8,0.99,0.909,2.521,5.816,1.973,0.948,0.434
4.8,0.955,0.91,2.529,5.792,1.895,0.995,0.437
4.8,0.955,0.913,2.53,5.771,1.939,0.951,0.438
4.8,0.962,0.926,2.608,5.864,1.957,0.993,0.445
4.8,0.981,0.917,2.571,5.874,1.94,0.949,0.438
4.8,0.959,0.866,2.249,5.58,1.941,1.069,0.403
4.8,0.992,0.817,2.173,5.513,1.893,1.187,0.394
4.8,0.963,0.911,2.417,5.702,1.914,1.109,0.424
4.8,0.998,0.873,2.452,5.824,1.96,0.976,0.421
4.8,0.969,0.89,2.423,5.72,1.97,0.937,0.424
4.8,0.942,0.903,2.303,5.614,1.884,0.991,0.41
4.8,0.952,0.913,2.354,5.66,1.872,0.993,0.416
4.8,1.023,0.889,2.615,5.904,1.972,1.066,0.443
4.8,0.974,0.923,2.515,5.834,1.939,1.071,0.431
4.8,0.975,0.884,2.533,5.789,1.978,0.968,0.438
4.8,0.994,0.92,2.564,5.881,1.976,1.033,0.436
4.8,0.979,0.945,2.655,5.941,1.994,0.946,0.447
4.8,0.939,0.852,2.142,5.443,1.824,0.896,0.394
4.8,0.984,0.839,2.325,5.65,1.994,0.901,0.411
4.8,0.965,0.883,2.3,5.639,1.911,1.086,0.408
4.8,0.958,0.91,2.45,5.728,1.94,1.007,0.428
4.8,0.995,0.961,2.645,5.961,1.993,1.004,0.444
4.8,0.997,0.878,2.369,5.694,1.932,0.985,0.416
4.8,1.027,0.815,2.374,5.677,1.973,0.847,0.418
4.8,0.983,0.836,2.372,5.65,1.945,0.867,0.42
4.8,0.887,0.886,2.245,5.497,1.798,0.958,0.408
4.8,1.014,0.813,1.996,5.427,1.968,0.847,0.368
4.8,0.979,0.845,2.378,5.672,2.01,1.029,0.419
4.8,0.971,0.864,2.486,5.712,1.962,0.886,0.435
4.8,0.952,0.85,2.301,5.579,1.875,0.886,0.412
4.8,0.982,0.951,2.553,5.873,1.953,0.976,0.435
4.8,1.016,0.849,2.24,5.674,1.962,0.857,0.395
4.8,1.004,0.949,2.683,5.974,1.976,1.039,0.449
4.8,1.005,0.897,2.574,5.845,1.956,1.032,0.44
4.8,0.971,0.893,2.382,5.732,2.014,1.033,0.416
4.8,0.953,0.919,2.485,5.763,1.893,1.029,0.431
4.8,0.973,0.914,2.502,5.788,1.97,1.09,0.432
4.8,0.976,0.873,2.345,5.642,1.957,1.057,0.416
4.8,0.983,0.863,2.108,5.475,1.829,0.974,0.385
4.8,0.961,0.919,2.509,5.8,1.999,1.086,0.433
4.8,0.97,0.884,2.436,5.714,1.959,0.946,0.426
4.8,0.993,0.866,2.317,5.655,1.951,1.077,0.41
4.8,0.978,0.89,2.52,5.789,1.934,1.012,0.435
4.8,0.979,0.752,1.871,5.153,1.916,1.252,0.363
4.8,0.935,0.904,2.383,5.651,1.874,1.03,0.422
4.8,0.97,0.878,2.44,5.712,1.937,1.085,0.427
4.8,0.948,0.88,2.406,5.69,1.978,1.135,0.423
4.8,0.931,0.843,2.218,5.46,1.84,0.988,0.406
4.8,1.027,0.939,2.633,5.975,2.013,1.014,0.441
4.8,1.012,0.88,2.51,5.79,1.977,1.006,0.434
4.8,0.95,0.832,2.232,5.53,1.931,0.896,0.404
4.8,0.955,0.795,2.127,5.36,1.867,0.936,0.397
4.8,0.974,0.939,2.704,5.942,1.949,0.989,0.455
4.8,0.958,0.799,2.213,5.465,1.877,1.213,0.405
4.8,0.951,0.86,2.386,5.64,1.93,0.869,0.423
4.8,0.961,0.907,2.298,5.631,1.897,1.038,0.408
4.8,0.968,0.858,2.252,5.592,1.975,0.993,0.403
4.8,0.966,0.915,2.473,5.776,1.912,0.966,0.428
4.8,0.936,0.916,2.313,5.623,1.9,0.989,0.411
4.8,1.018,0.931,2.624,5.96,2.026,1.01,0.44
4.8,0.978,0.891,2.418,5.757,1.985,0.998,0.42
4.8,0.95,0.853,2.154,5.536,1.934,1.216,0.389
4.8,0.955,0.914,2.446,5.747,1.922,0.976,0.426
4.8,0.951,0.904,2.398,5.711,1.902,0.972,0.42
4.8,0.952,0.876,2.357,5.638,1.94,0.931,0.418
4.8,0.973,0.933,2.674,5.919,1.975,1.003,0.452
4.8,0.987,0.879,2.494,5.753,1.956,1.074,0.433
4.8,0.998,0.903,2.615,5.882,1.971,1.031,0.445
4.8,0.982,0.934,2.632,5.928,1.965,0.995,0.444
4.8,0.934,0.905,2.417,5.711,1.928,0.94,0.423
4.8,0.981,0.89,2.418,5.725,1.972,1.101,0.422
4.8,0.95,0.936,2.508,5.797,1.943,0.995,0.433
4.8,0.934,0.871,2.253,5.531,1.881,0.936,0.407
4.8,0.917,0.9,2.345,5.603,1.864,0.984,0.419
4.8,0.98,0.928,2.546,5.863,1.955,1.07,0.434
4.8,1.02,0.853,2.316,5.665,1.945,1.064,0.409
4.8,0.958,0.84,2.221,5.556,1.905,0.965,0.4
4.8,0.952,0.864,2.331,5.62,1.934,0.833,0.415
4.8,0.973,0.848,2.29,5.565,1.888,1.079,0.412
4.8,0.968,0.876,2.445,5.718,1.918,1.037,0.428
4.8,0.954,0.812,2.298,5.504,1.899,0.992,0.417
5.1,1.006,0.926,2.732,6.021,2.039,0.933,0.454
5.1,0.935,0.898,2.355,5.617,1.879,0.971,0.419
5.1,0.987,0.866,2.465,5.734,1.993,1.141,0.43
5.1,0.941,0.864,2.326,5.581,1.874,0.866,0.417
5.1,0.979,0.958,2.702,5.967,1.974,0.98,0.453
5.1,0.996,0.957,2.593,5.923,1.953,0.997,0.438
5.1,0.972,0.926,2.581,5.845,1.945,1.01,0.442
5.1,0.984,0.823,2.238,5.551,1.953,1.071,0.403
5.1,0.983,0.954,2.633,5.943,2.0,0.986,0.443
5.1,0.954,0.875,2.322,5.613,1.938,1.027,0.414
5.1,1.002,0.917,2.553,5.867,2.004,1.145,0.435
5.1,0.991,0.922,2.616,5.894,1.983,0.976,0.444
5.1,0.992,0.909,2.663,5.911,1.994,1.079,0.45
5.1,0.971,0.907,2.543,5.799,1.973,0.973,0.438
5.1,0.983,0.88,2.362,5.691,1.943,0.957,0.415
5.1,0.952,0.911,2.397,5.746,1.97,1.107,0.417
5.1,0.968,0.877,2.456,5.756,2.005,1.159,0.427
5.1,0.97,0.938,2.588,5.873,1.966,1.105,0.441
5.1,0.952,0.885,2.355,5.656,1.9,0.913,0.416
5.1,0.985,0.894,2.403,5.72,1.967,1.089,0.42
5.1,0.987,0.939,2.707,5.947,2.005,0.996,0.455
5.1,0.965,0.818,2.214,5.482,1.938,0.907,0.404
5.1,0.99,0.881,2.533,5.796,1.977,1.064,0.437
5.1,0.991,0.878,2.495,5.763,1.974,1.133,0.433
5.1,0.938,0.89,2.448,5.692,1.942,1.083,0.43
5.1,0.953,0.94,2.551,5.831,1.959,1.026,0.438
5.1,0.975,0.913,2.418,5.751,1.963,1.079,0.42
5.1,0.963,0.882,2.41,5.689,1.967,1.028,0.424
5.1,0.968,0.963,2.625,5.91,1.964,0.975,0.444
5.1,0.979,0.893,2.422,5.717,1.936,0.947,0.424
5.1,0.891,0.857,1.84,5.217,1.77,0.922,0.353
5.1,0.976,0.88,2.448,5.73,1.961,0.961,0.427
5.1,0.98,0.884,2.414,5.749,2.012,0.947,0.42
5.1,0.997,0.887,2.546,5.845,1.978,0.937,0.436
5.1,1.0,0.912,2.646,5.904,1.965,1.049,0.448
5.1,0.964,0.868,2.403,5.655,1.968,0.923,0.425
5.1,0.988,0.938,2.609,5.907,1.942,1.083,0.442
5.1,1.0,0.919,2.707,5.956,1.973,0.922,0.454
5.1,1.004,0.963,2.824,6.086,2.027,0.971,0.464
5.1,0.945,0.876,2.446,5.681,1.891,0.96,0.43
5.1,0.998,0.933,2.56,5.877,1.955,1.016,0.436
5.1,0.978,0.87,2.419,5.704,1.924,0.874,0.424
5.1,0.934,0.915,2.442,5.681,1.905,0.986,0.43
5.1,0.986,0.89,2.343,5.671,1.978,0.947,0.413
5.1,0.962,0.855,2.323,5.676,1.946,1.066,0.409
5.1,1.001,0.933,2.705,5.972,1.998,1.076,0.453
5.1,0.999,0.936,2.697,5.961,1.977,0.937,0.452
5.1,0.979,0.951,2.722,6.004,1.987,0.932,0.453
5.1,0.933,0.919,2.513,5.747,1.893,0.994,0.437
5.1,0.885,0.832,1.906,5.22,1.869,0.981,0.365
5.1,0.929,0.909,2.077,5.469,1.926,1.073,0.38
5.1,0.978,0.861,2.424,5.688,1.919,0.853,0.426
5.1,0.935,0.897,2.431,5.683,1.889,1.067,0.428
5.1,0.967,0.926,2.57,5.829,1.934,1.0,0.441
5.1,0.961,0.927,2.577,5.847,1.941,1.022,0.441
5.1,0.997,0.919,2.623,5.918,1.974,0.921,0.443
5.1,0.946,0.88,2.448,5.693,1.914,0.925,0.43
5.1,1.007,0.916,2.329,5.744,1.98,0.979,0.406
5.1,0.983,0.753,1.956,5.293,1.948,0.89,0.37
5.1,0.975,0.911,2.553,5.832,1.998,0.941,0.438
5.1,0.949,0.913,2.419,5.683,1.881,1.047,0.426
5.1,0.93,0.786,2.024,5.278,1.868,1.048,0.384
5.1,0.969,0.878,2.394,5.671,1.93,1.022,0.422
5.1,0.974,0.848,2.432,5.691,1.98,1.179,0.427
5.1,0.998,0.838,2.29,5.613,1.981,1.067,0.408
5.1,0.963,0.937,2.459,5.829,2.009,1.043,0.422
5.1,0.978,0.9,2.52,5.779,1.937,0.927,0.436
5.1,0.905,0.881,2.229,5.473,1.791,0.986,0.407
5.1,0.983,0.864,2.381,5.706,1.959,1.053,0.417
5.1,0.945,0.919,2.307,5.643,1.921,1.002,0.409
5.1,0.948,0.777,2.053,5.321,1.919,0.799,0.386
5.1,0.959,0.912,2.401,5.736,1.906,1.042,0.418
5.1,0.972,0.901,2.403,5.735,1.979,1.041,0.419
5.1,0.971,0.827,2.176,5.503,1.915,1.105,0.395
5.1,0.992,0.941,2.608,5.913,1.977,0.933,0.441
5.1,0.948,0.9,2.386,5.648,1.898,1.045,0.422
5.1,0.979,0.94,2.587,5.885,1.972,1.002,0.44
5.1,0.933,0.864,2.276,5.517,1.909,1.133,0.413
5.1,0.966,0.898,2.588,5.847,1.937,0.946,0.443
5.1,1.041,0.837,2.4,5.719,2.0,1.026,0.42
5.1,0.98,0.882,2.418,5.742,1.995,1.066,0.421
5.1,0.994,0.866,2.391,5.662,1.963,0.956,0.422
5.1,0.972,0.88,2.481,5.732,1.947,0.924,0.433
5.1,0.992,0.897,2.655,5.9,1.976,0.918,0.45
5.1,0.967,0.924,2.536,5.822,1.978,0.986,0.436
5.1,0.956,0.862,2.411,5.674,1.941,1.036,0.425
5.1,1.037,0.89,2.335,5.732,1.98,0.945,0.407
5.1,0.994,0.921,2.655,5.927,1.997,1.089,0.448
5.1,0.998,0.91,2.657,5.912,1.992,1.079,0.449
5.1,0.998,0.88,2.502,5.781,1.959,0.921,0.433
5.1,0.986,0.892,2.605,5.849,2.002,1.171,0.445
5.1,1.005,0.932,2.65,5.964,1.998,0.97,0.444
5.1,0.973,0.87,2.486,5.726,1.926,1.129,0.434
5.1,0.954,0.887,2.376,5.704,1.887,0.874,0.417
5.1,0.938,0.871,2.363,5.576,1.891,0.99,0.424
5.1,0.933,0.882,2.416,5.637,1.913,0.928,0.429
5.1,0.932,0.852,2.25,5.525,1.899,1.026,0.407
5.1,1.32,0.864,2.711,6.476,2.518,0.887,0.419
5.1,1.025,0.863,2.408,5.737,1.954,0.899,0.42
5.1,0.971,0.898,2.473,5.779,1.936,0.99,0.428
5.0,1.004,0.898,2.451,5.756,1.927,1.072,0.426
5.0,0.956,0.892,2.466,5.715,1.914,1.036,0.431
5.0,0.999,0.889,2.502,5.817,1.977,0.886,0.43
5.0,0.938,0.917,2.502,5.741,1.89,0.992,0.436
5.0,0.994,0.826,2.388,5.641,1.998,1.179,0.423
5.0,0.981,0.941,2.664,5.931,1.969,1.029,0.449
5.0,0.96,0.885,2.427,5.704,1.929,1.065,0.425
5.0,0.989,0.904,2.478,5.778,1.985,0.895,0.429
5.0,0.912,0.879,2.286,5.525,1.877,1.007,0.414
5.0,0.905,0.885,2.284,5.544,1.831,1.009,0.412
5.0,0.999,0.885,2.402,5.724,1.941,1.078,0.42
5.0,0.988,0.931,2.728,5.962,1.981,0.991,0.458
5.0,0.992,0.893,2.553,5.852,1.954,1.099,0.436
5.0,0.985,0.916,2.447,5.769,1.949,1.004,0.424
5.0,0.955,0.927,2.432,5.749,1.944,0.965,0.423
5.0,1.01,0.917,2.659,5.934,1.981,1.019,0.448
5.0,0.962,0.928,2.577,5.847,1.952,1.078,0.441
5.0,0.984,0.905,2.624,5.901,1.95,1.016,0.445
5.0,0.987,0.855,2.343,5.664,1.967,0.936,0.414
5.0,0.961,0.876,2.442,5.726,1.933,0.898,0.427
5.0,0.999,0.826,2.184,5.526,1.922,1.076,0.395
5.0,0.996,0.913,2.602,5.89,1.991,0.958,0.442
5.0,0.942,0.907,2.438,5.78,1.934,0.906,0.422
5.0,0.995,0.894,2.53,5.834,1.987,0.908,0.434
5.0,0.969,0.878,2.445,5.708,1.943,1.11,0.428
5.0,0.92,0.806,2.086,5.295,1.84,0.913,0.394
5.0,0.984,0.914,2.608,5.934,2.018,1.011,0.439
5.0,0.992,0.86,2.421,5.702,1.964,0.887,0.425
5.0,1.018,0.848,2.418,5.734,1.996,1.004,0.422
5.0,0.963,0.94,2.466,5.784,1.926,1.049,0.426
5.0,0.928,0.879,2.267,5.567,1.895,1.047,0.407
5.0,0.936,0.913,2.479,5.781,1.996,1.042,0.429
5.0,1.005,0.861,2.476,5.743,1.983,0.874,0.431
5.0,0.935,0.895,2.252,5.551,1.884,1.024,0.406
5.0,0.988,0.882,2.497,5.763,1.963,0.921,0.433
5.0,0.978,0.929,2.313,5.728,1.954,1.031,0.404
5.0,0.92,0.906,2.251,5.599,1.911,0.992,0.402
5.0,0.943,0.886,2.473,5.702,1.888,1.077,0.434
5.0,1.021,0.78,2.088,5.45,1.947,0.779,0.383
5.0,0.983,0.901,2.541,5.827,1.973,0.92,0.436
5.0,0.985,0.907,2.642,5.897,2.005,0.919,0.448
5.0,0.968,0.836,2.293,5.629,1.947,1.121,0.407
5.0,0.976,0.848,2.371,5.676,2.001,0.892,0.418
5.0,0.962,0.907,2.22,5.574,1.861,0.978,0.398
5.0,1.006,0.892,2.537,5.845,1.974,0.936,0.434
5.0,0.98,0.899,2.415,5.721,1.943,1.049,0.422
5.0,0.932,0.831,2.171,5.418,1.89,1.056,0.401
5.0,0.985,0.911,2.656,5.923,1.999,1.01,0.449
5.0,0.965,0.942,2.427,5.799,1.954,1.04,0.419
5.0,1.001,0.933,2.63,5.918,1.985,0.998,0.444
5.0,0.975,0.88,2.178,5.676,1.939,1.064,0.384
5.0,0.927,0.876,2.247,5.562,1.9,0.993,0.404
5.0,0.96,0.902,2.321,5.676,1.939,1.092,0.409
5.0,0.943,0.918,2.463,5.773,1.904,0.95,0.427
5.0,0.974,0.881,2.485,5.742,2.002,1.051,0.433
5.0,0.997,0.971,2.81,6.075,2.006,1.034,0.463
5.0,0.982,0.947,2.507,5.861,1.99,1.083,0.428
5.0,1.022,0.892,2.497,5.844,1.99,0.956,0.427
5.0,0.996,0.901,2.527,5.843,1.987,1.089,0.433
5.0,0.982,0.886,2.524,5.776,1.942,1.069,0.437
5.0,0.961,0.954,2.481,5.825,1.932,0.97,0.426
5.0,0.95,0.862,2.366,5.592,1.925,1.027,0.423
5.0,1.03,0.923,2.585,5.914,1.989,0.953,0.437
5.0,0.963,0.912,2.35,5.713,1.937,0.893,0.411
5.0,1.002,0.857,2.318,5.657,1.927,0.889,0.41
5.0,0.968,0.906,2.514,5.81,1.93,1.0,0.433
5.0,1.027,0.832,2.436,5.735,1.965,1.04,0.425
5.0,0.958,0.836,2.349,5.57,1.881,1.085,0.422
5.0,0.967,0.885,2.411,5.694,1.953,0.975,0.423
5.0,0.953,0.87,2.294,5.617,1.963,0.996,0.408
5.0,0.981,0.954,2.605,5.929,1.967,0.981,0.439
5.0,0.961,0.866,2.259,5.549,1.878,0.906,0.407
5.0,0.966,0.923,2.616,5.866,1.957,0.997,0.446
5.0,1.0,0.941,2.749,6.015,2.017,0.929,0.457
5.0,0.994,0.946,2.434,5.842,1.965,1.079,0.417
5.0,0.943,0.928,2.462,5.763,1.921,0.97,0.427
5.0,0.953,0.938,2.51,5.816,1.947,1.003,0.432
5.0,0.941,0.908,2.367,5.646,1.876,1.062,0.419
5.0,0.924,0.853,2.288,5.513,1.869,0.982,0.415
5.0,1.004,0.935,2.643,5.949,2.008,0.943,0.444
5.0,0.952,0.931,2.533,5.783,1.906,0.971,0.438
5.0,0.95,0.92,2.429,5.724,1.952,1.0,0.424
5.0,0.961,0.844,2.19,5.478,1.885,1.145,0.4
5.0,0.988,0.874,2.416,5.709,1.903,1.045,0.423
5.0,0.942,0.91,2.512,5.761,1.912,1.021,0.436
5.0,0.997,0.946,2.64,5.945,1.984,1.003,0.444
5.0,0.95,0.795,2.054,5.305,1.814,0.9,0.387
5.0,0.957,0.93,2.507,5.792,1.928,1.005,0.433
5.0,0.976,0.849,2.329,5.631,1.978,1.185,0.414
5.0,0.954,0.884,2.379,5.669,1.942,1.055,0.42
5.0,0.923,0.915,2.391,5.676,1.894,1.027,0.421
5.0,0.962,0.913,2.58,5.836,1.943,0.999,0.442
5.0,1.065,0.835,2.3,5.671,1.956,1.1,0.406
5.0,0.944,0.831,2.26,5.485,1.917,1.132,0.412
5.0,0.977,0.939,2.755,5.981,1.977,1.022,0.461
5.0,0.956,0.902,2.457,5.729,1.951,0.973,0.429
5.0,0.97,0.88,2.487,5.753,1.968,1.007,0.432
5.0,1.015,0.879,2.427,5.763,1.96,1.08,0.421
5.0,0.995,0.896,2.593,5.858,2.012,0.917,0.443
5.0,1.016,0.881,2.59,5.849,1.982,1.12,0.443
4.9,0.989,0.907,2.282,5.66,1.884,0.957,0.403
4.9,0.943,0.814,2.177,5.409,1.913,0.91,0.402
4.9,1.006,0.897,2.656,5.917,1.992,1.101,0.449
4.9,0.953,0.922,2.455,5.754,1.933,1.027,0.427
4.9,0.951,0.923,2.551,5.801,1.929,1.017,0.44
4.9,0.997,0.932,2.588,5.882,1.964,1.066,0.44
4.9,1.004,0.874,2.496,5.796,1.996,1.129,0.431
4.9,0.996,0.876,2.508,5.777,1.927,0.93,0.434
4.9,0.973,0.843,2.431,5.69,1.972,0.873,0.427
4.9,0.98,0.913,2.476,5.808,1.978,0.914,0.426
4.9,0.983,0.949,2.77,6.032,2.007,0.974,0.459
4.9,0.962,0.929,2.605,5.849,1.963,0.955,0.445
4.9,0.97,0.899,2.498,5.761,1.977,0.958,0.434
4.9,0.976,0.886,2.431,5.752,1.956,1.013,0.423
4.9,0.96,0.9,2.424,5.69,1.921,1.125,0.426
4.9,0.971,0.897,2.526,5.78,1.953,1.014,0.437
4.9,0.977,0.897,2.434,5.744,1.919,1.024,0.424
4.9,0.985,0.943,2.518,5.844,1.987,1.073,0.431
4.9,0.971,0.967,2.467,5.819,1.938,0.918,0.424
4.9,0.968,0.888,2.507,5.763,1.956,1.019,0.435
4.9,0.934,0.857,2.316,5.543,1.844,0.946,0.418
4.9,0.949,0.91,2.57,5.816,1.941,1.008,0.442
4.9,0.943,0.896,2.437,5.703,1.914,0.941,0.427
4.9,0.934,0.769,2.063,5.278,1.839,0.916,0.391
4.9,0.978,0.915,2.624,5.873,1.927,0.982,0.447
4.9,0.956,0.853,2.275,5.568,1.906,0.978,0.409
4.9,1.005,0.858,2.491,5.756,1.962,0.83,0.433
4.9,0.97,0.918,2.586,5.892,1.977,0.966,0.439
4.9,0.952,0.897,2.343,5.642,1.953,0.831,0.415
4.9,1.01,0.918,2.5,5.848,1.975,0.9,0.428
4.9,0.988,0.79,2.181,5.455,1.969,0.919,0.4
4.9,0.987,0.886,2.497,5.763,1.958,0.907,0.433
4.9,0.984,0.908,2.534,5.821,2.017,0.964,0.435
4.9,0.909,0.885,2.153,5.437,1.857,1.031,0.396
4.9,0.994,0.929,2.55,5.875,1.985,0.955,0.434
4.9,0.954,0.905,2.261,5.626,1.947,1.039,0.402
4.9,1.017,0.876,2.4,5.75,2.001,1.058,0.417
4.9,0.942,0.91,2.453,5.742,1.893,1.023,0.427
4.9,0.952,0.911,2.219,5.587,1.902,1.004,0.397
4.9,1.0,0.906,2.638,5.879,1.995,0.92,0.449
4.9,0.972,0.93,2.647,5.896,1.959,1.011,0.449
4.9,0.937,0.811,2.016,5.364,1.869,1.102,0.376
4.9,0.987,0.922,2.558,5.855,2.009,1.099,0.437
4.9,0.977,0.874,2.299,5.63,1.953,1.056,0.408
4.9,0.952,0.946,2.664,5.903,1.923,1.016,0.451
