true_angle,convex_hull_area,convex_hull_perimeter,circularity,photon_density,mean_pairwise_distance,max_pairwise_distance,min_pairwise_distance,pairwise_entropy
10.2,1217.34,128.664,0.924,0.053,16.491,42.954,0.0,2.765
10.2,1316.315,132.369,0.944,0.058,17.077,44.465,0.0,2.755
10.2,1143.966,125.264,0.916,0.05,16.385,42.083,0.0,2.763
10.2,1229.208,128.64,0.933,0.053,18.267,42.827,0.0,2.838
10.2,1220.135,129.237,0.918,0.051,16.456,45.199,0.0,2.725
10.2,1176.263,127.759,0.906,0.05,16.835,43.976,0.0,2.765
10.2,1334.558,133.05,0.947,0.046,18.093,45.101,0.0,2.793
10.2,1331.842,134.47,0.926,0.051,16.067,44.941,0.0,2.725
10.2,1242.633,129.806,0.927,0.04,17.977,45.316,0.0,2.773
10.2,1195.863,126.386,0.941,0.054,16.942,44.271,0.0,2.729
10.2,1401.508,136.81,0.941,0.041,17.531,46.742,0.0,2.768
10.2,1046.137,122.924,0.87,0.05,16.196,41.664,0.0,2.816
10.2,1266.643,131.708,0.918,0.045,16.888,45.831,0.0,2.734
10.2,1128.058,125.342,0.902,0.048,16.957,42.843,0.0,2.797
10.2,1041.369,119.816,0.912,0.052,15.883,42.046,0.0,2.771
10.2,1227.251,129.183,0.924,0.045,16.557,43.452,0.0,2.792
10.2,1153.481,124.415,0.936,0.049,17.467,41.504,0.0,2.818
10.2,1224.283,131.127,0.895,0.036,16.662,44.825,0.0,2.785
10.2,1280.048,130.447,0.945,0.05,18.342,45.692,0.0,2.791
10.2,1003.637,120.296,0.872,0.056,14.696,43.492,0.0,2.662
10.2,1289.44,132.538,0.922,0.054,15.845,44.975,0.0,2.722
10.2,1050.342,123.226,0.869,0.048,15.022,41.779,0.0,2.754
10.2,1213.621,129.265,0.913,0.049,15.801,45.189,0.0,2.712
10.2,1127.736,123.922,0.923,0.054,16.49,43.711,0.0,2.747
10.2,1023.307,121.271,0.874,0.056,15.541,42.251,0.0,2.764
10.2,1039.957,123.04,0.863,0.056,16.884,42.549,0.0,2.79
10.2,1161.22,127.067,0.904,0.051,15.989,44.357,0.0,2.728
10.2,1189.558,129.331,0.894,0.045,15.412,45.255,0.0,2.697
10.2,1296.703,131.993,0.935,0.042,19.158,44.345,0.0,2.84
10.2,1277.202,132.07,0.92,0.056,17.176,45.207,0.0,2.763
10.2,1322.655,133.519,0.932,0.042,18.135,45.018,0.0,2.798
10.2,1206.364,127.965,0.926,0.048,16.841,44.761,0.0,2.747
10.2,1058.304,123.896,0.866,0.06,16.192,45.332,0.0,2.704
10.2,1197.899,129.364,0.9,0.044,17.372,43.647,0.0,2.793
10.2,1082.346,124.111,0.883,0.052,16.058,42.234,0.0,2.753
10.2,1142.332,127.794,0.879,0.045,17.324,45.104,0.0,2.768
10.2,1269.969,130.948,0.931,0.05,17.624,44.943,0.0,2.776
10.2,1044.44,118.257,0.939,0.043,16.326,40.182,0.0,2.802
10.2,1285.345,132.84,0.915,0.05,16.228,45.829,0.0,2.721
10.2,1021.714,119.815,0.894,0.053,16.649,43.568,0.0,2.751
10.2,1304.864,132.683,0.931,0.034,18.654,45.516,0.0,2.813
10.2,1016.182,116.421,0.942,0.047,15.911,39.249,0.0,2.795
11.2,1234.287,129.207,0.929,0.039,18.704,45.002,0.0,2.805
11.2,1425.056,137.959,0.941,0.048,17.778,46.337,0.0,2.767
11.2,1206.013,128.83,0.913,0.051,16.155,45.039,0.0,2.744
11.2,1043.988,125.023,0.839,0.064,14.357,45.414,0.0,2.626
11.2,1230.315,130.087,0.914,0.042,17.168,44.542,0.0,2.774
11.2,1084.046,124.142,0.884,0.054,15.467,41.723,0.0,2.759
11.2,1290.795,132.481,0.924,0.06,18.051,45.674,0.0,2.786
11.2,1155.768,127.325,0.896,0.061,17.131,45.354,0.0,2.734
11.2,1246.739,129.968,0.928,0.043,17.798,43.857,0.0,2.815
11.2,1109.524,124.361,0.902,0.05,15.985,45.952,0.0,2.702
11.2,1321.562,132.943,0.94,0.057,19.176,44.695,0.0,2.829
11.2,1294.665,132.103,0.932,0.051,17.868,44.444,0.0,2.793
11.2,1306.417,132.696,0.932,0.044,17.488,45.323,0.0,2.795
11.2,1297.978,131.625,0.941,0.051,18.0,44.502,0.0,2.799
11.2,1295.368,131.684,0.939,0.045,17.371,44.94,0.0,2.766
11.2,1058.216,123.082,0.878,0.05,15.651,45.064,0.0,2.693
11.2,1240.595,131.726,0.898,0.045,17.11,44.708,0.0,2.797
11.2,1169.403,128.691,0.887,0.049,17.254,45.695,0.0,2.751
11.2,1190.844,129.845,0.888,0.053,16.372,45.301,0.0,2.742
11.2,1306.723,132.15,0.94,0.056,17.732,45.829,0.0,2.77
11.2,1197.248,128.474,0.912,0.028,18.839,46.233,0.0,2.817
11.2,1049.176,122.691,0.876,0.05,15.959,41.841,0.0,2.762
11.2,990.969,120.441,0.858,0.054,15.39,40.865,0.0,2.771
11.2,1260.461,129.663,0.942,0.052,16.607,43.323,0.0,2.779
11.2,1318.598,133.124,0.935,0.037,19.462,46.262,0.0,2.808
11.2,1385.374,136.554,0.934,0.042,18.644,45.447,0.0,2.823
11.2,1220.557,129.706,0.912,0.034,16.723,45.109,0.0,2.763
11.2,1116.634,127.751,0.86,0.053,16.899,44.512,0.0,2.758
11.2,1243.419,131.219,0.907,0.032,18.414,45.447,0.0,2.827
11.2,1244.366,130.668,0.916,0.048,16.845,45.051,0.0,2.763
11.2,1299.584,132.246,0.934,0.039,17.053,44.521,0.0,2.747
11.2,1248.759,131.104,0.913,0.052,16.942,43.826,0.0,2.76
11.2,1029.479,118.498,0.921,0.059,16.779,42.311,0.0,2.774
11.2,1212.043,130.754,0.891,0.049,15.879,44.359,0.0,2.731
11.2,1022.603,124.697,0.826,0.048,14.82,45.312,0.0,2.676
11.2,1182.162,126.491,0.928,0.049,17.181,43.902,0.0,2.78
11.2,959.678,115.724,0.901,0.043,15.253,39.296,0.0,2.784
11.2,1206.083,129.132,0.909,0.046,17.634,44.358,0.0,2.785
11.2,1252.777,130.224,0.928,0.049,16.567,43.342,0.0,2.782
11.2,1291.097,131.104,0.944,0.051,18.159,45.167,0.0,2.765
11.2,1149.368,126.485,0.903,0.067,14.746,44.432,0.0,2.71
11.2,1261.464,129.619,0.944,0.048,17.516,43.275,0.0,2.819
11.2,1188.93,128.701,0.902,0.048,16.219,44.705,0.0,2.709
11.2,1392.402,136.846,0.934,0.048,17.643,45.896,0.0,2.764
11.2,1176.831,128.499,0.896,0.056,14.987,45.247,0.0,2.679
11.2,1252.341,129.566,0.937,0.051,17.245,43.497,0.0,2.806
11.2,1301.137,133.851,0.913,0.057,17.972,45.556,0.0,2.756
11.2,1102.73,121.422,0.94,0.046,16.635,40.964,0.0,2.812
11.2,1241.287,131.794,0.898,0.039,18.792,44.938,0.0,2.811
11.2,1169.301,126.441,0.919,0.054,15.101,43.622,0.0,2.711
11.2,1178.447,128.347,0.899,0.055,16.695,43.739,0.0,2.732
11.2,1204.568,127.399,0.933,0.048,16.743,44.014,0.0,2.756
11.2,1135.804,127.297,0.881,0.037,18.685,44.845,0.0,2.823
11.2,1111.947,125.127,0.892,0.051,16.54,45.099,0.0,2.741
11.2,1101.663,126.564,0.864,0.057,17.384,45.814,0.0,2.735
11.2,1326.645,134.125,0.927,0.044,15.865,44.488,0.0,2.714
11.2,1324.379,133.03,0.94,0.038,18.85,45.096,0.0,2.824
11.2,1189.682,127.788,0.916,0.054,16.808,44.991,0.0,2.752
11.2,1051.014,121.976,0.888,0.064,15.079,43.502,0.0,2.701
11.2,1078.952,123.431,0.89,0.05,15.164,42.036,0.0,2.752
11.2,1203.589,128.684,0.913,0.052,17.853,43.71,0.0,2.806
11.2,1186.157,128.795,0.899,0.056,16.402,44.194,0.0,2.769
11.2,1095.893,122.018,0.925,0.052,15.443,40.594,0.0,2.757
11.2,1267.755,131.186,0.926,0.054,16.322,45.643,0.0,2.749
11.2,1324.754,133.153,0.939,0.05,18.597,45.079,0.0,2.815
11.2,1076.326,123.206,0.891,0.046,16.624,41.243,0.0,2.789
11.2,1186.447,126.004,0.939,0.058,17.545,43.154,0.0,2.811
11.2,1289.622,133.565,0.908,0.047,17.899,44.365,0.0,2.794
11.2,998.116,118.796,0.889,0.057,14.5,42.01,0.0,2.707
11.2,1377.28,137.057,0.921,0.047,18.757,46.851,0.0,2.821
11.2,1067.158,121.656,0.906,0.061,13.887,41.974,0.0,2.659
11.2,1033.043,119.003,0.917,0.051,15.76,40.805,0.0,2.768
11.2,1226.132,129.321,0.921,0.045,17.847,43.947,0.0,2.813
11.2,1110.632,129.223,0.836,0.05,15.104,46.213,0.0,2.667
11.2,1278.666,131.323,0.932,0.045,16.721,43.032,0.0,2.797
11.2,1063.348,121.656,0.903,0.046,17.036,43.27,0.0,2.794
11.2,1214.752,129.276,0.913,0.054,16.523,45.679,0.0,2.703
11.2,1265.508,130.542,0.933,0.045,17.565,44.146,0.0,2.765
11.2,1084.432,123.222,0.897,0.054,15.975,45.051,0.0,2.691
11.2,1222.922,127.543,0.945,0.048,17.813,43.497,0.0,2.793
11.2,1120.68,125.212,0.898,0.054,14.821,45.515,0.0,2.668
11.2,1150.576,125.031,0.925,0.061,13.811,41.939,0.0,2.703
11.2,1304.355,132.601,0.932,0.046,17.669,44.866,0.0,2.795
11.2,1265.141,131.867,0.914,0.034,17.857,44.884,0.0,2.797
11.2,1207.324,128.744,0.915,0.05,18.579,45.862,0.0,2.763
11.2,1067.891,123.439,0.881,0.058,15.377,44.611,0.0,2.688
11.2,1115.942,125.721,0.887,0.056,15.707,44.974,0.0,2.709
11.2,1088.483,123.222,0.901,0.042,15.72,41.391,0.0,2.77
11.2,1050.721,123.094,0.871,0.049,16.871,43.391,0.0,2.809
11.2,1132.507,123.587,0.932,0.044,17.205,42.048,0.0,2.805
11.2,1143.628,125.764,0.909,0.051,17.154,43.4,0.0,2.767
11.2,1066.094,123.096,0.884,0.059,15.842,42.563,0.0,2.751
11.2,1264.882,131.936,0.913,0.043,16.006,44.057,0.0,2.735
11.2,1330.319,133.367,0.94,0.044,19.699,43.855,0.0,2.86
11.2,1229.954,129.217,0.926,0.05,17.7,43.589,0.0,2.815
11.2,1211.691,129.399,0.909,0.056,16.2,43.165,0.0,2.744
11.2,1294.935,133.818,0.909,0.047,16.942,46.062,0.0,2.737
11.2,1037.58,122.011,0.876,0.053,15.174,42.148,0.0,2.724
11.2,1355.022,136.0,0.921,0.048,17.323,46.081,0.0,2.756
11.2,951.154,115.532,0.895,0.048,15.517,38.802,0.0,2.814
10.4,1105.695,123.307,0.914,0.043,16.458,42.014,0.0,2.793
10.4,1191.425,129.042,0.899,0.045,16.275,44.331,0.0,2.731
10.4,1073.005,122.465,0.899,0.047,16.964,42.929,0.0,2.798
10.4,1259.276,129.419,0.945,0.051,17.113,43.347,0.0,2.772
10.4,1183.038,126.948,0.922,0.057,16.951,42.699,0.0,2.813
10.4,1183.71,126.624,0.928,0.054,16.701,44.986,0.0,2.741
10.4,1218.808,128.284,0.931,0.039,16.961,42.571,0.0,2.831
10.4,1032.475,124.135,0.842,0.053,14.796,43.038,0.0,2.699
10.4,929.241,113.187,0.911,0.053,14.496,39.45,0.0,2.751
10.4,1287.54,131.947,0.929,0.043,17.461,44.071,0.0,2.792
10.4,1029.64,117.633,0.935,0.056,16.613,42.622,0.0,2.76
10.4,1178.386,126.886,0.92,0.057,16.274,42.981,0.0,2.77
10.4,1277.519,131.941,0.922,0.041,18.918,44.756,0.0,2.816
10.4,1311.622,131.623,0.951,0.048,18.307,45.14,0.0,2.807
10.4,1247.691,131.087,0.912,0.042,17.504,43.265,0.0,2.803
10.4,1282.79,132.076,0.924,0.039,18.304,45.297,0.0,2.799
10.4,1267.125,132.539,0.906,0.041,17.541,45.209,0.0,2.77
10.4,1321.827,132.222,0.95,0.048,18.797,45.462,0.0,2.795
10.4,1015.875,119.27,0.897,0.061,16.622,42.6,0.0,2.76
10.4,1122.428,124.798,0.906,0.054,16.548,44.244,0.0,2.727
10.4,1039.487,121.607,0.883,0.062,14.624,44.488,0.0,2.653
10.4,1272.847,132.244,0.915,0.042,18.474,45.801,0.0,2.806
10.4,991.885,116.986,0.911,0.057,15.198,41.399,0.0,2.737
10.4,1195.99,129.881,0.891,0.04,15.682,44.487,0.0,2.762
10.4,1113.167,123.613,0.915,0.05,15.864,43.014,0.0,2.736
10.4,1208.983,128.724,0.917,0.051,16.12,43.751,0.0,2.735
10.4,1105.51,123.056,0.917,0.049,15.951,43.186,0.0,2.744
10.4,1333.095,134.587,0.925,0.055,18.276,45.044,0.0,2.79
10.4,1136.019,126.48,0.892,0.051,15.821,43.785,0.0,2.725
10.4,1170.635,125.287,0.937,0.056,16.104,43.248,0.0,2.762
10.4,1095.167,123.72,0.899,0.058,16.377,43.764,0.0,2.729
10.4,992.4,118.848,0.883,0.059,15.18,44.154,0.0,2.693
10.4,1196.829,128.268,0.914,0.054,15.429,44.423,0.0,2.71
10.4,1256.824,131.593,0.912,0.051,18.117,44.712,0.0,2.808
10.4,1253.84,131.832,0.907,0.056,15.924,45.035,0.0,2.703
10.4,1056.007,121.705,0.896,0.054,15.071,44.855,0.0,2.656
10.4,1221.987,127.081,0.951,0.05,18.698,43.095,0.0,2.829
10.4,1085.802,122.949,0.903,0.054,15.049,43.314,0.0,2.711
10.4,1141.223,125.007,0.918,0.052,16.652,42.202,0.0,2.776
10.4,1261.319,132.295,0.906,0.045,17.791,44.395,0.0,2.806
10.4,1140.151,124.426,0.925,0.047,17.717,42.306,0.0,2.834
10.4,1197.645,126.554,0.94,0.043,17.92,42.529,0.0,2.83
10.4,1242.582,128.953,0.939,0.063,17.359,43.298,0.0,2.811
10.4,1135.556,126.517,0.891,0.045,16.695,43.379,0.0,2.8
10.4,1155.81,124.746,0.933,0.044,16.579,44.076,0.0,2.727
10.4,1090.327,123.555,0.898,0.043,16.04,43.785,0.0,2.733
10.4,1037.268,123.582,0.853,0.047,16.443,42.725,0.0,2.75
10.4,1030.214,120.31,0.894,0.055,16.71,45.616,0.0,2.728
10.4,1242.138,129.892,0.925,0.055,16.78,46.027,0.0,2.747
10.4,1147.777,126.893,0.896,0.066,16.646,45.276,0.0,2.73
10.4,1279.854,132.467,0.917,0.05,17.901,44.967,0.0,2.791
10.4,1217.868,128.361,0.929,0.05,16.028,44.967,0.0,2.724
10.4,1171.259,126.311,0.923,0.036,17.07,42.818,0.0,2.816
10.4,1262.738,130.153,0.937,0.05,16.847,44.306,0.0,2.773
10.4,1112.811,123.035,0.924,0.049,16.829,41.864,0.0,2.807
10.4,1157.962,127.123,0.9,0.054,14.817,42.513,0.0,2.732
10.4,1097.662,124.517,0.89,0.056,16.123,41.926,0.0,2.784
10.4,998.324,116.886,0.918,0.049,14.934,39.902,0.0,2.765
10.4,1160.356,126.316,0.914,0.064,16.095,44.559,0.0,2.706
10.4,1068.73,122.905,0.889,0.047,15.737,41.632,0.0,2.77
10.4,973.417,115.949,0.91,0.053,14.322,39.75,0.0,2.737
10.4,1104.469,125.576,0.88,0.051,15.724,43.919,0.0,2.73
10.4,1275.494,131.641,0.925,0.048,16.734,46.108,0.0,2.753
10.4,1280.64,132.672,0.914,0.045,18.331,45.023,0.0,2.791
10.4,1272.955,132.277,0.914,0.054,16.397,44.865,0.0,2.723
10.4,1058.891,125.327,0.847,0.052,16.585,44.647,0.0,2.757
10.4,997.324,121.257,0.852,0.052,16.349,41.79,0.0,2.793
10.4,1228.738,130.115,0.912,0.046,18.758,46.759,0.0,2.793
10.4,1285.954,129.981,0.956,0.058,17.723,43.878,0.0,2.794
10.4,1385.359,136.035,0.941,0.032,18.992,45.12,0.0,2.832
10.4,1227.895,129.017,0.927,0.045,15.702,43.829,0.0,2.748
10.4,1086.557,122.982,0.903,0.052,16.787,43.389,0.0,2.759
10.4,1242.459,130.656,0.915,0.046,15.767,45.179,0.0,2.718
10.4,1121.035,123.625,0.922,0.05,15.278,43.005,0.0,2.72
10.4,1327.212,135.092,0.914,0.041,17.436,45.301,0.0,2.79
10.4,1354.793,134.249,0.945,0.049,16.841,44.39,0.0,2.776
10.4,1241.266,128.786,0.94,0.047,17.806,43.609,0.0,2.792
10.4,1084.992,124.802,0.875,0.05,15.538,44.448,0.0,2.704
10.4,1100.245,122.689,0.919,0.056,17.05,43.349,0.0,2.755
10.4,1181.951,127.321,0.916,0.048,16.67,44.038,0.0,2.763
10.4,1011.042,118.956,0.898,0.045,15.189,40.047,0.0,2.784
10.4,1276.156,131.261,0.931,0.053,17.91,43.452,0.0,2.801
10.4,1104.764,126.65,0.866,0.053,16.134,43.458,0.0,2.726
10.4,1220.271,128.186,0.933,0.055,16.901,43.429,0.0,2.774
10.4,1303.332,132.081,0.939,0.055,16.445,44.888,0.0,2.746
10.4,1348.639,134.845,0.932,0.046,16.699,45.122,0.0,2.755
10.4,1089.401,122.008,0.92,0.053,16.471,41.612,0.0,2.804
10.4,1268.499,132.64,0.906,0.044,18.406,45.698,0.0,2.777
10.4,1176.536,128.721,0.892,0.049,16.267,43.919,0.0,2.742
10.4,1149.527,127.549,0.888,0.05,17.167,43.432,0.0,2.775
10.4,1218.718,131.179,0.89,0.037,16.987,45.199,0.0,2.763
10.4,864.239,112.549,0.857,0.052,13.773,40.503,0.0,2.68
10.4,1284.299,132.33,0.922,0.041,17.605,44.952,0.0,2.767
10.4,1196.771,130.065,0.889,0.04,16.63,43.634,0.0,2.778
10.4,1110.354,122.11,0.936,0.052,16.57,41.943,0.0,2.801
10.4,1256.913,129.778,0.938,0.041,16.976,43.151,0.0,2.805
10.4,1177.421,127.446,0.911,0.046,15.917,43.557,0.0,2.733
10.4,1157.345,125.258,0.927,0.061,16.241,42.667,0.0,2.754
10.4,1281.407,131.838,0.926,0.043,16.735,45.751,0.0,2.701
10.4,1295.529,131.165,0.946,0.039,18.275,44.85,0.0,2.82
10.8,1051.448,120.682,0.907,0.054,15.537,41.269,0.0,2.771
10.8,1277.959,131.939,0.923,0.049,17.731,43.586,0.0,2.822
10.8,1167.223,130.724,0.858,0.05,15.771,46.661,0.0,2.674
10.8,1128.546,127.663,0.87,0.048,16.046,44.861,0.0,2.713
10.8,1017.262,120.567,0.879,0.043,15.493,41.225,0.0,2.758
10.8,1282.71,132.138,0.923,0.039,17.994,45.105,0.0,2.788
10.8,1177.907,128.166,0.901,0.047,16.548,44.542,0.0,2.733
10.8,1124.562,123.937,0.92,0.06,14.95,42.843,0.0,2.736
10.8,1203.365,128.897,0.91,0.052,16.904,44.707,0.0,2.744
10.8,1252.434,129.11,0.944,0.065,17.106,45.063,0.0,2.729
10.8,1183.393,127.782,0.911,0.045,17.036,44.989,0.0,2.762
10.8,1023.322,119.406,0.902,0.054,15.268,44.552,0.0,2.685
10.8,1009.493,120.518,0.873,0.057,15.935,42.839,0.0,2.734
10.8,1115.942,124.527,0.904,0.049,16.714,45.967,0.0,2.745
10.8,1077.009,124.216,0.877,0.054,17.376,43.754,0.0,2.795
10.8,1254.763,130.223,0.93,0.048,16.792,44.239,0.0,2.759
10.8,1050.96,120.718,0.906,0.041,16.01,40.832,0.0,2.817
10.8,1362.37,135.408,0.934,0.046,18.158,45.641,0.0,2.796
10.8,1122.163,126.489,0.881,0.059,16.214,43.591,0.0,2.753
10.8,1253.069,133.847,0.879,0.044,16.645,46.157,0.0,2.717
10.8,1227.831,131.165,0.897,0.047,14.789,43.339,0.0,2.693
10.8,1363.969,135.976,0.927,0.037,18.432,45.849,0.0,2.826
10.8,1217.973,130.206,0.903,0.048,17.101,45.294,0.0,2.761
10.8,1072.215,125.877,0.85,0.056,15.803,44.134,0.0,2.733
10.8,1094.947,124.366,0.89,0.057,15.763,44.893,0.0,2.715
10.8,1251.194,129.491,0.938,0.054,17.875,44.808,0.0,2.783
10.8,1030.244,120.389,0.893,0.05,14.939,41.614,0.0,2.707
10.8,1150.61,125.792,0.914,0.037,16.638,42.293,0.0,2.806
10.8,1305.2,132.494,0.934,0.049,16.813,46.631,0.0,2.732
10.8,1259.037,133.055,0.894,0.046,16.045,45.476,0.0,2.73
10.8,1363.27,135.873,0.928,0.041,17.785,44.792,0.0,2.796
10.8,1292.667,133.346,0.914,0.056,16.759,45.101,0.0,2.745
10.8,983.726,121.841,0.833,0.059,14.564,44.378,0.0,2.644
10.8,1193.248,127.211,0.927,0.048,16.525,45.038,0.0,2.714
10.8,1360.801,135.134,0.936,0.038,19.171,45.967,0.0,2.806
10.8,1095.167,126.623,0.858,0.046,15.807,43.526,0.0,2.755
10.8,1198.71,128.512,0.912,0.04,16.905,42.858,0.0,2.818
10.8,1144.941,125.552,0.913,0.045,17.375,43.652,0.0,2.776
10.8,1185.484,128.902,0.897,0.051,17.569,45.635,0.0,2.774
10.8,1131.495,124.674,0.915,0.06,16.528,42.178,0.0,2.808
10.8,1107.385,125.405,0.885,0.061,15.873,44.79,0.0,2.685
10.8,1039.832,122.071,0.877,0.066,14.333,42.335,0.0,2.679
10.8,1232.122,129.494,0.923,0.05,16.074,43.928,0.0,2.731
10.8,1139.693,127.136,0.886,0.05,17.729,43.967,0.0,2.794
10.8,1202.053,129.327,0.903,0.045,18.075,45.957,0.0,2.767
10.8,1170.079,127.718,0.901,0.055,17.163,44.379,0.0,2.783
10.8,1128.531,125.241,0.904,0.047,15.393,44.072,0.0,2.703
10.8,1288.622,131.747,0.933,0.058,16.157,44.425,0.0,2.747
10.8,1170.443,128.528,0.89,0.053,16.795,44.616,0.0,2.761
10.8,1360.923,135.042,0.938,0.043,17.464,46.058,0.0,2.762
10.8,1051.797,120.837,0.905,0.051,16.365,41.621,0.0,2.782
10.8,1251.167,132.608,0.894,0.046,17.412,45.11,0.0,2.769
10.8,1149.872,125.791,0.913,0.058,15.247,44.0,0.0,2.685
10.8,1138.378,126.611,0.892,0.05,15.798,43.238,0.0,2.738
10.8,1333.727,133.268,0.944,0.057,16.338,44.988,0.0,2.748
10.8,1353.772,134.393,0.942,0.043,16.759,45.597,0.0,2.758
10.8,1234.688,129.993,0.918,0.049,17.677,43.753,0.0,2.8
10.8,1335.789,135.058,0.92,0.061,17.546,45.688,0.0,2.746
10.8,1210.633,129.879,0.902,0.044,15.684,44.258,0.0,2.724
10.8,1282.464,131.548,0.931,0.044,17.935,45.216,0.0,2.812
10.8,1340.538,135.185,0.922,0.04,18.672,46.782,0.0,2.804
10.8,1185.974,127.963,0.91,0.042,16.842,43.305,0.0,2.788
10.8,851.397,111.415,0.862,0.06,12.846,41.857,0.0,2.665
10.8,1265.861,133.315,0.895,0.039,18.228,44.655,0.0,2.822
10.8,1323.683,134.104,0.925,0.036,18.809,46.027,0.0,2.822
10.8,1182.849,126.072,0.935,0.052,16.558,42.871,0.0,2.768
10.8,1196.763,128.969,0.904,0.051,16.162,43.628,0.0,2.736
10.8,1190.147,130.326,0.881,0.051,16.551,44.486,0.0,2.752
10.8,1181.665,128.994,0.892,0.037,16.73,43.702,0.0,2.773
10.8,1097.027,124.573,0.888,0.053,18.081,45.531,0.0,2.788
10.8,1261.749,132.336,0.905,0.047,17.456,45.797,0.0,2.767
10.8,1217.17,127.88,0.935,0.05,17.35,42.788,0.0,2.828
10.8,1176.135,129.906,0.876,0.046,16.88,44.092,0.0,2.775
10.8,1252.456,130.966,0.918,0.05,17.864,44.277,0.0,2.809
10.8,1263.284,130.708,0.929,0.04,17.237,45.223,0.0,2.769
10.8,1191.283,127.565,0.92,0.054,17.905,43.477,0.0,2.791
10.8,954.514,113.928,0.924,0.058,14.663,40.135,0.0,2.773
10.8,1002.692,117.491,0.913,0.051,16.079,39.726,0.0,2.791
10.8,1260.736,129.955,0.938,0.058,17.489,44.991,0.0,2.765
10.8,1305.941,133.488,0.921,0.057,16.987,44.151,0.0,2.769
10.8,1327.79,132.897,0.945,0.049,18.379,45.025,0.0,2.804
10.8,1183.576,128.466,0.901,0.042,17.222,44.242,0.0,2.795
10.8,1327.403,133.146,0.941,0.053,17.808,45.067,0.0,2.787
10.8,1267.986,130.522,0.935,0.043,17.658,43.87,0.0,2.793
10.8,1336.563,133.024,0.949,0.049,17.487,44.57,0.0,2.785
10.8,1199.113,127.959,0.92,0.046,16.965,43.512,0.0,2.812
10.8,1148.075,126.319,0.904,0.055,16.289,45.068,0.0,2.748
10.8,1307.511,131.467,0.951,0.049,17.724,44.347,0.0,2.799
10.8,1134.725,124.826,0.915,0.054,16.269,43.831,0.0,2.745
10.8,1377.055,136.422,0.93,0.036,18.118,45.861,0.0,2.786
10.8,1068.064,125.249,0.856,0.058,16.016,44.371,0.0,2.709
10.8,1123.176,127.85,0.863,0.051,15.491,44.49,0.0,2.69
10.8,1099.377,121.343,0.938,0.05,16.447,40.614,0.0,2.798
10.8,1051.009,123.668,0.864,0.038,16.796,44.898,0.0,2.808
10.8,1211.823,128.702,0.919,0.037,16.018,43.67,0.0,2.741
10.8,1238.378,130.399,0.915,0.056,17.227,43.841,0.0,2.774
10.8,1319.381,133.879,0.925,0.048,17.231,44.95,0.0,2.781
10.8,1018.999,121.085,0.873,0.056,15.457,44.915,0.0,2.672
10.8,1371.651,135.363,0.941,0.051,17.311,45.808,0.0,2.764
10.8,1199.943,128.199,0.917,0.043,16.814,42.716,0.0,2.814
11.0,1334.215,132.998,0.948,0.053,18.66,44.791,0.0,2.797
11.0,1184.602,129.715,0.885,0.052,18.094,45.617,0.0,2.769
11.0,1270.419,133.488,0.896,0.055,16.776,44.908,0.0,2.735
11.0,1218.621,128.523,0.927,0.039,18.173,43.462,0.0,2.816
11.0,1311.698,133.512,0.925,0.043,17.102,45.834,0.0,2.754
11.0,1153.21,128.662,0.875,0.042,16.194,45.098,0.0,2.73
11.0,949.375,120.756,0.818,0.063,13.971,45.242,0.0,2.596
11.0,1274.972,131.109,0.932,0.059,15.823,44.492,0.0,2.743
11.0,1262.271,130.61,0.93,0.051,18.92,44.107,0.0,2.812
11.0,1315.476,134.26,0.917,0.046,17.746,45.366,0.0,2.786
11.0,1330.819,134.891,0.919,0.045,16.65,45.036,0.0,2.761
11.0,1295.091,132.858,0.922,0.049,17.665,44.485,0.0,2.793
11.0,1277.036,134.545,0.886,0.045,18.133,46.055,0.0,2.783
11.0,1269.689,131.162,0.927,0.05,17.105,44.495,0.0,2.763
11.0,1212.827,127.823,0.933,0.04,18.01,43.24,0.0,2.812
11.0,1131.971,128.121,0.867,0.05,14.753,45.18,0.0,2.661
11.0,1163.771,125.295,0.932,0.047,16.395,43.573,0.0,2.733
11.0,1224.462,130.16,0.908,0.049,17.166,44.418,0.0,2.777
11.0,1309.306,132.715,0.934,0.066,16.566,45.989,0.0,2.72
11.0,1155.234,124.846,0.931,0.052,17.739,43.354,0.0,2.807
11.0,1195.877,128.175,0.915,0.047,17.719,43.769,0.0,2.8
11.0,1295.976,132.307,0.93,0.052,17.819,45.599,0.0,2.766
11.0,1297.427,133.678,0.912,0.049,19.336,45.655,0.0,2.826
11.0,1108.32,126.557,0.87,0.049,16.49,43.465,0.0,2.753
11.0,1268.124,130.222,0.94,0.046,16.016,44.567,0.0,2.744
11.0,1222.367,130.431,0.903,0.046,16.65,44.83,0.0,2.778
11.0,1092.543,124.784,0.882,0.049,16.659,43.103,0.0,2.765
11.0,1133.916,125.831,0.9,0.056,17.386,44.013,0.0,2.777
11.0,1103.201,124.975,0.888,0.051,16.555,46.126,0.0,2.691
11.0,1140.254,126.202,0.9,0.033,18.144,45.464,0.0,2.796
11.0,946.523,115.1,0.898,0.05,15.578,39.846,0.0,2.784
11.0,1193.656,127.587,0.921,0.068,16.198,45.04,0.0,2.704
11.0,1223.162,130.799,0.898,0.04,17.751,44.479,0.0,2.78
11.0,1127.058,125.794,0.895,0.057,16.513,42.875,0.0,2.788
