true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,max_distance,aspect_ratio,area_to_perimeter_ratio,ellipticity
0.0,1.817,1.327,0.683,6.091,9.34,3.375,0.769,0.652,1.14
0.0,1.629,1.575,0.256,7.091,9.797,3.289,0.982,0.724,1.077
0.0,1.583,1.527,0.264,6.927,9.568,3.209,0.947,0.724,1.052
0.0,1.651,1.495,0.425,7.146,9.734,3.285,0.944,0.734,1.055
0.0,1.639,1.569,0.29,7.516,9.953,3.306,0.912,0.755,1.049
0.0,1.673,1.501,0.441,7.038,9.761,3.311,0.951,0.721,1.077
0.0,1.636,1.572,0.277,7.3,9.881,3.312,0.915,0.739,1.064
1.5,1.694,1.477,0.49,7.153,9.805,3.32,0.857,0.73,1.07
1.5,1.615,1.515,0.346,7.131,9.684,3.231,1.008,0.736,1.047
1.5,1.589,1.386,0.489,5.952,9.172,3.111,1.036,0.649,1.125
1.5,1.661,1.507,0.42,6.805,9.604,3.225,1.04,0.709,1.078
1.5,1.65,1.596,0.253,7.296,9.938,3.273,0.966,0.734,1.077
1.5,1.623,1.483,0.406,6.833,9.522,3.192,0.919,0.718,1.056
1.5,1.604,1.448,0.43,6.811,9.534,3.211,1.097,0.714,1.062
1.5,1.71,1.415,0.561,6.823,9.601,3.382,1.161,0.711,1.075
1.5,1.72,1.456,0.532,7.232,9.884,3.369,1.092,0.732,1.075
1.5,1.647,1.599,0.241,7.303,9.933,3.321,0.987,0.735,1.075
1.5,1.7,1.472,0.5,7.441,9.883,3.295,1.085,0.753,1.045
1.5,1.634,1.566,0.284,7.387,9.905,3.36,1.025,0.746,1.057
1.5,1.622,1.498,0.383,7.024,9.645,3.274,1.076,0.728,1.054
1.5,1.623,1.547,0.304,7.371,9.847,3.273,0.956,0.749,1.047
1.5,1.601,1.473,0.393,6.817,9.548,3.239,0.886,0.714,1.064
1.5,1.656,1.526,0.388,6.992,9.699,3.288,0.919,0.721,1.071
1.5,1.643,1.559,0.316,7.38,9.901,3.334,1.042,0.745,1.057
1.5,1.666,1.488,0.449,7.171,9.731,3.348,0.972,0.737,1.051
1.5,1.654,1.437,0.495,6.681,9.48,3.264,1.049,0.705,1.07
1.5,1.681,1.484,0.47,7.266,9.81,3.366,0.92,0.741,1.054
1.5,1.61,1.557,0.256,6.779,9.647,3.208,0.987,0.703,1.092
1.5,1.571,1.569,0.043,7.281,9.753,3.196,1.045,0.747,1.04
1.5,1.67,1.528,0.403,7.074,9.732,3.273,1.033,0.727,1.066
1.5,1.714,1.434,0.547,6.663,9.617,3.27,1.026,0.693,1.105
1.5,1.6,1.378,0.508,6.271,9.27,3.255,1.162,0.676,1.09
1.5,1.689,1.547,0.401,7.165,9.838,3.372,1.007,0.728,1.075
1.5,1.663,1.417,0.524,6.687,9.653,3.363,1.099,0.693,1.109
1.5,1.634,1.548,0.32,7.209,9.823,3.306,0.992,0.734,1.065
1.5,1.606,1.524,0.315,7.255,9.79,3.231,0.983,0.741,1.051
1.5,1.593,1.568,0.178,6.991,9.705,3.258,0.927,0.72,1.072
1.5,1.663,1.565,0.337,7.302,9.916,3.397,0.908,0.736,1.072
1.5,1.72,1.492,0.497,7.032,9.825,3.314,0.941,0.716,1.092
1.5,1.588,1.468,0.381,6.471,9.406,3.225,0.923,0.688,1.088
1.5,1.647,1.56,0.322,7.258,9.865,3.326,0.996,0.736,1.067
1.5,1.577,1.379,0.485,6.146,9.142,3.166,0.91,0.672,1.082
1.5,1.647,1.477,0.442,6.407,9.483,3.256,0.986,0.676,1.117
1.5,1.635,1.583,0.252,7.055,9.809,3.21,0.967,0.719,1.085
1.5,1.663,1.448,0.492,6.63,9.52,3.213,1.061,0.696,1.088
1.5,1.699,1.368,0.593,6.384,9.401,3.246,0.835,0.679,1.102
1.5,1.671,1.595,0.298,7.775,10.111,3.343,0.941,0.769,1.046
1.5,1.67,1.495,0.445,7.147,9.769,3.281,0.939,0.732,1.063
1.5,1.615,1.481,0.399,6.917,9.561,3.203,1.06,0.724,1.052
1.5,1.615,1.451,0.44,6.721,9.461,3.283,1.025,0.71,1.06
1.5,1.636,1.533,0.349,7.122,9.748,3.236,1.044,0.731,1.062
1.5,1.625,1.536,0.327,6.992,9.709,3.347,0.99,0.72,1.073
1.5,1.702,1.565,0.394,7.576,10.013,3.367,0.924,0.757,1.053
1.5,1.636,1.62,0.142,7.702,10.107,3.328,1.034,0.762,1.055
1.5,1.609,1.522,0.324,6.89,9.644,3.276,1.0,0.714,1.074
1.5,1.637,1.379,0.538,6.558,9.389,3.181,1.051,0.699,1.07
1.5,1.688,1.502,0.457,7.381,9.901,3.386,0.961,0.745,1.057
1.0,1.682,1.509,0.441,7.329,9.91,3.404,0.87,0.74,1.066
1.0,1.531,1.422,0.37,6.109,9.146,3.176,1.138,0.668,1.09
1.0,1.66,1.472,0.462,6.887,9.681,3.281,0.921,0.711,1.083
1.0,1.736,1.467,0.535,7.025,9.762,3.331,0.972,0.72,1.079
1.0,1.665,1.62,0.232,7.862,10.181,3.375,0.99,0.772,1.049
1.0,1.761,1.344,0.646,6.532,9.52,3.368,1.236,0.686,1.104
1.0,1.635,1.56,0.298,7.312,9.854,3.244,0.977,0.742,1.057
1.0,1.516,1.399,0.386,5.89,8.933,3.021,0.861,0.659,1.078
1.0,1.648,1.494,0.423,7.14,9.739,3.324,0.97,0.733,1.057
1.0,1.624,1.541,0.316,6.978,9.754,3.294,0.983,0.715,1.085
1.0,1.639,1.544,0.336,7.285,9.795,3.264,0.954,0.744,1.048
1.0,1.657,1.548,0.357,7.356,9.887,3.29,0.996,0.744,1.058
1.0,1.614,1.57,0.232,7.586,9.93,3.241,0.969,0.764,1.034
1.0,1.605,1.493,0.367,6.998,9.566,3.22,0.951,0.732,1.041
1.0,1.623,1.522,0.348,7.001,9.767,3.267,0.965,0.717,1.084
1.0,1.616,1.441,0.452,6.451,9.372,3.185,1.023,0.688,1.083
1.0,1.679,1.498,0.452,7.242,9.8,3.372,0.933,0.739,1.055
1.0,1.695,1.465,0.503,7.148,9.715,3.286,0.935,0.736,1.051
1.0,1.642,1.581,0.27,7.3,9.88,3.259,1.049,0.739,1.064
1.0,1.659,1.457,0.479,6.845,9.588,3.322,0.943,0.714,1.069
1.0,1.545,1.505,0.224,6.551,9.379,3.147,1.024,0.698,1.069
1.0,1.636,1.603,0.2,7.466,9.953,3.247,1.012,0.75,1.056
1.0,1.65,1.56,0.325,7.195,9.822,3.347,0.938,0.733,1.067
1.0,1.611,1.538,0.297,6.982,9.643,3.199,1.025,0.724,1.06
1.0,1.634,1.455,0.455,6.952,9.601,3.276,1.032,0.724,1.055
1.0,1.642,1.531,0.361,7.127,9.765,3.257,1.1,0.73,1.065
1.0,1.642,1.511,0.392,6.81,9.732,3.368,0.907,0.7,1.107
1.0,1.656,1.48,0.449,6.686,9.568,3.211,1.059,0.699,1.089
1.0,1.615,1.481,0.399,6.552,9.51,3.345,0.911,0.689,1.098
1.0,1.621,1.443,0.456,6.073,9.303,3.229,1.095,0.653,1.134
1.0,1.622,1.523,0.344,7.192,9.721,3.237,0.915,0.74,1.046
1.0,1.578,1.476,0.354,6.202,9.303,3.219,0.894,0.667,1.111
1.0,1.683,1.555,0.383,7.69,10.021,3.34,0.951,0.767,1.039
1.0,1.581,1.542,0.222,7.027,9.713,3.181,1.002,0.723,1.068
1.0,1.656,1.318,0.605,6.419,9.287,3.29,1.129,0.691,1.069
1.0,1.643,1.502,0.404,6.681,9.616,3.283,0.901,0.695,1.101
1.0,1.675,1.614,0.267,7.697,10.121,3.352,0.938,0.761,1.059
1.0,1.671,1.494,0.448,6.956,9.703,3.308,0.915,0.717,1.077
1.0,1.595,1.544,0.251,6.653,9.514,3.159,1.018,0.699,1.083
1.0,1.638,1.497,0.405,6.993,9.647,3.263,0.895,0.725,1.059
1.0,1.669,1.396,0.548,6.803,9.5,3.344,0.946,0.716,1.056
1.0,1.62,1.374,0.53,6.257,9.304,3.244,0.782,0.672,1.101
1.0,1.603,1.472,0.396,7.007,9.619,3.238,1.171,0.728,1.051
1.0,1.584,1.396,0.473,6.397,9.221,3.091,0.898,0.694,1.058
1.0,1.671,1.492,0.45,7.23,9.822,3.347,0.968,0.736,1.062
1.0,1.75,1.526,0.489,7.499,10.033,3.4,1.041,0.747,1.068
1.0,1.697,1.518,0.447,7.254,9.885,3.384,0.92,0.734,1.072
1.0,1.648,1.462,0.461,6.992,9.631,3.246,0.953,0.726,1.056
1.0,1.584,1.535,0.246,6.947,9.595,3.195,0.941,0.724,1.055
1.0,1.685,1.562,0.376,7.476,9.988,3.338,0.981,0.748,1.062
0.5,1.635,1.629,0.085,7.505,9.995,3.31,1.014,0.751,1.059
0.5,1.611,1.523,0.326,6.791,9.606,3.208,1.007,0.707,1.081
0.5,1.651,1.482,0.442,6.47,9.479,3.306,0.762,0.683,1.105
0.5,1.679,1.53,0.412,7.427,9.931,3.373,0.92,0.748,1.057
0.5,1.582,1.469,0.37,6.597,9.394,3.135,0.945,0.702,1.064
0.5,1.65,1.53,0.375,7.138,9.751,3.28,0.965,0.732,1.06
0.5,1.639,1.575,0.276,6.725,9.655,3.288,0.99,0.696,1.103
0.5,1.552,1.446,0.362,6.405,9.257,3.165,0.992,0.692,1.065
0.5,1.601,1.437,0.441,6.34,9.318,3.25,0.994,0.68,1.09
0.5,1.639,1.458,0.458,6.752,9.546,3.255,0.906,0.707,1.074
0.5,1.657,1.533,0.38,7.356,9.866,3.291,0.939,0.746,1.053
0.5,1.665,1.515,0.415,7.096,9.786,3.268,0.939,0.725,1.074
0.5,1.646,1.463,0.459,6.903,9.581,3.264,0.919,0.72,1.058
0.5,1.692,1.522,0.436,7.292,9.872,3.318,1.056,0.739,1.064
0.5,1.703,1.44,0.535,6.817,9.607,3.263,0.912,0.71,1.078
0.5,1.583,1.466,0.377,6.603,9.428,3.249,1.023,0.7,1.071
0.5,1.579,1.52,0.27,6.973,9.571,3.166,1.031,0.729,1.045
0.5,1.591,1.385,0.492,6.147,9.123,3.138,0.993,0.674,1.077
0.5,1.68,1.599,0.307,7.723,10.115,3.361,0.984,0.763,1.054
0.5,1.567,1.505,0.28,6.911,9.538,3.178,0.928,0.725,1.048
0.5,1.651,1.466,0.459,6.91,9.641,3.298,0.922,0.717,1.07
0.5,1.579,1.524,0.262,6.945,9.637,3.234,0.969,0.721,1.064
0.5,1.699,1.482,0.488,6.867,9.666,3.36,0.957,0.71,1.083
0.5,1.678,1.369,0.578,6.293,9.318,3.301,0.863,0.675,1.098
0.5,1.624,1.537,0.323,7.242,9.768,3.243,0.947,0.741,1.048
0.5,1.588,1.523,0.283,6.852,9.534,3.122,1.033,0.719,1.056
0.5,1.642,1.49,0.42,6.711,9.54,3.234,1.102,0.703,1.079
0.5,1.611,1.531,0.312,6.873,9.62,3.165,1.073,0.714,1.072
0.5,1.557,1.5,0.269,6.864,9.522,3.117,1.045,0.721,1.051
0.5,1.668,1.462,0.482,7.203,9.709,3.354,0.93,0.742,1.041
0.5,1.668,1.612,0.258,7.535,10.032,3.368,0.937,0.751,1.063
0.5,1.686,1.541,0.405,7.45,9.933,3.349,0.938,0.75,1.054
0.5,1.597,1.467,0.395,6.691,9.477,3.313,1.059,0.706,1.068
0.5,1.669,1.498,0.441,6.766,9.612,3.34,0.934,0.704,1.087
0.5,1.591,1.514,0.308,6.677,9.501,3.28,1.031,0.703,1.076
0.5,1.698,1.453,0.517,7.201,9.785,3.368,0.832,0.736,1.058
0.5,1.671,1.503,0.437,7.367,9.831,3.336,0.933,0.749,1.044
0.5,1.695,1.552,0.402,7.512,9.997,3.318,0.894,0.751,1.059
0.5,1.662,1.509,0.419,7.177,9.797,3.38,0.927,0.733,1.064
0.5,1.668,1.482,0.459,7.229,9.773,3.273,0.878,0.74,1.051
0.5,1.752,1.372,0.622,5.872,9.251,3.221,0.836,0.635,1.16
0.5,1.758,1.433,0.58,6.691,9.62,3.257,1.074,0.696,1.101
0.5,1.627,1.482,0.412,6.057,9.262,3.169,0.964,0.654,1.127
0.5,1.651,1.523,0.387,7.306,9.859,3.299,0.962,0.741,1.059
0.5,1.642,1.572,0.289,7.358,9.88,3.303,0.941,0.745,1.056
0.5,1.587,1.546,0.226,6.837,9.63,3.247,1.089,0.71,1.08
0.5,1.717,1.468,0.519,7.172,9.811,3.331,0.915,0.731,1.068
0.5,1.65,1.47,0.454,6.681,9.521,3.253,1.069,0.702,1.08
0.5,1.621,1.611,0.113,7.458,9.935,3.282,1.034,0.751,1.053
0.5,1.632,1.563,0.287,7.4,9.903,3.274,0.956,0.747,1.054
2.0,1.601,1.542,0.268,6.645,9.611,3.224,0.994,0.691,1.106
2.0,1.644,1.643,0.042,7.824,10.126,3.311,0.977,0.773,1.043
2.0,1.581,1.495,0.326,6.387,9.412,3.132,0.93,0.679,1.104
2.0,1.648,1.522,0.383,7.152,9.871,3.336,0.966,0.725,1.084
2.0,1.715,1.427,0.554,7.073,9.78,3.357,1.07,0.723,1.076
2.0,1.651,1.503,0.414,6.923,9.707,3.322,0.978,0.713,1.083
2.0,1.681,1.492,0.461,7.182,9.773,3.274,1.127,0.735,1.058
2.0,1.584,1.504,0.313,6.673,9.478,3.196,1.076,0.704,1.071
2.0,1.675,1.517,0.424,7.289,9.896,3.325,0.956,0.737,1.069
2.0,1.604,1.508,0.342,6.544,9.509,3.224,1.041,0.688,1.1
2.0,1.686,1.455,0.506,7.152,9.714,3.298,0.95,0.736,1.05
2.0,1.669,1.62,0.24,7.025,9.856,3.383,1.046,0.713,1.1
2.0,1.652,1.473,0.453,7.052,9.757,3.333,1.024,0.723,1.074
2.0,1.644,1.425,0.498,6.614,9.467,3.339,1.091,0.699,1.078
2.0,1.604,1.514,0.33,7.005,9.668,3.189,0.916,0.725,1.062
2.0,1.607,1.491,0.373,6.602,9.498,3.276,0.954,0.695,1.087
2.0,1.677,1.605,0.288,7.601,10.098,3.354,1.032,0.753,1.068
2.0,1.663,1.475,0.462,7.316,9.832,3.33,0.989,0.744,1.051
2.0,1.571,1.477,0.34,6.361,9.436,3.183,1.047,0.674,1.114
2.0,1.694,1.556,0.395,7.663,10.093,3.375,1.054,0.759,1.058
2.0,1.562,1.504,0.271,6.481,9.407,3.178,0.971,0.689,1.086
2.0,1.677,1.516,0.428,7.444,9.866,3.324,0.936,0.754,1.041
2.0,1.658,1.592,0.28,7.578,9.993,3.299,1.001,0.758,1.049
2.0,1.639,1.511,0.387,7.078,9.756,3.334,0.899,0.725,1.07
2.0,1.59,1.516,0.301,7.001,9.612,3.233,1.005,0.728,1.05
2.0,1.615,1.537,0.307,7.115,9.834,3.327,0.939,0.723,1.082
2.0,1.73,1.491,0.507,7.213,9.881,3.365,0.972,0.73,1.077
2.0,1.674,1.597,0.3,7.6,10.05,3.368,1.07,0.756,1.058
2.0,1.69,1.556,0.39,7.55,9.999,3.326,1.057,0.755,1.054
2.0,1.702,1.563,0.395,7.588,10.027,3.361,0.943,0.757,1.054
2.0,1.645,1.443,0.48,6.522,9.527,3.265,0.944,0.685,1.107
2.0,1.73,1.431,0.562,6.8,9.667,3.265,1.03,0.703,1.094
2.0,1.672,1.528,0.406,7.262,9.841,3.314,0.961,0.738,1.061
2.0,1.679,1.563,0.365,7.455,9.947,3.368,0.931,0.749,1.056
2.0,1.663,1.564,0.341,7.711,10.04,3.358,0.963,0.768,1.04
2.0,1.628,1.54,0.324,7.223,9.793,3.282,0.935,0.738,1.057
2.0,1.587,1.377,0.497,6.102,9.159,3.183,0.944,0.666,1.094
2.0,1.673,1.601,0.291,7.575,10.058,3.383,0.968,0.753,1.063
2.0,1.733,1.509,0.492,7.225,9.879,3.33,0.944,0.731,1.075
2.0,1.669,1.538,0.388,7.306,9.924,3.328,1.05,0.736,1.073
2.0,1.606,1.445,0.437,6.408,9.378,3.234,1.086,0.683,1.092
2.0,1.682,1.365,0.584,6.578,9.41,3.292,1.09,0.699,1.071
2.0,1.699,1.524,0.442,7.325,9.881,3.325,1.01,0.741,1.061
2.0,1.611,1.495,0.373,7.058,9.665,3.228,0.92,0.73,1.053
2.0,1.729,1.526,0.47,7.042,9.848,3.332,0.988,0.715,1.096
2.0,1.688,1.536,0.416,7.296,9.885,3.304,1.072,0.738,1.066
2.0,1.637,1.475,0.433,7.034,9.672,3.328,1.104,0.727,1.058
2.0,1.668,1.573,0.332,7.358,9.919,3.239,0.96,0.742,1.064
2.0,1.669,1.398,0.546,6.843,9.494,3.281,0.873,0.721,1.048
2.0,1.617,1.477,0.407,6.907,9.603,3.301,1.046,0.719,1.063
3.0,1.61,1.543,0.284,6.812,9.6,3.243,1.012,0.71,1.077
3.0,1.621,1.494,0.388,6.969,9.649,3.367,0.907,0.722,1.063
3.0,1.531,1.493,0.222,6.189,9.187,3.038,1.0,0.674,1.085
3.0,1.717,1.549,0.431,7.502,9.994,3.375,0.914,0.751,1.059
3.0,1.7,1.487,0.484,6.831,9.647,3.329,1.111,0.708,1.084
3.0,1.702,1.626,0.296,8.181,10.327,3.41,0.991,0.792,1.037
3.0,1.627,1.513,0.368,6.943,9.686,3.296,0.953,0.717,1.075
3.0,1.682,1.498,0.455,7.204,9.771,3.337,0.968,0.737,1.055
3.0,1.663,1.535,0.384,6.936,9.732,3.289,1.053,0.713,1.087
3.0,1.656,1.6,0.259,7.705,10.063,3.328,1.07,0.766,1.046
3.0,1.629,1.519,0.362,7.275,9.784,3.24,1.066,0.744,1.047
3.0,1.65,1.527,0.379,7.435,9.879,3.398,1.1,0.753,1.044
3.0,1.678,1.526,0.415,7.089,9.784,3.326,0.98,0.725,1.075
3.0,1.622,1.527,0.337,7.168,9.792,3.28,1.087,0.732,1.065
3.0,1.643,1.444,0.476,7.035,9.645,3.339,1.109,0.729,1.052
3.0,1.646,1.46,0.462,6.92,9.589,3.201,1.026,0.722,1.057
3.0,1.651,1.48,0.443,6.98,9.659,3.308,1.114,0.723,1.064
3.0,1.611,1.509,0.35,7.183,9.733,3.31,0.984,0.738,1.05
3.0,1.748,1.584,0.424,7.017,9.922,3.333,1.073,0.707,1.117
3.0,1.662,1.555,0.352,7.381,9.947,3.343,1.066,0.742,1.067
3.0,1.696,1.556,0.398,7.745,10.103,3.343,0.964,0.767,1.049
3.0,1.668,1.586,0.309,7.025,9.815,3.293,1.005,0.716,1.091
3.0,1.545,1.358,0.477,5.74,8.898,3.125,1.08,0.645,1.098
3.0,1.65,1.555,0.335,7.572,9.932,3.335,0.987,0.762,1.037
3.0,1.701,1.541,0.423,7.522,9.99,3.405,1.071,0.753,1.056
3.0,1.666,1.596,0.287,7.369,9.966,3.296,1.019,0.739,1.072
3.0,1.649,1.619,0.188,7.391,9.961,3.333,1.029,0.742,1.068
3.0,1.646,1.543,0.348,7.043,9.808,3.342,0.948,0.718,1.087
3.0,1.647,1.503,0.409,7.325,9.782,3.338,0.986,0.749,1.039
3.0,1.586,1.545,0.224,6.692,9.599,3.281,0.967,0.697,1.096
3.0,1.591,1.517,0.3,6.118,9.291,3.198,0.981,0.658,1.123
3.0,1.668,1.517,0.416,7.133,9.79,3.311,1.082,0.729,1.069
3.0,1.706,1.531,0.442,7.102,9.821,3.26,0.983,0.723,1.081
3.0,1.603,1.42,0.464,6.538,9.395,3.29,0.979,0.696,1.074
3.0,1.654,1.558,0.336,7.422,9.907,3.301,0.934,0.749,1.052
3.0,1.656,1.266,0.645,5.815,8.971,3.188,1.178,0.648,1.101
3.0,1.607,1.546,0.274,7.152,9.715,3.219,1.022,0.736,1.05
3.0,1.612,1.479,0.397,6.578,9.506,3.19,1.045,0.692,1.093
3.0,1.62,1.539,0.313,7.24,9.82,3.296,0.981,0.737,1.06
3.0,1.659,1.583,0.299,7.369,9.913,3.304,1.039,0.743,1.061
3.0,1.725,1.424,0.564,7.051,9.727,3.36,1.206,0.725,1.068
3.0,1.685,1.471,0.488,7.026,9.735,3.321,1.13,0.722,1.073
3.0,1.646,1.493,0.421,7.102,9.743,3.304,1.006,0.729,1.064
3.0,1.653,1.547,0.352,7.416,9.945,3.359,0.912,0.746,1.061
3.0,1.663,1.468,0.469,6.368,9.422,3.321,1.06,0.676,1.109
3.0,1.606,1.555,0.251,7.338,9.837,3.277,1.057,0.746,1.05
3.0,1.602,1.443,0.435,6.341,9.342,3.33,1.008,0.679,1.095
3.0,1.562,1.421,0.416,6.29,9.168,3.09,0.917,0.686,1.063
3.0,1.644,1.607,0.21,7.408,10.033,3.388,1.054,0.738,1.081
3.0,1.698,1.352,0.605,6.035,9.175,3.201,1.171,0.658,1.11
4.5,1.657,1.601,0.256,7.452,10.061,3.323,0.978,0.741,1.081
4.5,1.613,1.528,0.32,7.352,9.816,3.255,1.039,0.749,1.043
4.5,1.707,1.55,0.419,7.473,10.001,3.407,1.121,0.747,1.065
4.5,1.623,1.571,0.252,6.832,9.733,3.351,1.106,0.702,1.103
4.5,1.675,1.494,0.453,7.033,9.71,3.392,0.973,0.724,1.067
4.5,1.673,1.611,0.268,7.312,9.982,3.362,1.045,0.733,1.084
4.5,1.593,1.556,0.214,6.875,9.704,3.227,0.955,0.708,1.09
4.5,1.689,1.483,0.479,7.168,9.77,3.334,1.158,0.734,1.06
4.5,1.73,1.399,0.588,6.773,9.591,3.286,0.939,0.706,1.081
4.5,1.7,1.505,0.464,7.462,9.929,3.376,0.98,0.752,1.051
4.5,1.59,1.446,0.416,6.468,9.376,3.208,1.06,0.69,1.082
4.5,1.691,1.643,0.237,7.932,10.245,3.404,1.045,0.774,1.053
4.5,1.642,1.595,0.239,7.657,10.056,3.389,1.05,0.761,1.051
4.5,1.648,1.623,0.173,7.699,10.092,3.346,0.968,0.763,1.053
4.5,1.568,1.465,0.356,6.547,9.35,3.177,1.059,0.7,1.063
4.5,1.587,1.536,0.251,6.739,9.587,3.279,0.965,0.703,1.085
4.5,1.663,1.503,0.427,7.132,9.756,3.231,0.974,0.731,1.062
4.5,1.736,1.494,0.51,7.55,10.031,3.37,1.137,0.753,1.061
4.5,1.677,1.477,0.474,7.173,9.764,3.364,1.004,0.735,1.058
4.5,1.661,1.534,0.383,7.598,9.997,3.334,1.045,0.76,1.047
4.5,1.654,1.602,0.249,7.582,10.072,3.336,1.029,0.753,1.065
4.5,1.646,1.517,0.387,7.381,9.851,3.387,1.099,0.749,1.046
4.5,1.748,1.412,0.59,6.677,9.582,3.346,0.957,0.697,1.094
4.5,1.678,1.513,0.432,7.454,9.915,3.35,0.966,0.752,1.05
4.5,1.58,1.473,0.361,6.665,9.419,3.111,0.992,0.708,1.059
4.5,1.634,1.552,0.314,7.239,9.84,3.317,1.043,0.736,1.064
4.5,1.682,1.545,0.395,7.524,10.012,3.324,1.064,0.751,1.06
4.5,1.65,1.597,0.251,7.645,10.064,3.33,1.012,0.76,1.054
4.5,1.631,1.559,0.294,7.15,9.787,3.279,0.975,0.731,1.066
4.5,1.632,1.594,0.214,7.546,10.027,3.33,0.971,0.753,1.06
4.5,1.664,1.557,0.353,7.4,9.955,3.269,1.055,0.743,1.066
4.5,1.638,1.468,0.443,6.527,9.529,3.344,1.101,0.685,1.107
4.5,1.622,1.504,0.374,7.109,9.67,3.277,1.088,0.735,1.047
4.5,1.731,1.441,0.555,7.216,9.827,3.343,0.938,0.734,1.065
4.5,1.54,1.495,0.24,6.827,9.455,3.135,0.971,0.722,1.042
4.5,1.681,1.511,0.439,7.212,9.791,3.279,1.033,0.737,1.058
4.5,1.651,1.616,0.206,7.557,10.048,3.361,0.916,0.752,1.063
4.5,1.687,1.474,0.486,7.198,9.763,3.3,1.123,0.737,1.054
4.5,1.659,1.589,0.286,7.488,9.971,3.351,1.04,0.751,1.057
4.5,1.618,1.406,0.494,6.592,9.416,3.227,1.116,0.7,1.07
4.5,1.629,1.358,0.552,6.31,9.291,3.24,1.121,0.679,1.089
4.5,1.567,1.339,0.519,5.734,8.859,3.175,1.091,0.647,1.089
4.5,1.679,1.584,0.333,7.445,9.999,3.38,1.073,0.745,1.069
4.5,1.667,1.553,0.364,6.898,9.756,3.285,0.989,0.707,1.098
4.5,1.684,1.522,0.428,7.432,9.89,3.377,0.93,0.751,1.047
4.5,1.661,1.595,0.28,7.14,9.865,3.345,1.064,0.724,1.085
