true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,std_x,std_y
42.6,57825.86,267.126,1.0,17.933,17.743,1.161,1.402
43.1,53375.626,258.908,1.0,15.694,16.704,1.057,1.504
42.7,46370.107,243.096,1.0,21.386,19.58,1.115,1.306
42.5,46664.859,222.188,1.0,14.609,15.94,1.028,1.565
42.9,38086.869,219.818,1.0,23.198,20.376,1.365,1.436
42.4,63447.528,277.322,1.0,12.484,15.601,1.197,1.568
43.5,35647.258,204.049,1.0,10.667,14.78,1.249,1.517
43.6,30835.66,193.486,1.0,15.757,16.649,1.128,1.54
43.7,15830.957,132.353,1.0,14.82,16.563,1.144,1.447
43.2,95098.004,330.58,1.0,17.843,17.794,1.048,1.344
42.8,40685.118,210.06,1.0,8.738,14.505,1.168,1.368
43.8,43237.686,250.507,1.0,21.804,19.824,1.25,1.52
44.3,15899.011,129.308,1.0,13.973,15.858,1.136,1.611
44.1,62749.634,274.058,1.0,15.545,16.819,0.964,1.418
44.4,56647.576,284.955,1.0,24.156,20.655,1.274,1.529
43.9,76442.701,301.395,1.0,18.037,17.815,1.246,1.469
44.6,48370.485,257.14,1.0,17.637,18.304,1.184,1.577
44.2,39348.987,195.088,1.0,11.429,13.987,0.943,1.591
44.7,59607.635,266.6,1.0,14.927,15.896,0.981,1.337
44.5,21214.223,161.801,1.0,12.373,15.135,0.913,1.297
44.8,57371.264,254.694,1.0,10.927,14.678,0.955,1.442
44.9,8582.92,107.593,1.0,11.19,14.501,1.092,1.443
