true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,max_distance,aspect_ratio,area_to_perimeter_ratio,ellipticity
0.8,1.356,1.214,0.445,4.775,7.989,2.701,1.033,0.598,1.064
0.8,1.24,1.117,0.435,3.834,7.207,2.392,0.985,0.532,1.078
0.8,1.297,1.254,0.256,4.496,7.781,2.628,1.0,0.578,1.072
0.8,1.263,1.187,0.341,4.381,7.633,2.641,1.042,0.574,1.058
0.8,1.295,1.078,0.554,3.683,7.127,2.49,0.853,0.517,1.097
0.8,1.37,1.146,0.548,4.3,7.619,2.576,1.015,0.564,1.074
1.0,1.328,1.222,0.392,4.537,7.817,2.678,1.079,0.58,1.072
1.0,1.282,1.245,0.236,4.45,7.765,2.613,1.061,0.573,1.078
1.0,1.225,1.109,0.424,3.808,7.14,2.526,0.973,0.533,1.065
1.0,1.261,1.226,0.234,4.11,7.57,2.554,0.959,0.543,1.11
1.0,1.335,1.258,0.337,4.585,7.918,2.687,1.076,0.579,1.088
1.0,1.39,1.209,0.493,4.643,7.95,2.667,1.042,0.584,1.083
1.0,1.364,1.059,0.63,3.954,7.422,2.665,0.824,0.533,1.109
1.0,1.268,1.211,0.296,4.263,7.581,2.519,0.995,0.562,1.073
1.0,1.317,1.203,0.407,4.375,7.687,2.649,0.872,0.569,1.075
1.0,1.326,1.269,0.289,4.738,7.935,2.634,0.969,0.597,1.058
1.0,1.19,1.076,0.428,3.596,6.999,2.325,0.952,0.514,1.084
1.0,1.21,1.158,0.29,3.976,7.366,2.494,1.042,0.54,1.086
1.0,1.305,1.143,0.482,4.366,7.61,2.567,1.063,0.574,1.056
1.0,1.243,1.235,0.114,4.461,7.694,2.594,0.978,0.58,1.056
1.0,1.295,1.258,0.237,4.685,7.895,2.637,1.066,0.593,1.059
1.0,1.303,1.217,0.356,4.418,7.703,2.641,0.988,0.574,1.069
1.0,1.293,1.222,0.326,4.446,7.759,2.65,0.937,0.573,1.077
1.0,1.396,1.079,0.634,3.974,7.418,2.609,1.079,0.536,1.102
1.0,1.282,1.088,0.529,3.843,7.284,2.586,1.127,0.528,1.099
1.0,1.335,1.178,0.47,4.452,7.723,2.66,1.182,0.576,1.066
1.0,1.304,1.181,0.424,4.235,7.584,2.598,0.909,0.558,1.081
1.0,1.247,1.118,0.443,3.732,7.209,2.539,0.964,0.518,1.108
1.0,1.338,1.201,0.441,4.645,7.865,2.649,0.964,0.591,1.06
1.0,1.288,1.263,0.195,4.538,7.784,2.617,0.973,0.583,1.062
1.0,1.327,1.041,0.62,3.814,7.238,2.591,1.082,0.527,1.093
1.0,1.313,1.212,0.386,4.37,7.71,2.637,0.962,0.567,1.083
1.0,1.287,1.162,0.43,4.122,7.489,2.562,0.958,0.55,1.083
1.0,1.265,1.216,0.274,4.439,7.725,2.594,0.981,0.575,1.07
1.0,1.319,1.242,0.337,4.266,7.679,2.595,1.154,0.556,1.1
1.0,1.362,1.187,0.491,4.595,7.864,2.688,0.986,0.584,1.071
1.2,1.271,1.092,0.512,3.395,7.154,2.574,0.988,0.475,1.2
1.2,1.272,1.059,0.554,3.674,7.124,2.621,0.828,0.516,1.099
1.2,1.345,1.031,0.642,3.877,7.291,2.589,1.213,0.532,1.091
1.2,1.33,1.023,0.639,3.791,7.243,2.554,1.264,0.523,1.101
1.2,1.245,1.208,0.242,4.203,7.585,2.63,1.024,0.554,1.089
1.2,1.337,1.108,0.559,4.282,7.598,2.612,0.834,0.563,1.073
1.2,1.309,1.257,0.279,4.598,7.847,2.638,1.002,0.586,1.066
1.2,1.265,1.179,0.362,4.226,7.532,2.559,0.963,0.561,1.068
1.2,1.337,1.258,0.338,4.385,7.798,2.577,1.023,0.562,1.104
1.2,1.267,1.137,0.441,3.908,7.372,2.541,1.034,0.53,1.106
1.2,1.348,1.045,0.632,3.902,7.426,2.619,0.995,0.525,1.125
1.2,1.312,1.19,0.421,4.532,7.757,2.571,0.929,0.584,1.057
1.2,1.304,1.162,0.454,4.298,7.604,2.637,1.102,0.565,1.07
1.2,1.293,1.258,0.23,4.622,7.864,2.61,0.972,0.588,1.065
1.2,1.373,1.102,0.596,4.215,7.648,2.673,1.069,0.551,1.104
1.2,1.294,1.254,0.248,4.396,7.757,2.622,0.964,0.567,1.089
1.2,1.339,1.111,0.558,3.697,7.284,2.572,0.784,0.508,1.142
1.2,1.345,1.257,0.356,4.383,7.821,2.699,1.047,0.56,1.11
1.2,1.296,1.147,0.466,4.305,7.519,2.552,1.052,0.573,1.045
1.2,1.245,1.175,0.331,4.156,7.583,2.672,1.06,0.548,1.101
1.2,1.24,1.211,0.216,4.298,7.579,2.565,0.975,0.567,1.064
1.2,1.263,1.218,0.266,4.168,7.639,2.627,1.041,0.546,1.114
1.2,1.32,1.17,0.463,4.306,7.619,2.597,0.956,0.565,1.073
1.2,1.343,1.23,0.402,4.665,7.904,2.637,0.916,0.59,1.066
1.2,1.285,1.227,0.297,4.375,7.686,2.583,0.943,0.569,1.074
1.2,1.289,1.104,0.516,4.011,7.365,2.565,1.068,0.545,1.076
1.2,1.303,1.051,0.591,3.502,7.187,2.58,0.76,0.487,1.174
1.2,1.328,1.046,0.616,3.642,7.147,2.58,0.792,0.51,1.116
1.2,1.332,1.182,0.461,4.504,7.748,2.651,1.063,0.581,1.061
1.2,1.332,1.119,0.542,3.778,7.316,2.553,1.013,0.516,1.127
1.6,1.33,1.062,0.601,4.003,7.394,2.611,1.169,0.541,1.087
1.6,1.366,1.15,0.54,4.358,7.684,2.648,0.89,0.567,1.078
1.6,1.281,1.164,0.419,4.117,7.457,2.531,0.931,0.552,1.075
1.6,1.28,1.211,0.325,4.314,7.712,2.644,1.078,0.559,1.097
1.6,1.287,1.174,0.409,4.256,7.548,2.581,0.921,0.564,1.065
1.6,1.355,1.232,0.415,4.603,7.92,2.663,0.876,0.581,1.085
1.6,1.326,1.177,0.461,4.292,7.641,2.629,1.101,0.562,1.083
1.6,1.327,1.136,0.517,3.972,7.45,2.569,1.099,0.533,1.112
1.6,1.315,1.209,0.393,4.42,7.719,2.654,1.028,0.573,1.073
1.6,1.356,1.11,0.575,4.209,7.527,2.587,0.862,0.559,1.071
1.6,1.212,1.144,0.331,3.638,7.151,2.498,1.079,0.509,1.119
1.6,1.325,1.216,0.397,4.529,7.795,2.597,1.063,0.581,1.068
1.6,1.293,1.231,0.305,4.62,7.831,2.635,0.991,0.59,1.056
1.6,1.377,1.066,0.633,3.944,7.399,2.596,0.962,0.533,1.105
1.6,1.333,1.186,0.457,4.156,7.57,2.542,1.011,0.549,1.097
1.6,1.304,1.121,0.512,3.903,7.38,2.622,0.862,0.529,1.11
1.6,1.264,1.192,0.334,3.945,7.502,2.643,0.91,0.526,1.135
1.6,1.202,1.135,0.331,3.816,7.184,2.399,1.035,0.531,1.077
1.6,1.378,1.183,0.513,3.996,7.62,2.626,1.01,0.524,1.156
1.6,1.304,1.232,0.328,4.697,7.858,2.644,1.032,0.598,1.046
1.6,1.271,1.208,0.31,4.177,7.563,2.562,0.98,0.552,1.09
1.6,1.371,1.168,0.524,4.338,7.77,2.685,1.118,0.558,1.107
1.6,1.266,1.229,0.238,4.486,7.678,2.542,1.011,0.584,1.046
1.6,1.307,1.144,0.484,4.34,7.606,2.595,0.891,0.571,1.061
1.6,1.32,1.182,0.445,4.228,7.599,2.613,1.047,0.556,1.087
1.6,1.285,1.231,0.288,4.299,7.694,2.596,1.004,0.559,1.096
1.6,1.248,1.194,0.291,4.377,7.612,2.614,0.989,0.575,1.053
1.6,1.211,1.07,0.468,3.628,7.051,2.432,1.048,0.514,1.091
1.6,1.318,1.117,0.531,3.957,7.38,2.485,0.982,0.536,1.095
1.6,1.334,1.133,0.528,4.387,7.657,2.676,1.117,0.573,1.063
1.8,1.324,1.146,0.501,4.284,7.623,2.616,0.89,0.562,1.08
1.8,1.314,1.281,0.222,4.547,7.873,2.619,0.966,0.578,1.085
1.8,1.259,1.223,0.24,4.332,7.633,2.539,0.938,0.568,1.07
1.8,1.28,1.22,0.302,4.415,7.735,2.565,1.017,0.571,1.078
1.8,1.243,1.192,0.285,4.235,7.576,2.597,1.006,0.559,1.079
1.8,1.335,1.257,0.338,4.821,8.013,2.682,1.069,0.602,1.06
1.8,1.381,1.048,0.651,3.964,7.446,2.582,1.296,0.532,1.113
1.8,1.3,1.203,0.38,4.196,7.587,2.495,1.032,0.553,1.092
1.8,1.288,1.212,0.338,4.127,7.558,2.601,1.125,0.546,1.102
1.8,1.342,1.135,0.533,4.324,7.652,2.612,0.879,0.565,1.078
1.8,1.369,1.265,0.382,4.973,8.122,2.679,1.048,0.612,1.056
1.8,1.418,1.152,0.583,4.216,7.666,2.622,1.121,0.55,1.109
1.8,1.305,1.062,0.581,3.706,7.184,2.455,0.963,0.516,1.108
1.8,1.268,1.245,0.187,4.505,7.801,2.62,0.99,0.578,1.075
1.8,1.338,1.237,0.381,4.797,7.957,2.688,1.124,0.603,1.05
1.8,1.296,1.074,0.56,3.351,7.021,2.376,0.998,0.477,1.17
1.8,1.33,1.22,0.398,4.471,7.769,2.61,1.026,0.576,1.074
1.8,1.32,1.234,0.355,4.644,7.859,2.669,1.084,0.591,1.058
1.8,1.319,1.239,0.343,4.666,7.873,2.659,0.894,0.593,1.057
1.8,1.31,1.135,0.5,4.278,7.561,2.625,0.901,0.566,1.064
1.8,1.316,1.187,0.433,4.595,7.77,2.606,0.954,0.591,1.046
1.8,1.391,1.035,0.668,3.715,7.255,2.579,0.81,0.512,1.128
1.8,1.338,1.142,0.52,4.257,7.609,2.614,1.147,0.559,1.082
1.8,1.32,1.235,0.353,4.476,7.826,2.605,1.087,0.572,1.089
1.8,1.203,1.147,0.301,4.077,7.333,2.419,0.937,0.556,1.05
1.8,1.305,1.065,0.577,3.955,7.388,2.659,0.845,0.535,1.098
1.8,1.318,1.193,0.426,4.306,7.675,2.598,0.884,0.561,1.089
1.8,1.321,1.232,0.361,4.571,7.854,2.667,0.906,0.582,1.074
1.8,1.328,1.216,0.402,4.401,7.737,2.66,0.936,0.569,1.082
1.8,1.258,1.211,0.269,4.415,7.641,2.537,1.008,0.578,1.052
2.0,1.346,1.053,0.623,4.04,7.423,2.632,1.045,0.544,1.085
2.0,1.292,1.176,0.415,4.081,7.532,2.549,1.004,0.542,1.106
2.0,1.307,1.273,0.227,4.919,8.001,2.62,0.952,0.615,1.036
2.0,1.336,1.175,0.476,4.398,7.683,2.605,1.033,0.572,1.068
2.0,1.286,1.203,0.353,4.19,7.562,2.573,1.015,0.554,1.086
2.0,1.311,1.207,0.391,4.464,7.766,2.668,1.027,0.575,1.075
2.0,1.285,1.151,0.444,4.204,7.561,2.558,0.942,0.556,1.082
2.0,1.349,1.239,0.395,4.783,7.978,2.633,1.057,0.6,1.059
2.0,1.321,1.182,0.446,4.481,7.711,2.649,1.124,0.581,1.056
2.0,1.362,1.188,0.488,4.579,7.832,2.648,1.106,0.585,1.066
2.0,1.345,1.255,0.359,4.643,7.958,2.72,0.947,0.583,1.085
2.0,1.308,1.3,0.114,4.609,7.945,2.625,1.13,0.58,1.09
2.0,1.346,1.265,0.341,4.397,7.847,2.662,0.944,0.56,1.114
2.0,1.324,1.29,0.225,4.846,8.021,2.624,0.963,0.604,1.056
2.0,1.305,1.052,0.592,3.924,7.37,2.603,1.067,0.532,1.102
2.0,1.327,1.147,0.502,4.182,7.604,2.656,1.02,0.55,1.1
2.0,1.332,1.201,0.433,4.268,7.686,2.65,0.953,0.555,1.102
2.0,1.325,1.223,0.384,4.689,7.895,2.651,1.035,0.594,1.058
2.0,1.381,1.153,0.55,4.359,7.717,2.617,0.907,0.565,1.087
2.0,1.326,1.22,0.392,4.52,7.806,2.717,1.015,0.579,1.073
2.0,1.256,1.209,0.272,4.083,7.527,2.585,1.025,0.542,1.104
2.0,1.313,1.207,0.394,4.407,7.697,2.559,0.96,0.573,1.07
2.0,1.247,1.187,0.308,4.127,7.455,2.527,1.088,0.554,1.072
2.0,1.309,1.217,0.368,4.399,7.734,2.643,0.879,0.569,1.082
2.0,1.334,1.202,0.434,4.301,7.656,2.57,0.969,0.562,1.085
2.0,1.275,1.171,0.394,4.289,7.548,2.601,1.015,0.568,1.057
2.0,1.322,1.269,0.281,4.472,7.844,2.648,1.088,0.57,1.095
2.0,1.267,1.143,0.431,3.891,7.352,2.468,0.891,0.529,1.105
2.0,1.259,1.152,0.404,4.286,7.548,2.586,0.912,0.568,1.058
2.0,1.34,1.182,0.471,4.093,7.645,2.687,0.904,0.535,1.137
2.4,1.325,1.178,0.459,4.35,7.652,2.594,1.033,0.568,1.071
2.4,1.368,1.154,0.537,4.462,7.767,2.667,1.151,0.574,1.076
2.4,1.413,0.989,0.714,3.862,7.316,2.649,1.042,0.528,1.103
2.4,1.343,1.191,0.463,4.481,7.821,2.648,0.939,0.573,1.086
2.4,1.258,1.212,0.27,4.104,7.537,2.618,1.051,0.545,1.101
2.4,1.268,1.146,0.428,4.081,7.486,2.629,1.081,0.545,1.093
2.4,1.284,1.226,0.296,4.28,7.63,2.619,0.999,0.561,1.082
2.4,1.309,1.172,0.445,4.389,7.626,2.541,1.05,0.576,1.054
2.4,1.355,1.166,0.51,4.085,7.542,2.552,1.014,0.542,1.108
2.4,1.309,1.275,0.226,4.524,7.832,2.602,1.008,0.578,1.079
2.4,1.333,1.291,0.248,4.879,8.08,2.703,0.985,0.604,1.065
2.4,1.319,1.122,0.525,3.756,7.323,2.625,1.173,0.513,1.136
2.4,1.316,1.243,0.33,4.663,7.921,2.671,1.039,0.589,1.071
2.4,1.296,1.158,0.448,3.961,7.435,2.658,0.871,0.533,1.111
2.4,1.267,1.103,0.493,3.706,7.167,2.513,0.929,0.517,1.103
2.4,1.271,1.148,0.428,4.128,7.433,2.565,1.019,0.555,1.065
2.4,1.353,1.143,0.535,4.329,7.713,2.668,1.284,0.561,1.094
2.4,1.335,1.195,0.445,4.434,7.762,2.674,0.984,0.571,1.081
2.4,1.324,1.242,0.347,4.605,7.865,2.687,1.016,0.586,1.069
2.4,1.314,1.266,0.269,4.487,7.819,2.622,0.991,0.574,1.084
2.4,1.352,1.139,0.538,4.003,7.557,2.682,0.958,0.53,1.135
2.4,1.356,1.133,0.55,4.222,7.648,2.663,1.149,0.552,1.103
2.4,1.294,1.135,0.48,4.073,7.409,2.551,1.104,0.55,1.072
2.4,1.348,1.147,0.525,4.354,7.674,2.679,0.865,0.567,1.076
2.4,1.278,1.238,0.246,4.086,7.549,2.519,0.971,0.541,1.11
2.4,1.216,1.143,0.341,3.842,7.271,2.434,0.985,0.528,1.095
2.4,1.26,1.209,0.281,4.369,7.643,2.576,0.989,0.572,1.064
2.4,1.347,1.121,0.554,4.061,7.563,2.626,1.04,0.537,1.121
2.4,1.364,1.114,0.577,4.106,7.503,2.694,0.876,0.547,1.091
2.4,1.347,1.114,0.562,3.78,7.324,2.633,1.133,0.516,1.129
2.2,1.342,1.159,0.504,4.375,7.666,2.635,1.121,0.571,1.069
2.2,1.273,1.228,0.266,4.554,7.752,2.595,1.018,0.587,1.05
2.2,1.311,1.172,0.449,4.329,7.621,2.607,0.971,0.568,1.068
2.2,1.368,1.176,0.511,4.313,7.708,2.618,1.101,0.56,1.096
2.2,1.286,1.201,0.357,3.96,7.534,2.583,1.089,0.526,1.141
2.2,1.361,1.137,0.549,4.138,7.57,2.624,1.089,0.547,1.102
2.2,1.254,1.108,0.468,3.82,7.256,2.526,1.052,0.526,1.097
2.2,1.249,1.143,0.404,4.097,7.368,2.524,1.083,0.556,1.054
2.2,1.283,1.154,0.437,4.351,7.59,2.58,1.144,0.573,1.054
2.2,1.278,1.197,0.349,4.251,7.587,2.563,0.993,0.56,1.077
2.2,1.359,1.146,0.537,4.609,7.774,2.675,0.846,0.593,1.043
2.2,1.323,1.251,0.324,4.563,7.859,2.603,0.965,0.581,1.077
2.2,1.241,1.226,0.156,4.137,7.494,2.496,1.038,0.552,1.08
2.2,1.288,1.114,0.501,4.072,7.382,2.601,1.05,0.552,1.065
2.2,1.332,1.128,0.532,4.14,7.519,2.64,0.944,0.551,1.087
2.2,1.341,1.175,0.481,4.219,7.656,2.639,1.051,0.551,1.106
