true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,max_distance,aspect_ratio,area_to_perimeter_ratio,ellipticity
0.0,1.334,1.223,0.398,4.637,7.873,2.635,1.08,0.589,1.064
0.0,1.352,1.141,0.536,4.179,7.622,2.628,0.933,0.548,1.106
0.0,1.361,1.119,0.569,4.306,7.593,2.637,1.131,0.567,1.066
0.0,1.266,1.191,0.338,4.124,7.518,2.551,0.99,0.549,1.091
0.0,1.334,1.206,0.428,4.659,7.839,2.661,0.905,0.594,1.049
0.0,1.303,1.236,0.316,4.347,7.679,2.593,1.05,0.566,1.08
0.0,1.323,1.041,0.617,3.828,7.259,2.647,0.797,0.527,1.095
0.0,1.306,1.165,0.452,3.779,7.376,2.645,0.91,0.512,1.145
0.0,1.317,1.252,0.31,4.606,7.892,2.7,1.011,0.584,1.076
0.0,1.299,1.202,0.38,4.601,7.861,2.674,1.014,0.585,1.069
0.0,1.279,1.252,0.204,4.459,7.791,2.61,0.976,0.572,1.083
0.0,1.25,1.205,0.266,3.941,7.397,2.524,1.016,0.533,1.105
0.0,1.246,1.216,0.217,3.932,7.38,2.467,0.978,0.533,1.102
0.0,1.299,1.217,0.35,4.386,7.777,2.574,1.0,0.564,1.097
0.0,1.364,1.091,0.6,4.23,7.596,2.653,0.934,0.557,1.085
0.0,1.359,1.192,0.48,4.505,7.784,2.64,1.082,0.579,1.07
0.0,1.332,1.242,0.361,4.395,7.778,2.632,1.008,0.565,1.096
0.0,1.344,1.238,0.39,4.93,8.023,2.662,0.98,0.615,1.039
0.0,1.293,1.248,0.263,4.512,7.764,2.614,0.938,0.581,1.063
0.0,1.314,1.246,0.318,4.674,7.924,2.664,1.055,0.59,1.069
0.0,1.349,1.101,0.578,3.961,7.407,2.534,1.021,0.535,1.102
0.0,1.268,1.2,0.322,4.328,7.681,2.606,1.104,0.564,1.085
0.0,1.347,1.239,0.391,4.528,7.869,2.663,1.066,0.575,1.088
0.0,1.311,1.242,0.321,4.237,7.729,2.602,1.096,0.548,1.122
0.0,1.319,1.189,0.433,4.285,7.668,2.695,1.077,0.559,1.092
0.0,1.29,1.157,0.441,4.136,7.53,2.595,0.955,0.549,1.091
0.0,1.324,1.125,0.527,4.241,7.561,2.645,1.172,0.561,1.073
0.0,1.368,1.193,0.489,4.462,7.784,2.641,1.111,0.573,1.081
0.0,1.252,1.148,0.399,4.066,7.414,2.453,0.981,0.548,1.076
0.0,1.308,1.239,0.32,4.157,7.649,2.596,0.991,0.544,1.12
2.0,1.343,1.199,0.45,4.584,7.836,2.636,0.943,0.585,1.066
2.0,1.265,1.205,0.304,4.41,7.655,2.582,1.056,0.576,1.057
2.0,1.327,1.198,0.43,4.53,7.766,2.641,0.922,0.583,1.06
2.0,1.225,1.178,0.276,4.065,7.393,2.442,0.969,0.55,1.07
2.0,1.285,1.155,0.438,4.176,7.515,2.525,0.977,0.556,1.076
2.0,1.24,1.196,0.264,4.159,7.503,2.488,0.993,0.554,1.077
2.0,1.31,1.144,0.487,4.187,7.552,2.604,0.959,0.554,1.084
2.0,1.359,1.243,0.404,4.77,7.973,2.702,1.013,0.598,1.06
2.0,1.354,1.206,0.455,4.443,7.787,2.652,1.069,0.571,1.086
2.0,1.254,1.126,0.44,4.046,7.346,2.481,1.104,0.551,1.061
2.0,1.271,1.137,0.447,4.04,7.402,2.62,1.087,0.546,1.079
2.0,1.247,1.142,0.402,3.933,7.351,2.522,0.923,0.535,1.093
2.0,1.337,1.278,0.294,4.833,8.029,2.701,1.038,0.602,1.061
2.0,1.323,1.254,0.318,4.423,7.797,2.679,0.931,0.567,1.094
2.0,1.359,1.113,0.574,3.93,7.433,2.63,1.069,0.529,1.119
2.0,1.272,1.033,0.583,3.784,7.159,2.5,0.84,0.529,1.078
2.0,1.251,1.102,0.473,3.976,7.309,2.5,0.861,0.544,1.069
2.0,1.314,1.229,0.353,4.497,7.781,2.6,0.969,0.578,1.071
2.0,1.336,1.2,0.439,3.983,7.555,2.605,0.822,0.527,1.14
2.0,1.306,1.149,0.475,4.039,7.472,2.522,0.896,0.541,1.1
2.0,1.287,1.085,0.537,3.923,7.28,2.544,1.216,0.539,1.075
2.0,1.311,1.254,0.292,4.522,7.805,2.618,0.974,0.579,1.072
2.0,1.311,1.225,0.357,4.254,7.775,2.675,1.045,0.547,1.131
2.0,1.289,1.191,0.383,4.247,7.632,2.658,0.899,0.556,1.092
2.0,1.313,1.014,0.635,3.627,7.139,2.534,0.89,0.508,1.118
2.0,1.345,1.191,0.464,4.529,7.825,2.672,1.097,0.579,1.076
2.0,1.303,1.192,0.403,4.351,7.68,2.599,0.973,0.567,1.079
2.0,1.368,1.259,0.391,4.8,8.014,2.704,1.006,0.599,1.065
2.0,1.313,1.154,0.476,4.291,7.59,2.611,0.965,0.565,1.068
2.0,1.32,1.245,0.333,4.639,7.847,2.599,0.967,0.591,1.056
1.0,1.275,1.171,0.395,4.147,7.523,2.628,1.152,0.551,1.086
1.0,1.319,1.167,0.465,4.182,7.575,2.586,0.871,0.552,1.092
1.0,1.349,1.137,0.538,4.119,7.553,2.714,0.92,0.545,1.102
1.0,1.257,1.207,0.28,4.075,7.464,2.517,1.13,0.546,1.088
1.0,1.316,1.225,0.366,4.629,7.864,2.623,0.975,0.589,1.063
1.0,1.316,1.188,0.431,4.277,7.64,2.58,0.987,0.56,1.086
1.0,1.296,1.266,0.212,4.786,7.97,2.602,1.01,0.601,1.056
1.0,1.317,1.255,0.303,4.847,8.017,2.668,0.968,0.605,1.055
1.0,1.298,1.193,0.395,4.376,7.662,2.613,1.122,0.571,1.067
1.0,1.326,1.202,0.422,4.574,7.836,2.673,1.15,0.584,1.068
1.0,1.23,0.986,0.598,3.275,6.787,2.451,0.965,0.482,1.119
1.0,1.333,1.211,0.417,4.63,7.881,2.643,1.076,0.588,1.067
1.0,1.318,1.127,0.518,4.179,7.498,2.608,0.823,0.557,1.07
1.0,1.322,1.082,0.575,3.877,7.361,2.641,0.819,0.527,1.112
1.0,1.317,1.22,0.376,4.247,7.723,2.6,0.975,0.55,1.118
1.0,1.265,1.237,0.209,4.468,7.791,2.605,0.979,0.574,1.081
1.0,1.333,1.126,0.535,3.988,7.534,2.649,1.061,0.529,1.133
1.0,1.329,1.149,0.502,4.351,7.61,2.577,1.061,0.572,1.059
1.0,1.316,1.275,0.248,4.885,8.001,2.647,0.974,0.611,1.043
1.0,1.249,1.045,0.548,3.664,7.115,2.574,1.166,0.515,1.099
1.0,1.35,1.072,0.608,4.116,7.458,2.568,1.178,0.552,1.075
1.0,1.314,1.197,0.413,4.529,7.764,2.679,0.983,0.583,1.059
1.0,1.366,1.128,0.565,4.183,7.586,2.618,1.039,0.551,1.095
1.0,1.332,1.235,0.373,4.708,7.895,2.653,1.104,0.596,1.054
1.0,1.303,1.211,0.369,3.999,7.513,2.628,1.059,0.532,1.123
1.0,1.307,1.096,0.544,4.001,7.343,2.553,1.148,0.545,1.073
1.0,1.259,1.147,0.412,4.001,7.355,2.491,0.863,0.544,1.076
1.0,1.329,1.151,0.5,4.266,7.582,2.673,0.925,0.563,1.072
1.0,1.262,1.198,0.314,4.151,7.537,2.636,0.952,0.551,1.089
1.0,1.287,1.25,0.24,4.517,7.825,2.637,0.947,0.577,1.079
3.0,1.163,1.083,0.364,3.527,6.89,2.321,1.09,0.512,1.071
3.0,1.312,1.204,0.397,4.558,7.778,2.665,1.059,0.586,1.056
3.0,1.282,1.191,0.37,4.319,7.729,2.706,0.956,0.559,1.101
3.0,1.316,1.197,0.416,4.192,7.611,2.61,0.934,0.551,1.1
3.0,1.39,0.986,0.705,3.922,7.37,2.684,0.92,0.532,1.102
