true_angle,convex_hull_area,convex_hull_perimeter,circularity,photon_density,mean_pairwise_distance,max_pairwise_distance,min_pairwise_distance,pairwise_entropy
0.0,4.149,7.452,0.939,31.815,0.87,2.506,0.0,2.7
0.0,3.921,7.223,0.944,38.513,0.873,2.49,0.0,2.683
0.0,3.808,7.151,0.936,30.991,0.868,2.469,0.0,2.696
0.0,4.013,7.291,0.949,28.903,0.924,2.415,0.0,2.762
0.0,4.083,7.396,0.938,24.735,0.908,2.478,0.0,2.741
0.0,3.848,7.2,0.933,28.585,0.872,2.407,0.0,2.711
0.0,3.806,7.169,0.931,32.319,0.849,2.388,0.0,2.729
0.0,3.933,7.219,0.949,29.999,0.896,2.436,0.0,2.751
0.0,3.47,6.858,0.927,28.823,0.826,2.417,0.0,2.663
0.0,4.192,7.44,0.952,30.771,0.915,2.438,0.0,2.752
0.0,3.769,7.156,0.925,29.186,0.845,2.384,0.0,2.713
0.0,4.142,7.405,0.949,31.869,0.938,2.46,0.0,2.742
0.0,3.956,7.32,0.928,28.315,0.868,2.465,0.0,2.7
0.0,4.142,7.364,0.96,32.354,0.925,2.414,0.0,2.76
0.0,3.582,7.008,0.916,32.383,0.868,2.331,0.0,2.749
0.0,4.133,7.408,0.946,26.129,0.966,2.481,0.0,2.755
0.0,3.801,7.22,0.916,32.627,0.911,2.45,0.0,2.734
0.0,4.043,7.345,0.942,27.458,0.901,2.391,0.0,2.765
0.0,3.892,7.229,0.936,30.316,0.924,2.402,0.0,2.746
0.0,3.955,7.236,0.949,30.849,0.888,2.423,0.0,2.746
0.0,3.43,6.945,0.894,29.738,0.857,2.429,0.0,2.701
0.0,3.736,7.046,0.946,30.249,0.824,2.389,0.0,2.684
0.0,3.73,7.081,0.935,34.318,0.822,2.446,0.0,2.662
0.0,3.866,7.292,0.914,23.796,0.897,2.413,0.0,2.763
0.0,3.919,7.269,0.932,31.644,0.879,2.454,0.0,2.727
0.0,3.815,7.176,0.931,27.001,0.878,2.469,0.0,2.719
0.0,4.057,7.383,0.935,25.883,0.902,2.496,0.0,2.721
0.0,3.632,6.925,0.952,30.01,0.872,2.359,0.0,2.729
0.0,4.082,7.323,0.956,26.704,0.876,2.407,0.0,2.724
0.0,3.739,7.186,0.91,22.736,0.906,2.458,0.0,2.744
0.0,3.878,7.149,0.954,27.073,0.932,2.404,0.0,2.771
0.0,4.178,7.381,0.964,29.441,0.958,2.493,0.0,2.751
0.0,4.028,7.296,0.951,28.299,0.913,2.443,0.0,2.744
0.0,4.003,7.247,0.958,25.983,0.888,2.427,0.0,2.735
0.0,4.163,7.388,0.958,25.705,0.9,2.443,0.0,2.754
0.0,3.789,7.137,0.935,31.668,0.911,2.459,0.0,2.732
0.0,3.921,7.284,0.929,28.819,0.895,2.429,0.0,2.725
0.0,4.123,7.371,0.954,30.321,0.922,2.446,0.0,2.74
0.0,3.731,7.105,0.929,28.142,0.862,2.405,0.0,2.727
0.0,3.704,7.024,0.943,30.508,0.855,2.357,0.0,2.687
0.0,4.099,7.393,0.942,26.838,0.906,2.505,0.0,2.722
0.0,3.868,7.108,0.962,26.627,0.921,2.335,0.0,2.784
0.0,3.652,7.12,0.905,29.295,0.844,2.418,0.0,2.679
0.0,3.887,7.235,0.933,32.16,0.883,2.466,0.0,2.739
0.0,4.002,7.309,0.941,28.486,0.919,2.467,0.0,2.747
0.0,3.631,6.941,0.947,30.017,0.865,2.33,0.0,2.767
0.0,4.093,7.344,0.953,29.564,0.898,2.488,0.0,2.736
0.0,4.071,7.356,0.945,25.549,0.93,2.448,0.0,2.745
0.0,4.092,7.342,0.954,32.501,0.859,2.392,0.0,2.74
0.0,4.113,7.321,0.964,32.34,0.888,2.433,0.0,2.728
0.0,4.215,7.453,0.953,24.914,1.014,2.446,0.0,2.816
0.0,3.73,7.134,0.921,31.103,0.877,2.401,0.0,2.734
0.0,4.014,7.295,0.948,30.892,0.948,2.425,0.0,2.767
0.0,3.776,7.251,0.903,25.689,0.9,2.475,0.0,2.745
0.0,4.067,7.313,0.956,28.772,0.88,2.391,0.0,2.757
0.0,3.848,7.157,0.944,28.849,0.94,2.387,0.0,2.77
0.0,3.844,7.207,0.93,27.057,0.904,2.379,0.0,2.772
0.0,3.909,7.203,0.947,31.209,0.939,2.392,0.0,2.772
0.0,3.883,7.291,0.918,26.009,0.917,2.446,0.0,2.758
0.0,4.066,7.283,0.963,28.775,0.952,2.387,0.0,2.805
0.0,4.2,7.451,0.951,26.427,0.916,2.449,0.0,2.754
0.0,3.841,7.18,0.936,29.677,0.888,2.394,0.0,2.735
0.0,4.217,7.456,0.953,28.693,0.854,2.468,0.0,2.696
0.0,3.898,7.141,0.961,27.194,0.935,2.401,0.0,2.78
0.0,3.919,7.248,0.937,25.264,0.88,2.495,0.0,2.713
0.0,3.927,7.272,0.933,28.519,0.922,2.419,0.0,2.753
0.0,3.759,7.116,0.933,28.466,0.921,2.41,0.0,2.753
0.0,3.965,7.225,0.954,27.995,0.928,2.466,0.0,2.76
0.0,4.225,7.419,0.965,23.669,0.925,2.459,0.0,2.762
0.0,3.988,7.313,0.937,28.585,0.866,2.43,0.0,2.73
0.0,4.167,7.377,0.962,29.999,0.949,2.43,0.0,2.771
0.0,4.362,7.613,0.946,27.512,0.946,2.514,0.0,2.758
0.0,3.741,7.101,0.932,32.347,0.845,2.382,0.0,2.695
0.0,3.919,7.214,0.946,27.813,0.904,2.452,0.0,2.748
0.0,3.613,6.89,0.956,30.444,0.834,2.344,0.0,2.696
0.0,3.766,7.189,0.916,29.474,0.862,2.471,0.0,2.689
0.0,3.872,7.216,0.934,27.115,0.889,2.439,0.0,2.723
0.0,3.964,7.256,0.946,25.983,0.926,2.425,0.0,2.752
0.0,3.952,7.267,0.941,26.819,0.915,2.48,0.0,2.73
0.0,3.879,7.178,0.946,29.646,0.855,2.391,0.0,2.719
0.0,3.932,7.193,0.955,27.215,0.863,2.377,0.0,2.724
0.0,4.164,7.41,0.953,26.177,0.929,2.455,0.0,2.764
0.0,3.8,7.192,0.923,25.79,0.922,2.44,0.0,2.753
0.0,3.954,7.239,0.948,29.594,0.903,2.441,0.0,2.721
0.0,3.836,7.183,0.934,26.854,0.824,2.361,0.0,2.707
0.0,3.865,7.226,0.93,29.753,0.886,2.45,0.0,2.705
0.0,3.655,6.928,0.957,32.56,0.864,2.311,0.0,2.749
0.0,3.404,6.784,0.93,30.55,0.853,2.346,0.0,2.734
0.0,3.605,7.083,0.903,25.245,0.893,2.373,0.0,2.754
0.0,3.775,7.09,0.944,30.99,0.853,2.391,0.0,2.727
0.0,3.925,7.191,0.954,29.041,0.819,2.43,0.0,2.671
0.0,3.813,7.217,0.92,25.704,0.846,2.453,0.0,2.673
0.0,3.501,6.876,0.931,32.273,0.889,2.389,0.0,2.723
0.0,3.938,7.234,0.946,31.999,0.874,2.461,0.0,2.722
0.0,4.079,7.356,0.947,26.965,0.876,2.418,0.0,2.738
0.0,4.154,7.386,0.957,29.37,0.885,2.439,0.0,2.724
0.0,3.712,7.09,0.928,22.093,0.875,2.403,0.0,2.74
0.0,3.939,7.288,0.932,27.419,0.97,2.419,0.0,2.777
0.0,4.251,7.413,0.972,27.755,0.911,2.393,0.0,2.774
0.0,3.577,6.912,0.941,29.352,0.796,2.353,0.0,2.695
0.2,3.894,7.24,0.934,25.166,0.856,2.452,0.0,2.723
0.2,3.878,7.243,0.929,28.105,0.841,2.415,0.0,2.706
0.2,4.126,7.349,0.96,29.812,0.922,2.415,0.0,2.759
0.2,3.902,7.221,0.94,28.192,0.913,2.406,0.0,2.735
0.2,4.09,7.37,0.946,20.293,0.957,2.475,0.0,2.777
0.2,4.019,7.372,0.93,24.382,0.876,2.452,0.0,2.732
0.2,3.879,7.175,0.947,28.102,0.91,2.433,0.0,2.751
0.2,4.075,7.352,0.947,28.223,0.976,2.422,0.0,2.791
0.2,3.879,7.159,0.951,26.552,0.914,2.459,0.0,2.717
0.2,4.017,7.354,0.933,26.638,0.945,2.476,0.0,2.754
0.2,3.201,6.569,0.932,29.367,0.786,2.196,0.0,2.723
0.2,4.191,7.408,0.96,28.156,0.898,2.486,0.0,2.716
0.2,3.581,6.995,0.92,29.042,0.87,2.398,0.0,2.717
0.2,3.756,7.072,0.944,27.425,0.917,2.317,0.0,2.791
0.2,3.606,7.025,0.918,28.841,0.931,2.435,0.0,2.74
0.2,4.253,7.463,0.96,26.806,0.91,2.467,0.0,2.735
0.2,3.564,7.016,0.91,33.95,0.774,2.392,0.0,2.658
0.2,4.046,7.331,0.946,28.918,0.906,2.428,0.0,2.727
0.2,3.82,7.227,0.919,28.011,0.879,2.47,0.0,2.701
0.2,4.174,7.381,0.963,30.908,0.939,2.408,0.0,2.759
0.2,3.98,7.362,0.923,30.399,0.864,2.449,0.0,2.716
0.2,3.82,7.131,0.944,27.223,0.919,2.421,0.0,2.754
0.2,4.041,7.36,0.937,27.222,0.919,2.419,0.0,2.77
0.2,4.093,7.378,0.945,28.826,0.935,2.47,0.0,2.748
0.2,3.52,6.936,0.919,23.576,0.84,2.38,0.0,2.71
0.2,3.709,7.028,0.944,31.004,0.924,2.372,0.0,2.735
0.2,3.973,7.242,0.952,26.929,0.893,2.447,0.0,2.72
0.2,3.521,6.887,0.933,28.405,0.874,2.448,0.0,2.713
0.2,3.827,7.254,0.914,32.399,0.911,2.451,0.0,2.756
0.2,3.599,7.045,0.911,30.839,0.826,2.412,0.0,2.689
0.2,4.064,7.359,0.943,28.546,0.932,2.467,0.0,2.747
0.2,3.837,7.213,0.927,30.233,0.86,2.455,0.0,2.685
0.2,3.667,7.03,0.932,31.361,0.84,2.42,0.0,2.696
0.2,4.135,7.341,0.964,29.504,0.907,2.463,0.0,2.727
0.2,3.924,7.267,0.934,26.502,0.906,2.469,0.0,2.735
0.2,3.919,7.2,0.95,24.497,0.9,2.369,0.0,2.776
0.2,3.775,7.19,0.918,28.612,0.846,2.472,0.0,2.68
0.2,3.866,7.294,0.913,27.936,0.915,2.474,0.0,2.732
0.2,3.85,7.182,0.938,25.456,0.935,2.358,0.0,2.79
0.2,3.771,7.051,0.953,29.7,0.855,2.379,0.0,2.725
0.2,3.948,7.271,0.939,26.341,0.894,2.421,0.0,2.751
0.2,3.873,7.193,0.941,29.176,0.847,2.352,0.0,2.723
0.2,3.642,6.983,0.939,35.142,0.897,2.369,0.0,2.747
0.2,4.094,7.366,0.948,32.487,0.944,2.469,0.0,2.76
0.2,4.056,7.377,0.937,27.613,0.97,2.45,0.0,2.785
0.2,3.877,7.187,0.943,34.564,0.896,2.43,0.0,2.73
0.2,3.86,7.22,0.93,26.685,0.877,2.467,0.0,2.702
0.2,3.891,7.131,0.962,29.809,0.903,2.399,0.0,2.755
0.2,4.285,7.439,0.973,30.572,0.96,2.434,0.0,2.776
0.2,3.67,7.046,0.929,31.065,0.896,2.396,0.0,2.738
0.2,3.96,7.333,0.925,27.02,0.825,2.47,0.0,2.684
0.2,4.059,7.367,0.94,30.303,0.853,2.484,0.0,2.705
0.2,3.833,7.129,0.948,32.613,0.887,2.417,0.0,2.73
0.2,4.022,7.3,0.948,25.358,0.876,2.469,0.0,2.723
0.2,4.073,7.31,0.958,32.902,0.877,2.481,0.0,2.703
0.2,3.759,7.174,0.918,32.723,0.908,2.43,0.0,2.752
0.2,4.19,7.4,0.961,30.311,0.916,2.454,0.0,2.746
0.2,3.949,7.269,0.939,29.884,0.865,2.465,0.0,2.691
0.2,3.923,7.285,0.929,28.546,0.912,2.46,0.0,2.738
0.2,3.785,7.258,0.903,27.214,0.889,2.469,0.0,2.716
0.2,3.853,7.185,0.938,27.772,0.982,2.463,0.0,2.774
0.2,3.831,7.155,0.94,28.978,0.985,2.434,0.0,2.792
0.2,3.89,7.286,0.921,28.534,0.895,2.454,0.0,2.713
0.2,4.179,7.369,0.967,29.197,0.994,2.458,0.0,2.785
0.2,3.945,7.216,0.952,28.135,0.92,2.449,0.0,2.734
0.2,3.684,7.058,0.929,30.675,0.887,2.455,0.0,2.696
0.2,3.567,6.95,0.928,31.395,0.848,2.315,0.0,2.725
0.2,3.884,7.25,0.929,31.929,0.865,2.462,0.0,2.688
0.2,4.141,7.368,0.959,29.459,0.866,2.472,0.0,2.712
0.2,3.768,7.131,0.931,24.682,0.91,2.418,0.0,2.752
0.2,4.183,7.4,0.96,32.988,0.991,2.459,0.0,2.78
0.2,3.749,7.097,0.935,27.739,0.868,2.45,0.0,2.713
0.2,3.672,7.045,0.93,30.227,0.867,2.488,0.0,2.682
0.2,4.151,7.484,0.931,26.261,1.002,2.495,0.0,2.785
0.2,3.805,7.117,0.944,33.907,0.906,2.388,0.0,2.77
0.2,3.894,7.227,0.937,26.71,0.912,2.398,0.0,2.773
0.2,4.124,7.392,0.948,28.369,0.966,2.453,0.0,2.776
0.2,4.041,7.336,0.943,26.727,0.91,2.462,0.0,2.745
0.2,3.811,7.112,0.947,30.7,0.892,2.494,0.0,2.729
0.2,4.367,7.543,0.964,25.878,1.021,2.489,0.0,2.809
0.2,4.027,7.364,0.933,24.834,0.926,2.483,0.0,2.722
0.2,4.09,7.344,0.953,26.649,0.884,2.497,0.0,2.723
0.2,3.811,7.203,0.923,27.024,0.918,2.425,0.0,2.747
0.2,4.024,7.351,0.936,25.847,0.915,2.48,0.0,2.735
0.2,4.02,7.354,0.934,28.857,0.856,2.436,0.0,2.719
0.2,3.786,7.113,0.94,27.472,0.887,2.368,0.0,2.76
0.2,3.911,7.267,0.931,28.896,0.88,2.465,0.0,2.712
0.2,3.962,7.268,0.943,24.984,0.97,2.452,0.0,2.768
0.2,3.804,7.143,0.937,30.23,0.913,2.368,0.0,2.76
0.2,3.946,7.238,0.947,31.929,0.883,2.386,0.0,2.743
0.2,3.684,6.992,0.947,31.76,0.865,2.377,0.0,2.739
0.2,4.005,7.213,0.967,25.968,0.888,2.451,0.0,2.732
0.2,3.811,7.168,0.932,29.911,0.868,2.449,0.0,2.726
0.2,4.11,7.408,0.941,28.225,0.922,2.462,0.0,2.74
0.2,3.724,7.032,0.946,33.028,0.857,2.387,0.0,2.727
0.2,3.845,7.24,0.922,31.209,0.84,2.461,0.0,2.692
0.2,4.325,7.509,0.964,21.272,0.935,2.483,0.0,2.777
0.2,4.009,7.345,0.934,26.941,0.92,2.413,0.0,2.756
0.2,4.178,7.425,0.952,29.439,0.904,2.475,0.0,2.738
0.2,3.803,7.126,0.941,27.873,0.899,2.455,0.0,2.731
1.2,4.088,7.418,0.934,29.109,0.939,2.455,0.0,2.766
1.2,3.609,6.98,0.931,29.09,0.87,2.411,0.0,2.721
1.2,3.912,7.252,0.935,29.908,0.928,2.447,0.0,2.74
1.2,4.073,7.364,0.944,27.498,0.92,2.501,0.0,2.733
1.2,3.909,7.165,0.957,29.163,0.909,2.385,0.0,2.75
1.2,3.899,7.182,0.95,27.696,0.847,2.439,0.0,2.706
1.2,4.19,7.454,0.948,26.254,0.838,2.46,0.0,2.7
1.2,4.237,7.448,0.96,28.323,0.935,2.47,0.0,2.76
1.2,4.13,7.329,0.966,30.028,0.935,2.471,0.0,2.751
1.2,4.175,7.397,0.959,29.7,0.973,2.484,0.0,2.765
1.2,4.266,7.453,0.965,25.314,0.938,2.465,0.0,2.773
1.2,3.81,7.229,0.916,23.361,0.948,2.486,0.0,2.737
1.2,3.843,7.19,0.934,36.688,0.88,2.477,0.0,2.689
1.2,3.972,7.298,0.937,24.675,0.912,2.479,0.0,2.725
1.2,4.0,7.351,0.93,29.253,0.954,2.437,0.0,2.773
1.2,4.041,7.339,0.943,25.984,0.922,2.473,0.0,2.738
1.2,3.91,7.166,0.957,31.46,0.913,2.39,0.0,2.738
1.2,3.759,7.185,0.915,21.018,0.887,2.415,0.0,2.762
1.2,3.989,7.334,0.932,29.08,0.893,2.491,0.0,2.697
1.2,4.15,7.383,0.957,30.122,0.942,2.441,0.0,2.75
1.2,3.934,7.238,0.944,30.248,0.846,2.43,0.0,2.696
1.2,4.116,7.344,0.959,28.425,0.928,2.444,0.0,2.763
1.2,3.756,7.188,0.914,33.278,0.883,2.416,0.0,2.719
1.2,3.88,7.254,0.927,34.018,0.851,2.46,0.0,2.695
1.2,3.964,7.305,0.933,28.0,0.942,2.477,0.0,2.757
1.2,3.75,7.112,0.932,25.603,0.833,2.481,0.0,2.67
1.2,4.125,7.358,0.957,25.696,0.925,2.399,0.0,2.769
1.2,4.03,7.31,0.948,29.528,0.935,2.412,0.0,2.773
1.2,4.14,7.367,0.958,28.505,0.865,2.407,0.0,2.746
1.2,4.148,7.411,0.949,30.375,0.916,2.453,0.0,2.744
1.2,3.766,7.131,0.931,28.678,0.87,2.477,0.0,2.683
1.2,3.45,6.849,0.924,30.145,0.859,2.44,0.0,2.677
1.2,4.033,7.288,0.954,28.517,0.894,2.408,0.0,2.747
1.2,4.103,7.312,0.964,29.006,0.999,2.446,0.0,2.8
1.2,3.862,7.191,0.939,32.37,0.846,2.397,0.0,2.707
1.2,3.9,7.194,0.947,29.997,0.915,2.444,0.0,2.726
1.2,3.745,7.026,0.953,30.709,0.864,2.386,0.0,2.71
1.2,3.761,7.13,0.93,29.245,0.848,2.375,0.0,2.708
1.2,4.091,7.352,0.951,26.889,0.932,2.454,0.0,2.752
1.2,3.984,7.24,0.955,28.615,0.868,2.414,0.0,2.719
1.2,3.89,7.175,0.95,34.446,0.887,2.453,0.0,2.73
1.2,4.027,7.332,0.941,24.337,0.948,2.406,0.0,2.786
1.2,3.729,7.214,0.9,28.697,0.899,2.465,0.0,2.728
1.2,4.142,7.415,0.947,29.937,0.958,2.483,0.0,2.763
1.2,3.771,7.103,0.939,29.704,0.869,2.408,0.0,2.719
1.2,3.604,6.969,0.933,30.798,0.872,2.349,0.0,2.742
1.2,4.174,7.393,0.96,27.313,0.988,2.462,0.0,2.777
1.2,3.972,7.244,0.951,29.709,0.94,2.448,0.0,2.759
1.2,3.779,7.089,0.945,29.107,0.814,2.365,0.0,2.687
1.2,3.812,7.127,0.943,28.331,0.908,2.415,0.0,2.747
1.2,3.844,7.097,0.959,29.655,0.916,2.397,0.0,2.758
1.2,3.86,7.225,0.929,27.718,0.878,2.464,0.0,2.714
1.2,3.714,6.973,0.96,29.617,0.871,2.35,0.0,2.737
1.2,4.068,7.345,0.947,28.269,0.872,2.484,0.0,2.693
1.2,3.85,7.2,0.933,28.57,0.896,2.437,0.0,2.716
1.2,3.556,6.992,0.914,37.123,0.817,2.474,0.0,2.638
1.2,4.071,7.391,0.937,26.527,0.923,2.467,0.0,2.729
1.2,4.268,7.466,0.962,26.944,0.91,2.457,0.0,2.742
1.2,3.967,7.28,0.941,30.751,0.898,2.43,0.0,2.723
1.2,4.034,7.311,0.948,32.97,0.931,2.404,0.0,2.765
1.2,4.114,7.424,0.938,31.115,0.932,2.489,0.0,2.731
1.2,4.008,7.292,0.947,27.195,0.899,2.472,0.0,2.715
1.2,3.723,7.082,0.933,29.011,0.84,2.405,0.0,2.711
1.2,3.931,7.293,0.929,23.91,0.919,2.461,0.0,2.745
1.2,3.861,7.21,0.933,35.228,0.951,2.413,0.0,2.764
1.2,3.446,6.932,0.901,32.789,0.839,2.398,0.0,2.694
1.2,3.981,7.278,0.944,29.392,0.856,2.477,0.0,2.693
1.2,3.572,7.021,0.911,28.835,0.824,2.391,0.0,2.674
1.2,3.879,7.218,0.936,30.677,0.845,2.468,0.0,2.696
1.2,3.759,7.068,0.945,23.944,0.826,2.423,0.0,2.69
1.2,4.014,7.262,0.957,27.402,0.914,2.387,0.0,2.762
1.2,4.259,7.471,0.959,25.123,0.96,2.472,0.0,2.785
1.2,4.145,7.409,0.949,27.741,0.969,2.482,0.0,2.749
1.2,4.229,7.446,0.958,25.773,0.89,2.487,0.0,2.734
1.2,4.132,7.41,0.946,27.348,0.892,2.456,0.0,2.707
1.2,3.878,7.27,0.922,28.619,0.852,2.454,0.0,2.674
1.2,3.989,7.285,0.945,29.079,0.917,2.377,0.0,2.757
1.2,3.8,7.171,0.929,33.42,0.851,2.427,0.0,2.709
1.2,3.922,7.197,0.951,27.027,0.86,2.408,0.0,2.706
1.2,4.12,7.359,0.956,28.886,0.897,2.448,0.0,2.715
1.2,3.92,7.2,0.95,30.361,0.926,2.477,0.0,2.73
1.2,4.035,7.323,0.946,27.012,0.915,2.453,0.0,2.751
1.2,3.94,7.215,0.951,32.237,0.92,2.408,0.0,2.751
1.2,3.947,7.238,0.947,28.627,0.96,2.417,0.0,2.769
1.2,3.731,7.164,0.914,24.659,0.906,2.475,0.0,2.741
1.2,3.529,6.882,0.936,30.605,0.897,2.348,0.0,2.773
1.2,3.879,7.18,0.945,30.165,0.907,2.445,0.0,2.712
1.2,4.139,7.427,0.943,26.095,0.922,2.463,0.0,2.753
1.2,3.789,7.191,0.921,31.403,0.873,2.463,0.0,2.738
1.2,3.705,7.01,0.948,34.277,0.874,2.427,0.0,2.706
1.2,3.801,7.117,0.943,28.943,0.887,2.42,0.0,2.713
1.2,3.939,7.282,0.933,31.228,0.87,2.456,0.0,2.731
1.2,4.062,7.313,0.954,26.097,0.908,2.468,0.0,2.742
1.2,3.633,6.988,0.935,29.455,0.88,2.417,0.0,2.71
1.2,3.914,7.239,0.939,30.405,0.923,2.407,0.0,2.761
1.2,3.705,7.026,0.943,25.64,0.82,2.358,0.0,2.724
1.2,3.953,7.293,0.934,30.861,0.834,2.468,0.0,2.691
1.2,3.537,6.874,0.94,29.125,0.812,2.314,0.0,2.702
1.2,4.177,7.409,0.956,26.337,0.899,2.477,0.0,2.742
1.2,3.996,7.35,0.929,30.283,0.904,2.469,0.0,2.724
0.6,3.935,7.209,0.951,26.94,0.894,2.421,0.0,2.735
0.6,4.261,7.457,0.963,29.336,0.914,2.497,0.0,2.731
0.6,3.842,7.242,0.921,32.273,0.854,2.402,0.0,2.7
0.6,3.865,7.23,0.929,28.72,0.929,2.45,0.0,2.756
0.6,3.9,7.278,0.925,27.433,0.956,2.479,0.0,2.744
0.6,4.178,7.409,0.956,22.74,0.821,2.46,0.0,2.7
0.6,4.193,7.437,0.953,29.814,0.871,2.461,0.0,2.708
0.6,3.682,6.985,0.948,31.504,0.885,2.392,0.0,2.742
0.6,4.115,7.372,0.952,31.592,1.001,2.486,0.0,2.788
0.6,3.759,7.127,0.93,24.476,0.874,2.411,0.0,2.713
0.6,3.541,6.929,0.927,26.262,0.899,2.396,0.0,2.732
0.6,3.12,6.601,0.9,29.17,0.779,2.297,0.0,2.659
0.6,4.033,7.297,0.952,28.512,0.905,2.428,0.0,2.754
0.6,4.099,7.319,0.961,29.279,0.903,2.383,0.0,2.759
0.6,4.012,7.305,0.945,26.17,0.88,2.497,0.0,2.707
0.6,3.969,7.304,0.935,24.694,0.945,2.477,0.0,2.759
0.6,3.862,7.195,0.937,24.341,0.849,2.395,0.0,2.75
0.6,3.688,7.042,0.935,29.009,0.825,2.364,0.0,2.726
0.6,4.015,7.304,0.946,31.879,0.881,2.45,0.0,2.703
0.6,3.674,7.081,0.921,28.309,0.896,2.44,0.0,2.731
0.6,3.985,7.274,0.946,28.608,0.895,2.411,0.0,2.737
0.6,3.993,7.303,0.941,30.801,0.934,2.462,0.0,2.758
0.6,4.215,7.459,0.952,29.892,0.843,2.443,0.0,2.714
0.6,4.426,7.599,0.963,26.662,0.993,2.49,0.0,2.778
0.6,3.926,7.196,0.953,26.233,0.909,2.409,0.0,2.744
0.6,3.717,7.065,0.936,28.517,0.864,2.466,0.0,2.697
0.6,3.973,7.267,0.945,29.449,0.86,2.416,0.0,2.723
0.6,4.012,7.25,0.959,30.159,0.909,2.419,0.0,2.756
0.6,3.884,7.204,0.94,29.352,0.831,2.475,0.0,2.671
0.6,3.761,7.129,0.93,28.984,0.852,2.408,0.0,2.726
0.6,4.249,7.512,0.946,25.184,0.891,2.488,0.0,2.726
0.6,3.957,7.282,0.938,33.107,0.812,2.398,0.0,2.696
0.6,3.886,7.176,0.948,35.257,0.828,2.424,0.0,2.685
0.6,3.705,7.007,0.948,27.531,0.881,2.335,0.0,2.737
0.6,3.752,7.133,0.926,30.121,0.827,2.456,0.0,2.69
0.6,3.338,6.703,0.934,32.949,0.783,2.321,0.0,2.67
0.6,3.363,6.759,0.925,34.788,0.87,2.329,0.0,2.734
0.6,3.829,7.099,0.955,31.081,0.891,2.34,0.0,2.749
0.6,3.885,7.205,0.94,29.603,0.891,2.393,0.0,2.759
0.6,4.099,7.362,0.95,25.618,0.874,2.463,0.0,2.727
0.6,4.113,7.375,0.95,30.632,0.933,2.436,0.0,2.733
0.6,3.929,7.205,0.951,29.014,0.963,2.458,0.0,2.755
0.6,3.96,7.219,0.955,26.771,0.777,2.439,0.0,2.659
0.6,3.85,7.153,0.946,31.946,0.863,2.461,0.0,2.687
0.6,3.976,7.346,0.926,28.419,0.907,2.448,0.0,2.742
0.6,4.077,7.348,0.949,25.756,0.934,2.43,0.0,2.773
0.6,3.988,7.306,0.939,27.329,0.895,2.448,0.0,2.727
0.6,3.88,7.165,0.95,34.276,0.902,2.397,0.0,2.741
0.6,3.702,7.06,0.933,24.041,0.8,2.348,0.0,2.692
0.6,3.907,7.227,0.94,26.365,0.95,2.436,0.0,2.779
0.6,3.954,7.279,0.938,28.325,0.947,2.39,0.0,2.78
0.6,4.246,7.48,0.954,31.325,0.891,2.437,0.0,2.74
0.6,4.157,7.351,0.967,23.333,0.904,2.425,0.0,2.776
0.6,3.923,7.199,0.951,29.311,0.888,2.42,0.0,2.751
0.6,3.937,7.237,0.945,30.228,0.967,2.431,0.0,2.771
0.6,3.867,7.183,0.942,26.637,0.896,2.376,0.0,2.73
0.6,4.28,7.461,0.966,22.663,0.992,2.49,0.0,2.788
0.6,4.079,7.375,0.943,29.172,0.936,2.475,0.0,2.741
0.6,4.051,7.267,0.964,32.338,0.949,2.433,0.0,2.764
0.6,3.958,7.201,0.959,30.067,0.896,2.418,0.0,2.721
0.6,3.683,7.075,0.925,27.423,0.825,2.445,0.0,2.662
0.6,3.838,7.182,0.935,25.797,0.896,2.425,0.0,2.739
0.6,4.1,7.414,0.937,33.173,0.841,2.485,0.0,2.675
0.6,3.977,7.339,0.928,29.671,0.869,2.462,0.0,2.728
0.6,4.037,7.332,0.944,31.461,0.899,2.492,0.0,2.715
0.6,4.128,7.383,0.952,29.073,0.906,2.452,0.0,2.726
0.6,3.956,7.321,0.928,30.334,0.909,2.471,0.0,2.711
0.6,4.068,7.396,0.935,23.108,1.004,2.462,0.0,2.788
0.6,4.12,7.401,0.945,24.756,0.892,2.488,0.0,2.698
0.6,3.755,7.153,0.922,33.02,0.85,2.412,0.0,2.708
0.6,3.876,7.197,0.94,30.961,0.785,2.453,0.0,2.641
0.6,3.856,7.154,0.947,29.562,0.858,2.435,0.0,2.686
0.6,3.808,7.106,0.948,29.672,0.903,2.41,0.0,2.725
0.6,3.908,7.172,0.955,29.681,0.882,2.441,0.0,2.716
0.6,3.766,7.12,0.933,30.27,0.859,2.439,0.0,2.706
0.6,4.003,7.356,0.93,25.48,0.894,2.439,0.0,2.738
0.6,4.194,7.408,0.96,22.891,0.912,2.468,0.0,2.749
0.6,4.128,7.417,0.943,27.859,0.96,2.487,0.0,2.779
0.6,3.66,7.125,0.906,26.777,0.88,2.399,0.0,2.747
0.6,3.88,7.262,0.925,26.803,0.93,2.453,0.0,2.759
0.6,3.891,7.22,0.938,27.245,0.927,2.385,0.0,2.753
0.6,3.997,7.321,0.937,25.521,0.92,2.447,0.0,2.745
0.6,3.932,7.274,0.934,25.686,0.895,2.449,0.0,2.695
0.6,4.102,7.432,0.933,26.083,0.956,2.491,0.0,2.746
0.6,4.079,7.354,0.948,31.622,0.894,2.479,0.0,2.707
0.6,3.994,7.313,0.938,34.05,0.961,2.481,0.0,2.753
