true_angle,convex_hull_area,convex_hull_perimeter,mean_distance,std_distance,max_distance,point_density,aspect_ratio,circularity
13.0,1332.267,134.682,12.696,7.196,25.127,0.045,1.046,0.923
13.0,1245.119,129.382,11.095,6.779,23.287,0.053,1.037,0.935
13.0,1140.381,126.524,11.446,5.881,22.973,0.058,1.143,0.895
13.0,1347.057,135.295,11.826,6.385,24.508,0.056,0.962,0.925
13.0,1176.211,127.626,12.169,6.325,23.883,0.053,0.834,0.907
13.0,1071.756,125.242,11.47,5.749,26.707,0.051,1.13,0.859
13.0,1411.728,138.48,11.969,6.609,24.051,0.051,1.001,0.925
13.0,1200.854,129.553,13.247,6.51,24.024,0.047,1.25,0.899
13.0,1297.547,131.804,11.391,6.783,24.307,0.052,1.051,0.939
13.0,1360.457,134.707,11.652,6.769,24.159,0.044,0.964,0.942
13.0,1279.882,132.401,12.806,7.039,24.595,0.053,1.039,0.917
13.0,1201.057,127.257,12.003,6.205,22.963,0.062,0.993,0.932
13.0,1204.055,128.646,11.314,6.422,23.632,0.044,0.956,0.914
13.0,1152.029,128.275,10.601,6.332,25.681,0.049,1.05,0.88
13.0,1275.549,131.521,12.254,6.81,25.835,0.044,1.084,0.927
13.0,1139.614,127.945,11.44,6.661,24.013,0.036,0.88,0.875
13.0,1318.212,132.99,13.769,6.19,23.436,0.041,1.086,0.937
13.0,1295.17,132.884,11.26,7.198,25.189,0.044,1.048,0.922
13.0,1227.846,128.391,11.611,7.134,23.776,0.053,0.957,0.936
13.8,1157.521,127.347,10.396,6.698,24.945,0.045,0.956,0.897
13.8,1088.073,120.905,10.915,6.129,22.513,0.068,0.996,0.935
13.8,1257.221,131.39,11.86,7.044,24.11,0.052,0.923,0.915
13.8,1239.471,129.825,11.614,6.589,22.678,0.045,1.033,0.924
13.8,1339.054,135.286,11.938,6.381,25.577,0.052,0.96,0.919
13.8,1104.49,125.208,11.334,6.761,25.204,0.039,0.755,0.885
13.8,1246.351,130.674,11.123,6.839,23.485,0.043,0.954,0.917
13.8,1340.557,133.571,13.151,6.829,23.478,0.036,1.14,0.944
13.8,1214.399,131.508,11.721,6.4,24.34,0.049,1.126,0.882
13.8,1163.962,128.337,11.674,6.599,23.679,0.047,1.243,0.888
13.8,1212.913,129.326,12.243,6.689,22.913,0.045,0.848,0.911
13.8,1249.497,132.448,11.106,6.59,24.062,0.062,1.186,0.895
13.8,1179.304,130.374,11.256,6.19,26.634,0.052,1.136,0.872
13.8,1384.658,137.102,13.757,6.621,24.419,0.048,0.961,0.926
13.8,1298.648,133.203,13.367,6.706,25.883,0.039,1.148,0.92
13.8,1306.225,133.096,12.094,6.197,23.702,0.052,0.997,0.927
13.8,1298.259,132.189,10.912,6.959,24.806,0.049,0.916,0.934
13.8,1335.904,135.438,12.819,6.276,24.61,0.049,0.887,0.915
13.8,1284.617,133.428,12.066,7.347,23.959,0.051,1.095,0.907
13.8,1229.127,130.63,12.591,6.771,25.287,0.05,1.037,0.905
13.8,1118.127,126.588,10.557,6.392,22.953,0.061,0.996,0.877
13.8,1225.584,129.12,10.917,7.253,23.18,0.051,1.004,0.924
13.8,1052.287,124.821,11.408,5.769,24.586,0.059,0.908,0.849
13.8,1156.294,128.885,11.406,7.064,23.071,0.044,0.958,0.875
13.8,1360.492,135.555,11.723,7.201,23.726,0.044,1.092,0.93
13.8,1198.086,130.554,11.927,6.271,23.954,0.062,1.078,0.883
13.8,1159.652,125.557,12.004,6.12,24.937,0.054,1.142,0.924
13.8,1295.416,132.565,12.226,7.12,24.408,0.05,1.04,0.926
13.8,1142.288,130.021,11.769,5.96,25.611,0.056,1.186,0.849
13.8,1415.719,137.49,13.45,7.147,25.689,0.042,1.008,0.941
13.8,1470.044,139.595,13.024,6.861,24.548,0.055,1.002,0.948
13.8,1398.77,137.187,11.939,7.271,26.139,0.047,1.087,0.934
13.8,1259.275,131.436,11.851,6.815,23.59,0.056,0.993,0.916
13.8,1125.945,125.895,12.329,5.666,25.056,0.05,0.796,0.893
13.8,1218.805,128.696,11.841,6.483,25.176,0.047,1.099,0.925
13.8,1307.682,134.013,11.545,6.799,25.121,0.041,0.919,0.915
13.8,1188.432,129.616,11.954,6.416,24.299,0.052,0.96,0.889
13.8,1129.244,126.638,12.527,6.623,25.369,0.043,0.91,0.885
13.8,1166.907,128.539,11.909,6.483,22.791,0.046,0.916,0.888
13.8,1309.008,135.21,12.241,6.973,24.044,0.038,1.126,0.9
13.8,1295.99,135.766,11.492,6.627,26.078,0.05,0.964,0.884
13.8,1227.461,129.761,12.051,5.869,23.458,0.053,0.912,0.916
13.8,1215.595,128.587,12.668,5.898,23.041,0.059,0.844,0.924
13.8,1373.094,136.159,13.389,6.569,25.251,0.038,1.142,0.931
13.8,1425.933,138.08,13.38,7.47,25.513,0.035,1.078,0.94
13.8,962.653,117.705,11.123,5.87,23.419,0.054,0.79,0.873
13.8,1343.703,134.246,12.711,7.186,25.877,0.047,1.094,0.937
13.8,1175.022,128.811,11.324,6.619,25.299,0.045,1.057,0.89
13.8,1307.593,133.933,13.041,6.312,25.23,0.038,1.039,0.916
13.8,1275.244,132.443,12.664,6.862,25.918,0.048,1.085,0.914
13.8,1245.953,131.409,11.264,6.289,24.083,0.059,1.14,0.907
13.8,1346.133,136.86,11.773,6.678,24.271,0.053,1.187,0.903
13.8,1121.345,128.45,11.496,6.848,26.207,0.053,1.195,0.854
13.8,1309.696,133.396,12.433,6.884,24.322,0.05,1.037,0.925
13.8,1268.915,130.69,12.166,7.026,25.135,0.047,0.876,0.934
13.8,1360.418,135.106,12.89,6.537,25.175,0.051,1.042,0.937
13.8,1408.012,137.728,12.996,6.627,23.894,0.05,1.09,0.933
13.8,1130.514,127.613,12.886,6.947,25.014,0.056,1.314,0.872
13.8,1163.891,127.641,10.751,6.589,25.089,0.052,0.959,0.898
13.8,1236.098,129.824,13.11,5.952,23.688,0.048,0.913,0.922
13.8,1278.516,130.307,12.638,6.28,24.711,0.056,1.086,0.946
13.8,1290.36,131.333,11.817,6.827,25.47,0.043,0.926,0.94
13.8,1014.321,120.651,11.219,6.859,23.174,0.046,1.223,0.876
13.8,1291.977,133.65,12.086,7.235,24.447,0.039,1.001,0.909
13.8,1442.11,139.049,13.507,7.019,23.998,0.041,1.05,0.937
13.8,1246.694,130.456,11.204,6.869,22.809,0.048,1.0,0.921
13.8,1346.047,134.044,13.07,6.358,25.166,0.057,1.036,0.941
13.8,1258.28,131.576,10.811,6.838,24.526,0.042,1.087,0.913
13.8,1217.589,131.479,11.748,6.448,23.594,0.062,0.955,0.885
13.8,1287.323,133.412,12.633,6.644,26.374,0.056,1.101,0.909
13.8,1451.12,138.416,11.113,7.269,24.362,0.053,1.0,0.952
13.8,1233.224,131.657,11.312,6.661,25.901,0.048,1.001,0.894
13.8,1413.494,137.354,13.888,7.15,24.147,0.037,1.09,0.941
13.8,1232.889,131.381,12.209,6.303,25.039,0.053,1.134,0.898
13.8,1448.254,138.694,12.013,7.737,25.726,0.037,0.958,0.946
13.8,1225.798,130.448,11.8,6.736,24.584,0.041,1.141,0.905
13.8,1113.346,124.719,12.038,5.484,22.607,0.048,0.868,0.899
13.8,1275.154,132.462,10.859,6.817,26.454,0.053,1.13,0.913
13.8,1228.804,129.072,11.743,6.244,22.931,0.051,0.871,0.927
13.8,1360.508,135.507,12.177,7.101,25.501,0.036,1.188,0.931
13.8,928.283,118.299,11.257,5.872,22.865,0.046,0.954,0.834
13.8,993.135,119.432,10.865,5.863,23.451,0.058,0.792,0.875
13.8,1272.354,131.743,12.804,6.487,27.727,0.049,1.136,0.921
13.8,1314.821,134.191,13.167,6.366,23.805,0.04,1.119,0.918
13.8,1409.084,137.937,13.465,6.77,24.414,0.039,1.041,0.931
13.8,1328.329,136.28,11.996,6.954,25.671,0.048,1.082,0.899
13.8,1229.578,132.496,12.171,6.454,24.569,0.047,1.238,0.88
13.8,1483.252,140.149,12.423,7.218,24.759,0.036,0.995,0.949
13.8,1148.881,127.966,11.622,6.475,26.308,0.041,1.087,0.882
13.8,1196.282,130.926,11.29,6.979,24.136,0.043,1.083,0.877
13.8,1347.899,136.57,12.527,6.889,25.899,0.034,0.993,0.908
13.8,1282.325,133.298,13.056,7.096,24.964,0.045,1.096,0.907
13.8,953.742,116.145,10.241,6.259,21.408,0.061,0.869,0.888
13.8,1216.202,133.713,11.238,6.2,25.044,0.053,1.211,0.855
13.8,1310.974,132.893,11.643,6.856,24.308,0.062,1.236,0.933
13.8,1408.373,137.198,13.159,6.543,23.856,0.053,1.084,0.94
13.8,1282.256,131.731,12.566,6.525,25.842,0.047,1.042,0.929
13.8,1209.636,129.41,12.115,6.437,23.551,0.05,0.993,0.908
13.8,1104.342,124.243,11.975,5.556,24.467,0.053,0.947,0.899
13.8,1382.675,137.354,12.529,6.291,24.454,0.046,0.956,0.921
14.0,1266.417,133.166,12.23,6.825,24.875,0.051,1.192,0.897
14.0,1367.031,135.51,14.17,6.313,24.511,0.048,1.044,0.936
14.0,1334.33,134.955,13.249,6.668,25.346,0.039,1.18,0.921
14.0,1337.456,135.193,12.845,6.725,26.153,0.039,1.085,0.92
14.0,1253.141,132.343,12.493,6.17,24.118,0.041,1.055,0.899
14.0,1402.942,138.451,12.009,7.084,24.919,0.038,1.038,0.92
14.0,1265.496,129.588,11.156,6.754,22.73,0.047,1.04,0.947
14.0,1264.105,131.461,12.121,6.941,24.133,0.049,1.085,0.919
14.0,1025.9,117.621,10.831,6.637,23.343,0.064,0.825,0.932
14.0,1398.122,137.052,13.024,6.216,24.788,0.049,1.045,0.935
14.0,1137.124,127.123,12.113,6.441,23.877,0.057,0.918,0.884
14.0,1309.349,133.511,13.128,6.719,25.641,0.057,1.043,0.923
14.0,1390.678,137.391,12.325,6.572,24.27,0.041,0.998,0.926
14.0,1299.131,134.131,12.757,6.631,24.775,0.049,1.046,0.907
14.0,1294.114,132.408,14.098,6.412,23.384,0.043,0.919,0.928
14.0,1104.357,127.763,11.526,5.875,28.114,0.061,0.914,0.85
14.0,1307.344,132.818,12.397,6.499,24.781,0.041,1.081,0.931
14.0,1084.258,122.275,12.039,6.041,24.471,0.044,1.214,0.911
14.0,1364.763,136.871,11.096,6.64,24.796,0.053,0.958,0.915
14.0,1281.032,133.255,12.49,6.374,25.439,0.048,1.142,0.907
14.0,1359.923,136.843,12.735,7.013,23.768,0.038,1.003,0.913
14.0,1441.876,139.11,13.218,7.442,26.172,0.048,1.042,0.936
14.0,1043.243,119.581,11.015,6.52,22.763,0.054,1.002,0.917
14.0,1312.722,134.275,12.559,6.714,24.663,0.048,0.959,0.915
14.0,1302.033,135.238,13.522,6.384,24.391,0.039,0.999,0.895
14.0,1476.108,140.122,12.767,7.302,24.982,0.046,0.997,0.945
14.0,1269.349,133.951,12.023,6.409,25.415,0.046,1.039,0.889
14.0,1270.383,131.409,12.26,6.258,23.498,0.049,1.038,0.924
14.0,1154.338,125.983,11.716,5.756,22.945,0.051,1.136,0.914
14.0,1262.807,132.011,12.441,6.199,24.111,0.048,0.919,0.911
14.0,1332.598,134.931,12.739,6.827,26.512,0.043,1.04,0.92
14.0,1274.438,133.926,12.106,6.563,24.902,0.042,1.0,0.893
14.0,1331.242,135.171,11.888,6.883,26.566,0.04,1.087,0.916
14.0,1075.808,124.236,10.856,6.444,22.682,0.052,1.002,0.876
14.0,1246.272,128.557,12.023,6.909,25.681,0.05,0.998,0.948
14.0,1270.134,131.826,11.021,6.919,24.231,0.046,1.04,0.918
14.0,1346.391,135.892,11.401,7.423,26.275,0.045,1.034,0.916
14.0,1150.216,127.457,11.782,6.703,25.098,0.048,0.839,0.89
14.0,1401.089,137.027,13.175,5.921,24.478,0.051,1.195,0.938
14.0,1246.847,131.856,11.411,6.597,25.403,0.051,1.044,0.901
14.0,1207.299,130.538,11.115,6.314,24.495,0.055,0.955,0.89
14.0,1105.267,122.217,12.888,5.386,23.545,0.053,0.863,0.93
14.0,1011.529,120.949,9.564,6.419,22.363,0.053,1.259,0.869
14.0,1188.012,129.564,12.913,6.667,23.211,0.045,0.8,0.889
14.0,1357.301,134.55,13.147,7.031,24.047,0.041,1.183,0.942
14.0,1169.76,129.428,11.59,6.081,26.698,0.052,1.039,0.878
14.0,1365.595,134.489,12.987,6.415,24.138,0.05,0.956,0.949
14.0,1329.992,133.462,13.016,5.806,24.129,0.044,0.92,0.938
14.0,1458.371,138.327,14.534,6.58,24.691,0.04,1.14,0.958
14.0,1278.811,136.382,11.577,6.674,24.446,0.053,1.035,0.864
14.0,1258.079,133.065,11.407,7.646,24.636,0.044,0.961,0.893
14.0,1281.223,132.231,10.361,6.649,26.939,0.055,1.245,0.921
14.0,1228.509,129.988,12.825,6.132,22.967,0.042,0.871,0.914
14.0,1247.577,131.086,11.841,6.463,23.386,0.036,0.92,0.912
14.0,1276.827,133.373,12.975,6.307,23.516,0.045,0.955,0.902
14.0,1343.287,137.718,11.484,7.281,24.794,0.041,0.923,0.89
14.0,1307.407,134.804,12.123,7.002,24.584,0.052,0.92,0.904
14.0,1347.673,135.25,12.171,6.948,24.396,0.039,0.998,0.926
14.0,1508.996,141.627,12.97,7.525,25.816,0.043,0.968,0.945
14.0,1363.798,135.999,12.763,6.057,23.739,0.049,0.954,0.927
14.0,1336.01,136.238,12.552,6.696,23.857,0.042,0.999,0.905
14.0,1267.021,131.645,13.137,6.459,23.314,0.053,1.09,0.919
14.0,1313.103,134.746,11.819,6.328,24.503,0.052,1.007,0.909
14.0,1229.681,129.988,12.977,6.318,24.038,0.049,1.084,0.915
14.0,1218.498,132.8,11.322,7.105,24.025,0.043,1.042,0.868
14.0,1258.271,129.408,13.339,6.575,25.625,0.048,1.141,0.944
14.0,1336.677,134.126,12.591,6.147,24.073,0.048,1.181,0.934
14.0,1308.634,132.647,11.458,7.117,24.462,0.052,0.953,0.935
14.0,1132.727,125.18,11.783,6.496,22.524,0.054,1.091,0.908
14.0,1322.244,134.713,12.268,6.227,23.789,0.057,1.088,0.916
14.0,1292.396,133.853,12.604,6.767,24.733,0.055,0.916,0.906
14.0,1164.638,127.832,11.571,6.917,23.754,0.05,0.953,0.896
14.0,1266.724,131.857,13.173,6.389,23.784,0.044,0.887,0.916
14.0,1308.852,135.017,11.216,6.952,25.288,0.054,1.045,0.902
14.0,1227.298,130.975,11.233,6.843,25.881,0.046,1.001,0.899
14.0,1244.074,131.154,11.957,6.408,24.749,0.045,1.043,0.909
14.0,1141.771,126.502,10.477,6.316,25.513,0.06,0.956,0.897
14.0,1411.856,137.113,13.774,6.723,24.765,0.046,1.09,0.944
14.0,1368.321,135.208,11.44,7.106,25.304,0.042,1.042,0.941
14.0,1313.768,132.335,12.089,6.345,24.465,0.047,0.999,0.943
14.0,1239.009,132.83,12.947,6.736,23.59,0.05,0.998,0.882
14.0,1217.063,133.44,12.255,6.732,24.099,0.056,1.079,0.859
14.0,1360.501,136.968,11.898,7.213,24.808,0.045,1.088,0.911
14.0,1405.031,137.297,12.258,6.754,27.757,0.056,1.003,0.937
14.0,1383.487,135.807,11.846,6.862,23.788,0.059,1.042,0.943
14.0,1310.939,134.139,12.077,7.095,24.608,0.042,0.806,0.916
14.0,1404.408,138.877,12.888,6.645,25.289,0.047,1.087,0.915
14.0,1455.703,140.165,12.07,7.295,24.688,0.041,1.081,0.931
14.0,1269.054,131.753,11.7,6.488,24.63,0.046,0.913,0.919
14.0,1199.884,130.886,11.356,6.708,24.77,0.045,0.951,0.88
14.0,1060.721,123.616,10.042,6.606,25.398,0.065,1.057,0.872
14.0,1145.405,125.36,12.006,6.294,22.792,0.045,0.918,0.916
14.0,1228.659,129.442,11.013,6.647,23.475,0.061,1.002,0.921
14.0,1221.706,131.289,12.262,6.6,23.426,0.037,0.834,0.891
14.0,999.497,120.813,10.94,6.038,24.198,0.057,1.301,0.861
14.0,1304.863,133.639,13.243,6.307,24.427,0.042,0.912,0.918
14.0,1325.085,133.854,11.79,7.066,24.284,0.049,0.961,0.929
14.0,1308.71,133.274,11.708,6.885,24.261,0.047,1.188,0.926
14.0,1432.872,137.829,12.417,6.839,24.86,0.048,1.084,0.948
14.0,1149.371,127.72,11.365,6.649,23.883,0.039,0.909,0.885
13.6,1280.193,132.42,12.647,6.599,24.701,0.045,0.965,0.917
13.6,1211.31,127.437,12.468,6.299,23.008,0.053,0.83,0.937
13.6,1227.481,130.144,12.425,6.527,24.26,0.042,1.092,0.911
13.6,1401.127,136.408,13.322,6.281,23.651,0.042,0.963,0.946
13.6,1258.261,131.393,13.133,6.223,25.064,0.045,1.036,0.916
13.6,1155.759,125.299,12.324,6.427,22.606,0.05,0.876,0.925
13.6,1332.73,134.29,11.408,6.53,23.871,0.049,0.925,0.929
13.6,1254.754,132.404,12.988,6.081,24.603,0.046,1.092,0.899
13.6,1295.586,132.023,12.52,6.29,22.729,0.058,0.954,0.934
13.6,1353.114,135.238,12.498,6.991,23.618,0.054,1.047,0.93
13.6,1305.544,132.683,11.313,6.431,23.768,0.066,0.92,0.932
13.6,1296.831,132.493,12.095,6.364,23.137,0.05,1.036,0.928
13.6,1239.919,131.291,12.377,7.091,25.576,0.043,0.999,0.904
13.6,1054.319,120.673,12.203,6.558,23.233,0.044,1.001,0.91
13.6,1320.041,134.302,11.371,6.748,25.412,0.051,1.044,0.92
13.6,1194.629,127.318,11.554,6.51,26.405,0.056,1.094,0.926
13.6,1385.195,136.067,13.557,6.827,26.186,0.05,0.955,0.94
13.6,1030.558,118.056,11.58,6.163,21.868,0.068,0.95,0.929
13.6,1311.073,133.921,11.174,6.367,24.449,0.054,0.953,0.919
13.6,1206.338,130.746,11.91,7.246,24.745,0.051,1.139,0.887
13.6,1288.346,132.466,11.638,6.158,25.911,0.042,1.051,0.923
13.6,1265.828,130.609,11.757,6.288,23.271,0.052,1.045,0.932
13.6,1176.257,129.681,12.387,6.629,25.127,0.043,1.197,0.879
13.6,1073.801,125.752,11.963,6.471,22.733,0.057,0.793,0.853
13.6,1288.135,130.306,11.402,6.728,22.32,0.054,1.09,0.953
13.6,1125.547,124.412,11.177,6.409,24.225,0.052,1.264,0.914
13.6,1310.547,133.582,11.806,6.979,25.539,0.056,1.146,0.923
13.6,1217.381,132.132,11.463,7.018,24.644,0.049,1.134,0.876
13.6,1134.118,129.865,11.748,7.058,24.932,0.051,1.047,0.845
13.6,1413.865,138.858,13.715,6.458,27.834,0.042,1.135,0.921
13.6,1267.308,132.478,12.441,7.019,24.061,0.046,1.09,0.907
13.6,1375.524,136.375,12.687,6.971,25.448,0.049,1.086,0.929
13.6,1351.461,135.035,12.204,7.155,23.411,0.045,0.921,0.931
13.6,1273.773,133.072,12.131,6.908,23.808,0.04,0.92,0.904
13.6,1229.95,130.204,11.33,6.556,23.2,0.051,1.044,0.912
13.6,1324.189,133.488,12.222,6.91,24.088,0.051,1.131,0.934
13.6,1301.369,133.066,12.598,6.51,23.679,0.046,0.919,0.924
13.6,1331.473,134.375,12.091,6.672,25.261,0.047,1.086,0.927
13.6,1452.05,139.36,13.08,6.749,25.969,0.043,1.081,0.94
13.6,1343.81,134.91,11.548,6.624,24.547,0.057,1.052,0.928
13.6,1093.751,124.949,10.457,6.28,24.65,0.06,1.195,0.88
13.6,1562.052,147.962,15.009,6.752,27.516,0.05,1.077,0.897
13.6,1330.523,135.412,12.911,6.354,25.16,0.045,0.922,0.912
13.6,997.222,119.764,11.771,6.195,23.544,0.052,1.005,0.874
13.6,1420.818,139.5,12.247,7.25,24.085,0.044,1.13,0.917
13.6,1224.728,131.03,11.443,6.881,24.229,0.042,0.963,0.896
13.6,1397.758,136.636,12.445,7.063,24.496,0.041,0.956,0.941
13.6,1186.972,127.265,13.177,6.487,23.296,0.048,1.189,0.921
13.6,1247.622,131.357,12.265,6.274,24.973,0.05,0.991,0.909
13.6,1275.202,131.226,12.18,6.903,23.699,0.044,1.047,0.931
13.6,1452.899,139.146,14.001,7.002,24.17,0.04,1.039,0.943
13.6,1219.492,132.431,11.552,7.292,24.595,0.052,1.032,0.874
13.6,1188.886,128.933,11.476,6.469,24.753,0.046,1.079,0.899
13.6,1247.267,133.722,10.46,7.454,24.525,0.039,1.234,0.877
13.6,1212.98,128.612,12.815,6.636,23.148,0.051,0.913,0.922
13.6,1114.209,127.519,11.037,7.181,25.732,0.05,1.133,0.861
13.6,1197.735,130.447,11.352,6.272,23.24,0.053,1.188,0.885
13.6,1425.072,139.298,11.312,7.157,23.941,0.054,0.957,0.923
13.6,1279.214,133.073,12.848,6.333,23.804,0.041,1.086,0.908
13.6,1179.958,127.6,10.798,6.565,23.752,0.057,0.877,0.911
13.6,1252.525,130.147,11.95,7.032,22.856,0.053,1.048,0.929
13.6,1130.578,124.357,11.522,5.906,23.482,0.052,1.203,0.919
13.6,1427.955,137.626,13.131,7.064,24.374,0.039,1.006,0.947
13.6,1156.933,130.018,11.141,7.466,26.025,0.048,1.135,0.86
13.6,1213.869,129.09,13.365,5.846,22.709,0.047,1.038,0.915
13.6,1098.918,128.508,13.02,6.037,26.094,0.047,1.044,0.836
13.6,1283.153,132.532,13.594,6.356,24.791,0.054,0.93,0.918
13.6,1311.884,133.542,12.991,6.42,25.333,0.045,1.139,0.924
13.6,1216.799,129.633,13.592,6.427,26.664,0.043,1.14,0.91
13.6,1238.614,129.764,13.159,6.887,23.455,0.044,1.251,0.924
13.6,1250.747,131.294,13.175,6.351,23.081,0.044,0.908,0.912
13.6,1250.717,131.174,11.36,6.92,24.641,0.054,0.921,0.913
13.6,1337.656,135.309,12.229,6.386,26.604,0.044,1.039,0.918
13.6,1193.286,129.492,11.614,6.338,24.813,0.047,1.002,0.894
13.6,1231.626,128.726,11.155,6.757,22.312,0.05,1.134,0.934
13.6,1297.413,132.04,13.507,6.211,24.147,0.042,1.184,0.935
13.6,1364.567,135.943,12.014,7.01,23.63,0.04,1.041,0.928
13.6,1174.379,127.477,11.376,7.083,23.988,0.044,1.243,0.908
13.6,1234.213,133.726,10.684,6.412,26.007,0.052,1.048,0.867
13.6,1291.865,133.201,12.27,6.683,23.85,0.042,1.178,0.915
13.6,1143.152,128.316,12.172,5.934,25.084,0.055,1.368,0.872
13.6,1130.693,124.39,11.2,6.161,24.271,0.049,1.14,0.918
13.6,1296.185,133.636,12.753,7.025,23.659,0.04,0.926,0.912
13.6,1158.995,128.785,11.157,6.452,23.705,0.051,1.005,0.878
13.6,1413.263,136.681,12.334,7.247,24.056,0.054,0.918,0.951
13.6,1171.202,129.392,11.552,6.491,23.462,0.042,0.926,0.879
13.6,1161.037,127.734,10.891,6.452,24.218,0.048,1.039,0.894
13.6,1284.467,133.017,11.404,6.662,23.553,0.047,1.003,0.912
13.6,1027.876,118.908,11.199,6.497,24.147,0.053,1.055,0.914
13.6,1039.864,119.922,11.569,5.601,23.069,0.061,1.051,0.909
13.6,1179.822,128.625,11.737,6.749,23.941,0.047,0.957,0.896
13.6,1218.015,132.094,13.189,6.625,23.568,0.043,1.004,0.877
13.6,1338.001,135.008,13.14,6.224,23.762,0.041,0.955,0.922
13.6,1120.709,126.784,13.434,6.524,23.538,0.041,1.307,0.876
13.6,1097.096,122.408,10.768,6.135,21.691,0.054,0.954,0.92
13.6,1115.265,123.478,11.891,5.936,21.533,0.06,1.048,0.919
13.6,1412.87,137.602,12.158,7.458,24.12,0.042,1.002,0.938
13.6,1327.36,133.554,12.807,6.971,25.533,0.046,1.087,0.935
13.6,1140.455,128.145,11.5,6.942,23.957,0.036,1.108,0.873
13.6,1145.84,125.093,12.524,6.556,24.719,0.048,1.187,0.92
13.2,1220.548,129.598,11.974,6.72,25.894,0.043,0.959,0.913
13.2,953.398,117.56,10.294,6.101,22.979,0.057,1.093,0.867
13.2,1168.031,128.062,12.041,6.247,25.467,0.045,1.155,0.895
13.2,1341.633,136.216,12.299,6.567,24.189,0.045,1.131,0.909
13.2,1186.212,126.172,13.499,5.835,24.486,0.042,0.873,0.936
13.2,1149.403,128.762,11.369,6.306,22.777,0.056,0.909,0.871
13.2,1269.159,131.82,12.159,6.012,24.164,0.057,1.001,0.918
13.2,1432.165,138.729,13.328,6.499,25.904,0.043,1.004,0.935
13.2,1266.069,130.587,12.244,6.331,23.009,0.048,0.959,0.933
13.2,1187.909,128.15,11.073,6.152,23.124,0.06,0.955,0.909
13.2,1108.526,123.386,10.746,6.785,22.008,0.055,0.912,0.915
13.2,1324.891,134.211,12.536,6.568,23.915,0.05,1.046,0.924
13.2,1312.396,133.716,12.339,6.514,24.28,0.046,1.043,0.922
13.2,1149.63,127.056,10.941,6.771,23.695,0.047,0.875,0.895
13.2,1072.339,123.833,12.565,5.975,25.389,0.04,0.967,0.879
13.2,1295.032,131.11,12.693,6.387,23.831,0.052,1.0,0.947
13.2,1235.519,129.966,11.935,6.928,25.346,0.045,1.142,0.919
13.2,1318.936,132.627,13.185,6.722,24.263,0.045,0.996,0.942
13.2,1328.852,135.341,11.711,6.966,25.601,0.035,1.141,0.912
13.2,1320.523,133.21,12.8,6.919,23.555,0.043,0.998,0.935
13.2,1274.808,132.713,11.82,6.462,23.566,0.045,1.002,0.91
13.2,1276.541,132.043,12.174,6.671,26.683,0.053,0.992,0.92
13.2,1348.618,134.28,11.894,6.903,23.733,0.046,1.041,0.94
13.2,1240.899,133.878,11.941,7.01,26.55,0.05,1.093,0.87
13.2,1039.304,120.671,11.829,5.995,24.566,0.047,0.796,0.897
13.2,1385.74,136.995,12.825,7.151,24.801,0.049,1.085,0.928
13.2,926.866,113.846,10.05,5.647,19.924,0.068,1.046,0.899
13.2,1228.524,133.883,12.893,6.948,26.716,0.044,1.244,0.861
13.2,1405.245,137.55,13.024,6.984,26.077,0.046,1.083,0.933
13.2,1282.354,133.424,12.529,7.394,24.088,0.042,1.097,0.905
13.2,1153.548,128.193,11.498,7.227,25.123,0.045,1.389,0.882
13.2,1083.497,121.883,11.083,6.121,22.685,0.045,1.1,0.917
13.2,1322.941,134.016,12.14,6.346,24.404,0.048,0.92,0.926
13.2,1232.968,129.882,12.031,6.495,25.283,0.048,1.182,0.918
13.2,1297.606,133.203,12.364,6.354,23.959,0.049,1.099,0.919
13.2,1249.86,130.406,12.539,6.045,22.717,0.046,0.959,0.924
13.2,1385.426,137.668,12.239,6.986,26.727,0.04,1.079,0.919
13.2,1149.901,126.121,11.881,6.153,23.77,0.044,1.044,0.908
13.2,1312.806,133.934,13.488,6.532,23.915,0.05,0.956,0.92
13.2,1283.19,131.804,11.726,6.828,24.524,0.054,0.96,0.928
13.2,1267.163,132.13,11.904,6.338,24.935,0.043,1.256,0.912
13.2,1295.34,133.509,12.176,6.448,26.763,0.049,1.128,0.913
13.2,1306.97,135.618,12.084,6.853,24.752,0.046,1.0,0.893
13.2,1376.936,136.175,12.678,6.632,23.867,0.05,1.002,0.933
13.2,1305.59,132.302,11.964,6.518,23.843,0.053,0.996,0.937
13.2,1223.689,130.514,10.778,6.851,25.238,0.057,1.1,0.903
13.2,1107.648,124.224,10.787,6.163,22.461,0.052,0.962,0.902
13.2,1138.994,126.604,11.652,6.705,25.19,0.04,0.998,0.893
13.2,1282.828,131.848,12.341,6.792,24.55,0.044,1.14,0.927
13.2,1228.746,130.273,12.024,6.988,24.761,0.055,1.085,0.91
13.2,1315.013,134.276,11.566,6.713,25.153,0.031,1.133,0.917
13.2,1125.937,126.492,12.114,6.035,23.909,0.051,1.101,0.884
13.2,1268.111,133.841,10.781,7.143,24.736,0.049,1.001,0.89
13.2,1275.817,133.828,11.275,6.527,24.96,0.048,1.007,0.895
13.2,1240.54,129.078,12.391,6.255,23.67,0.054,1.143,0.936
13.2,1233.601,130.697,11.95,6.924,24.637,0.045,1.199,0.908
13.2,1258.191,130.878,11.948,6.465,23.505,0.049,1.15,0.923
13.2,1253.335,131.203,12.392,7.158,23.15,0.043,1.127,0.915
