true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,std_x,std_y
13.3,1.692,1.368,0.589,6.758,9.515,1.0,0.944
13.3,1.657,1.502,0.422,6.99,9.7,1.0,0.944
13.3,1.594,1.522,0.297,7.0,9.658,1.0,0.944
13.3,1.603,1.493,0.364,7.148,9.665,1.0,0.944
13.3,1.547,1.481,0.288,6.391,9.286,1.0,0.944
13.3,1.62,1.526,0.336,7.304,9.829,1.0,0.944
13.3,1.618,1.526,0.333,7.14,9.728,1.0,0.944
13.3,1.556,1.463,0.34,6.531,9.361,1.0,0.944
13.3,1.621,1.474,0.416,6.595,9.44,1.0,0.944
13.3,1.62,1.509,0.363,7.135,9.712,1.0,0.944
13.3,1.652,1.44,0.49,6.973,9.567,1.0,0.944
13.3,1.53,1.401,0.402,6.424,9.162,1.0,0.944
13.3,1.652,1.502,0.417,7.133,9.731,1.0,0.944
13.3,1.626,1.434,0.471,6.909,9.573,1.0,0.944
13.3,1.439,1.41,0.197,5.562,8.757,1.0,0.944
13.3,1.557,1.513,0.236,6.934,9.533,1.0,0.944
13.3,1.584,1.5,0.321,6.838,9.524,1.0,0.944
13.3,1.66,1.372,0.562,6.531,9.356,1.0,0.944
13.3,1.653,1.428,0.504,6.964,9.577,1.0,0.944
13.3,1.601,1.455,0.417,6.632,9.389,1.0,0.944
13.3,1.547,1.481,0.288,6.426,9.308,1.0,0.944
13.3,1.596,1.498,0.346,7.093,9.695,1.0,0.944
13.3,1.667,1.393,0.549,6.785,9.538,1.0,0.944
13.3,1.599,1.566,0.201,6.999,9.722,1.0,0.944
13.3,1.667,1.535,0.39,7.271,9.823,1.0,0.944
13.3,1.581,1.523,0.269,6.821,9.527,1.0,0.944
13.3,1.625,1.555,0.291,7.374,9.842,1.0,0.944
13.3,1.64,1.488,0.421,6.911,9.618,1.0,0.944
13.3,1.639,1.426,0.493,6.732,9.479,1.0,0.944
13.3,1.666,1.502,0.432,7.324,9.827,1.0,0.944
13.3,1.685,1.521,0.43,6.782,9.648,1.0,0.944
13.3,1.619,1.542,0.305,7.241,9.759,1.0,0.944
13.3,1.631,1.465,0.44,6.793,9.535,1.0,0.944
13.3,1.68,1.524,0.42,7.298,9.879,1.0,0.944
13.3,1.534,1.45,0.327,6.606,9.304,1.0,0.944
13.3,1.621,1.523,0.342,7.158,9.734,1.0,0.944
13.3,1.647,1.497,0.416,7.155,9.732,1.0,0.944
13.3,1.612,1.556,0.262,7.296,9.808,1.0,0.944
13.3,1.567,1.542,0.176,7.02,9.604,1.0,0.944
13.4,1.57,1.567,0.062,7.311,9.749,1.007,0.939
13.4,1.606,1.5,0.358,6.815,9.515,1.007,0.939
13.4,1.68,1.487,0.466,7.284,9.779,1.007,0.939
13.4,1.604,1.484,0.38,6.839,9.607,1.007,0.939
13.4,1.669,1.546,0.377,7.319,9.876,1.007,0.939
13.4,1.579,1.498,0.315,6.704,9.484,1.007,0.939
13.4,1.574,1.513,0.276,6.845,9.518,1.007,0.939
13.4,1.621,1.429,0.472,6.702,9.47,1.007,0.939
13.4,1.654,1.553,0.344,7.406,9.863,1.007,0.939
13.4,1.745,1.419,0.582,6.869,9.703,1.007,0.939
13.4,1.679,1.382,0.569,6.553,9.46,1.007,0.939
13.4,1.623,1.433,0.469,6.678,9.444,1.007,0.939
13.4,1.59,1.481,0.363,6.724,9.438,1.007,0.939
13.4,3.67,2.024,0.834,13.11,16.726,1.007,0.939
13.4,1.536,1.462,0.308,6.553,9.289,1.007,0.939
13.4,1.654,1.549,0.351,7.419,9.884,1.007,0.939
13.4,1.66,1.489,0.442,6.95,9.722,1.007,0.939
13.4,1.704,1.51,0.463,7.428,9.931,1.007,0.939
13.4,1.628,1.53,0.341,7.038,9.685,1.007,0.939
13.4,1.68,1.498,0.453,7.43,9.871,1.007,0.939
13.4,1.532,1.464,0.296,6.375,9.267,1.007,0.939
13.4,1.517,1.41,0.37,6.149,9.041,1.007,0.939
13.4,1.646,1.449,0.474,6.814,9.521,1.007,0.939
13.4,1.574,1.374,0.488,6.209,9.199,1.007,0.939
13.4,1.618,1.455,0.438,6.927,9.543,1.007,0.939
13.4,1.603,1.432,0.449,6.605,9.424,1.007,0.939
13.4,1.651,1.464,0.463,7.05,9.694,1.007,0.939
13.4,1.628,1.531,0.341,7.273,9.796,1.007,0.939
13.4,1.691,1.411,0.552,6.526,9.48,1.007,0.939
13.4,1.572,1.497,0.306,6.705,9.473,1.007,0.939
13.4,1.671,1.459,0.488,6.897,9.622,1.007,0.939
13.4,1.557,1.452,0.362,6.194,9.232,1.007,0.939
13.4,1.646,1.355,0.568,6.462,9.332,1.007,0.939
13.4,1.682,1.517,0.432,7.582,9.931,1.007,0.939
13.4,1.698,1.531,0.432,7.746,10.044,1.007,0.939
13.4,1.666,1.534,0.389,7.36,9.878,1.007,0.939
13.4,1.639,1.478,0.432,6.999,9.651,1.007,0.939
13.4,1.605,1.552,0.255,7.176,9.749,1.007,0.939
13.4,1.623,1.592,0.195,7.202,9.832,1.007,0.939
13.4,1.607,1.5,0.359,7.02,9.679,1.007,0.939
13.4,1.607,1.528,0.31,7.231,9.755,1.007,0.939
13.4,1.603,1.45,0.426,6.754,9.472,1.007,0.939
13.4,1.57,1.462,0.365,6.7,9.403,1.007,0.939
13.4,1.668,1.503,0.433,7.185,9.781,1.007,0.939
13.4,2.457,1.528,0.783,10.01,12.149,1.007,0.939
13.4,1.673,1.411,0.537,6.734,9.64,1.007,0.939
13.4,1.634,1.488,0.412,6.956,9.628,1.007,0.939
13.4,1.628,1.531,0.34,7.366,9.838,1.007,0.939
13.4,1.637,1.426,0.491,6.933,9.605,1.007,0.939
13.4,1.612,1.55,0.276,7.452,9.867,1.007,0.939
13.4,1.601,1.411,0.472,6.555,9.345,1.007,0.939
13.4,1.601,1.466,0.402,6.623,9.461,1.007,0.939
13.4,1.607,1.523,0.319,7.209,9.718,1.007,0.939
13.4,1.592,1.342,0.538,5.582,8.866,1.007,0.939
13.4,1.675,1.506,0.438,7.461,9.908,1.007,0.939
13.4,1.646,1.543,0.348,7.519,9.913,1.007,0.939
13.4,1.666,1.467,0.474,7.354,9.807,1.007,0.939
13.4,1.65,1.516,0.395,7.196,9.806,1.007,0.939
13.4,1.69,1.416,0.546,6.95,9.625,1.007,0.939
13.4,1.935,1.495,0.635,7.693,10.457,1.007,0.939
13.4,1.679,1.444,0.511,6.908,9.661,1.007,0.939
13.4,1.692,1.405,0.557,6.845,9.564,1.007,0.939
13.4,1.557,1.512,0.237,6.888,9.534,1.007,0.939
13.4,1.676,1.517,0.426,6.995,9.709,1.007,0.939
13.4,1.589,1.494,0.34,6.889,9.557,1.007,0.939
13.4,1.62,1.48,0.406,7.172,9.684,1.007,0.939
13.4,1.595,1.459,0.404,6.576,9.378,1.007,0.939
13.4,1.639,1.502,0.4,7.271,9.741,1.007,0.939
13.4,1.615,1.563,0.251,7.124,9.75,1.007,0.939
13.4,1.579,1.506,0.299,6.971,9.55,1.007,0.939
13.4,1.562,1.468,0.342,6.638,9.406,1.007,0.939
13.4,1.644,1.473,0.444,6.999,9.719,1.007,0.939
13.4,1.631,1.501,0.391,7.146,9.706,1.007,0.939
13.4,1.593,1.445,0.421,6.834,9.473,1.007,0.939
13.4,1.561,1.537,0.174,6.862,9.533,1.007,0.939
13.4,1.574,1.457,0.378,6.73,9.49,1.007,0.939
13.4,1.706,1.532,0.44,7.263,9.89,1.007,0.939
13.4,1.627,1.523,0.351,7.262,9.761,1.007,0.939
13.4,1.609,1.454,0.429,6.811,9.476,1.007,0.939
13.4,1.591,1.464,0.391,6.743,9.47,1.007,0.939
13.4,1.574,1.494,0.315,6.721,9.491,1.007,0.939
13.4,1.631,1.41,0.503,6.88,9.54,1.007,0.939
13.4,1.645,1.546,0.341,7.243,9.8,1.007,0.939
13.4,1.66,1.406,0.531,6.738,9.474,1.007,0.939
13.4,1.589,1.512,0.307,6.741,9.501,1.007,0.939
13.4,1.661,1.427,0.512,6.865,9.567,1.007,0.939
13.4,1.651,1.517,0.394,7.212,9.745,1.007,0.939
13.4,1.628,1.5,0.388,7.075,9.717,1.007,0.939
13.4,1.632,1.507,0.385,6.918,9.622,1.007,0.939
13.4,1.617,1.514,0.351,6.953,9.664,1.007,0.939
13.4,1.595,1.503,0.335,7.212,9.75,1.007,0.939
13.4,1.554,1.438,0.378,6.547,9.289,1.007,0.939
13.4,1.625,1.448,0.453,6.581,9.425,1.007,0.939
13.4,1.6,1.525,0.302,7.093,9.677,1.007,0.939
13.4,1.621,1.488,0.397,6.943,9.608,1.007,0.939
13.4,1.602,1.563,0.22,6.82,9.607,1.007,0.939
13.4,1.62,1.536,0.317,7.176,9.761,1.007,0.939
13.4,1.547,1.51,0.216,6.882,9.516,1.007,0.939
13.4,1.697,1.426,0.542,6.921,9.594,1.007,0.939
13.4,1.59,1.543,0.241,6.632,9.488,1.007,0.939
13.5,1.655,1.463,0.468,7.042,9.695,1.017,0.936
13.5,1.643,1.498,0.41,7.018,9.682,1.017,0.936
13.5,1.696,1.367,0.592,6.521,9.43,1.017,0.936
13.5,39267.317,169.729,1.0,22.685,20.45,1.017,0.936
13.5,1.655,1.506,0.415,7.532,9.903,1.017,0.936
13.5,1.568,1.395,0.456,6.259,9.147,1.017,0.936
13.5,1.67,1.525,0.407,7.363,9.924,1.017,0.936
13.5,1.636,1.571,0.279,7.36,9.893,1.017,0.936
13.5,1.545,1.45,0.345,6.561,9.294,1.017,0.936
13.5,1.649,1.463,0.461,7.134,9.7,1.017,0.936
13.5,1.588,1.445,0.415,6.723,9.41,1.017,0.936
13.5,1.594,1.515,0.312,6.61,9.488,1.017,0.936
13.5,1.622,1.45,0.449,6.722,9.453,1.017,0.936
13.5,1.642,1.505,0.401,7.249,9.795,1.017,0.936
13.5,1.61,1.504,0.357,7.002,9.696,1.017,0.936
13.5,2.167,1.399,0.764,8.055,11.108,1.017,0.936
13.5,1.709,1.514,0.464,7.182,9.853,1.017,0.936
13.5,1.537,1.399,0.415,6.217,9.082,1.017,0.936
13.5,1.646,1.408,0.517,6.728,9.43,1.017,0.936
13.5,1.674,1.416,0.533,6.91,9.578,1.017,0.936
13.5,1.566,1.556,0.109,7.126,9.68,1.017,0.936
13.5,1.72,1.442,0.546,6.541,9.523,1.017,0.936
13.5,1.532,1.52,0.123,6.904,9.489,1.017,0.936
13.5,1.674,1.571,0.346,7.74,10.046,1.017,0.936
13.5,1.593,1.409,0.466,6.702,9.396,1.017,0.936
13.5,1.659,1.468,0.466,6.993,9.653,1.017,0.936
13.5,1.656,1.368,0.563,6.801,9.485,1.017,0.936
13.5,1.611,1.512,0.344,7.232,9.773,1.017,0.936
13.5,1.617,1.492,0.386,6.873,9.604,1.017,0.936
13.5,1.563,1.558,0.082,6.973,9.617,1.017,0.936
13.5,1.642,1.45,0.469,6.549,9.495,1.017,0.936
13.5,1.602,1.487,0.371,6.808,9.514,1.017,0.936
13.5,1.707,1.487,0.491,7.115,9.772,1.017,0.936
13.5,1.569,1.477,0.338,6.619,9.366,1.017,0.936
13.5,1.625,1.421,0.485,6.317,9.299,1.017,0.936
13.5,1.754,1.328,0.654,6.633,9.564,1.017,0.936
13.5,1.589,1.56,0.19,7.151,9.725,1.017,0.936
13.5,1.693,1.312,0.632,6.242,9.329,1.017,0.936
13.5,1.713,1.469,0.515,6.668,9.553,1.017,0.936
13.5,1.574,1.543,0.197,7.328,9.726,1.017,0.936
13.5,1.729,1.4,0.587,6.874,9.663,1.017,0.936
13.5,1.606,1.559,0.24,7.116,9.78,1.017,0.936
13.5,1.63,1.485,0.412,6.739,9.54,1.017,0.936
13.5,1.584,1.474,0.366,6.84,9.528,1.017,0.936
13.5,1.692,1.511,0.45,7.449,9.897,1.017,0.936
13.5,1.819,1.244,0.73,6.103,9.264,1.017,0.936
13.5,1.628,1.492,0.4,6.856,9.612,1.017,0.936
13.5,1.636,1.464,0.447,6.932,9.576,1.017,0.936
13.5,1.603,1.468,0.402,6.844,9.516,1.017,0.936
13.5,3.545,2.659,0.661,21.683,18.273,1.017,0.936
13.5,1.629,1.499,0.391,6.988,9.654,1.017,0.936
13.5,1.679,1.507,0.441,7.111,9.778,1.017,0.936
13.5,1.583,1.476,0.361,6.554,9.396,1.017,0.936
13.5,1.666,1.537,0.387,7.438,9.895,1.017,0.936
13.5,1.62,1.528,0.332,7.021,9.681,1.017,0.936
13.5,1.696,1.495,0.472,7.303,9.879,1.017,0.936
13.5,1.654,1.48,0.446,7.252,9.756,1.017,0.936
13.5,1.635,1.53,0.352,7.364,9.829,1.017,0.936
13.5,1.677,1.466,0.486,7.312,9.815,1.017,0.936
13.5,1.558,1.413,0.421,6.347,9.197,1.017,0.936
13.5,1.609,1.515,0.335,7.123,9.735,1.017,0.936
13.5,1.616,1.482,0.398,6.994,9.642,1.017,0.936
13.5,1.696,1.539,0.42,7.751,10.046,1.017,0.936
13.5,1.632,1.54,0.331,7.15,9.779,1.017,0.936
13.5,1.631,1.436,0.474,6.858,9.507,1.017,0.936
13.5,1.587,1.483,0.357,6.925,9.545,1.017,0.936
13.5,1.642,1.534,0.356,7.376,9.832,1.017,0.936
13.5,1.658,1.532,0.382,7.347,9.838,1.017,0.936
13.5,1.592,1.465,0.392,6.728,9.411,1.017,0.936
13.5,1.593,1.553,0.224,7.316,9.755,1.017,0.936
13.5,1.607,1.546,0.274,7.353,9.832,1.017,0.936
13.5,1.61,1.505,0.355,6.884,9.637,1.017,0.936
13.5,1.68,1.376,0.574,6.55,9.456,1.017,0.936
13.5,1.581,1.458,0.386,6.876,9.449,1.017,0.936
13.5,1.55,1.466,0.325,6.71,9.44,1.017,0.936
13.5,1.581,1.485,0.343,6.888,9.563,1.017,0.936
13.5,1.609,1.419,0.472,6.643,9.387,1.017,0.936
13.5,1.579,1.461,0.38,6.74,9.467,1.017,0.936
13.5,1.528,1.453,0.308,6.389,9.33,1.017,0.936
13.5,1.679,1.549,0.386,7.466,9.955,1.017,0.936
13.5,1.646,1.487,0.429,7.123,9.684,1.017,0.936
13.5,1.663,1.277,0.641,6.286,9.201,1.017,0.936
13.5,1.668,1.439,0.505,6.7,9.51,1.017,0.936
13.5,1.681,1.555,0.38,7.255,9.87,1.017,0.936
13.5,1.595,1.444,0.424,6.89,9.485,1.017,0.936
13.5,1.689,1.354,0.598,6.397,9.334,1.017,0.936
13.5,1.583,1.536,0.242,6.982,9.693,1.017,0.936
13.5,1.652,1.504,0.414,7.185,9.757,1.017,0.936
13.5,1.565,1.525,0.225,6.663,9.477,1.017,0.936
13.5,1.683,1.397,0.557,6.634,9.476,1.017,0.936
13.5,1.637,1.419,0.498,6.464,9.416,1.017,0.936
13.5,1.659,1.464,0.47,6.978,9.65,1.017,0.936
13.5,1.704,1.472,0.504,7.201,9.802,1.017,0.936
13.5,1.585,1.555,0.195,7.12,9.666,1.017,0.936
13.5,1.551,1.539,0.12,6.646,9.464,1.017,0.936
13.5,1.691,1.477,0.487,7.299,9.816,1.017,0.936
13.5,1.621,1.44,0.458,6.673,9.46,1.017,0.936
13.5,1.66,1.544,0.367,7.434,9.871,1.017,0.936
13.5,1.654,1.378,0.553,6.414,9.334,1.017,0.936
13.5,1.69,1.38,0.577,6.886,9.57,1.017,0.936
12.8,1.617,1.52,0.34,7.238,9.765,0.993,0.938
12.8,1.612,1.518,0.336,7.076,9.712,0.993,0.938
12.8,1.561,1.485,0.31,6.633,9.355,0.993,0.938
12.8,2.976,1.768,0.804,12.406,13.786,0.993,0.938
12.8,1.645,1.538,0.355,7.439,9.869,0.993,0.938
12.8,1.585,1.502,0.319,7.1,9.613,0.993,0.938
12.8,1.578,1.454,0.388,6.701,9.431,0.993,0.938
12.8,1.633,1.502,0.393,7.281,9.771,0.993,0.938
12.8,1.622,1.514,0.358,7.241,9.73,0.993,0.938
12.8,1.683,1.461,0.496,7.225,9.727,0.993,0.938
12.8,1.596,1.511,0.321,6.927,9.591,0.993,0.938
12.8,1.636,1.499,0.4,7.199,9.742,0.993,0.938
12.8,1.638,1.449,0.467,6.772,9.503,0.993,0.938
12.8,1.533,1.464,0.296,6.457,9.257,0.993,0.938
12.8,1.605,1.502,0.352,6.796,9.589,0.993,0.938
12.8,1.646,1.552,0.334,7.24,9.803,0.993,0.938
12.8,1.54,1.447,0.343,6.421,9.237,0.993,0.938
12.8,1.543,1.424,0.385,6.457,9.268,0.993,0.938
12.8,1.704,1.43,0.543,6.741,9.577,0.993,0.938
12.8,1.537,1.458,0.317,6.363,9.197,0.993,0.938
12.8,1.519,1.442,0.314,6.245,9.149,0.993,0.938
12.8,1.658,1.479,0.452,7.091,9.717,0.993,0.938
12.8,1.663,1.413,0.527,6.834,9.545,0.993,0.938
12.8,1.613,1.532,0.311,7.405,9.816,0.993,0.938
12.8,1.651,1.534,0.37,7.41,9.868,0.993,0.938
12.8,1.613,1.518,0.338,7.168,9.713,0.993,0.938
12.8,1.662,1.534,0.384,6.717,9.61,0.993,0.938
12.8,1.678,1.476,0.475,7.245,9.757,0.993,0.938
12.8,1.67,1.419,0.528,6.95,9.615,0.993,0.938
12.8,1.595,1.523,0.298,7.107,9.666,0.993,0.938
12.8,1.602,1.453,0.421,6.636,9.464,0.993,0.938
12.8,1.573,1.5,0.303,6.674,9.457,0.993,0.938
12.8,1.537,1.449,0.334,6.417,9.239,0.993,0.938
12.8,1.606,1.458,0.42,6.844,9.5,0.993,0.938
12.8,1.58,1.427,0.43,6.205,9.305,0.993,0.938
12.8,1.639,1.481,0.428,6.915,9.579,0.993,0.938
12.8,1.658,1.494,0.434,7.342,9.785,0.993,0.938
12.8,1.564,1.442,0.388,6.536,9.332,0.993,0.938
12.8,1.684,1.398,0.557,6.832,9.556,0.993,0.938
12.8,1.574,1.553,0.164,7.042,9.671,0.993,0.938
12.8,1.648,1.45,0.476,7.039,9.596,0.993,0.938
12.8,1.634,1.423,0.492,6.838,9.5,0.993,0.938
12.8,1.652,1.419,0.512,6.92,9.613,0.993,0.938
12.8,1.656,1.379,0.554,6.563,9.343,0.993,0.938
12.8,1.615,1.427,0.468,6.71,9.43,0.993,0.938
12.8,1.618,1.476,0.409,6.831,9.517,0.993,0.938
12.8,1.567,1.389,0.463,6.293,9.143,0.993,0.938
12.8,1.638,1.46,0.452,7.086,9.648,0.993,0.938
12.8,1.595,1.467,0.393,6.721,9.51,0.993,0.938
12.8,1.654,1.469,0.46,6.99,9.67,0.993,0.938
12.8,2.739,1.794,0.756,11.348,13.511,0.993,0.938
12.8,1.648,1.443,0.483,6.613,9.493,0.993,0.938
12.8,1.613,1.344,0.552,6.32,9.185,0.993,0.938
12.8,1.622,1.448,0.451,6.595,9.45,0.993,0.938
12.8,1.598,1.433,0.441,6.634,9.372,0.993,0.938
12.8,1.577,1.51,0.288,6.883,9.564,0.993,0.938
12.8,1.618,1.451,0.443,6.752,9.441,0.993,0.938
12.8,1.575,1.431,0.418,6.494,9.355,0.993,0.938
12.8,1.633,1.436,0.476,6.77,9.465,0.993,0.938
12.8,1.675,1.435,0.516,7.173,9.682,0.993,0.938
12.8,1.575,1.447,0.395,6.238,9.24,0.993,0.938
12.8,1.598,1.53,0.287,7.151,9.69,0.993,0.938
12.8,1.652,1.462,0.466,7.239,9.709,0.993,0.938
12.8,47404.673,155.638,1.0,9.942,13.874,0.993,0.938
12.8,1.592,1.455,0.406,6.815,9.438,0.993,0.938
12.8,1.629,1.502,0.387,7.047,9.716,0.993,0.938
12.8,1.613,1.385,0.512,6.264,9.261,0.993,0.938
12.8,1.56,1.491,0.293,6.861,9.496,0.993,0.938
12.8,1.607,1.416,0.473,6.654,9.428,0.993,0.938
12.8,1.681,1.439,0.517,6.904,9.593,0.993,0.938
12.8,1.62,1.485,0.399,7.048,9.651,0.993,0.938
12.8,1.668,1.492,0.448,6.711,9.564,0.993,0.938
12.8,1.662,1.49,0.443,7.299,9.803,0.993,0.938
12.8,1.631,1.463,0.442,6.663,9.517,0.993,0.938
12.8,1.64,1.471,0.442,6.701,9.495,0.993,0.938
12.8,1.589,1.448,0.412,6.803,9.49,0.993,0.938
12.8,6.423,2.601,0.914,22.116,19.033,0.993,0.938
12.8,1.599,1.526,0.298,7.211,9.716,0.993,0.938
12.8,1.617,1.514,0.351,7.149,9.686,0.993,0.938
12.8,1.653,1.453,0.477,6.987,9.616,0.993,0.938
12.8,1.637,1.401,0.517,6.618,9.383,0.993,0.938
12.8,1.591,1.487,0.356,6.869,9.537,0.993,0.938
12.8,1.63,1.448,0.458,6.583,9.413,0.993,0.938
12.8,1.609,1.484,0.387,7.065,9.616,0.993,0.938
12.8,1.657,1.43,0.506,6.734,9.523,0.993,0.938
12.8,1.626,1.403,0.505,6.745,9.454,0.993,0.938
12.8,1.571,1.552,0.154,7.194,9.697,0.993,0.938
12.8,1.651,1.463,0.463,6.855,9.571,0.993,0.938
12.8,1.596,1.538,0.268,7.321,9.776,0.993,0.938
12.8,1.582,1.487,0.34,6.849,9.502,0.993,0.938
12.8,1.631,1.461,0.444,7.002,9.618,0.993,0.938
12.8,1.65,1.517,0.393,7.16,9.744,0.993,0.938
12.8,1.538,1.478,0.277,6.655,9.355,0.993,0.938
12.8,1.616,1.501,0.371,6.579,9.478,0.993,0.938
12.8,1.64,1.429,0.491,6.843,9.549,0.993,0.938
12.8,1.662,1.47,0.466,7.235,9.731,0.993,0.938
12.8,1.511,1.451,0.28,6.253,9.173,0.993,0.938
12.8,1.541,1.467,0.307,6.53,9.347,0.993,0.938
12.8,1.618,1.507,0.364,7.241,9.738,0.993,0.938
12.8,1.623,1.448,0.452,6.959,9.559,0.993,0.938
13.7,1.567,1.469,0.348,6.587,9.39,1.009,0.965
13.7,1.618,1.531,0.323,6.942,9.626,1.009,0.965
13.7,1.696,1.581,0.363,7.375,9.956,1.009,0.965
13.7,1.625,1.538,0.323,7.391,9.851,1.009,0.965
13.7,1.721,1.468,0.522,6.87,9.672,1.009,0.965
13.7,1.637,1.535,0.347,7.108,9.711,1.009,0.965
13.7,1.677,1.528,0.411,7.449,9.896,1.009,0.965
13.7,1.674,1.555,0.371,7.487,9.943,1.009,0.965
13.7,1.683,1.444,0.513,7.078,9.687,1.009,0.965
13.7,1.606,1.487,0.378,6.73,9.521,1.009,0.965
13.7,1.596,1.534,0.277,7.294,9.772,1.009,0.965
13.7,1.59,1.53,0.273,7.027,9.628,1.009,0.965
13.7,1.695,1.525,0.437,6.972,9.775,1.009,0.965
13.7,1.585,1.49,0.34,6.933,9.539,1.009,0.965
13.7,1.664,1.463,0.477,7.288,9.736,1.009,0.965
13.7,1.604,1.48,0.386,6.84,9.499,1.009,0.965
13.7,1.678,1.455,0.498,6.966,9.624,1.009,0.965
13.7,1.726,1.427,0.562,7.289,9.816,1.009,0.965
13.7,1.659,1.51,0.414,7.23,9.784,1.009,0.965
13.7,1.655,1.549,0.352,7.348,9.868,1.009,0.965
13.7,1.686,1.542,0.404,7.265,9.872,1.009,0.965
13.7,1.633,1.551,0.313,7.122,9.808,1.009,0.965
13.7,1.609,1.398,0.495,6.568,9.375,1.009,0.965
13.7,1.654,1.506,0.414,7.162,9.767,1.009,0.965
13.7,1.604,1.488,0.372,6.964,9.658,1.009,0.965
13.7,1.512,1.388,0.396,5.722,8.907,1.009,0.965
13.7,1.575,1.494,0.316,6.658,9.449,1.009,0.965
13.7,1.592,1.433,0.435,6.433,9.392,1.009,0.965
13.7,1.622,1.526,0.339,7.42,9.816,1.009,0.965
13.7,1.625,1.511,0.368,7.151,9.73,1.009,0.965
13.7,1.549,1.481,0.294,6.56,9.435,1.009,0.965
13.7,3.362,1.977,0.809,15.912,16.007,1.009,0.965
13.7,1.572,1.547,0.177,7.149,9.677,1.009,0.965
13.7,1.549,1.492,0.269,6.74,9.435,1.009,0.965
13.7,1.647,1.493,0.422,6.919,9.717,1.009,0.965
13.7,1.631,1.466,0.438,7.035,9.651,1.009,0.965
13.7,1.683,1.51,0.442,7.142,9.785,1.009,0.965
13.7,1.59,1.456,0.402,6.753,9.49,1.009,0.965
13.7,1.709,1.518,0.459,7.571,9.962,1.009,0.965
13.7,1.542,1.494,0.249,6.563,9.376,1.009,0.965
13.7,1.653,1.479,0.447,7.013,9.627,1.009,0.965
13.7,1.639,1.479,0.431,7.115,9.68,1.009,0.965
13.7,1.681,1.407,0.547,6.767,9.503,1.009,0.965
13.7,1.645,1.517,0.387,7.085,9.746,1.009,0.965
13.7,1.64,1.366,0.554,6.52,9.385,1.009,0.965
13.7,1.636,1.46,0.452,6.632,9.576,1.009,0.965
13.7,1.63,1.513,0.372,7.009,9.666,1.009,0.965
13.7,1.655,1.476,0.452,7.146,9.743,1.009,0.965
13.7,1.653,1.452,0.477,6.994,9.65,1.009,0.965
13.7,1.634,1.559,0.299,7.352,9.886,1.009,0.965
13.7,1.633,1.511,0.379,7.031,9.743,1.009,0.965
13.7,1.699,1.45,0.522,7.004,9.703,1.009,0.965
13.7,1.612,1.536,0.304,7.153,9.743,1.009,0.965
13.7,1.686,1.504,0.451,7.259,9.856,1.009,0.965
13.7,1.573,1.556,0.148,7.119,9.688,1.009,0.965
13.7,1.646,1.504,0.406,7.238,9.778,1.009,0.965
13.7,1.633,1.513,0.376,6.149,9.382,1.009,0.965
13.7,1.655,1.55,0.351,7.174,9.843,1.009,0.965
13.7,1.608,1.488,0.379,6.846,9.597,1.009,0.965
13.7,1.58,1.535,0.238,7.157,9.729,1.009,0.965
13.7,1.642,1.533,0.36,7.162,9.777,1.009,0.965
13.7,1.61,1.46,0.421,6.857,9.499,1.009,0.965
13.7,1.565,1.503,0.278,6.893,9.572,1.009,0.965
13.7,1.604,1.51,0.338,7.127,9.682,1.009,0.965
13.7,1.696,1.425,0.542,7.113,9.729,1.009,0.965
13.7,1.687,1.494,0.464,7.371,9.854,1.009,0.965
13.7,1.66,1.44,0.497,6.868,9.6,1.009,0.965
13.7,1.696,1.5,0.466,7.58,9.942,1.009,0.965
13.7,1.684,1.427,0.532,6.871,9.609,1.009,0.965
13.7,1.579,1.455,0.389,6.649,9.402,1.009,0.965
13.7,1.623,1.549,0.3,7.444,9.842,1.009,0.965
13.7,1.649,1.466,0.458,6.976,9.669,1.009,0.965
13.7,1.623,1.414,0.491,6.715,9.458,1.009,0.965
13.7,1.673,1.476,0.472,7.275,9.797,1.009,0.965
13.7,1.562,1.489,0.303,6.779,9.488,1.009,0.965
13.7,1.624,1.493,0.393,6.92,9.632,1.009,0.965
13.7,1.602,1.495,0.359,7.076,9.682,1.009,0.965
13.7,1.67,1.508,0.43,7.21,9.809,1.009,0.965
13.7,1.677,1.539,0.397,7.464,9.951,1.009,0.965
13.7,1.571,1.501,0.295,6.943,9.584,1.009,0.965
13.7,1.651,1.557,0.333,7.469,9.905,1.009,0.965
13.7,1.64,1.521,0.374,6.932,9.73,1.009,0.965
13.7,1.608,1.534,0.301,6.725,9.569,1.009,0.965
13.7,1.679,1.481,0.471,7.338,9.827,1.009,0.965
13.7,1.615,1.565,0.247,7.3,9.81,1.009,0.965
13.7,1.585,1.526,0.27,6.872,9.575,1.009,0.965
13.7,1.622,1.467,0.427,6.92,9.598,1.009,0.965
13.7,1.643,1.518,0.384,7.014,9.681,1.009,0.965
13.7,1.62,1.574,0.237,7.211,9.841,1.009,0.965
13.7,1.555,1.527,0.189,6.754,9.486,1.009,0.965
13.7,1.615,1.535,0.312,7.031,9.684,1.009,0.965
13.7,1.685,1.476,0.482,7.153,9.76,1.009,0.965
13.7,3.436,1.771,0.857,16.279,16.318,1.009,0.965
13.7,1.661,1.467,0.469,6.788,9.557,1.009,0.965
13.7,1.744,1.468,0.54,7.217,9.843,1.009,0.965
13.7,1.631,1.488,0.409,7.049,9.698,1.009,0.965
