true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,std_x,std_y
0.3,1.497,1.363,0.413,5.867,8.903,0.883,0.9
0.3,1.492,1.403,0.341,5.995,8.922,0.883,0.9
0.3,1.394,1.352,0.243,5.361,8.473,0.883,0.9
0.3,1.465,1.399,0.297,6.131,8.912,0.883,0.9
0.3,1.47,1.376,0.351,5.989,8.84,0.883,0.9
0.3,1.524,1.287,0.535,5.605,8.681,0.883,0.9
0.3,1.483,1.336,0.433,5.943,8.823,0.883,0.9
0.3,1.468,1.364,0.371,5.483,8.687,0.883,0.9
0.3,1.446,1.419,0.194,5.969,8.905,0.883,0.9
0.3,2.336,1.646,0.71,9.513,11.907,0.883,0.9
0.3,1.488,1.356,0.412,5.947,8.894,0.883,0.9
0.3,1.443,1.409,0.214,5.794,8.798,0.883,0.9
0.3,1.48,1.398,0.329,5.886,8.866,0.883,0.9
0.3,1.443,1.344,0.364,5.495,8.57,0.883,0.9
0.3,1.402,1.198,0.52,4.558,7.918,0.883,0.9
0.3,1.458,1.447,0.125,5.934,8.918,0.883,0.9
0.3,1.521,1.314,0.504,5.89,8.785,0.883,0.9
0.3,1.436,1.348,0.344,5.58,8.626,0.883,0.9
0.3,1.453,1.369,0.333,5.666,8.699,0.883,0.9
0.3,1.474,1.423,0.261,6.153,8.983,0.883,0.9
0.3,1.391,1.316,0.323,5.378,8.397,0.883,0.9
0.3,1.431,1.376,0.277,5.792,8.736,0.883,0.9
0.3,1.472,1.368,0.369,5.91,8.863,0.883,0.9
0.3,1.526,1.279,0.545,5.555,8.694,0.883,0.9
0.3,2.824,1.569,0.832,9.263,13.277,0.883,0.9
0.3,1.489,1.426,0.287,6.201,9.016,0.883,0.9
0.3,1.465,1.348,0.392,5.811,8.746,0.883,0.9
0.3,1.468,1.362,0.373,5.817,8.746,0.883,0.9
0.3,1.494,1.464,0.2,6.221,9.098,0.883,0.9
0.3,1.492,1.406,0.335,5.98,8.932,0.883,0.9
0.3,1.442,1.376,0.3,5.541,8.651,0.883,0.9
0.3,1.474,1.274,0.503,5.569,8.6,0.883,0.9
0.3,19568.401,117.093,1.0,9.427,13.829,0.883,0.9
0.3,1.472,1.412,0.282,5.939,8.871,0.883,0.9
0.3,1.502,1.431,0.304,6.456,9.136,0.883,0.9
0.3,1.453,1.415,0.226,5.892,8.858,0.883,0.9
0.3,1.489,1.396,0.349,5.99,8.895,0.883,0.9
0.3,1.443,1.339,0.374,5.666,8.644,0.883,0.9
0.3,1.472,1.383,0.342,5.753,8.812,0.883,0.9
0.3,1.493,1.343,0.438,5.905,8.798,0.883,0.9
0.3,1.41,1.379,0.21,5.604,8.622,0.883,0.9
0.3,1.514,1.387,0.4,5.889,8.962,0.883,0.9
0.3,1.474,1.36,0.384,5.854,8.802,0.883,0.9
0.3,1.426,1.416,0.116,5.934,8.811,0.883,0.9
0.3,1.458,1.394,0.293,5.668,8.735,0.883,0.9
0.3,1.514,1.378,0.414,6.145,8.979,0.883,0.9
0.3,1.472,1.365,0.373,5.894,8.836,0.883,0.9
0.3,1.463,1.331,0.415,5.472,8.598,0.883,0.9
0.3,1.473,1.433,0.231,6.0,8.953,0.883,0.9
0.3,1.469,1.38,0.342,5.959,8.884,0.883,0.9
0.3,1.429,1.283,0.439,5.447,8.45,0.883,0.9
0.3,1.483,1.256,0.532,5.239,8.44,0.883,0.9
0.3,1.463,1.435,0.195,6.284,9.016,0.883,0.9
0.3,1.476,1.377,0.36,5.888,8.828,0.883,0.9
0.3,1.524,1.393,0.405,5.931,8.988,0.883,0.9
0.3,1.46,1.392,0.302,5.968,8.856,0.883,0.9
0.3,1.493,1.375,0.39,5.977,8.881,0.883,0.9
0.3,1.481,1.414,0.296,6.121,8.991,0.883,0.9
0.3,1.495,1.438,0.274,6.211,9.027,0.883,0.9
0.3,1.468,1.324,0.431,5.815,8.75,0.883,0.9
0.3,1.517,1.325,0.487,5.805,8.781,0.883,0.9
0.3,1.468,1.393,0.316,5.678,8.767,0.883,0.9
0.3,1.5,1.336,0.455,5.759,8.809,0.883,0.9
0.3,1.392,1.32,0.318,5.274,8.448,0.883,0.9
0.3,1.476,1.442,0.213,6.269,9.046,0.883,0.9
0.3,1.435,1.351,0.337,5.175,8.466,0.883,0.9
0.3,1.526,1.407,0.386,6.389,9.125,0.883,0.9
0.3,1.454,1.336,0.395,5.686,8.698,0.883,0.9
0.3,1.504,1.342,0.452,5.636,8.727,0.883,0.9
0.3,1.495,1.455,0.229,6.354,9.111,0.883,0.9
0.3,1.448,1.421,0.193,6.114,8.96,0.883,0.9
0.3,1.478,1.242,0.542,5.297,8.424,0.883,0.9
0.3,1.505,1.355,0.434,5.649,8.707,0.883,0.9
0.3,1.479,1.397,0.328,6.126,8.953,0.883,0.9
0.3,1.5,1.403,0.353,5.928,8.888,0.883,0.9
0.3,1.438,1.394,0.247,5.754,8.741,0.883,0.9
0.3,1.476,1.403,0.309,5.757,8.794,0.883,0.9
0.3,1.462,1.287,0.474,5.502,8.543,0.883,0.9
0.3,1.522,1.339,0.475,5.498,8.678,0.883,0.9
0.3,1.493,1.401,0.346,6.0,8.937,0.883,0.9
0.3,1.473,1.375,0.358,5.641,8.752,0.883,0.9
0.3,1.518,1.208,0.605,4.831,8.285,0.883,0.9
0.3,1.524,1.299,0.523,5.795,8.758,0.883,0.9
0.3,1.506,1.388,0.388,6.244,9.016,0.883,0.9
0.3,1.491,1.386,0.369,5.958,8.906,0.883,0.9
0.3,1.493,1.381,0.379,5.921,8.872,0.883,0.9
0.3,1.465,1.42,0.245,5.889,8.855,0.883,0.9
0.3,1.525,1.371,0.437,5.823,8.843,0.883,0.9
0.3,1.531,1.308,0.52,5.594,8.692,0.883,0.9
0.3,1.484,1.379,0.369,5.752,8.769,0.883,0.9
0.3,1.453,1.385,0.303,5.953,8.836,0.883,0.9
0.3,1.427,1.354,0.316,5.642,8.622,0.883,0.9
0.3,1.466,1.344,0.399,5.613,8.633,0.883,0.9
0.3,1.434,1.362,0.313,5.687,8.663,0.883,0.9
0.3,1.49,1.361,0.407,5.652,8.714,0.883,0.9
0.3,1.446,1.422,0.181,6.013,8.884,0.883,0.9
0.3,1.494,1.354,0.423,5.775,8.795,0.883,0.9
0.3,1.498,1.313,0.481,5.579,8.684,0.883,0.9
0.3,1.495,1.442,0.263,6.438,9.122,0.883,0.9
0.3,1.49,1.44,0.258,6.023,8.949,0.883,0.9
0.5,1.485,1.396,0.342,6.06,8.972,0.886,0.882
0.5,1.497,1.398,0.357,6.166,8.99,0.886,0.882
0.5,1.478,1.376,0.365,5.932,8.847,0.886,0.882
0.5,1.477,1.313,0.459,5.662,8.673,0.886,0.882
0.5,1.43,1.371,0.283,5.65,8.706,0.886,0.882
0.5,1.416,1.398,0.156,5.711,8.684,0.886,0.882
0.5,1.458,1.332,0.406,5.705,8.697,0.886,0.882
0.5,1.466,1.351,0.388,5.429,8.635,0.886,0.882
0.5,1.449,1.43,0.162,6.116,8.936,0.886,0.882
0.5,1.476,1.412,0.292,5.972,8.916,0.886,0.882
0.5,1.594,1.365,0.516,6.058,9.247,0.886,0.882
0.5,1.465,1.376,0.342,5.908,8.813,0.886,0.882
0.5,1.722,1.439,0.55,7.091,9.77,0.886,0.882
0.5,1.469,1.309,0.453,5.508,8.615,0.886,0.882
0.5,1.46,1.302,0.453,5.478,8.536,0.886,0.882
0.5,1.481,1.399,0.33,5.861,8.844,0.886,0.882
0.5,1.399,1.377,0.176,5.543,8.57,0.886,0.882
0.5,1.553,1.279,0.568,5.491,8.642,0.886,0.882
0.5,1.455,1.407,0.255,5.694,8.794,0.886,0.882
0.5,1.526,1.336,0.484,5.61,8.751,0.886,0.882
0.5,1.469,1.318,0.441,5.64,8.685,0.886,0.882
0.5,1.462,1.373,0.344,5.666,8.721,0.886,0.882
0.5,1.459,1.407,0.265,6.035,8.916,0.886,0.882
0.5,1.465,1.404,0.284,6.004,8.907,0.886,0.882
0.5,1.45,1.377,0.315,5.714,8.723,0.886,0.882
0.5,2.461,1.374,0.83,8.019,11.578,0.886,0.882
0.5,1.415,1.362,0.27,5.74,8.674,0.886,0.882
0.5,1.436,1.391,0.248,5.769,8.767,0.886,0.882
0.5,1.504,1.395,0.374,6.155,8.99,0.886,0.882
0.5,1.544,1.361,0.473,5.479,8.728,0.886,0.882
0.5,1.42,1.346,0.317,5.33,8.46,0.886,0.882
0.5,1.44,1.347,0.354,5.44,8.535,0.886,0.882
0.5,1.44,1.263,0.481,5.27,8.422,0.886,0.882
0.5,1.464,1.401,0.291,6.065,8.901,0.886,0.882
0.5,1.42,1.351,0.308,5.52,8.551,0.886,0.882
0.5,1.466,1.371,0.354,5.696,8.781,0.886,0.882
0.5,1.458,1.394,0.293,5.72,8.806,0.886,0.882
0.5,1.489,1.315,0.469,5.561,8.685,0.886,0.882
0.5,1.44,1.339,0.368,5.326,8.481,0.886,0.882
0.5,1.483,1.381,0.365,6.004,8.909,0.886,0.882
0.5,1.476,1.412,0.293,5.98,8.931,0.886,0.882
0.5,1.459,1.421,0.228,5.685,8.788,0.886,0.882
0.5,1.47,1.361,0.378,5.958,8.791,0.886,0.882
0.5,1.502,1.403,0.357,5.873,8.878,0.886,0.882
0.5,1.501,1.36,0.423,5.994,8.853,0.886,0.882
0.5,1.427,1.37,0.278,5.6,8.614,0.886,0.882
0.5,1.483,1.365,0.391,5.68,8.71,0.886,0.882
0.5,1.512,1.34,0.464,5.929,8.845,0.886,0.882
0.5,1.412,1.322,0.352,5.412,8.512,0.886,0.882
0.5,1.518,1.423,0.347,6.061,9.011,0.886,0.882
0.5,1.473,1.272,0.504,5.026,8.298,0.886,0.882
0.5,1.501,1.431,0.303,6.167,9.029,0.886,0.882
0.5,1.458,1.441,0.151,6.31,9.024,0.886,0.882
0.5,1.465,1.313,0.443,5.653,8.618,0.886,0.882
0.5,1.519,1.455,0.287,6.367,9.15,0.886,0.882
0.5,1.513,1.37,0.425,5.857,8.866,0.886,0.882
0.5,1.453,1.407,0.251,6.107,8.9,0.886,0.882
0.5,1.407,1.352,0.276,5.58,8.569,0.886,0.882
0.5,1.478,1.388,0.343,5.767,8.775,0.886,0.882
0.5,1.481,1.363,0.391,5.832,8.812,0.886,0.882
0.5,1.454,1.325,0.412,5.523,8.607,0.886,0.882
0.5,1.414,1.313,0.371,5.208,8.45,0.886,0.882
0.5,1.44,1.327,0.39,5.715,8.628,0.886,0.882
0.5,1.371,1.339,0.214,5.235,8.387,0.886,0.882
0.5,1.485,1.426,0.28,6.042,8.985,0.886,0.882
0.5,1.466,1.379,0.339,5.931,8.837,0.886,0.882
0.5,1.455,1.418,0.224,6.018,8.916,0.886,0.882
0.5,1.463,1.336,0.408,5.481,8.61,0.886,0.882
0.5,1.464,1.366,0.36,5.8,8.753,0.886,0.882
0.5,1.491,1.418,0.31,6.087,8.969,0.886,0.882
0.5,1.456,1.426,0.2,6.125,8.959,0.886,0.882
0.5,1.464,1.422,0.236,6.16,8.973,0.886,0.882
0.5,1.491,1.392,0.358,5.862,8.855,0.886,0.882
0.5,1.459,1.399,0.285,5.96,8.85,0.886,0.882
0.5,1.46,1.405,0.272,5.889,8.861,0.886,0.882
0.5,1.47,1.431,0.227,6.167,8.982,0.886,0.882
0.5,1.383,1.366,0.156,5.543,8.546,0.886,0.882
0.5,1.458,1.353,0.374,5.906,8.761,0.886,0.882
0.5,1.428,1.374,0.271,5.562,8.619,0.886,0.882
0.5,1.446,1.409,0.227,5.863,8.877,0.886,0.882
0.5,1.498,1.398,0.359,5.813,8.838,0.886,0.882
0.5,1.481,1.435,0.248,6.006,8.959,0.886,0.882
0.5,1.497,1.379,0.389,5.837,8.869,0.886,0.882
0.5,1.489,1.331,0.449,5.704,8.718,0.886,0.882
0.5,1.528,1.105,0.691,4.541,7.994,0.886,0.882
0.5,1.418,1.306,0.39,5.341,8.429,0.886,0.882
0.5,1.535,1.358,0.467,6.024,8.944,0.886,0.882
0.5,1.49,1.319,0.465,5.627,8.726,0.886,0.882
0.5,1.462,1.343,0.395,5.514,8.607,0.886,0.882
0.5,1.437,1.418,0.162,5.998,8.857,0.886,0.882
0.5,1.51,1.316,0.491,5.801,8.788,0.886,0.882
0.5,1.433,1.382,0.267,5.472,8.608,0.886,0.882
0.5,1.424,1.392,0.212,5.716,8.748,0.886,0.882
0.5,1.485,1.431,0.267,6.206,9.009,0.886,0.882
0.5,1.469,1.412,0.277,5.743,8.845,0.886,0.882
0.5,1.407,1.387,0.169,5.564,8.641,0.886,0.882
0.5,1.497,1.326,0.464,5.586,8.653,0.886,0.882
0.5,1.479,1.341,0.422,5.658,8.676,0.886,0.882
0.5,1.479,1.377,0.365,5.851,8.857,0.886,0.882
0.5,1.413,1.394,0.164,5.622,8.634,0.886,0.882
0.8,1.474,1.411,0.289,5.921,8.895,0.895,0.894
0.8,3.156,1.603,0.861,11.997,14.122,0.895,0.894
0.8,1.46,1.431,0.199,5.847,8.887,0.895,0.894
0.8,1.485,1.295,0.49,5.493,8.623,0.895,0.894
0.8,1.473,1.388,0.333,5.564,8.715,0.895,0.894
0.8,1.498,1.398,0.359,6.255,9.052,0.895,0.894
0.8,1.479,1.435,0.244,6.062,8.984,0.895,0.894
0.8,1.489,1.355,0.414,6.02,8.868,0.895,0.894
0.8,1.483,1.365,0.39,5.723,8.755,0.895,0.894
0.8,1.488,1.343,0.431,5.911,8.803,0.895,0.894
0.8,1.382,1.359,0.182,5.537,8.532,0.895,0.894
0.8,1.421,1.413,0.109,5.695,8.698,0.895,0.894
0.8,1.423,1.384,0.233,5.497,8.584,0.895,0.894
0.8,1.4,1.375,0.188,5.623,8.623,0.895,0.894
0.8,1.492,1.292,0.5,5.479,8.616,0.895,0.894
0.8,1.48,1.42,0.282,5.954,8.921,0.895,0.894
0.8,1.394,1.314,0.334,5.24,8.426,0.895,0.894
0.8,1.49,1.376,0.383,5.984,8.904,0.895,0.894
0.8,1.475,1.323,0.442,5.437,8.582,0.895,0.894
0.8,1.436,1.43,0.089,5.736,8.816,0.895,0.894
0.8,1.484,1.329,0.444,5.771,8.803,0.895,0.894
0.8,2.713,1.621,0.802,11.904,13.535,0.895,0.894
0.8,1.504,1.353,0.437,5.824,8.88,0.895,0.894
0.8,3.425,1.599,0.884,8.244,12.084,0.895,0.894
0.8,1.488,1.371,0.39,5.902,8.838,0.895,0.894
0.8,1.478,1.351,0.406,5.76,8.718,0.895,0.894
0.8,1.49,1.409,0.326,6.096,8.994,0.895,0.894
0.8,1.483,1.395,0.339,6.096,8.944,0.895,0.894
0.8,1.5,1.3,0.499,5.507,8.639,0.895,0.894
0.8,1.475,1.356,0.394,5.737,8.757,0.895,0.894
0.8,1.434,1.396,0.229,5.811,8.827,0.895,0.894
0.8,1.484,1.398,0.336,6.023,8.899,0.895,0.894
0.8,1.549,1.368,0.47,6.106,8.998,0.895,0.894
0.8,1.496,1.397,0.359,6.293,9.007,0.895,0.894
0.8,1.489,1.36,0.408,6.054,8.91,0.895,0.894
0.8,1.481,1.457,0.178,6.269,9.095,0.895,0.894
0.8,1.479,1.391,0.339,5.866,8.871,0.895,0.894
0.8,1.551,1.245,0.596,5.399,8.549,0.895,0.894
0.8,1.445,1.362,0.333,5.766,8.757,0.895,0.894
0.8,1.395,1.36,0.225,5.449,8.582,0.895,0.894
0.8,1.504,1.43,0.31,6.338,9.109,0.895,0.894
0.8,1.46,1.412,0.254,5.798,8.838,0.895,0.894
0.8,1.458,1.36,0.359,5.869,8.752,0.895,0.894
0.8,1.466,1.404,0.288,6.048,8.911,0.895,0.894
0.8,1.472,1.317,0.447,5.708,8.685,0.895,0.894
0.8,1.427,1.388,0.233,5.706,8.684,0.895,0.894
0.8,1.467,1.286,0.482,5.327,8.464,0.895,0.894
0.8,1.473,1.457,0.146,6.423,9.12,0.895,0.894
0.8,1.476,1.44,0.221,6.159,9.018,0.895,0.894
0.8,1.433,1.325,0.381,5.356,8.525,0.895,0.894
0.8,1.464,1.409,0.269,6.149,8.944,0.895,0.894
0.8,1.509,1.376,0.41,5.972,8.899,0.895,0.894
0.8,1.408,1.404,0.072,5.547,8.673,0.895,0.894
0.8,1.472,1.453,0.16,5.965,8.93,0.895,0.894
0.8,1.503,1.382,0.394,6.086,8.946,0.895,0.894
0.8,1.529,1.39,0.416,5.794,8.829,0.895,0.894
0.8,1.417,1.3,0.399,5.391,8.454,0.895,0.894
0.8,1.5,1.36,0.423,5.874,8.8,0.895,0.894
0.8,1.528,1.372,0.44,5.554,8.766,0.895,0.894
0.8,1.493,1.409,0.331,6.311,9.047,0.895,0.894
0.8,1.478,1.391,0.338,6.049,8.906,0.895,0.894
0.8,1.514,1.365,0.432,5.93,8.857,0.895,0.894
0.8,1.434,1.4,0.218,5.894,8.809,0.895,0.894
0.8,1.45,1.432,0.158,6.178,8.978,0.895,0.894
0.8,1.484,1.346,0.421,5.763,8.762,0.895,0.894
0.8,1.531,1.396,0.411,5.977,8.94,0.895,0.894
0.8,1.392,1.355,0.23,5.552,8.527,0.895,0.894
0.8,1.488,1.388,0.361,6.105,8.917,0.895,0.894
0.8,1.454,1.384,0.307,5.754,8.807,0.895,0.894
0.8,1.454,1.386,0.302,5.814,8.776,0.895,0.894
0.8,1.512,1.32,0.488,5.833,8.767,0.895,0.894
0.8,1.477,1.348,0.409,5.64,8.724,0.895,0.894
0.8,1.451,1.376,0.318,5.832,8.808,0.895,0.894
0.8,1.496,1.457,0.226,6.374,9.128,0.895,0.894
0.8,1.458,1.445,0.134,6.258,9.032,0.895,0.894
0.8,1.412,1.346,0.302,5.593,8.622,0.895,0.894
0.8,1.46,1.423,0.226,5.947,8.884,0.895,0.894
0.8,1.44,1.319,0.401,5.501,8.622,0.895,0.894
0.8,1.521,1.304,0.514,5.816,8.749,0.895,0.894
0.8,1.529,1.394,0.411,5.997,8.94,0.895,0.894
0.8,1.492,1.359,0.413,5.813,8.787,0.895,0.894
0.8,1.492,1.323,0.462,5.572,8.692,0.895,0.894
0.8,1.515,1.36,0.441,5.973,8.915,0.895,0.894
0.8,1.494,1.428,0.293,6.148,9.023,0.895,0.894
0.8,1.425,1.388,0.226,5.89,8.769,0.895,0.894
0.8,1.523,1.353,0.458,5.656,8.763,0.895,0.894
0.8,1.363,1.258,0.385,4.951,8.225,0.895,0.894
0.8,1.47,1.332,0.423,5.585,8.704,0.895,0.894
0.8,1.497,1.4,0.354,5.782,8.831,0.895,0.894
0.8,1.462,1.405,0.276,5.973,8.916,0.895,0.894
0.8,1.482,1.44,0.238,6.32,9.099,0.895,0.894
0.8,1.469,1.346,0.401,5.753,8.747,0.895,0.894
0.8,1.5,1.338,0.452,5.774,8.794,0.895,0.894
0.8,1.505,1.386,0.39,5.923,8.882,0.895,0.894
0.8,1.431,1.403,0.199,5.82,8.79,0.895,0.894
0.8,1.461,1.348,0.386,5.543,8.603,0.895,0.894
0.8,1.458,1.398,0.285,5.865,8.858,0.895,0.894
0.8,1.485,1.416,0.302,5.486,8.742,0.895,0.894
0.8,1.49,1.358,0.412,5.695,8.762,0.895,0.894
0.8,1.437,1.319,0.398,5.528,8.546,0.895,0.894
0.7,1.461,1.34,0.398,5.669,8.658,0.9,0.887
0.7,1.496,1.342,0.441,5.768,8.755,0.9,0.887
0.7,1.519,1.313,0.503,5.795,8.778,0.9,0.887
0.7,1.501,1.457,0.239,6.48,9.178,0.9,0.887
0.7,1.456,1.371,0.337,5.535,8.653,0.9,0.887
0.7,1.47,1.317,0.445,5.711,8.663,0.9,0.887
0.7,1.464,1.413,0.26,5.759,8.795,0.9,0.887
0.7,1.473,1.414,0.282,5.893,8.906,0.9,0.887
0.7,1.48,1.363,0.389,5.942,8.827,0.9,0.887
0.7,1.517,1.465,0.261,6.103,9.061,0.9,0.887
0.7,1.49,1.425,0.291,6.141,9.041,0.9,0.887
0.7,1.424,1.419,0.082,5.767,8.729,0.9,0.887
0.7,1.508,1.369,0.42,5.609,8.727,0.9,0.887
0.7,1.59,1.361,0.517,5.45,8.804,0.9,0.887
0.7,1.519,1.279,0.539,5.681,8.735,0.9,0.887
0.7,3.938,1.561,0.918,17.249,17.469,0.9,0.887
0.7,1.534,1.336,0.492,5.445,8.673,0.9,0.887
0.7,1.471,1.334,0.421,5.587,8.68,0.9,0.887
0.7,1.368,1.297,0.318,4.612,8.013,0.9,0.887
0.7,1.446,1.385,0.287,5.87,8.805,0.9,0.887
0.7,1.482,1.437,0.245,6.051,9.002,0.9,0.887
0.7,1.5,1.41,0.341,6.265,9.029,0.9,0.887
0.7,1.464,1.271,0.496,5.167,8.441,0.9,0.887
0.7,1.439,1.404,0.218,5.782,8.785,0.9,0.887
0.7,1.465,1.317,0.438,5.541,8.617,0.9,0.887
0.7,1.48,1.311,0.465,5.473,8.587,0.9,0.887
0.7,1.455,1.382,0.313,6.023,8.847,0.9,0.887
0.7,1.482,1.379,0.365,5.898,8.833,0.9,0.887
0.7,1.459,1.434,0.185,6.077,8.921,0.9,0.887
0.7,1.512,1.27,0.542,5.164,8.539,0.9,0.887
0.7,1.412,1.369,0.244,5.402,8.546,0.9,0.887
0.7,1.511,1.321,0.486,5.744,8.756,0.9,0.887
0.7,1.459,1.328,0.415,5.438,8.605,0.9,0.887
0.7,1.464,1.366,0.361,5.763,8.74,0.9,0.887
0.7,1.502,1.368,0.412,5.933,8.858,0.9,0.887
0.7,1.432,1.361,0.31,5.543,8.631,0.9,0.887
0.7,1.49,1.176,0.614,5.077,8.284,0.9,0.887
0.7,1.451,1.433,0.157,5.803,8.839,0.9,0.887
0.7,1.602,1.212,0.654,4.697,8.203,0.9,0.887
0.7,1.498,1.414,0.329,5.86,8.921,0.9,0.887
0.7,1.482,1.429,0.263,6.056,8.952,0.9,0.887
0.7,1.476,1.327,0.438,5.512,8.637,0.9,0.887
0.7,1.453,1.42,0.212,5.936,8.91,0.9,0.887
0.7,1.464,1.333,0.413,5.715,8.666,0.9,0.887
0.7,1.593,1.211,0.65,5.354,8.523,0.9,0.887
0.7,1.454,1.346,0.378,5.631,8.685,0.9,0.887
0.7,1.436,1.377,0.283,5.736,8.688,0.9,0.887
0.7,1.46,1.384,0.318,5.724,8.76,0.9,0.887
0.7,1.457,1.316,0.43,5.076,8.422,0.9,0.887
0.7,1.411,1.35,0.291,5.469,8.55,0.9,0.887
0.7,1.445,1.316,0.413,5.3,8.528,0.9,0.887
0.7,2.265,1.456,0.766,7.745,11.465,0.9,0.887
0.7,1.465,1.445,0.166,6.019,8.985,0.9,0.887
0.7,1.478,1.413,0.292,6.095,8.977,0.9,0.887
0.7,1.457,1.403,0.269,5.407,8.616,0.9,0.887
0.7,1.521,1.356,0.453,6.03,8.945,0.9,0.887
0.7,1.485,1.429,0.271,5.899,8.893,0.9,0.887
0.7,1.501,1.351,0.436,5.681,8.803,0.9,0.887
0.7,1.449,1.413,0.22,6.11,8.953,0.9,0.887
0.7,1.435,1.414,0.17,5.577,8.703,0.9,0.887
0.7,1.466,1.354,0.383,5.613,8.725,0.9,0.887
0.7,1.461,1.278,0.485,5.271,8.469,0.9,0.887
0.7,1.482,1.411,0.308,6.138,8.938,0.9,0.887
0.7,1.479,1.246,0.538,5.217,8.46,0.9,0.887
0.7,1.524,1.345,0.471,5.83,8.829,0.9,0.887
0.7,1.474,1.413,0.285,5.905,8.874,0.9,0.887
0.7,1.49,1.445,0.245,6.324,9.068,0.9,0.887
0.7,1.491,1.399,0.347,5.769,8.804,0.9,0.887
0.7,1.516,1.379,0.415,5.912,8.912,0.9,0.887
0.7,1.503,1.384,0.391,5.896,8.887,0.9,0.887
0.7,1.519,1.332,0.481,5.903,8.826,0.9,0.887
0.7,1.469,1.396,0.313,6.049,8.886,0.9,0.887
0.7,1.447,1.396,0.264,5.608,8.676,0.9,0.887
0.7,1.503,1.415,0.337,5.887,8.878,0.9,0.887
0.7,1.494,1.376,0.39,5.746,8.832,0.9,0.887
0.7,1.476,1.391,0.334,5.824,8.848,0.9,0.887
0.7,1.468,1.285,0.485,5.355,8.495,0.9,0.887
0.7,1.483,1.37,0.384,5.49,8.687,0.9,0.887
0.7,1.496,1.443,0.265,6.342,9.106,0.9,0.887
0.7,1.463,1.425,0.226,6.208,8.968,0.9,0.887
0.7,1.489,1.348,0.426,5.8,8.8,0.9,0.887
0.7,1.501,1.41,0.343,6.136,8.995,0.9,0.887
0.7,1.55,1.315,0.53,5.854,8.862,0.9,0.887
0.7,1.427,1.352,0.321,5.66,8.637,0.9,0.887
0.7,1.492,1.342,0.437,5.975,8.822,0.9,0.887
0.7,1.484,1.382,0.363,5.767,8.79,0.9,0.887
0.7,1.478,1.399,0.323,6.015,8.921,0.9,0.887
0.7,1.462,1.405,0.278,6.085,8.885,0.9,0.887
0.7,1.467,1.458,0.113,6.229,9.042,0.9,0.887
0.7,1.461,1.388,0.312,5.551,8.688,0.9,0.887
0.7,1.425,1.288,0.428,5.015,8.28,0.9,0.887
0.7,1.5,1.308,0.49,5.75,8.716,0.9,0.887
0.7,1.443,1.36,0.333,5.568,8.618,0.9,0.887
0.7,1.479,1.32,0.452,5.656,8.705,0.9,0.887
0.7,1.445,1.37,0.318,5.89,8.756,0.9,0.887
0.7,1.447,1.318,0.413,5.313,8.448,0.9,0.887
0.7,1.456,1.396,0.284,5.931,8.85,0.9,0.887
0.7,1.517,1.288,0.529,5.636,8.698,0.9,0.887
0.7,1.469,1.298,0.468,5.555,8.616,0.9,0.887
0.7,1.509,1.416,0.344,5.451,8.748,0.9,0.887
0.6,1.467,1.424,0.239,6.192,8.979,0.888,0.894
0.6,1.437,1.423,0.138,5.996,8.867,0.888,0.894
0.6,1.484,1.367,0.389,5.862,8.808,0.888,0.894
0.6,1.496,1.267,0.532,5.44,8.543,0.888,0.894
0.6,1.481,1.396,0.332,5.867,8.811,0.888,0.894
0.6,1.465,1.337,0.407,5.727,8.681,0.888,0.894
0.6,1.455,1.4,0.273,5.494,8.628,0.888,0.894
0.6,1.513,1.367,0.429,6.024,8.908,0.888,0.894
0.6,1.489,1.3,0.487,5.343,8.55,0.888,0.894
0.6,1.529,1.281,0.546,5.366,8.659,0.888,0.894
0.6,1.467,1.429,0.227,6.159,8.975,0.888,0.894
0.6,1.521,1.423,0.352,6.067,9.006,0.888,0.894
0.6,1.462,1.42,0.237,5.963,8.885,0.888,0.894
0.6,1.458,1.415,0.242,6.02,8.885,0.888,0.894
0.6,1.447,1.349,0.361,5.738,8.687,0.888,0.894
0.6,1.518,1.341,0.47,5.975,8.899,0.888,0.894
0.6,1.435,1.408,0.191,5.695,8.77,0.888,0.894
0.6,1.504,1.451,0.263,6.245,9.073,0.888,0.894
0.6,1.43,1.398,0.211,5.768,8.722,0.888,0.894
0.6,1.489,1.38,0.375,5.791,8.828,0.888,0.894
0.6,1.454,1.422,0.211,6.108,8.985,0.888,0.894
0.6,1.47,1.435,0.218,5.948,8.894,0.888,0.894
0.6,1.431,1.354,0.323,5.457,8.529,0.888,0.894
0.6,1.465,1.388,0.32,5.959,8.857,0.888,0.894
0.6,1.496,1.382,0.382,6.145,8.952,0.888,0.894
0.6,1.564,1.412,0.43,6.351,9.208,0.888,0.894
0.6,1.439,1.399,0.234,5.737,8.718,0.888,0.894
0.6,1.483,1.419,0.291,5.988,8.934,0.888,0.894
0.6,1.458,1.37,0.343,5.729,8.725,0.888,0.894
0.6,1.517,1.278,0.539,5.519,8.657,0.888,0.894
0.6,1.48,1.437,0.237,6.078,8.968,0.888,0.894
0.6,1.505,1.387,0.389,5.644,8.77,0.888,0.894
0.6,2.332,1.447,0.784,9.658,11.812,0.888,0.894
0.6,1.477,1.432,0.246,6.063,8.963,0.888,0.894
0.6,1.45,1.356,0.353,5.663,8.66,0.888,0.894
