true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter
10.4,22.702,22.05,0.238,1513.847,139.819
10.4,22.949,22.233,0.248,1514.811,140.369
10.4,22.592,21.94,0.238,1495.176,139.051
10.4,22.583,21.628,0.288,1470.86,137.995
10.4,23.049,22.244,0.262,1518.063,140.5
10.4,22.602,21.839,0.258,1478.635,138.692
10.4,23.17,22.15,0.294,1527.042,140.664
10.4,23.022,21.808,0.32,1508.457,139.588
10.4,22.534,22.245,0.159,1521.117,139.968
10.4,22.558,22.318,0.145,1534.177,140.263
10.4,23.082,22.016,0.3,1523.64,140.523
10.4,23.391,22.192,0.316,1536.332,141.155
10.4,22.917,21.622,0.331,1487.754,138.768
10.4,23.134,22.181,0.284,1524.099,140.587
10.4,23.211,22.209,0.291,1573.747,142.078
10.4,22.901,22.259,0.235,1503.282,139.905
10.4,22.756,22.037,0.249,1478.713,138.647
10.4,22.736,21.597,0.313,1487.302,138.735
10.4,23.049,21.704,0.337,1502.221,139.467
10.4,22.64,22.212,0.194,1497.764,139.511
10.4,22.652,21.928,0.251,1509.27,139.362
10.4,22.573,21.376,0.321,1449.765,137.066
10.4,22.84,21.489,0.339,1456.832,138.019
10.4,22.73,21.535,0.32,1464.027,138.618
10.4,23.015,21.026,0.407,1433.823,137.54
10.4,22.936,22.1,0.268,1495.299,139.614
10.4,22.731,21.661,0.303,1462.923,138.282
9.8,22.668,22.386,0.157,1532.45,140.611
9.8,22.914,22.177,0.252,1531.129,140.711
9.8,23.294,22.174,0.306,1516.27,140.633
9.8,22.932,22.653,0.156,1553.37,141.691
9.8,22.832,22.262,0.222,1509.413,139.946
9.8,23.149,21.648,0.354,1494.722,139.415
9.8,23.257,21.276,0.404,1506.086,139.373
9.8,22.809,22.682,0.105,1550.141,141.773
9.8,22.979,21.906,0.302,1492.739,139.587
9.8,23.253,21.792,0.349,1536.419,140.686
9.8,23.139,21.918,0.321,1508.918,140.428
9.8,22.926,21.952,0.288,1529.384,140.341
9.8,22.672,22.399,0.155,1507.549,140.062
9.8,22.466,22.399,0.077,1513.771,140.138
9.8,22.862,22.506,0.176,1544.177,141.229
9.8,23.11,22.031,0.302,1532.71,140.732
9.8,22.881,22.442,0.195,1542.231,141.11
9.8,22.802,21.897,0.279,1487.071,139.088
9.8,22.722,21.745,0.29,1478.571,138.468
9.8,22.522,22.155,0.18,1479.436,139.11
9.8,22.972,22.124,0.269,1538.937,140.847
9.8,22.951,22.222,0.25,1541.705,141.106
9.8,23.132,21.857,0.327,1520.379,140.451
9.8,23.085,22.395,0.243,1558.38,141.6
9.8,22.904,22.309,0.226,1534.103,140.711
9.8,23.087,21.953,0.31,1496.998,139.762
9.8,22.942,22.171,0.257,1550.467,141.405
9.8,23.302,21.759,0.358,1507.032,140.341
9.8,22.815,22.095,0.249,1485.205,139.37
9.8,22.659,21.772,0.277,1501.528,139.568
9.8,23.05,22.075,0.288,1542.436,140.986
9.8,22.763,21.659,0.308,1471.595,138.345
9.8,22.671,21.984,0.244,1501.416,139.587
9.8,22.547,21.833,0.25,1508.822,139.578
9.8,22.965,22.032,0.282,1531.203,140.394
9.8,23.024,22.564,0.199,1563.651,141.779
9.8,23.07,22.48,0.225,1530.153,141.26
9.8,23.034,22.076,0.285,1537.468,140.994
9.8,22.932,22.077,0.27,1537.754,140.568
9.8,22.529,22.38,0.115,1504.125,139.951
9.8,22.849,22.511,0.171,1539.625,141.011
9.8,22.772,22.106,0.24,1518.19,140.177
9.8,22.708,22.124,0.225,1533.222,140.478
9.8,23.141,22.18,0.285,1559.104,141.862
9.8,22.789,22.307,0.204,1555.641,141.106
9.8,22.708,22.005,0.247,1506.812,139.902
9.8,22.98,22.25,0.25,1538.774,140.945
9.8,23.33,20.509,0.477,1410.495,135.751
9.8,22.844,21.362,0.354,1451.48,137.401
9.8,22.925,21.529,0.344,1491.623,139.304
10.6,23.139,22.211,0.28,1475.941,139.429
10.6,22.751,22.16,0.226,1534.805,140.429
10.6,23.122,21.987,0.309,1521.377,140.664
10.6,23.305,22.312,0.289,1543.169,141.615
10.6,23.188,22.714,0.201,1595.789,143.318
10.6,22.455,21.706,0.256,1475.045,138.285
10.6,23.156,21.773,0.34,1518.986,139.994
10.6,22.576,21.958,0.232,1478.927,138.699
10.6,22.778,22.177,0.228,1523.501,140.091
10.6,23.015,22.069,0.284,1529.88,140.636
10.6,22.862,22.484,0.181,1569.538,142.327
10.6,23.306,22.262,0.296,1562.332,142.023
10.6,22.741,22.492,0.147,1536.351,141.063
10.6,22.916,21.476,0.349,1496.339,139.116
10.6,22.812,22.055,0.255,1520.143,140.661
10.6,23.198,21.532,0.372,1503.736,139.471
10.6,22.795,22.119,0.242,1510.699,139.967
10.6,23.065,21.632,0.347,1496.601,139.126
10.6,23.08,22.452,0.232,1545.972,141.627
10.6,23.066,22.329,0.251,1552.497,141.458
10.6,22.608,21.815,0.263,1450.911,137.653
10.6,22.81,22.219,0.226,1484.551,139.551
10.6,22.964,22.472,0.206,1552.195,141.441
10.6,22.6,22.216,0.183,1503.834,139.757
10.6,22.877,21.584,0.331,1480.067,138.273
10.6,22.89,22.455,0.194,1540.672,141.266
10.6,22.926,21.857,0.302,1483.693,138.706
10.6,22.925,22.223,0.245,1537.131,140.718
10.6,22.733,22.378,0.176,1538.825,140.995
10.6,22.517,21.979,0.217,1479.312,138.759
10.6,22.677,21.493,0.319,1487.947,138.462
10.6,23.255,21.746,0.354,1515.992,140.192
10.6,22.57,22.108,0.201,1518.475,140.372
10.6,22.36,21.36,0.296,1427.073,136.606
10.6,22.54,22.292,0.148,1489.541,139.222
10.6,22.768,21.828,0.284,1487.107,139.051
10.6,23.27,21.434,0.389,1506.035,139.44
10.6,22.854,22.095,0.256,1498.336,139.608
10.6,22.86,22.457,0.187,1571.419,142.121
10.6,23.244,21.693,0.359,1505.373,139.936
10.6,23.06,22.374,0.242,1530.977,140.853
10.6,23.032,22.252,0.258,1534.074,141.103
10.6,22.815,22.385,0.193,1548.757,141.297
10.6,22.881,22.11,0.257,1511.944,140.312
10.6,23.087,21.814,0.327,1484.748,139.397
10.6,22.554,22.362,0.13,1489.959,139.575
10.6,23.236,22.107,0.308,1561.895,141.862
10.6,23.129,20.791,0.438,1459.859,137.753
10.6,23.473,22.231,0.321,1568.855,142.424
10.6,22.725,21.863,0.273,1489.404,139.01
10.8,23.146,22.194,0.284,1503.743,140.597
10.8,22.739,22.515,0.14,1519.047,140.84
10.8,23.044,22.224,0.264,1545.497,141.243
10.8,22.695,22.395,0.162,1544.725,141.178
10.8,23.129,22.829,0.16,1605.664,143.512
10.8,22.61,22.469,0.112,1547.848,141.176
10.8,22.94,22.777,0.119,1589.94,142.804
10.8,23.343,21.838,0.353,1511.926,140.46
10.8,23.023,22.65,0.179,1551.109,141.898
10.8,23.124,22.445,0.241,1546.053,141.49
10.8,22.792,22.489,0.162,1554.675,141.415
10.8,22.867,22.43,0.194,1566.688,141.822
10.8,23.551,22.093,0.346,1545.274,141.812
10.8,22.987,22.195,0.26,1506.574,140.058
10.8,22.842,22.494,0.174,1553.125,141.688
10.8,23.036,22.465,0.221,1580.032,142.134
10.8,23.071,22.635,0.193,1566.009,142.084
10.8,22.52,21.753,0.259,1461.248,138.469
10.8,22.766,22.39,0.181,1510.344,140.217
10.8,22.826,22.557,0.153,1551.561,141.355
10.8,23.028,22.507,0.212,1559.986,142.097
10.8,22.972,22.452,0.212,1568.212,142.133
10.8,23.251,21.147,0.416,1484.131,138.898
10.8,23.183,22.081,0.305,1532.935,141.216
10.8,23.172,22.364,0.262,1539.736,141.727
10.8,23.217,22.122,0.304,1517.353,140.415
10.8,23.305,22.36,0.282,1542.433,141.563
10.8,22.894,22.462,0.193,1519.353,140.68
10.8,23.205,22.108,0.304,1557.445,141.832
10.8,23.246,22.406,0.266,1564.753,142.188
10.8,22.97,22.691,0.155,1577.154,142.632
10.8,23.042,22.957,0.085,1604.251,143.589
10.8,22.622,22.307,0.166,1514.714,140.263
10.8,22.602,21.313,0.333,1448.63,136.98
10.8,23.194,22.51,0.241,1603.435,143.157
10.8,22.795,22.476,0.167,1563.555,141.686
10.8,23.066,22.605,0.199,1569.013,142.341
10.8,22.641,22.367,0.155,1510.446,139.832
10.8,22.879,22.687,0.129,1532.104,141.111
10.8,22.803,22.044,0.256,1500.899,139.508
10.8,22.745,22.167,0.224,1529.223,140.241
10.8,23.419,22.523,0.274,1535.489,141.825
10.8,23.343,22.419,0.279,1585.743,142.794
10.8,23.389,22.006,0.339,1529.527,141.251
10.8,22.524,22.037,0.207,1498.623,139.034
10.8,23.131,21.98,0.312,1542.857,141.255
10.8,23.141,22.259,0.273,1556.433,141.923
10.8,23.097,22.742,0.175,1597.898,143.3
10.8,22.731,22.415,0.166,1515.55,140.124
10.8,22.872,22.031,0.269,1535.798,140.632
9.6,22.943,21.926,0.294,1514.451,140.116
9.6,23.121,22.451,0.239,1572.831,142.082
9.6,22.801,21.849,0.286,1474.625,139.183
9.6,22.618,22.351,0.153,1504.837,139.514
9.6,22.988,22.531,0.198,1571.618,142.111
9.6,22.901,22.31,0.226,1516.29,140.315
9.6,23.095,22.08,0.293,1555.003,141.319
9.6,22.898,22.471,0.192,1554.442,141.363
9.6,22.913,22.33,0.224,1518.634,140.447
9.6,23.052,21.827,0.322,1504.263,139.815
9.6,22.297,22.147,0.116,1487.44,138.59
9.6,22.575,22.312,0.152,1523.22,139.947
9.6,23.19,22.505,0.241,1535.187,141.374
9.6,22.962,22.4,0.22,1528.922,140.868
9.6,22.695,21.73,0.288,1500.808,139.107
9.6,22.737,21.675,0.302,1465.225,138.374
9.6,22.657,22.218,0.196,1520.238,140.143
9.6,22.366,22.105,0.152,1476.864,138.597
9.6,22.818,22.644,0.124,1578.876,142.142
9.6,22.757,22.446,0.165,1516.907,140.163
9.6,23.095,21.777,0.333,1493.368,139.48
9.6,22.58,22.353,0.141,1522.392,140.3
9.6,23.167,21.775,0.341,1517.414,140.572
9.6,22.569,22.324,0.147,1505.069,139.716
9.6,23.053,22.399,0.236,1567.403,141.962
9.6,22.565,22.177,0.185,1487.823,139.688
9.6,22.924,22.46,0.2,1561.652,141.659
9.6,23.131,22.203,0.28,1550.903,141.397
9.6,23.029,21.921,0.307,1488.698,139.117
9.6,22.887,22.269,0.231,1525.877,140.418
9.6,22.507,22.224,0.158,1498.658,139.237
9.6,22.928,22.27,0.238,1512.384,140.229
9.6,22.789,22.216,0.223,1516.479,140.346
9.6,22.841,21.992,0.27,1515.433,139.994
9.6,22.953,21.966,0.29,1502.642,139.808
9.6,22.565,22.275,0.16,1486.834,138.946
9.6,22.866,22.024,0.269,1495.907,139.409
9.6,22.948,22.375,0.222,1543.557,141.179
9.6,22.997,22.555,0.195,1559.279,142.107
9.6,22.676,22.139,0.216,1475.816,138.924
9.6,23.002,22.769,0.142,1588.61,142.762
9.6,23.012,22.116,0.276,1526.526,140.806
9.6,22.815,21.69,0.31,1495.154,138.977
9.6,22.777,21.974,0.263,1513.028,140.315
9.6,23.237,22.011,0.32,1563.251,141.609
9.6,22.818,22.433,0.183,1524.875,140.74
9.6,23.111,21.684,0.346,1474.48,138.68
9.6,22.428,22.384,0.063,1495.536,139.924
9.6,22.695,22.573,0.103,1543.642,141.285
9.6,22.46,22.196,0.153,1471.32,138.748
11.2,22.484,21.835,0.239,1474.38,138.59
11.2,23.188,21.152,0.41,1466.686,139.094
11.2,23.411,21.805,0.364,1530.449,140.818
11.2,23.163,22.409,0.253,1570.46,142.263
11.2,22.636,22.271,0.179,1506.327,139.805
11.2,23.208,22.42,0.258,1563.593,142.269
11.2,22.787,21.965,0.266,1500.529,139.801
11.2,23.166,22.554,0.228,1536.916,141.773
11.2,23.5,21.868,0.366,1528.867,141.116
11.2,22.47,21.423,0.302,1452.689,137.282
11.2,22.714,22.0,0.249,1467.491,138.454
11.2,22.905,22.463,0.196,1565.745,141.762
11.2,22.79,21.904,0.276,1487.042,139.823
11.2,22.833,22.201,0.234,1533.431,140.618
11.2,22.943,22.642,0.161,1580.085,142.306
11.2,22.802,22.431,0.18,1537.852,141.377
11.2,23.1,22.338,0.255,1552.525,141.58
11.2,23.143,22.09,0.298,1534.636,140.867
11.2,23.16,22.705,0.197,1566.469,142.474
11.2,23.071,22.353,0.247,1554.179,141.656
11.2,22.354,22.165,0.13,1504.551,139.366
11.2,22.858,21.933,0.282,1506.249,139.651
11.2,22.929,22.835,0.09,1569.544,142.626
11.2,22.829,22.284,0.217,1550.493,141.389
11.2,22.764,22.35,0.19,1536.814,140.681
11.2,23.307,22.48,0.264,1547.767,141.889
11.2,23.256,22.263,0.289,1556.451,141.602
11.2,22.892,22.409,0.204,1538.954,140.891
11.2,22.726,22.327,0.187,1528.428,140.439
11.2,22.877,22.22,0.238,1475.0,139.464
11.2,23.389,21.183,0.424,1506.247,139.301
11.2,22.33,21.935,0.187,1468.586,138.255
11.2,23.01,22.296,0.247,1535.796,141.334
11.2,23.148,22.246,0.277,1551.878,141.503
11.2,22.911,22.421,0.206,1529.949,140.99
11.2,22.696,22.415,0.157,1547.288,141.444
11.2,23.082,21.812,0.327,1507.749,140.401
11.2,22.914,22.435,0.203,1553.181,141.813
11.2,23.436,22.011,0.343,1556.741,141.986
11.2,22.585,22.095,0.207,1490.482,139.387
11.2,22.965,22.614,0.174,1514.092,140.948
11.2,22.98,22.409,0.222,1541.412,141.144
11.2,22.968,22.414,0.218,1571.132,141.699
11.2,22.921,21.615,0.333,1474.725,138.446
11.2,23.047,22.549,0.207,1554.185,141.939
11.2,23.211,22.218,0.289,1509.219,140.317
11.2,23.347,21.82,0.356,1527.415,140.471
11.2,22.596,21.861,0.253,1478.78,138.795
11.2,22.975,22.453,0.212,1556.845,141.699
11.2,22.907,22.656,0.148,1561.915,142.15
11.4,23.056,22.637,0.19,1581.87,142.57
11.4,23.136,22.403,0.25,1537.941,141.215
11.4,22.972,22.063,0.278,1510.95,140.09
11.4,23.287,22.418,0.271,1574.879,142.423
11.4,23.064,22.111,0.285,1538.555,141.133
11.4,23.149,22.266,0.274,1544.504,141.669
11.4,22.758,22.481,0.156,1535.341,141.185
11.4,23.525,21.985,0.356,1529.622,141.409
11.4,23.255,21.787,0.35,1543.896,141.091
11.4,22.843,22.34,0.209,1536.874,141.203
11.4,22.872,22.28,0.226,1521.942,140.47
11.4,22.991,22.107,0.275,1535.03,140.922
11.4,22.938,21.976,0.287,1513.553,139.831
11.4,23.349,22.308,0.295,1545.81,141.991
11.4,22.767,22.317,0.198,1554.355,141.631
11.4,22.969,22.284,0.242,1526.388,140.533
11.4,22.921,22.238,0.242,1537.008,140.73
11.4,23.086,21.73,0.338,1511.401,139.951
11.4,23.225,22.374,0.268,1563.214,141.936
11.4,22.87,22.405,0.201,1506.936,140.029
11.4,22.933,22.593,0.171,1514.823,141.013
11.4,23.289,22.435,0.268,1529.06,141.775
11.4,23.182,22.081,0.305,1563.965,141.854
11.4,23.192,22.461,0.249,1557.123,141.954
11.4,22.952,22.814,0.11,1546.867,141.746
11.4,22.765,22.477,0.159,1567.201,141.721
11.4,23.208,22.337,0.271,1522.579,140.874
11.4,23.108,22.904,0.133,1617.551,143.732
11.4,22.486,21.552,0.285,1464.186,137.721
11.4,22.865,22.115,0.254,1495.808,139.72
11.4,23.33,21.959,0.338,1537.65,140.847
11.4,22.769,22.16,0.23,1481.296,139.614
11.4,23.138,22.363,0.257,1557.218,141.892
11.4,23.204,22.504,0.244,1564.89,142.11
11.4,22.824,22.495,0.169,1533.631,141.325
11.4,22.567,21.818,0.256,1494.287,139.003
11.4,23.07,22.501,0.221,1577.414,142.368
11.4,22.997,22.205,0.26,1498.162,140.726
11.4,22.657,22.266,0.185,1523.205,140.539
11.4,23.17,22.709,0.199,1581.173,142.988
11.4,22.682,22.081,0.229,1512.166,139.771
11.4,22.995,22.221,0.257,1552.21,141.226
11.4,23.073,21.962,0.307,1523.41,140.565
11.4,23.075,22.685,0.183,1581.995,142.864
11.4,22.604,22.258,0.174,1532.457,140.452
11.4,22.68,22.306,0.181,1541.504,140.913
11.4,22.99,22.607,0.182,1589.301,142.711
11.4,23.069,22.732,0.17,1583.868,142.95
11.4,22.948,22.725,0.139,1565.638,142.521
11.4,23.197,21.661,0.358,1498.907,139.656
11.6,23.02,22.657,0.177,1567.236,142.282
11.6,23.139,22.503,0.233,1578.464,142.63
11.6,22.949,22.162,0.26,1528.935,141.245
11.6,22.867,22.577,0.159,1550.047,141.447
11.6,23.233,22.417,0.263,1543.444,141.984
11.6,23.389,22.883,0.207,1587.833,143.314
11.6,23.101,21.459,0.37,1506.413,139.428
11.6,22.847,22.77,0.082,1534.532,141.667
11.6,23.03,22.418,0.229,1550.386,141.587
11.6,23.168,22.35,0.263,1573.439,142.31
11.6,23.386,22.122,0.324,1548.506,141.644
11.6,23.055,22.261,0.26,1557.043,141.968
11.6,22.723,22.64,0.085,1501.25,140.114
11.6,23.153,22.305,0.268,1532.104,141.121
11.6,23.07,22.252,0.264,1551.136,141.184
11.6,22.974,22.069,0.278,1542.936,140.837
11.6,22.938,22.403,0.215,1563.278,141.828
11.6,23.179,22.569,0.228,1562.34,142.409
11.6,23.379,21.26,0.416,1490.282,138.991
11.6,22.838,22.04,0.262,1515.956,140.055
11.6,23.185,21.465,0.378,1492.795,139.176
11.6,23.094,22.431,0.238,1559.398,141.968
11.6,22.853,22.661,0.129,1550.644,141.556
11.6,22.511,22.054,0.201,1493.635,139.165
11.6,22.933,22.022,0.279,1523.869,140.957
11.6,23.366,21.715,0.369,1506.966,140.613
11.6,22.817,22.225,0.226,1520.801,140.196
11.6,23.667,21.267,0.439,1504.275,139.978
11.6,23.036,22.571,0.2,1565.526,142.096
11.6,23.446,22.345,0.303,1565.69,142.614
11.6,23.101,22.604,0.206,1597.593,142.947
11.6,23.03,21.943,0.304,1512.179,140.608
11.6,23.424,22.006,0.343,1556.886,141.508
11.6,22.844,22.26,0.225,1515.175,140.511
11.6,23.125,21.886,0.323,1506.646,140.146
11.6,23.036,22.774,0.15,1585.393,142.734
11.6,23.363,22.46,0.275,1563.414,142.357
11.6,22.968,22.402,0.22,1549.193,141.394
11.6,23.642,21.691,0.398,1531.066,141.058
11.6,22.93,22.128,0.262,1526.006,140.299
11.6,23.347,22.541,0.261,1569.754,142.699
11.6,23.012,22.241,0.257,1476.318,139.159
11.6,23.403,21.846,0.359,1541.495,141.35
11.6,22.425,21.659,0.259,1468.575,137.497
11.6,23.003,21.586,0.346,1506.42,139.566
11.6,23.159,22.563,0.225,1592.403,142.843
11.6,23.104,22.529,0.222,1550.712,141.967
11.6,23.187,22.205,0.288,1536.276,140.914
11.6,22.603,21.93,0.242,1492.937,139.139
11.6,23.521,22.282,0.32,1537.972,142.022
11.0,22.889,21.969,0.281,1514.935,139.904
11.0,22.92,22.354,0.221,1528.487,140.805
11.0,22.965,22.81,0.116,1603.497,143.08
11.0,23.13,21.816,0.332,1535.915,140.365
11.0,22.836,22.482,0.176,1554.291,141.427
11.0,23.032,22.261,0.257,1564.469,141.651
11.0,22.807,21.758,0.3,1516.593,139.565
11.0,22.658,22.184,0.204,1530.218,139.923
11.0,22.923,22.472,0.197,1514.995,140.862
11.0,22.73,22.403,0.169,1511.657,140.6
11.0,23.469,21.985,0.35,1545.91,141.769
11.0,23.324,22.011,0.331,1537.815,141.356
11.0,22.819,22.142,0.242,1532.864,140.561
11.0,23.088,22.398,0.243,1582.615,142.478
11.0,22.835,22.301,0.215,1530.453,140.756
11.0,23.302,22.197,0.304,1581.6,142.454
11.0,23.127,22.146,0.288,1545.002,141.292
11.0,23.09,21.663,0.346,1503.183,139.372
11.0,22.765,22.204,0.221,1511.061,140.037
11.0,22.689,21.903,0.261,1514.442,139.387
11.0,23.162,21.897,0.326,1510.061,140.973
11.0,22.868,22.493,0.18,1537.383,141.287
11.0,22.75,22.36,0.184,1500.598,139.763
11.0,23.34,21.671,0.371,1520.717,140.107
11.0,23.173,22.387,0.258,1554.253,141.783
11.0,22.884,22.23,0.237,1529.715,140.883
11.0,22.781,22.303,0.204,1529.288,140.631
11.0,23.337,22.71,0.23,1593.534,143.38
11.0,22.775,22.205,0.222,1500.083,139.966
11.0,23.125,22.71,0.188,1580.84,142.98
11.0,22.991,22.48,0.21,1568.823,141.958
11.0,22.695,21.948,0.255,1494.456,139.193
11.0,23.216,22.68,0.214,1552.152,142.057
11.0,23.314,22.253,0.298,1549.434,141.824
11.0,23.258,22.53,0.248,1569.401,142.376
11.0,22.93,22.328,0.228,1545.562,141.187
11.0,22.604,22.421,0.127,1503.631,139.901
11.0,23.294,22.528,0.254,1586.371,142.97
11.0,22.699,22.381,0.167,1531.462,140.743
11.0,23.064,22.626,0.194,1542.876,141.604
11.0,22.808,22.696,0.099,1562.794,142.018
11.0,23.099,21.965,0.31,1540.339,141.587
11.0,23.234,22.818,0.188,1586.467,143.24
11.0,22.726,21.853,0.275,1506.633,139.436
11.0,23.207,22.076,0.308,1557.889,141.334
11.0,22.835,22.399,0.194,1524.327,140.912
11.0,22.762,22.637,0.105,1543.998,141.275
11.0,22.837,21.705,0.311,1481.206,138.943
11.0,22.95,22.594,0.175,1560.967,141.903
11.0,22.882,22.103,0.259,1518.162,140.629
11.8,22.812,22.296,0.211,1540.511,141.026
11.8,23.193,22.458,0.25,1561.276,141.797
11.8,22.763,22.172,0.226,1536.011,140.683
11.8,23.248,22.592,0.236,1549.405,142.122
11.8,23.375,22.504,0.27,1570.216,142.449
11.8,23.154,22.226,0.28,1566.655,142.017
11.8,23.026,22.32,0.246,1554.232,141.787
11.8,23.03,21.971,0.3,1524.052,141.072
11.8,23.378,22.297,0.301,1554.782,142.206
11.8,23.231,22.484,0.252,1568.444,142.716
11.8,23.268,22.467,0.26,1589.488,143.075
11.8,23.167,22.683,0.203,1568.966,142.732
11.8,22.898,22.763,0.108,1574.363,142.201
11.8,23.083,22.444,0.234,1580.719,142.755
11.8,23.543,22.627,0.276,1621.87,144.206
11.8,23.178,22.329,0.268,1519.886,141.379
11.8,23.051,22.568,0.204,1565.923,142.377
11.8,23.427,21.968,0.347,1546.337,141.445
11.8,23.061,22.166,0.276,1547.559,141.685
11.8,23.03,22.456,0.222,1549.713,141.771
11.8,22.916,22.813,0.095,1515.348,141.161
11.8,23.33,21.965,0.337,1543.11,141.482
11.8,23.144,21.223,0.399,1465.651,138.275
11.8,23.282,22.565,0.246,1586.055,143.058
11.8,22.815,22.661,0.116,1554.087,141.656
11.8,23.265,22.151,0.306,1552.206,141.454
11.8,23.677,22.365,0.328,1573.584,142.997
11.8,23.087,22.273,0.263,1512.765,141.114
11.8,22.935,22.26,0.241,1530.647,140.864
11.8,23.351,22.675,0.239,1571.492,142.821
11.8,22.849,22.649,0.132,1549.117,141.828
11.8,23.262,22.031,0.321,1540.503,140.991
11.8,22.953,22.303,0.236,1549.112,141.248
11.8,22.791,21.962,0.267,1499.864,140.032
11.8,23.163,22.585,0.222,1581.46,142.901
11.8,22.966,22.724,0.145,1566.959,142.453
11.8,23.477,21.806,0.37,1530.579,140.773
11.8,23.12,22.26,0.27,1533.749,141.07
11.8,23.592,22.34,0.321,1610.66,143.848
11.8,22.817,22.294,0.213,1504.83,140.0
11.8,23.526,22.429,0.302,1574.867,142.889
11.8,22.993,22.561,0.193,1533.175,141.465
11.8,23.605,22.563,0.294,1586.442,143.209
11.8,22.796,22.345,0.198,1476.731,139.278
11.8,22.525,21.781,0.255,1458.543,138.442
11.8,22.691,22.29,0.187,1517.218,140.156
11.8,23.471,21.845,0.366,1531.112,141.042
11.8,23.279,22.393,0.273,1580.648,142.777
11.8,23.472,22.681,0.257,1593.881,143.419
11.8,22.848,21.562,0.331,1431.2,137.689
12.0,23.416,22.229,0.314,1587.339,143.021
12.0,23.194,21.81,0.34,1533.374,141.313
12.0,23.322,22.42,0.275,1572.276,142.601
12.0,23.154,22.182,0.287,1534.197,141.407
12.0,23.461,22.14,0.331,1543.452,141.803
12.0,23.425,22.59,0.265,1596.206,143.736
12.0,22.886,22.034,0.27,1538.873,140.793
12.0,23.56,22.409,0.309,1573.033,142.502
12.0,23.458,22.611,0.266,1587.165,143.409
12.0,23.742,21.884,0.388,1581.528,143.12
12.0,23.435,22.754,0.239,1607.403,144.188
12.0,22.841,22.578,0.151,1555.299,141.359
12.0,23.251,22.641,0.228,1595.41,143.134
12.0,23.473,22.092,0.338,1533.332,141.512
12.0,22.834,22.551,0.157,1521.982,141.155
12.0,23.153,22.333,0.264,1584.568,142.663
12.0,22.826,22.609,0.137,1565.083,141.907
12.0,23.442,22.209,0.32,1532.407,141.925
12.0,23.74,21.615,0.414,1545.513,141.599
12.0,23.49,21.903,0.361,1540.962,141.16
12.0,23.073,22.573,0.207,1566.981,142.502
12.0,23.311,22.626,0.241,1591.409,143.288
12.0,23.67,22.635,0.293,1620.21,144.436
12.0,23.413,22.074,0.333,1555.418,141.955
12.0,23.627,22.397,0.318,1602.4,143.443
12.0,23.749,22.679,0.297,1604.306,144.404
12.0,23.423,22.415,0.29,1577.532,142.784
12.0,23.237,22.412,0.264,1552.117,141.987
12.0,23.27,22.469,0.26,1587.681,142.979
12.0,22.824,22.43,0.185,1544.199,141.336
12.0,23.387,22.052,0.333,1548.178,141.518
12.0,23.012,22.181,0.266,1540.904,141.364
12.0,23.086,22.681,0.187,1599.656,143.363
12.0,22.737,21.368,0.342,1456.011,137.586
12.0,23.34,22.0,0.334,1546.858,141.645
12.0,23.354,22.633,0.247,1566.194,142.672
12.0,23.146,22.45,0.243,1569.89,142.335
12.0,23.238,22.192,0.297,1563.08,141.988
12.0,23.633,22.566,0.297,1599.454,143.964
12.0,23.036,22.797,0.144,1561.597,142.655
12.0,23.414,21.725,0.373,1509.304,140.482
12.0,23.366,22.77,0.224,1599.671,143.632
12.0,22.952,22.56,0.184,1556.732,141.832
12.0,23.405,21.928,0.35,1526.39,140.72
12.0,23.421,22.268,0.31,1537.941,141.941
12.0,23.682,21.856,0.385,1567.241,142.071
12.0,22.827,22.427,0.186,1542.724,141.494
12.0,23.24,22.669,0.22,1556.777,142.453
12.0,23.073,22.654,0.19,1537.959,141.962
12.0,23.311,22.658,0.235,1607.055,143.864
12.2,23.373,22.115,0.324,1546.455,141.545
12.2,23.745,22.661,0.299,1616.862,144.305
12.2,23.117,22.674,0.195,1583.578,143.064
12.2,23.566,22.382,0.313,1607.28,143.588
12.2,22.375,21.96,0.192,1474.593,138.653
12.2,23.442,22.514,0.279,1552.286,142.372
12.2,23.584,22.739,0.265,1596.548,143.862
12.2,23.082,22.046,0.296,1536.069,141.028
12.2,22.946,22.607,0.171,1533.898,141.349
12.2,23.152,22.744,0.187,1584.618,143.084
12.2,23.307,21.855,0.347,1531.909,140.927
12.2,23.241,22.374,0.271,1540.055,141.741
12.2,23.503,22.076,0.343,1560.329,142.173
12.2,23.406,22.422,0.287,1536.884,141.601
12.2,23.141,22.415,0.249,1555.161,141.997
12.2,23.37,22.474,0.274,1544.015,142.453
12.2,23.337,22.156,0.314,1555.999,142.144
12.2,23.254,22.445,0.262,1539.761,141.715
12.2,23.07,22.672,0.185,1587.273,143.128
12.2,23.6,22.341,0.322,1569.072,142.673
12.2,22.901,22.506,0.185,1571.606,142.251
12.2,23.546,22.382,0.311,1573.217,142.956
12.2,23.49,22.695,0.258,1618.231,144.056
12.2,23.567,21.86,0.374,1539.964,141.313
12.2,23.654,22.014,0.366,1545.627,141.667
12.2,23.405,22.606,0.259,1606.861,143.728
12.2,23.031,22.264,0.256,1548.349,142.197
12.2,23.419,22.572,0.266,1583.779,142.813
12.2,23.112,22.283,0.265,1523.354,140.519
12.2,23.674,22.413,0.322,1623.553,144.15
12.2,23.241,22.2,0.296,1526.169,140.852
