true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter
11.5,1.569,1.411,0.438,6.386,9.208
11.5,1.525,1.486,0.225,6.453,9.252
11.5,1.587,1.47,0.377,6.871,9.505
11.5,3.113,2.217,0.702,17.507,15.827
11.5,1.548,1.463,0.326,6.683,9.406
11.5,1.657,1.427,0.508,6.408,9.307
11.5,1.594,1.489,0.356,6.813,9.486
11.5,1.612,1.5,0.367,6.836,9.549
11.5,1.612,1.448,0.44,6.571,9.417
11.5,1.632,1.465,0.441,7.105,9.647
11.6,1.587,1.476,0.367,6.941,9.535
11.6,1.565,1.503,0.278,6.98,9.532
11.6,1.66,1.321,0.606,6.394,9.278
11.6,1.573,1.462,0.368,6.143,9.185
11.6,1.586,1.461,0.389,6.701,9.406
11.6,1.55,1.481,0.295,6.769,9.382
11.6,1.655,1.365,0.565,6.47,9.388
11.6,1.572,1.518,0.261,6.982,9.541
11.6,1.601,1.493,0.362,6.811,9.54
11.6,1.615,1.503,0.365,7.157,9.721
11.7,1.531,1.37,0.446,6.199,9.1
11.7,1.651,1.418,0.512,6.867,9.539
11.7,1.616,1.5,0.372,6.932,9.572
11.7,1.59,1.469,0.383,6.919,9.518
11.7,1.612,1.423,0.469,6.397,9.282
11.7,1.558,1.509,0.25,6.74,9.477
11.7,1.549,1.413,0.41,6.213,9.1
11.7,1.542,1.531,0.116,6.661,9.443
11.7,1.603,1.495,0.361,6.926,9.566
11.7,1.632,1.301,0.604,6.083,9.086
11.8,1.634,1.458,0.452,6.958,9.556
11.8,91689.559,255.368,1.0,24.74,20.913
11.8,1.568,1.463,0.359,6.271,9.242
11.8,2.077,1.561,0.66,7.85,10.835
11.8,1.64,1.379,0.541,6.696,9.384
11.8,1.605,1.477,0.391,6.93,9.531
11.8,1.561,1.48,0.317,6.747,9.48
11.8,1.546,1.4,0.425,6.234,9.162
11.8,1.612,1.498,0.37,7.144,9.678
11.8,1.632,1.489,0.41,7.216,9.686
11.9,1.622,1.512,0.362,6.856,9.569
11.9,1.557,1.508,0.248,6.563,9.382
11.9,1.604,1.464,0.408,6.738,9.445
11.9,1.592,1.428,0.442,6.678,9.459
11.9,1.597,1.519,0.308,7.146,9.671
11.9,1.554,1.507,0.245,6.588,9.353
11.9,1.602,1.414,0.471,6.448,9.339
11.9,1.543,1.44,0.359,6.539,9.278
11.9,1.655,1.283,0.632,6.138,9.192
11.9,1.562,1.488,0.303,7.009,9.565
12.0,1.586,1.454,0.4,6.721,9.396
12.0,1.57,1.502,0.291,6.904,9.511
12.0,1.622,1.45,0.448,6.701,9.448
12.0,1.534,1.356,0.468,5.898,8.93
12.0,4.284,2.883,0.74,30.127,21.464
12.0,1.594,1.371,0.51,6.407,9.246
12.0,1.593,1.516,0.308,7.067,9.648
12.0,1.647,1.397,0.53,6.856,9.501
12.0,1.625,1.475,0.419,6.908,9.571
12.0,1.584,1.501,0.319,6.967,9.584
12.1,1.586,1.425,0.439,6.781,9.405
12.1,1.574,1.471,0.356,6.606,9.365
12.1,1.595,1.421,0.454,6.754,9.409
12.1,1.554,1.524,0.198,6.844,9.487
12.1,1.595,1.512,0.319,6.94,9.562
12.1,1.6,1.474,0.389,6.856,9.535
12.1,1.623,1.43,0.473,6.524,9.353
12.1,1.549,1.452,0.348,6.356,9.192
12.1,1.609,1.536,0.298,6.914,9.645
12.1,1.62,1.401,0.502,6.387,9.266
12.2,1.592,1.503,0.331,6.778,9.57
12.2,1.579,1.476,0.355,6.833,9.477
12.2,1.491,1.473,0.154,6.33,9.201
12.2,1.585,1.511,0.302,6.618,9.431
12.2,1.598,1.445,0.427,6.607,9.371
12.2,1.631,1.419,0.493,6.727,9.467
12.2,1.599,1.305,0.578,5.906,8.936
12.2,1.654,1.472,0.456,7.161,9.715
12.2,1.559,1.446,0.374,6.397,9.309
12.2,1.572,1.461,0.369,6.882,9.466
12.3,1.56,1.455,0.36,6.546,9.32
12.3,1.596,1.549,0.24,7.028,9.649
12.3,1.624,1.44,0.462,6.695,9.436
12.3,1.664,1.531,0.391,7.503,9.902
12.3,1.575,1.525,0.25,6.816,9.551
12.3,1.628,1.462,0.44,6.887,9.551
12.3,1.641,1.485,0.426,7.195,9.679
12.3,1.578,1.47,0.363,6.779,9.485
12.3,1.558,1.464,0.344,6.614,9.355
12.3,1.627,1.521,0.355,7.14,9.7
12.4,1.561,1.458,0.358,6.558,9.353
12.4,1.598,1.518,0.312,7.239,9.696
12.4,1.538,1.379,0.442,6.068,8.989
12.4,1.647,1.367,0.558,6.654,9.36
12.4,1.631,1.465,0.439,6.926,9.595
12.4,1.657,1.433,0.503,6.238,9.296
12.4,1.68,1.487,0.464,7.268,9.784
12.4,1.646,1.408,0.518,6.871,9.474
12.4,1.601,1.474,0.39,6.379,9.339
12.4,1.609,1.487,0.382,7.087,9.626
12.5,1.555,1.422,0.405,6.366,9.251
12.5,1.596,1.552,0.233,7.012,9.642
12.5,1.586,1.491,0.341,6.681,9.444
12.5,1.608,1.523,0.322,7.182,9.702
12.5,1.585,1.542,0.231,7.162,9.734
12.5,1.627,1.533,0.334,7.157,9.713
12.5,1.487,1.262,0.529,5.464,8.569
12.5,1.662,1.384,0.554,6.584,9.431
12.5,1.638,1.478,0.431,7.03,9.658
12.5,2.903,1.841,0.773,10.952,13.919
12.6,3.835,1.51,0.919,11.187,15.883
12.6,1.589,1.477,0.369,6.623,9.459
12.6,1.593,1.39,0.489,5.604,8.907
12.6,1.62,1.336,0.565,6.142,9.091
12.6,1.602,1.43,0.451,6.548,9.364
12.6,1.634,1.417,0.498,6.884,9.538
12.6,1.663,1.417,0.523,6.946,9.565
12.6,1.515,1.328,0.481,5.859,8.824
12.6,1.599,1.511,0.329,6.959,9.621
12.6,1.601,1.551,0.248,7.016,9.657
12.7,1.466,1.367,0.362,5.581,8.788
12.7,1.64,1.544,0.337,7.509,9.88
12.7,1.553,1.52,0.206,6.939,9.535
12.7,1.622,1.476,0.415,7.125,9.694
12.7,1.562,1.539,0.17,6.873,9.532
12.7,1.626,1.53,0.339,6.979,9.68
12.7,1.662,1.418,0.522,6.486,9.416
12.7,1.622,1.452,0.446,6.857,9.592
12.7,1.565,1.535,0.197,7.096,9.646
12.7,1.602,1.476,0.388,6.966,9.587
12.8,1.577,1.437,0.411,6.667,9.368
12.8,1.555,1.507,0.245,6.614,9.389
12.8,1.601,1.523,0.308,7.009,9.656
12.8,1.607,1.567,0.223,7.142,9.728
12.8,1.617,1.424,0.473,6.456,9.472
12.8,1.546,1.418,0.398,6.448,9.226
12.8,1.656,1.53,0.383,7.157,9.754
12.8,1.597,1.409,0.47,6.473,9.324
12.8,1.668,1.389,0.554,6.479,9.365
12.8,1.603,1.516,0.324,7.073,9.7
12.9,1.568,1.517,0.254,6.73,9.48
12.9,1.585,1.465,0.382,6.636,9.415
12.9,1.644,1.53,0.366,7.54,9.9
12.9,1.546,1.471,0.307,6.675,9.398
12.9,1.567,1.541,0.183,6.494,9.459
12.9,1.631,1.34,0.57,6.262,9.22
12.9,1.582,1.424,0.436,6.693,9.373
12.9,1.64,1.471,0.442,6.871,9.596
12.9,1.601,1.456,0.416,6.985,9.594
12.9,1.639,1.499,0.405,7.003,9.677
13.0,1.572,1.518,0.259,6.942,9.568
13.0,1.619,1.465,0.425,6.773,9.475
13.0,1.62,1.533,0.324,7.172,9.733
13.0,2.492,1.554,0.782,10.951,12.6
13.0,1.527,1.488,0.223,6.669,9.386
13.0,1.61,1.483,0.389,6.828,9.526
13.0,1.641,1.535,0.354,6.957,9.656
13.0,1.611,1.541,0.292,7.299,9.782
13.0,1.589,1.552,0.215,7.193,9.721
13.0,1.58,1.509,0.296,6.845,9.561
13.1,4.353,3.077,0.707,22.088,20.361
13.1,1.658,1.516,0.404,6.969,9.686
13.1,1.569,1.515,0.261,7.128,9.65
13.1,1.637,1.418,0.5,6.401,9.331
13.1,1.561,1.387,0.458,6.434,9.21
13.1,1.634,1.463,0.446,6.997,9.63
13.1,1.611,1.523,0.326,7.2,9.71
13.1,1.603,1.485,0.376,6.754,9.515
13.1,1.569,1.476,0.339,6.657,9.384
13.1,1.628,1.509,0.376,7.188,9.718
13.2,1.623,1.472,0.421,6.914,9.594
13.2,1.618,1.357,0.544,6.383,9.268
13.2,1.58,1.553,0.184,7.225,9.717
13.2,1.584,1.503,0.316,6.96,9.631
13.2,1.578,1.435,0.416,6.783,9.405
13.2,1.618,1.536,0.314,7.097,9.748
13.2,1.564,1.412,0.43,6.328,9.323
13.2,1.708,1.474,0.505,7.139,9.766
13.2,1.631,1.437,0.472,6.973,9.586
13.2,1.536,1.521,0.14,6.652,9.468
13.3,1.65,1.485,0.436,7.209,9.749
13.3,1.655,1.531,0.379,7.371,9.856
13.3,1.651,1.552,0.341,7.264,9.857
13.3,1.648,1.445,0.482,6.973,9.657
13.3,1.67,1.472,0.472,7.157,9.727
13.3,3.338,1.97,0.807,15.463,15.072
13.3,1.62,1.562,0.265,7.486,9.935
13.3,1.581,1.477,0.356,6.765,9.467
13.3,1.678,1.556,0.375,7.31,9.918
13.3,1.647,1.505,0.406,7.188,9.794
13.4,1.644,1.533,0.361,7.423,9.851
13.4,1.67,1.412,0.534,6.781,9.507
13.4,1.605,1.504,0.348,6.616,9.509
13.4,1.66,1.481,0.451,6.674,9.589
13.4,1.562,1.441,0.386,6.549,9.289
13.4,1.611,1.516,0.339,7.071,9.663
13.4,1.578,1.507,0.296,6.867,9.544
13.4,1.624,1.413,0.493,6.709,9.436
13.4,1.584,1.494,0.331,6.929,9.572
13.4,1.668,1.507,0.429,7.486,9.895
13.5,1.593,1.477,0.375,6.698,9.441
13.5,1.671,1.541,0.386,7.462,9.89
13.5,1.715,1.484,0.501,7.308,9.872
13.5,1.576,1.459,0.379,6.547,9.344
13.5,1.608,1.467,0.41,6.706,9.469
13.5,1.62,1.519,0.348,7.127,9.699
13.5,1.538,1.49,0.249,6.645,9.392
13.5,1.652,1.478,0.447,6.971,9.627
13.5,1.653,1.494,0.428,6.949,9.656
13.5,1.636,1.522,0.367,7.104,9.711
13.6,1.578,1.433,0.419,6.497,9.352
13.6,1.633,1.418,0.497,6.715,9.439
13.6,1.669,1.468,0.476,7.004,9.662
13.6,1.654,1.482,0.445,7.038,9.708
13.6,1.664,1.482,0.455,7.111,9.757
13.6,1.576,1.522,0.258,6.677,9.471
13.6,1.602,1.391,0.496,6.614,9.436
13.6,1.605,1.509,0.341,7.01,9.629
13.6,1.675,1.441,0.51,6.901,9.64
13.6,1.676,1.511,0.433,6.78,9.678
13.7,1.662,1.535,0.383,7.507,9.929
13.7,1.701,1.236,0.687,5.982,9.102
13.7,1.648,1.452,0.473,6.844,9.582
13.7,1.669,1.529,0.401,7.455,9.898
13.7,1.558,1.441,0.38,6.444,9.289
13.7,1.642,1.515,0.386,7.327,9.799
13.7,1.665,1.381,0.559,6.688,9.516
13.7,1.66,1.521,0.4,7.209,9.805
13.7,1.656,1.493,0.432,7.168,9.746
13.7,1.7,1.553,0.407,7.854,10.094
13.8,1.647,1.49,0.426,7.207,9.715
13.8,1.648,1.509,0.403,7.278,9.828
13.8,1.642,1.318,0.596,6.102,9.187
13.8,1.653,1.494,0.428,7.343,9.85
13.8,3.607,2.364,0.755,21.809,18.13
13.8,1.62,1.494,0.386,7.019,9.691
13.8,1.648,1.482,0.438,7.107,9.695
13.8,1.7,1.532,0.434,7.062,9.835
13.8,1.622,1.533,0.327,7.217,9.776
13.8,1.649,1.547,0.347,7.582,9.962
13.9,1.668,1.537,0.388,7.71,9.998
13.9,1.644,1.462,0.457,6.901,9.587
13.9,1.647,1.547,0.343,7.169,9.77
13.9,1.626,1.43,0.476,6.592,9.39
13.9,1.678,1.509,0.438,7.499,9.957
13.9,1.741,1.51,0.498,7.352,9.956
13.9,1.736,1.395,0.595,6.711,9.604
13.9,1.585,1.513,0.298,6.873,9.606
13.9,1.59,1.439,0.424,6.619,9.343
13.9,1.706,1.448,0.529,6.98,9.669
14.0,1.614,1.484,0.394,6.917,9.566
14.0,1.682,1.408,0.547,6.884,9.597
14.0,1.576,1.487,0.332,6.988,9.596
14.0,1.65,1.461,0.465,6.454,9.445
14.0,1.638,1.495,0.409,6.668,9.542
14.0,1.694,1.451,0.516,6.937,9.677
14.0,1.685,1.509,0.445,7.367,9.902
14.0,1.697,1.486,0.483,6.598,9.566
14.0,1.694,1.56,0.389,7.711,10.044
14.0,1.65,1.579,0.291,7.495,9.943
14.1,1.632,1.539,0.333,7.376,9.832
14.1,1.659,1.538,0.374,7.051,9.734
14.1,1.708,1.487,0.492,7.1,9.799
14.1,1.621,1.52,0.347,7.29,9.784
14.1,1.638,1.534,0.35,7.419,9.842
14.1,1.621,1.465,0.428,6.585,9.491
14.1,1.69,1.471,0.492,7.329,9.846
14.1,1.709,1.472,0.508,7.345,9.839
14.1,1.621,1.505,0.371,6.843,9.632
14.1,1.608,1.507,0.349,6.923,9.598
14.2,1.672,1.483,0.462,7.292,9.827
14.2,1.607,1.483,0.386,6.714,9.481
14.2,1.68,1.547,0.39,7.408,9.964
14.2,1.728,1.385,0.598,6.783,9.625
14.2,1.689,1.458,0.504,7.098,9.717
14.2,1.67,1.549,0.374,7.449,9.932
14.2,1.747,1.356,0.63,6.777,9.626
14.2,1.621,1.439,0.46,6.654,9.426
14.2,1.749,1.42,0.584,6.958,9.735
14.2,1.621,1.462,0.432,6.726,9.6
14.3,1.691,1.554,0.394,7.334,9.916
14.3,1.627,1.531,0.339,7.298,9.778
14.3,1.645,1.505,0.404,7.122,9.725
14.3,1.739,1.313,0.656,6.345,9.339
14.3,1.717,1.446,0.539,6.914,9.668
14.3,3.067,1.619,0.849,9.942,13.706
14.3,1.666,1.529,0.397,7.47,9.899
14.3,1.547,1.53,0.149,6.877,9.482
14.3,1.647,1.472,0.449,6.846,9.599
14.3,1.587,1.455,0.4,6.795,9.442
14.4,1.633,1.523,0.361,7.2,9.804
14.4,1.74,1.413,0.584,7.161,9.777
14.4,1.613,1.534,0.31,7.216,9.74
14.4,1.685,1.527,0.423,7.42,9.923
14.4,1.72,1.478,0.512,7.156,9.821
14.4,1.655,1.532,0.379,7.532,9.927
14.4,1.633,1.532,0.346,7.376,9.869
14.4,1.693,1.494,0.47,7.218,9.812
14.4,1.666,1.556,0.359,7.554,9.973
14.4,1.644,1.478,0.437,6.73,9.538
14.5,1.749,1.444,0.565,7.238,9.84
14.5,1.631,1.581,0.246,7.292,9.866
14.5,1.668,1.54,0.384,7.578,9.946
14.5,1.635,1.599,0.207,7.597,10.016
14.5,1.573,1.497,0.306,6.998,9.568
14.5,1.658,1.533,0.38,7.568,9.939
14.5,1.673,1.506,0.436,7.144,9.79
14.5,1.649,1.437,0.49,6.927,9.573
14.5,1.699,1.431,0.539,7.119,9.745
14.5,1.654,1.563,0.328,7.453,9.894
14.6,1.702,1.403,0.566,7.006,9.652
14.6,1.638,1.488,0.417,7.129,9.694
14.6,1.687,1.537,0.413,7.201,9.921
14.6,1.675,1.46,0.49,6.862,9.682
14.6,1.749,1.435,0.572,7.153,9.837
14.6,1.677,1.445,0.508,7.134,9.704
14.6,1.694,1.464,0.503,7.183,9.764
14.6,1.583,1.533,0.249,6.859,9.55
14.6,1.7,1.469,0.504,7.289,9.773
14.6,1.645,1.545,0.344,7.614,9.994
14.7,1.67,1.455,0.491,7.034,9.654
14.7,1.76,1.527,0.497,7.671,10.106
14.7,1.65,1.556,0.332,7.513,9.953
14.7,1.7,1.485,0.487,6.923,9.737
14.7,1.575,1.531,0.233,7.111,9.668
14.7,1.675,1.482,0.466,7.156,9.735
14.7,1.65,1.55,0.342,7.35,9.876
14.7,1.686,1.521,0.432,7.629,9.989
14.7,1.694,1.533,0.425,7.543,10.007
14.7,1.697,1.554,0.402,7.706,10.066
14.8,1.714,1.552,0.424,7.787,10.1
14.8,1.718,1.507,0.481,7.47,9.953
14.8,1.698,1.548,0.411,7.592,10.004
14.8,1.69,1.52,0.437,7.476,9.973
14.8,1.691,1.48,0.484,7.268,9.851
14.8,1.673,1.461,0.486,7.113,9.692
14.8,1.626,1.555,0.292,7.585,9.955
14.8,1.701,1.526,0.442,7.528,9.987
14.8,1.684,1.517,0.435,7.55,9.969
14.8,1.723,1.572,0.409,7.934,10.174
14.9,1.688,1.52,0.435,7.572,9.963
14.9,1.68,1.435,0.52,6.919,9.675
14.9,1.661,1.577,0.313,7.528,10.009
14.9,1.681,1.483,0.471,7.194,9.762
14.9,1.639,1.559,0.309,7.479,9.91
14.9,1.647,1.547,0.344,7.081,9.815
14.9,1.636,1.403,0.515,6.539,9.354
14.9,1.634,1.541,0.332,7.336,9.825
14.9,1.688,1.53,0.423,7.617,10.013
14.9,1.614,1.524,0.329,7.087,9.681
15.0,1.677,1.45,0.502,6.903,9.65
15.0,1.712,1.4,0.576,6.832,9.628
15.0,1.683,1.488,0.468,7.304,9.798
15.0,2.272,1.657,0.684,11.08,12.396
15.0,1.737,1.522,0.481,7.736,10.1
15.0,1.693,1.556,0.394,7.545,10.035
15.0,1.708,1.495,0.483,7.335,9.907
15.0,1.704,1.52,0.452,7.587,10.031
15.0,1.681,1.526,0.42,7.636,10.039
15.0,1.645,1.56,0.318,7.076,9.771
15.1,1.674,1.392,0.556,6.867,9.658
15.1,1.696,1.527,0.435,7.688,10.023
15.1,1.644,1.525,0.373,7.194,9.761
15.1,1.722,1.411,0.574,6.98,9.673
15.1,1.76,1.474,0.546,7.049,9.803
15.1,1.759,1.441,0.573,7.172,9.824
15.1,1.692,1.435,0.53,7.073,9.684
15.1,1.64,1.449,0.468,7.014,9.628
15.1,1.749,1.481,0.531,7.63,10.067
15.1,1.693,1.493,0.472,7.286,9.877
15.2,1.656,1.537,0.372,7.271,9.857
15.2,1.702,1.575,0.38,8.002,10.211
15.2,1.744,1.509,0.502,7.342,9.994
15.2,1.668,1.571,0.336,7.734,10.079
15.2,1.742,1.397,0.597,6.854,9.636
15.2,1.698,1.579,0.368,7.508,10.053
15.2,1.656,1.524,0.391,7.192,9.781
15.2,1.886,1.403,0.668,6.388,9.538
15.2,1.684,1.532,0.415,7.693,10.12
15.2,1.734,1.485,0.516,7.556,10.075
15.3,2.004,1.502,0.662,8.916,10.946
15.3,1.723,1.555,0.431,7.493,10.036
15.3,1.641,1.374,0.547,6.322,9.221
15.3,1.601,1.54,0.271,7.093,9.741
15.3,1.734,1.498,0.503,7.659,10.015
15.3,1.715,1.473,0.512,7.381,9.907
15.3,1.614,1.558,0.261,7.26,9.866
15.3,1.611,1.555,0.261,7.461,9.858
15.3,1.728,1.551,0.442,7.354,10.036
15.3,1.584,1.5,0.321,6.448,9.442
15.4,4.0,1.896,0.881,10.305,12.949
15.4,1.689,1.488,0.473,7.272,9.854
15.4,1.719,1.558,0.423,7.533,10.042
15.4,1.744,1.574,0.43,7.399,10.019
15.4,1.691,1.531,0.425,7.606,9.985
15.4,2.637,1.645,0.782,11.64,13.045
15.4,1.597,1.501,0.342,6.489,9.439
15.4,1.725,1.56,0.427,7.804,10.181
15.4,1.71,1.486,0.495,7.282,9.838
15.4,1.682,1.55,0.388,7.806,10.109
15.5,1.721,1.56,0.422,7.826,10.149
15.5,1.771,1.494,0.537,7.049,9.916
15.5,1.664,1.595,0.285,7.823,10.128
15.5,1.798,1.469,0.576,7.666,10.12
15.5,1.728,1.505,0.491,7.47,10.011
15.5,1.754,1.493,0.525,7.827,10.194
15.5,1.737,1.48,0.524,7.411,9.979
15.5,1.652,1.333,0.591,5.378,8.89
15.5,1.697,1.565,0.388,7.785,10.084
15.5,1.659,1.32,0.606,6.276,9.226
15.6,1.742,1.529,0.48,7.526,10.055
15.6,1.691,1.497,0.465,7.148,9.853
15.6,1.694,1.581,0.358,7.914,10.168
15.6,1.661,1.587,0.294,7.69,10.052
15.6,1.798,1.494,0.556,7.565,10.068
15.6,1.77,1.534,0.499,7.961,10.233
15.6,1.697,1.486,0.483,7.298,9.915
15.6,1.701,1.554,0.407,7.478,9.987
15.6,1.74,1.53,0.476,7.771,10.134
15.6,1.64,1.451,0.466,6.859,9.64
15.7,1.785,1.505,0.538,7.519,10.13
15.7,1.752,1.555,0.46,7.663,10.13
15.7,1.745,1.385,0.608,6.838,9.705
15.7,1.653,1.541,0.362,6.805,9.739
15.7,1.69,1.544,0.406,7.623,10.068
15.7,1.818,1.487,0.575,7.89,10.253
15.7,1.754,1.601,0.408,7.809,10.239
15.7,1.663,1.573,0.325,7.658,10.039
15.7,1.679,1.516,0.43,7.39,9.882
15.7,1.716,1.512,0.473,7.534,10.046
15.8,1.625,1.446,0.457,6.675,9.492
15.8,1.719,1.518,0.469,7.53,10.007
15.8,1.666,1.59,0.298,7.756,10.083
15.8,1.683,1.491,0.464,7.1,9.747
15.8,1.731,1.469,0.528,7.353,9.956
15.8,1.718,1.554,0.426,7.555,10.044
15.8,1.763,1.52,0.506,7.448,10.065
15.8,1.662,1.513,0.414,7.177,9.795
15.8,1.685,1.578,0.35,7.887,10.166
15.8,1.765,1.441,0.578,7.107,9.82
15.9,1.755,1.414,0.593,7.378,9.902
15.9,1.758,1.491,0.53,7.559,10.095
15.9,4.178,2.113,0.863,17.348,17.377
15.9,1.696,1.46,0.509,7.22,9.782
15.9,1.763,1.58,0.444,7.945,10.285
15.9,1.756,1.572,0.446,7.847,10.249
15.9,1.718,1.496,0.492,6.918,9.735
15.9,1.714,1.496,0.488,7.558,9.987
15.9,1.773,1.558,0.477,8.193,10.343
15.9,1.777,1.566,0.472,7.992,10.277
16.0,1.671,1.543,0.383,7.257,9.861
16.0,1.757,1.428,0.583,7.091,9.893
16.0,1.712,1.552,0.422,7.9,10.176
16.0,1.798,1.489,0.56,7.603,10.113
16.0,1.762,1.443,0.574,7.225,9.859
16.0,1.717,1.549,0.432,7.653,10.084
16.0,1.703,1.5,0.474,7.302,9.855
16.0,1.708,1.504,0.474,7.236,9.911
16.0,1.764,1.47,0.552,7.448,9.997
16.0,1.741,1.609,0.382,8.125,10.356
16.1,1.703,1.563,0.397,7.535,10.069
16.1,1.695,1.502,0.463,7.484,9.914
16.1,1.702,1.533,0.435,7.65,10.045
16.1,1.85,1.506,0.581,7.516,10.175
16.1,1.727,1.502,0.494,7.616,10.046
16.1,1.682,1.559,0.375,7.733,10.098
16.1,1.767,1.48,0.547,7.436,9.998
16.1,1.717,1.449,0.536,7.232,9.818
16.1,1.73,1.482,0.515,7.585,9.99
16.1,1.726,1.524,0.47,7.488,9.992
16.2,1.764,1.482,0.542,7.631,10.047
16.2,1.766,1.481,0.545,7.798,10.169
16.2,1.663,1.607,0.258,7.581,10.08
16.2,1.679,1.564,0.364,7.664,10.057
16.2,1.736,1.614,0.369,7.712,10.204
16.2,1.712,1.491,0.491,7.526,10.005
16.2,1.733,1.53,0.47,7.556,10.096
16.2,1.77,1.581,0.449,8.481,10.455
16.2,1.742,1.526,0.482,7.476,9.993
16.2,1.705,1.53,0.442,7.323,9.939
16.3,1.781,1.544,0.499,7.943,10.281
16.3,1.705,1.511,0.463,7.548,10.026
16.3,1.708,1.466,0.513,7.426,9.966
16.3,1.751,1.525,0.491,7.764,10.123
16.3,1.703,1.52,0.45,7.151,9.932
16.3,1.807,1.375,0.649,6.989,9.818
16.3,1.76,1.57,0.452,8.033,10.29
16.3,1.671,1.543,0.385,7.508,9.935
16.3,1.762,1.551,0.474,7.932,10.263
16.3,1.745,1.526,0.485,7.733,10.112
16.4,1.826,1.552,0.527,8.332,10.46
16.4,1.741,1.545,0.462,7.778,10.129
16.4,1.638,1.545,0.332,7.328,9.919
16.4,1.61,1.491,0.377,6.939,9.665
16.4,1.74,1.605,0.386,7.883,10.291
16.4,1.753,1.482,0.535,7.39,10.007
16.4,1.743,1.492,0.517,7.532,10.067
16.4,1.76,1.476,0.544,7.718,10.112
16.4,1.759,1.518,0.505,7.869,10.191
16.4,1.792,1.548,0.504,7.642,10.167
16.5,1.803,1.532,0.527,8.164,10.357
16.5,1.755,1.622,0.381,7.881,10.302
16.5,1.724,1.555,0.433,7.826,10.203
16.5,1.755,1.56,0.459,8.02,10.256
16.5,1.783,1.603,0.438,8.07,10.41
16.5,1.699,1.502,0.468,7.509,9.98
16.5,1.707,1.547,0.423,7.722,10.103
16.5,2.101,1.516,0.692,7.94,11.092
16.5,1.711,1.624,0.315,7.834,10.248
16.5,1.79,1.532,0.518,7.968,10.334
16.6,1.765,1.607,0.413,8.283,10.415
16.6,1.73,1.568,0.422,7.908,10.218
16.6,1.779,1.58,0.46,8.125,10.368
16.6,1.668,1.554,0.364,7.388,9.952
16.6,1.677,1.608,0.284,8.04,10.323
16.6,1.705,1.563,0.399,7.57,10.052
16.6,1.739,1.596,0.397,8.18,10.366
16.6,2.74,1.84,0.741,12.581,13.915
16.6,1.815,1.588,0.484,8.173,10.436
16.6,1.724,1.482,0.51,7.422,9.955
16.7,1.748,1.514,0.5,8.069,10.243
16.7,1.83,1.541,0.539,8.362,10.512
16.7,1.799,1.572,0.486,7.89,10.35
16.7,1.781,1.562,0.481,8.213,10.411
16.7,1.781,1.573,0.469,8.147,10.399
16.7,1.752,1.537,0.479,7.814,10.261
16.7,1.778,1.448,0.58,7.556,10.047
16.7,1.814,1.47,0.586,7.239,9.999
16.7,1.747,1.587,0.418,8.249,10.39
16.7,1.699,1.623,0.296,7.797,10.201
16.8,1.826,1.535,0.542,7.92,10.293
16.8,1.673,1.436,0.514,7.165,9.703
16.8,1.705,1.456,0.521,7.26,9.893
16.8,1.738,1.433,0.566,7.338,9.9
16.8,1.795,1.46,0.581,7.333,9.937
16.8,1.849,1.524,0.566,8.048,10.388
16.8,1.665,1.566,0.34,7.698,10.064
16.8,1.718,1.574,0.402,8.06,10.274
16.8,1.78,1.564,0.478,7.87,10.272
16.8,1.663,1.567,0.334,7.692,10.142
16.9,1.776,1.461,0.569,7.441,9.973
16.9,1.749,1.529,0.485,7.331,10.002
16.9,1.645,1.605,0.219,7.789,10.113
16.9,1.714,1.537,0.442,7.521,10.045
16.9,1.714,1.535,0.445,7.359,9.948
16.9,1.744,1.568,0.438,7.821,10.202
16.9,1.811,1.573,0.496,8.196,10.459
16.9,1.718,1.547,0.435,7.615,10.104
16.9,1.739,1.569,0.431,7.32,10.027
16.9,1.82,1.393,0.644,7.205,9.98
17.0,1.749,1.532,0.482,7.605,10.184
17.0,1.722,1.508,0.483,7.624,10.014
17.0,1.821,1.505,0.563,8.033,10.354
17.0,1.687,1.488,0.471,6.992,9.751
17.0,1.756,1.441,0.572,7.416,9.92
17.0,1.734,1.512,0.49,7.534,10.012
17.0,1.809,1.508,0.552,7.857,10.262
17.0,1.788,1.502,0.543,7.733,10.156
17.0,1.781,1.528,0.514,8.06,10.346
17.0,1.78,1.56,0.482,7.826,10.238
17.1,1.819,1.534,0.538,7.887,10.353
17.1,1.721,1.498,0.492,7.235,9.996
17.1,1.785,1.497,0.545,7.701,10.171
17.1,1.777,1.589,0.447,8.31,10.434
17.1,1.725,1.592,0.385,8.214,10.323
17.1,1.765,1.555,0.473,7.886,10.249
17.1,1.729,1.596,0.384,8.236,10.382
17.1,1.742,1.552,0.455,7.878,10.217
17.1,1.746,1.53,0.482,7.982,10.259
17.1,1.663,1.611,0.248,7.592,10.074
17.2,1.738,1.667,0.282,8.441,10.58
17.2,1.814,1.459,0.594,7.472,10.057
17.2,1.85,1.482,0.598,7.671,10.229
17.2,1.719,1.559,0.421,7.735,10.143
17.2,1.774,1.502,0.532,7.897,10.223
17.2,1.807,1.606,0.458,8.271,10.473
17.2,1.74,1.547,0.458,7.734,10.131
17.2,1.843,1.443,0.622,7.885,10.248
17.2,1.707,1.52,0.455,7.513,10.091
17.2,1.809,1.533,0.531,8.01,10.363
17.3,1.726,1.593,0.385,7.861,10.211
