true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter
5.6,1.505,1.412,0.347,6.169,9.026
5.7,1.468,1.372,0.355,5.917,8.808
5.7,1.495,1.402,0.349,5.73,8.825
5.7,1.513,1.459,0.266,6.404,9.154
5.7,1.567,1.348,0.509,5.959,8.938
5.7,1.502,1.432,0.303,6.28,9.083
5.7,1.512,1.416,0.351,6.213,9.048
5.7,1.44,1.306,0.421,5.49,8.494
5.7,1.517,1.401,0.384,6.054,8.963
5.7,1.507,1.396,0.376,6.218,9.05
5.7,1.481,1.37,0.379,5.585,8.68
5.8,1.499,1.443,0.271,6.492,9.173
5.8,1.47,1.422,0.254,6.274,9.015
5.8,1.524,1.349,0.465,6.003,8.893
5.8,1.512,1.385,0.401,6.021,8.907
5.8,1.478,1.297,0.479,5.726,8.668
5.8,1.513,1.382,0.408,6.01,8.922
5.8,1.493,1.395,0.356,6.091,8.953
5.8,1.525,1.456,0.298,6.386,9.195
5.8,1.515,1.371,0.425,5.914,8.881
5.8,1.482,1.234,0.554,5.371,8.528
5.9,1.482,1.363,0.393,5.797,8.766
5.9,1.513,1.406,0.369,6.04,8.981
5.9,1.464,1.389,0.316,5.624,8.691
5.9,1.459,1.306,0.446,5.489,8.57
5.9,1.493,1.437,0.271,6.105,9.019
5.9,1.523,1.423,0.356,5.984,8.983
5.9,1.495,1.37,0.4,6.054,8.937
5.9,1.488,1.418,0.303,5.955,8.938
5.9,1.459,1.363,0.357,5.69,8.746
5.9,1.525,1.474,0.255,6.232,9.163
6.0,1.503,1.427,0.315,5.932,8.951
6.0,1.506,1.402,0.366,6.082,9.022
6.0,1.475,1.397,0.321,5.963,8.893
6.0,1.529,1.437,0.342,6.453,9.188
6.0,1.476,1.427,0.255,5.836,8.882
6.0,1.471,1.421,0.259,5.876,8.859
6.0,1.465,1.409,0.274,6.054,8.906
6.0,1.478,1.418,0.283,6.113,9.057
6.0,1.519,1.303,0.514,5.516,8.649
6.0,1.497,1.417,0.324,6.099,9.014
6.1,1.511,1.299,0.512,5.425,8.589
6.1,1.514,1.465,0.251,6.512,9.217
6.1,1.521,1.373,0.431,5.87,8.947
6.1,1.511,1.398,0.379,6.279,9.04
6.1,1.543,1.365,0.466,6.16,9.049
6.1,1.473,1.428,0.246,6.097,8.992
6.1,1.514,1.471,0.237,6.446,9.205
6.1,1.466,1.384,0.329,6.03,8.896
6.1,1.525,1.492,0.207,6.613,9.312
6.1,1.436,1.386,0.262,5.539,8.635
6.2,1.511,1.479,0.203,6.572,9.261
6.2,1.465,1.388,0.32,6.003,8.872
6.2,1.513,1.461,0.261,6.328,9.187
6.2,1.556,1.279,0.569,5.743,8.756
6.2,1.432,1.42,0.127,5.766,8.773
6.2,1.472,1.389,0.331,5.416,8.681
6.2,1.466,1.371,0.353,5.336,8.593
6.2,1.517,1.299,0.516,5.756,8.747
6.2,1.475,1.392,0.329,6.055,8.896
6.2,1.441,1.253,0.494,5.041,8.235
6.3,1.522,1.383,0.418,6.059,8.983
6.3,1.47,1.426,0.242,6.105,9.03
6.3,1.471,1.465,0.086,6.118,9.045
6.3,1.478,1.451,0.191,5.947,8.933
6.3,1.472,1.415,0.275,5.802,8.854
6.3,1.507,1.437,0.301,5.981,9.005
6.3,1.45,1.382,0.303,5.698,8.712
6.3,1.487,1.401,0.337,6.15,8.947
6.3,1.528,1.4,0.401,6.184,9.049
6.3,1.443,1.402,0.237,5.679,8.714
6.4,1.488,1.419,0.301,6.084,9.016
6.4,1.512,1.412,0.358,6.161,9.048
6.4,1.479,1.408,0.308,5.826,8.847
6.4,1.515,1.482,0.208,6.224,9.14
6.4,1.501,1.406,0.349,6.216,9.013
6.4,1.52,1.457,0.284,6.527,9.243
6.4,1.515,1.403,0.377,6.031,8.997
6.4,1.436,1.4,0.223,5.791,8.759
6.4,1.49,1.445,0.243,6.321,9.148
6.4,1.513,1.395,0.387,6.067,8.956
6.5,1.498,1.394,0.366,6.038,8.956
6.5,1.453,1.385,0.302,5.833,8.767
6.5,1.501,1.452,0.255,6.197,9.061
6.5,1.514,1.41,0.364,6.337,9.122
6.5,1.498,1.418,0.323,5.982,8.992
6.5,1.507,1.435,0.306,6.393,9.143
6.5,1.475,1.424,0.262,6.113,8.956
6.5,1.537,1.427,0.372,6.22,9.128
6.5,1.501,1.344,0.446,5.684,8.718
6.5,1.542,1.309,0.528,5.79,8.787
6.6,1.507,1.449,0.273,6.44,9.218
6.6,1.511,1.296,0.515,5.591,8.661
6.6,1.506,1.448,0.276,6.165,9.067
6.6,1.619,1.35,0.552,5.579,8.878
6.6,1.466,1.426,0.233,6.184,8.989
6.6,1.527,1.356,0.46,5.99,8.928
6.6,1.483,1.319,0.457,5.788,8.727
6.6,1.491,1.423,0.299,5.637,8.81
6.6,1.531,1.374,0.442,6.258,9.044
6.6,1.457,1.438,0.162,5.96,8.899
6.7,1.53,1.374,0.44,5.931,8.924
6.7,1.507,1.459,0.251,6.459,9.223
6.7,1.53,1.338,0.485,6.127,8.96
6.7,1.469,1.452,0.149,6.066,9.034
6.7,1.582,1.434,0.422,6.298,9.181
6.7,1.485,1.38,0.369,6.005,8.966
6.7,1.528,1.422,0.366,6.425,9.167
6.7,1.477,1.426,0.26,6.207,9.084
6.7,1.556,1.38,0.463,6.053,8.999
6.7,1.484,1.341,0.429,5.721,8.705
6.8,3.61,1.954,0.841,13.681,15.815
6.8,1.52,1.438,0.324,6.324,9.132
6.8,1.514,1.394,0.389,6.155,9.016
6.8,1.494,1.397,0.355,5.896,8.887
6.8,1.507,1.426,0.323,6.193,9.118
6.8,61066.802,154.342,1.0,26.687,21.619
6.8,1.522,1.471,0.256,6.385,9.194
6.8,1.503,1.445,0.275,6.383,9.156
6.8,1.526,1.427,0.354,6.192,9.12
6.8,1.498,1.392,0.369,5.957,8.889
6.9,1.512,1.37,0.424,6.026,8.944
6.9,1.546,1.369,0.464,6.09,8.998
6.9,1.441,1.41,0.206,5.655,8.715
6.9,1.462,1.427,0.22,6.185,9.019
6.9,1.502,1.446,0.27,6.287,9.147
6.9,1.464,1.384,0.325,5.83,8.805
6.9,1.519,1.317,0.498,5.886,8.813
6.9,1.455,1.34,0.39,5.618,8.675
6.9,1.517,1.408,0.373,6.001,8.966
6.9,1.565,1.317,0.541,6.079,8.954
7.0,1.507,1.259,0.549,5.196,8.493
7.0,1.507,1.439,0.298,6.386,9.149
7.0,1.49,1.366,0.399,5.962,8.928
7.0,1.5,1.441,0.276,6.108,9.021
7.0,1.51,1.465,0.244,6.227,9.136
7.0,1.508,1.392,0.385,6.216,9.0
7.0,1.525,1.431,0.346,6.046,9.046
7.0,1.472,1.449,0.174,6.093,9.031
7.0,1.493,1.46,0.21,6.383,9.144
7.0,1.541,1.447,0.344,6.451,9.248
7.1,1.498,1.381,0.386,5.956,8.916
7.1,1.497,1.422,0.312,6.164,9.073
7.1,1.537,1.473,0.285,6.581,9.304
7.1,1.554,1.353,0.492,5.456,8.694
7.1,1.553,1.292,0.555,5.606,8.818
7.1,1.477,1.454,0.174,6.216,9.043
7.1,1.476,1.383,0.348,6.155,8.938
7.1,1.502,1.391,0.377,5.737,8.878
7.1,1.498,1.382,0.386,5.869,8.84
7.1,1.542,1.388,0.436,6.356,9.13
7.2,1.482,1.418,0.291,6.191,9.035
7.2,1.492,1.449,0.236,6.27,9.09
7.2,1.531,1.441,0.338,6.461,9.232
7.2,1.411,1.373,0.233,5.335,8.518
7.2,1.546,1.313,0.527,5.85,8.84
7.2,1.449,1.407,0.238,5.969,8.908
7.2,1.487,1.408,0.322,6.253,9.028
7.2,1.54,1.494,0.241,6.823,9.412
7.2,1.499,1.471,0.191,6.43,9.205
7.2,1.483,1.422,0.284,5.77,8.884
7.3,1.469,1.46,0.112,6.117,9.032
7.3,1.521,1.315,0.503,5.453,8.629
7.3,2.752,1.663,0.797,11.615,13.474
7.3,1.532,1.509,0.174,6.694,9.378
7.3,1.554,1.436,0.382,6.491,9.253
7.3,1.491,1.442,0.254,6.217,9.088
7.3,1.573,1.319,0.545,5.984,8.922
7.3,1.503,1.417,0.333,6.289,9.074
7.3,1.496,1.412,0.33,6.126,8.976
7.3,1.563,1.437,0.393,6.262,9.161
7.4,1.507,1.436,0.303,6.196,9.066
7.4,1.515,1.367,0.43,6.052,8.944
7.4,1.597,1.386,0.497,6.238,9.126
7.4,1.47,1.383,0.339,5.936,8.85
7.4,1.501,1.433,0.299,6.109,9.015
7.4,1.535,1.482,0.26,6.435,9.245
7.4,1.503,1.437,0.293,6.324,9.115
7.4,1.538,1.311,0.523,5.849,8.794
7.4,1.555,1.42,0.407,6.24,9.157
7.4,1.47,1.46,0.117,6.35,9.096
7.5,1.512,1.422,0.34,6.127,9.032
7.5,1.507,1.447,0.279,6.42,9.148
7.5,1.545,1.371,0.461,6.25,9.085
7.5,1.553,1.401,0.43,6.08,9.09
7.5,1.55,1.454,0.347,6.228,9.165
7.5,1.525,1.403,0.392,6.256,9.056
7.5,1.466,1.456,0.115,6.227,9.066
7.5,1.512,1.392,0.39,5.906,8.906
7.5,1.526,1.344,0.473,5.975,8.894
7.5,1.499,1.422,0.316,6.165,9.062
7.6,1.558,1.411,0.424,6.242,9.103
7.6,1.524,1.482,0.235,6.523,9.262
7.6,1.501,1.449,0.262,5.941,8.969
7.6,1.442,1.394,0.255,5.567,8.685
7.6,1.533,1.382,0.433,5.998,8.984
7.6,1.49,1.466,0.179,6.456,9.16
7.6,1.51,1.455,0.266,6.221,9.131
7.6,1.506,1.433,0.308,6.167,9.098
7.6,1.516,1.458,0.275,6.219,9.102
7.6,1.547,1.396,0.431,6.325,9.146
7.7,1.504,1.349,0.442,5.863,8.803
7.7,1.521,1.42,0.358,6.367,9.203
7.7,1.498,1.415,0.328,6.095,8.994
7.7,1.501,1.413,0.337,6.112,8.992
7.7,1.518,1.397,0.391,6.252,9.068
7.7,1.519,1.471,0.251,6.603,9.28
7.7,1.535,1.249,0.581,5.636,8.689
7.7,1.486,1.336,0.438,5.743,8.708
7.7,1.491,1.47,0.167,6.337,9.165
7.7,1.505,1.323,0.478,5.529,8.639
7.8,1.519,1.363,0.441,6.038,8.971
7.8,1.542,1.444,0.35,6.002,9.046
7.8,1.574,1.439,0.405,6.325,9.194
7.8,1.498,1.431,0.295,6.418,9.141
7.8,1.555,1.478,0.311,6.518,9.314
7.8,1.546,1.323,0.518,5.961,8.959
7.8,1.536,1.387,0.429,5.836,8.91
7.8,1.564,1.386,0.464,6.083,9.064
7.8,1.559,1.422,0.41,6.526,9.226
7.8,1.487,1.33,0.447,5.906,8.852
7.9,1.518,1.38,0.417,6.185,9.006
7.9,1.502,1.471,0.202,6.513,9.235
7.9,1.571,1.421,0.427,6.402,9.235
7.9,1.526,1.373,0.437,6.004,8.943
7.9,1.525,1.385,0.419,5.933,8.966
7.9,1.54,1.455,0.329,6.328,9.205
7.9,1.562,1.463,0.351,6.603,9.34
7.9,1.513,1.424,0.338,6.205,9.084
7.9,1.498,1.415,0.329,6.24,9.059
7.9,1.564,1.437,0.395,6.092,9.175
8.0,1.519,1.427,0.343,6.28,9.089
8.0,1.499,1.443,0.27,6.201,9.064
8.0,1.526,1.391,0.412,6.338,9.161
8.0,1.533,1.404,0.402,6.193,9.037
8.0,1.503,1.444,0.279,6.204,9.103
8.0,1.515,1.467,0.25,5.943,9.057
8.0,1.506,1.37,0.416,5.849,8.808
8.0,1.531,1.421,0.374,6.29,9.109
8.0,1.547,1.416,0.402,6.322,9.137
8.0,1.498,1.433,0.292,5.902,8.927
8.1,1.514,1.474,0.229,6.442,9.25
8.1,1.549,1.441,0.366,6.416,9.243
8.1,1.506,1.476,0.199,6.274,9.197
8.1,1.487,1.408,0.323,6.113,8.97
8.1,1.548,1.427,0.386,6.194,9.107
8.1,1.562,1.509,0.258,6.836,9.464
8.1,1.543,1.417,0.396,6.283,9.11
8.1,1.488,1.41,0.319,5.582,8.759
8.1,1.596,1.221,0.644,5.708,8.756
8.1,1.447,1.408,0.231,5.934,8.834
8.2,41319.677,139.911,1.0,24.531,21.979
8.2,1.588,1.221,0.639,5.475,8.627
8.2,1.539,1.406,0.407,6.504,9.202
8.2,1.542,1.43,0.373,6.42,9.174
8.2,1.535,1.421,0.378,6.139,9.07
8.2,1.512,1.424,0.336,6.365,9.159
8.2,1.562,1.376,0.473,5.852,8.975
8.2,1.549,1.467,0.321,6.509,9.326
8.2,1.539,1.379,0.445,6.225,9.006
8.2,1.437,1.383,0.273,5.924,8.825
8.3,1.511,1.445,0.292,6.526,9.208
8.3,1.525,1.396,0.402,6.218,9.089
8.3,1.541,1.459,0.322,6.012,9.059
8.3,1.54,1.517,0.174,6.662,9.398
8.3,1.523,1.425,0.353,6.265,9.155
8.3,1.477,1.431,0.246,6.272,9.077
8.3,1.508,1.467,0.233,6.437,9.224
8.3,1.521,1.468,0.262,6.482,9.231
8.3,1.586,1.38,0.493,6.397,9.214
8.3,1.543,1.288,0.551,5.165,8.504
8.4,1.475,1.378,0.355,5.817,8.853
8.4,1.511,1.473,0.223,6.473,9.246
8.4,1.524,1.402,0.393,5.69,8.888
8.4,1.512,1.351,0.449,5.853,8.869
8.4,1.57,1.406,0.445,6.374,9.185
8.4,1.513,1.471,0.235,6.488,9.23
8.4,1.551,1.432,0.384,6.308,9.178
8.4,1.452,1.353,0.363,5.676,8.661
8.4,1.563,1.398,0.446,6.324,9.173
8.4,1.452,1.443,0.109,6.143,9.032
8.5,1.54,1.413,0.397,6.492,9.212
8.5,1.552,1.456,0.347,6.67,9.35
8.5,1.53,1.405,0.396,6.073,9.043
8.5,1.498,1.438,0.279,6.334,9.104
8.5,1.561,1.396,0.448,5.984,9.049
8.5,1.55,1.412,0.413,6.254,9.167
8.5,1.545,1.429,0.381,5.986,9.062
8.5,1.599,1.377,0.509,6.503,9.259
8.5,1.507,1.367,0.421,5.89,8.922
8.5,1.541,1.412,0.4,6.247,9.14
8.6,1.503,1.436,0.295,6.318,9.143
8.6,1.589,1.359,0.518,6.16,9.112
8.6,1.535,1.406,0.401,6.109,9.082
8.6,1.57,1.414,0.435,6.28,9.207
8.6,1.536,1.483,0.263,6.497,9.277
8.6,1.506,1.406,0.358,6.104,8.987
8.6,1.483,1.442,0.232,6.252,9.094
8.6,1.55,1.314,0.53,5.775,8.872
8.6,1.521,1.467,0.266,6.306,9.186
8.6,1.523,1.435,0.335,6.082,9.081
8.7,1.563,1.3,0.554,6.033,8.951
8.7,1.52,1.391,0.404,6.213,9.046
8.7,1.56,1.435,0.393,6.6,9.277
8.7,1.55,1.414,0.41,6.334,9.147
8.7,1.472,1.45,0.173,6.341,9.078
8.7,1.574,1.358,0.505,6.174,9.097
8.7,1.547,1.391,0.438,6.272,9.142
8.7,1.575,1.368,0.495,5.975,9.004
8.7,1.562,1.247,0.602,5.3,8.612
8.7,1.462,1.394,0.301,5.872,8.822
8.8,1.546,1.416,0.401,6.461,9.214
8.8,1.58,1.326,0.544,5.725,8.813
8.8,1.55,1.466,0.325,6.692,9.336
8.8,1.526,1.478,0.248,6.527,9.271
8.8,1.493,1.473,0.163,6.402,9.193
8.8,1.528,1.442,0.331,6.472,9.206
8.8,1.518,1.403,0.382,6.291,9.069
8.8,1.543,1.479,0.286,6.66,9.359
8.8,1.554,1.423,0.402,6.433,9.217
8.8,1.516,1.464,0.259,6.359,9.253
8.9,1.517,1.424,0.344,6.387,9.14
8.9,1.503,1.452,0.258,6.194,9.111
8.9,1.559,1.434,0.393,6.374,9.219
8.9,1.473,1.385,0.341,5.643,8.736
8.9,1.557,1.408,0.427,6.276,9.115
8.9,1.539,1.495,0.238,6.807,9.421
8.9,1.547,1.418,0.399,6.315,9.116
8.9,1.495,1.426,0.299,6.305,9.113
8.9,1.564,1.474,0.333,6.688,9.378
8.9,1.529,1.464,0.287,6.369,9.229
9.0,1.51,1.378,0.409,6.004,8.974
9.0,1.502,1.433,0.299,5.901,9.022
9.0,1.484,1.35,0.415,5.829,8.775
9.0,1.571,1.419,0.43,6.435,9.259
9.0,1.519,1.456,0.286,6.51,9.234
9.0,1.558,1.475,0.321,6.81,9.504
9.0,1.56,1.323,0.529,5.931,8.909
9.0,1.546,1.325,0.516,5.698,8.804
9.0,1.571,1.413,0.437,6.19,9.143
9.0,1.589,1.245,0.622,5.613,8.704
9.1,1.549,1.46,0.335,6.634,9.362
9.1,1.555,1.416,0.413,6.367,9.151
9.1,1.528,1.422,0.365,5.832,8.931
9.1,1.587,1.399,0.473,6.31,9.195
9.1,1.535,1.456,0.318,6.28,9.176
9.1,1.498,1.4,0.356,5.844,8.889
9.1,1.518,1.336,0.474,5.922,8.901
9.1,1.565,1.491,0.303,6.429,9.323
9.1,1.517,1.36,0.442,5.888,8.881
9.1,1.567,1.438,0.398,6.269,9.223
9.2,1.523,1.317,0.502,5.55,8.663
9.2,1.544,1.422,0.389,6.342,9.188
9.2,1.496,1.48,0.149,6.54,9.264
9.2,1.528,1.437,0.341,6.334,9.209
9.2,1.551,1.393,0.441,6.306,9.185
9.2,1.493,1.395,0.356,6.103,9.003
9.2,1.565,1.462,0.357,6.114,9.195
9.2,1.54,1.437,0.359,6.402,9.248
9.2,1.59,1.394,0.481,6.214,9.139
9.2,1.51,1.434,0.313,6.299,9.122
9.3,1.458,1.39,0.302,5.343,8.662
9.3,1.529,1.459,0.299,6.093,9.118
9.3,1.567,1.511,0.264,6.763,9.464
9.3,1.505,1.382,0.397,6.016,8.982
9.3,1.495,1.46,0.214,6.457,9.227
9.3,1.601,1.41,0.474,6.276,9.232
9.3,1.536,1.435,0.356,6.555,9.244
9.3,1.591,1.45,0.411,6.638,9.377
9.3,1.562,1.402,0.441,6.379,9.183
9.3,1.564,1.48,0.325,6.117,9.172
9.4,1.605,1.426,0.459,6.476,9.284
9.4,1.511,1.398,0.379,6.167,9.03
9.4,1.508,1.388,0.39,5.932,8.936
9.4,1.516,1.408,0.37,5.922,8.912
9.4,1.534,1.479,0.265,6.517,9.265
9.4,1.56,1.461,0.35,6.632,9.373
9.4,1.6,1.4,0.484,6.174,9.132
9.4,1.585,1.35,0.524,6.129,9.104
9.4,1.595,1.368,0.515,6.297,9.118
9.4,1.525,1.463,0.282,6.404,9.215
9.5,88340.797,231.113,1.0,20.247,21.23
9.5,1.583,1.236,0.624,5.803,8.796
9.5,1.542,1.483,0.272,6.575,9.387
9.5,1.565,1.389,0.46,6.196,9.137
9.5,1.573,1.336,0.528,6.072,9.034
9.5,1.575,1.42,0.432,6.502,9.288
9.5,1.522,1.38,0.422,5.972,8.931
9.5,1.544,1.424,0.386,5.705,8.952
9.5,1.472,1.388,0.333,5.879,8.876
9.5,1.588,1.414,0.455,6.72,9.389
9.6,1.571,1.432,0.411,6.444,9.235
9.6,1.554,1.274,0.572,5.733,8.792
9.6,1.592,1.413,0.461,6.405,9.277
9.6,1.492,1.357,0.415,5.824,8.788
9.6,1.567,1.453,0.374,6.56,9.395
9.6,1.555,1.405,0.428,6.275,9.192
9.6,1.569,1.452,0.378,6.573,9.359
9.6,1.532,1.402,0.404,6.25,9.08
9.6,1.528,1.457,0.3,6.511,9.288
9.6,1.552,1.476,0.309,6.588,9.353
9.7,1.533,1.414,0.387,6.238,9.077
9.7,1.568,1.476,0.337,6.848,9.494
9.7,1.552,1.508,0.236,6.654,9.383
9.7,1.507,1.443,0.29,6.501,9.197
9.7,1.599,1.451,0.42,6.853,9.457
9.7,1.544,1.404,0.417,6.388,9.174
9.7,1.534,1.449,0.329,6.612,9.26
9.7,1.53,1.396,0.409,6.048,9.069
9.7,1.573,1.456,0.379,6.521,9.336
9.7,1.554,1.496,0.272,6.681,9.402
9.8,1.541,1.495,0.241,6.264,9.237
9.8,1.555,1.432,0.39,6.471,9.245
9.8,1.504,1.374,0.407,6.057,8.969
9.8,1.575,1.41,0.445,6.3,9.17
9.8,1.557,1.446,0.371,6.111,9.096
9.8,1.58,1.49,0.333,6.411,9.356
9.8,1.507,1.438,0.3,6.333,9.111
9.8,1.548,1.41,0.413,6.224,9.077
9.8,1.538,1.391,0.428,6.287,9.137
9.8,1.575,1.411,0.444,6.233,9.133
9.9,1.605,1.417,0.47,6.288,9.206
9.9,1.527,1.406,0.39,6.216,9.117
9.9,1.519,1.443,0.312,6.305,9.183
9.9,1.509,1.421,0.337,6.261,9.113
9.9,1.554,1.415,0.413,6.417,9.173
9.9,73728.052,200.347,1.0,19.843,19.625
9.9,1.511,1.399,0.378,6.112,8.986
9.9,1.561,1.497,0.283,6.693,9.436
9.9,1.564,1.49,0.305,6.741,9.427
9.9,1.454,1.411,0.242,5.991,8.896
10.0,1.556,1.33,0.519,6.085,8.951
10.0,1.587,1.5,0.327,6.921,9.536
10.0,1.586,1.437,0.423,6.828,9.448
10.0,1.517,1.399,0.386,6.197,9.025
10.0,1.539,1.497,0.232,6.744,9.388
10.0,1.479,1.416,0.287,6.187,8.997
10.0,1.505,1.439,0.293,6.336,9.141
10.0,1.542,1.492,0.253,6.641,9.411
10.0,1.525,1.493,0.205,6.717,9.358
10.0,1.577,1.391,0.471,6.501,9.262
10.1,1.558,1.468,0.334,6.325,9.25
10.1,1.552,1.439,0.375,6.285,9.192
10.1,1.577,1.475,0.354,6.734,9.446
10.1,1.589,1.403,0.47,6.222,9.158
10.1,1.598,1.513,0.322,7.291,9.705
10.1,1.56,1.403,0.438,6.17,9.139
10.1,1.53,1.425,0.364,6.336,9.202
10.1,1.58,1.463,0.377,6.765,9.424
10.1,1.521,1.333,0.481,5.679,8.73
10.1,1.599,1.512,0.326,6.619,9.448
10.2,1.645,1.386,0.539,6.25,9.161
10.2,1.61,1.39,0.505,6.336,9.235
10.2,1.518,1.438,0.322,6.292,9.165
10.2,1.631,1.392,0.521,6.222,9.169
10.2,4.108,2.054,0.866,15.826,16.802
10.2,1.568,1.506,0.277,6.866,9.493
10.2,1.501,1.435,0.295,6.188,9.058
10.2,1.567,1.483,0.323,6.618,9.377
10.2,1.497,1.465,0.204,6.504,9.213
10.2,1.515,1.37,0.428,6.004,8.897
10.3,1.563,1.465,0.348,6.696,9.413
10.3,1.508,1.395,0.379,5.961,8.947
10.3,1.522,1.429,0.344,6.303,9.13
10.3,1.609,1.499,0.363,6.974,9.574
10.3,1.51,1.428,0.326,6.177,9.12
10.3,2.433,2.07,0.526,11.977,13.216
10.3,1.533,1.51,0.173,6.883,9.463
10.3,1.634,1.48,0.424,7.108,9.644
10.3,1.554,1.389,0.448,5.897,9.004
10.3,1.872,1.395,0.667,7.096,10.139
10.4,1.533,1.442,0.34,6.388,9.226
10.4,1.518,1.469,0.252,6.341,9.169
10.4,1.576,1.434,0.414,6.569,9.352
10.4,1.547,1.487,0.276,6.806,9.425
10.4,1.593,1.383,0.496,6.477,9.243
10.4,1.579,1.47,0.364,6.804,9.446
10.4,1.579,1.489,0.333,6.741,9.478
10.4,1.503,1.4,0.363,5.988,8.984
10.4,1.583,1.426,0.433,6.703,9.379
10.4,1.519,1.47,0.253,6.554,9.246
10.5,1.563,1.425,0.411,6.31,9.188
10.5,1.551,1.34,0.504,5.624,8.799
10.5,1.581,1.4,0.464,6.296,9.197
10.5,1.605,1.431,0.454,6.234,9.22
10.5,1.528,1.409,0.387,6.199,9.096
10.5,1.506,1.436,0.303,6.116,9.092
10.5,3.283,1.843,0.828,13.206,15.829
10.5,1.594,1.489,0.358,6.843,9.507
10.5,1.592,1.359,0.52,6.285,9.18
10.5,1.577,1.431,0.42,6.624,9.309
10.6,1.595,1.397,0.482,6.399,9.275
10.6,1.534,1.427,0.367,6.275,9.145
10.6,1.563,1.386,0.463,5.996,9.009
10.6,1.577,1.374,0.492,6.343,9.162
10.6,1.55,1.387,0.446,6.224,9.079
10.6,1.571,1.41,0.441,6.464,9.214
10.6,1.516,1.44,0.313,6.228,9.138
10.6,1.565,1.486,0.313,6.722,9.451
10.6,1.459,1.402,0.278,5.788,8.865
10.6,1.585,1.407,0.459,6.182,9.119
10.7,1.487,1.428,0.281,6.15,9.019
10.7,1.551,1.429,0.388,6.413,9.32
10.7,1.513,1.422,0.343,6.259,9.101
10.7,1.616,1.433,0.462,6.68,9.476
10.7,1.512,1.421,0.341,6.377,9.124
10.7,1.553,1.413,0.414,6.134,9.124
10.7,1.605,1.469,0.403,6.796,9.528
10.7,1.534,1.408,0.397,6.319,9.142
10.7,1.613,1.365,0.533,6.117,9.168
10.7,1.587,1.427,0.437,6.589,9.335
10.8,1.544,1.339,0.499,5.888,8.922
10.8,1.599,1.46,0.407,6.813,9.46
10.8,1.495,1.444,0.258,6.173,9.06
10.8,3.764,1.627,0.902,15.74,16.939
10.8,1.596,1.45,0.418,6.522,9.346
10.8,3.447,1.722,0.866,13.557,15.755
10.8,1.535,1.438,0.351,6.603,9.312
10.8,1.608,1.435,0.451,6.773,9.456
10.8,1.497,1.456,0.231,6.352,9.214
10.8,1.573,1.423,0.426,6.339,9.207
10.9,1.559,1.516,0.231,6.848,9.476
10.9,1.525,1.394,0.406,5.929,9.004
10.9,1.546,1.349,0.489,5.699,8.805
10.9,1.605,1.459,0.416,6.752,9.463
10.9,1.59,1.44,0.425,6.445,9.286
10.9,1.583,1.446,0.407,6.396,9.338
10.9,1.566,1.534,0.201,7.034,9.585
10.9,1.598,1.461,0.406,6.485,9.335
10.9,1.521,1.393,0.401,6.006,8.973
10.9,1.555,1.374,0.469,6.197,9.052
11.0,1.593,1.421,0.451,6.52,9.319
11.0,1.577,1.458,0.382,6.37,9.276
11.0,1.57,1.435,0.406,6.166,9.155
11.0,1.533,1.441,0.342,6.618,9.297
11.0,1.559,1.472,0.328,6.644,9.428
11.0,1.534,1.457,0.312,6.327,9.174
11.0,1.572,1.451,0.385,6.443,9.33
11.0,1.571,1.411,0.439,6.141,9.145
11.0,1.599,1.444,0.429,6.196,9.239
11.0,1.612,1.447,0.441,6.618,9.434
11.1,1.599,1.401,0.482,6.38,9.219
11.1,1.559,1.461,0.35,6.529,9.373
11.1,1.489,1.464,0.183,6.21,9.168
11.1,1.568,1.458,0.368,6.521,9.403
11.1,1.581,1.477,0.357,6.787,9.446
11.1,1.598,1.481,0.375,6.932,9.543
11.1,1.638,1.416,0.503,6.571,9.384
11.1,1.569,1.237,0.615,5.615,8.726
11.1,1.635,1.32,0.59,6.218,9.152
11.1,1.599,1.485,0.371,6.586,9.408
11.2,1.582,1.49,0.336,6.466,9.37
11.2,1.612,1.416,0.478,6.54,9.32
11.2,1.505,1.465,0.227,6.618,9.275
11.2,1.613,1.398,0.498,6.375,9.275
11.2,1.602,1.44,0.439,6.626,9.427
11.2,1.601,1.469,0.398,6.791,9.5
11.2,1.602,1.449,0.427,6.714,9.458
11.2,1.57,1.474,0.344,6.818,9.497
11.2,1.674,1.391,0.556,6.566,9.358
11.2,1.601,1.45,0.425,6.613,9.386
11.3,1.545,1.484,0.277,6.701,9.406
11.3,1.531,1.48,0.255,6.348,9.303
11.3,1.531,1.383,0.428,5.984,9.066
11.3,1.619,1.462,0.43,6.934,9.547
11.3,1.546,1.465,0.32,6.614,9.407
11.3,1.534,1.518,0.145,6.646,9.393
11.3,1.586,1.475,0.367,6.997,9.542
11.3,1.556,1.455,0.356,6.64,9.364
11.3,1.584,1.519,0.285,7.095,9.631
11.3,1.525,1.511,0.136,6.889,9.467
11.4,1.638,1.416,0.502,6.857,9.484
11.4,1.582,1.489,0.337,6.78,9.473
11.4,1.648,1.404,0.524,6.702,9.409
11.4,1.581,1.489,0.337,6.644,9.415
11.4,1.552,1.442,0.371,6.378,9.224
11.4,1.513,1.45,0.287,6.321,9.225
11.4,1.552,1.5,0.256,6.701,9.439
11.4,1.587,1.519,0.289,6.867,9.551
11.4,1.588,1.431,0.433,6.445,9.311
11.4,1.546,1.42,0.395,5.957,9.015
