true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,eccentricity_ratio,aspect_ratio,theta
6.7,1.313,1.106,0.539,4.111,7.493,0.843,0.958,2.155
6.7,1.368,1.234,0.432,4.596,7.924,0.902,0.978,-2.463
6.7,1.405,1.192,0.529,4.336,7.791,1.179,0.988,-3.704
6.7,1.308,1.149,0.478,4.216,7.622,1.139,0.883,0.027
6.7,1.337,1.153,0.506,4.387,7.712,1.159,0.869,-0.023
6.7,1.38,1.18,0.518,4.559,7.827,0.855,1.125,0.254
6.7,1.297,1.242,0.287,4.217,7.705,0.958,0.927,2.271
6.7,1.361,1.17,0.51,4.277,7.683,0.86,1.139,-0.072
6.7,1.361,1.13,0.557,4.287,7.628,1.204,0.886,-0.322
6.7,1.4,1.166,0.553,4.602,7.863,0.833,1.054,-0.514
6.7,1.321,1.228,0.368,4.648,7.896,0.93,1.027,4.004
6.7,1.356,1.2,0.466,4.306,7.747,0.885,1.047,2.438
6.7,1.363,1.178,0.503,4.627,7.834,0.864,1.093,0.014
6.7,1.356,1.265,0.359,4.867,8.023,1.071,0.97,0.62
6.7,1.286,1.237,0.274,4.139,7.695,0.962,1.039,-0.073
6.7,1.333,1.074,0.592,3.929,7.379,0.806,1.206,0.185
6.7,1.311,1.209,0.387,4.432,7.756,1.085,0.962,0.849
6.7,1.25,0.957,0.644,3.153,6.648,0.765,1.224,0.1
6.7,1.323,1.216,0.393,4.478,7.808,0.92,1.087,-0.217
6.7,1.37,1.221,0.454,4.653,7.934,1.123,0.968,0.622
6.7,1.377,1.2,0.49,4.723,7.937,0.871,1.119,-0.11
6.7,1.332,1.161,0.491,4.35,7.659,0.871,0.955,-5.504
6.7,1.329,1.267,0.302,4.305,7.812,0.953,1.101,-0.433
6.7,1.307,1.103,0.537,4.16,7.5,0.843,0.958,-0.836
6.7,1.311,1.115,0.526,4.014,7.369,0.85,1.109,0.026
6.7,1.354,1.285,0.316,4.749,8.014,0.949,1.065,-0.309
6.7,1.285,1.143,0.456,4.126,7.47,0.89,1.146,0.159
6.7,1.252,1.22,0.226,4.275,7.599,0.974,1.038,2.3
6.7,1.354,1.252,0.381,4.631,7.937,1.082,0.951,0.346
6.7,1.318,1.2,0.414,4.455,7.734,0.911,1.036,2.397
6.7,1.306,1.125,0.508,4.119,7.485,1.161,0.958,0.029
6.7,1.334,1.236,0.376,4.872,7.995,0.927,1.043,0.571
6.7,1.266,1.136,0.441,3.906,7.375,0.897,1.082,-0.371
6.7,1.293,1.238,0.288,4.692,7.874,0.958,1.023,0.091
6.7,1.251,1.24,0.131,4.341,7.674,0.991,1.032,2.352
6.7,1.296,0.985,0.65,3.687,7.108,1.316,0.844,-0.412
6.7,1.285,1.273,0.132,4.846,7.964,0.991,1.048,-0.496
6.7,1.341,1.205,0.44,4.321,7.687,1.113,1.028,5.497
6.8,1.349,1.102,0.577,4.155,7.527,0.817,0.954,-2.273
6.8,1.322,1.222,0.382,4.528,7.795,1.082,0.927,-0.303
6.8,1.295,1.224,0.325,4.499,7.805,1.057,0.95,-0.616
6.8,1.387,1.008,0.687,3.579,7.204,0.727,1.101,-0.448
6.8,1.257,1.176,0.353,4.102,7.461,1.069,0.957,-0.445
6.8,1.317,1.246,0.323,4.562,7.869,1.057,0.974,-0.528
6.8,1.3,1.266,0.225,4.509,7.841,0.974,1.011,-0.966
6.8,1.284,1.096,0.521,3.826,7.278,1.172,0.863,-0.622
6.8,1.285,1.246,0.244,4.553,7.814,1.031,1.027,0.374
6.8,1.326,1.269,0.29,4.406,7.793,0.957,1.096,-0.664
6.8,1.33,1.172,0.473,4.461,7.718,0.881,1.168,0.067
6.8,1.324,1.115,0.539,4.112,7.488,1.187,0.865,-0.13
6.8,1.353,1.299,0.281,4.42,7.865,1.042,1.068,-2.248
6.8,1.312,1.249,0.306,4.564,7.828,1.05,0.917,-0.349
6.8,1.326,1.176,0.462,4.373,7.694,0.887,1.116,-0.579
6.8,1.266,1.106,0.487,3.98,7.358,1.145,0.826,-0.101
6.8,1.308,1.258,0.274,4.731,7.897,0.962,1.015,-0.499
6.8,1.341,1.093,0.579,3.946,7.388,0.816,1.166,0.067
6.8,1.294,1.26,0.228,4.623,7.849,0.974,1.098,-0.467
6.8,1.282,1.204,0.345,4.148,7.634,0.939,1.049,0.558
6.8,1.33,1.275,0.284,5.042,8.103,0.959,1.075,-0.382
6.8,1.32,1.232,0.359,4.319,7.688,1.071,0.961,0.451
6.8,1.331,1.125,0.534,4.157,7.527,0.845,1.063,-0.205
6.8,1.324,1.137,0.512,4.139,7.52,1.164,1.027,-0.759
6.8,1.253,1.224,0.215,4.249,7.573,0.977,0.929,0.231
6.8,1.397,1.211,0.499,4.777,7.983,0.867,1.113,-0.419
6.8,1.393,1.267,0.415,4.937,8.139,0.91,1.028,0.292
6.8,1.303,1.18,0.424,4.138,7.572,0.906,1.028,-0.436
6.8,1.295,1.183,0.407,4.346,7.646,1.095,0.942,-0.344
6.8,1.296,1.279,0.161,4.706,7.948,0.987,0.97,-0.13
6.8,1.293,1.19,0.391,4.028,7.54,1.087,0.996,3.873
6.8,1.295,1.074,0.559,3.907,7.351,0.829,1.196,0.314
6.8,1.293,1.264,0.208,4.714,7.976,0.978,1.013,0.887
6.8,1.348,1.19,0.469,4.507,7.773,1.132,0.983,0.133
6.8,1.271,1.212,0.301,4.234,7.615,1.049,1.005,2.846
6.8,1.296,1.225,0.328,4.288,7.714,1.058,1.029,-0.22
6.8,1.29,1.22,0.324,4.071,7.504,1.057,1.037,0.085
6.8,1.376,1.132,0.569,4.353,7.731,0.822,1.178,0.109
6.8,1.266,1.03,0.582,3.472,6.953,0.813,1.249,0.219
6.8,1.341,1.262,0.338,4.368,7.799,1.063,1.002,-2.682
6.8,1.311,1.246,0.31,4.626,7.878,0.951,1.018,0.511
6.8,1.291,1.243,0.27,4.618,7.866,1.039,0.979,-0.41
6.8,1.284,1.231,0.283,4.523,7.771,1.043,0.99,1.109
6.8,1.361,1.179,0.499,4.73,7.902,0.867,1.103,0.301
6.8,1.316,1.192,0.425,4.117,7.557,0.905,1.073,-0.102
6.8,1.358,1.192,0.478,4.463,7.78,1.139,0.967,4.08
6.8,1.308,1.178,0.435,4.108,7.603,0.901,1.051,-0.019
6.8,1.344,1.26,0.347,4.818,8.052,1.066,0.888,-0.277
6.8,1.387,1.156,0.552,4.184,7.633,0.834,1.125,-0.428
6.8,1.384,1.119,0.589,4.376,7.738,0.808,1.104,0.537
6.9,1.345,1.213,0.432,4.629,7.869,0.902,1.139,0.216
6.9,1.336,1.213,0.419,4.611,7.868,0.908,1.051,-0.236
6.9,1.352,1.254,0.374,4.867,8.025,0.927,1.024,0.529
6.9,1.269,1.151,0.42,4.113,7.427,0.908,1.056,-0.17
6.9,1.362,1.245,0.405,4.665,8.008,0.914,1.058,-0.522
6.9,1.363,1.245,0.407,4.641,7.964,0.913,1.11,-0.513
6.9,1.317,1.128,0.516,4.222,7.545,1.167,0.977,0.355
6.9,1.302,1.108,0.525,4.272,7.531,1.175,0.907,0.248
6.9,1.342,1.194,0.456,4.489,7.747,0.89,1.037,0.467
6.9,1.349,1.109,0.569,4.322,7.599,1.216,0.991,3.745
6.9,1.162,1.036,0.453,3.426,6.78,0.892,0.982,2.65
6.9,1.262,1.106,0.482,4.063,7.365,1.142,0.838,0.185
6.9,1.352,1.162,0.511,4.608,7.792,0.86,1.063,-0.458
6.9,1.331,1.173,0.474,4.467,7.777,1.135,0.904,-0.27
6.9,1.362,1.203,0.469,4.387,7.741,0.883,1.135,0.394
6.9,1.353,1.254,0.376,4.91,8.088,1.079,0.961,0.001
6.9,1.317,1.199,0.414,4.403,7.732,0.91,1.077,0.512
6.9,1.317,1.112,0.536,4.155,7.481,1.185,0.867,-0.405
6.9,1.343,1.146,0.522,4.139,7.526,0.853,1.102,0.485
6.9,1.289,1.275,0.147,4.506,7.812,0.989,0.958,-0.693
6.9,1.315,1.231,0.352,4.597,7.826,0.936,1.126,0.233
6.9,1.365,1.079,0.613,4.018,7.444,1.265,0.835,-0.331
6.9,1.241,1.217,0.193,4.221,7.539,1.019,1.033,0.635
6.9,1.355,1.23,0.419,4.664,7.952,0.908,1.032,0.525
6.9,1.309,1.257,0.28,4.71,7.895,0.96,1.022,0.607
6.9,1.297,1.206,0.368,4.468,7.705,0.93,0.982,2.491
6.9,1.353,1.218,0.435,4.516,7.8,0.9,1.077,0.198
6.9,1.33,1.295,0.229,4.528,7.915,1.027,1.041,0.493
6.9,1.382,1.209,0.485,4.239,7.661,1.143,0.987,-10.157
6.9,1.376,1.195,0.497,4.541,7.853,0.868,1.016,-10.206
6.9,1.306,1.284,0.183,4.809,7.977,1.017,1.004,-0.088
6.9,1.344,1.306,0.236,4.878,8.104,0.972,0.981,0.193
6.9,1.343,1.142,0.526,4.279,7.648,0.85,1.152,0.166
6.9,1.362,1.249,0.399,4.831,8.073,0.917,0.976,-0.891
6.9,1.313,1.181,0.437,4.501,7.742,0.899,1.074,-0.521
6.9,1.267,1.176,0.373,3.961,7.486,0.928,1.171,-0.08
6.9,1.385,1.121,0.587,4.329,7.689,1.235,0.847,0.332
6.9,1.28,1.196,0.357,4.363,7.699,1.071,0.936,-0.523
6.9,1.299,1.247,0.281,3.936,7.503,0.96,1.305,0.406
6.9,1.318,1.187,0.434,4.337,7.67,1.11,1.024,1.935
6.9,1.294,1.208,0.359,4.377,7.73,0.933,1.109,0.589
6.9,1.332,1.215,0.41,4.592,7.804,0.912,0.976,2.227
6.9,1.341,1.243,0.376,4.826,7.98,0.927,1.029,-0.11
6.9,1.336,1.194,0.45,4.416,7.732,0.893,1.148,0.208
6.9,1.424,1.228,0.506,4.501,7.892,1.159,1.088,-0.197
6.9,1.246,1.234,0.14,4.131,7.526,1.01,1.019,-0.111
6.9,1.373,1.159,0.536,3.97,7.537,1.185,1.011,-2.953
6.9,1.331,1.202,0.43,4.472,7.741,0.903,1.116,0.29
6.9,1.243,1.213,0.221,4.122,7.48,0.975,1.01,1.14
6.9,1.368,1.209,0.468,4.356,7.784,0.884,0.923,0.346
7.0,1.349,1.238,0.397,4.883,8.033,1.089,0.929,-0.024
7.0,1.323,1.203,0.416,4.313,7.677,0.91,1.004,3.8
7.0,1.295,1.251,0.257,4.535,7.799,0.966,1.077,0.644
7.0,1.312,1.14,0.496,4.149,7.549,0.868,0.95,5.501
7.0,1.337,1.179,0.471,4.249,7.661,1.134,0.955,-0.433
7.0,1.361,1.2,0.473,4.466,7.814,1.135,0.997,3.624
7.0,1.36,1.243,0.406,4.843,8.031,1.094,0.96,-0.912
7.0,1.345,1.273,0.324,4.583,7.917,1.057,0.985,-0.965
7.0,1.344,1.234,0.397,4.627,7.882,0.918,1.111,-0.227
7.0,1.316,1.17,0.458,4.31,7.615,0.889,0.96,0.261
7.0,1.304,1.099,0.538,3.916,7.385,0.843,1.154,0.093
7.0,1.35,1.137,0.539,4.186,7.555,0.843,1.095,0.267
7.0,1.286,1.238,0.271,4.31,7.65,1.039,0.974,-0.559
7.0,1.306,1.268,0.238,4.406,7.805,1.03,0.979,-0.439
7.0,1.328,1.141,0.512,4.188,7.644,0.859,1.225,0.122
7.0,1.318,1.227,0.366,4.505,7.788,1.075,0.914,-0.72
7.0,1.3,1.206,0.373,4.552,7.8,0.928,1.012,-7.035
7.0,1.35,1.344,0.088,4.991,8.202,0.996,1.006,0.36
7.0,1.411,1.088,0.637,4.214,7.629,1.297,0.892,-0.543
7.0,1.316,1.165,0.465,4.392,7.635,1.129,1.025,2.253
7.0,1.313,1.215,0.379,4.499,7.756,0.925,1.032,-0.486
7.0,1.335,1.097,0.57,4.028,7.457,1.217,1.055,-2.28
7.0,1.31,1.236,0.331,4.526,7.814,0.944,1.007,-3.585
7.0,1.388,1.093,0.616,4.261,7.635,1.269,0.833,-0.319
7.0,1.37,1.225,0.448,4.771,7.96,0.894,1.118,-0.035
7.0,1.371,1.176,0.513,4.422,7.738,0.858,1.11,0.463
7.0,1.33,1.22,0.397,4.644,7.896,0.918,0.983,2.238
7.0,1.335,1.302,0.222,4.981,8.15,0.975,1.047,0.037
7.0,1.269,1.144,0.433,3.441,7.196,0.902,1.083,-0.36
7.0,1.314,1.027,0.624,3.699,7.217,1.279,0.862,0.349
7.0,1.336,1.245,0.362,4.611,7.905,1.073,0.981,0.117
7.0,1.298,1.189,0.402,4.267,7.641,0.916,1.094,-0.123
7.0,1.252,1.196,0.295,4.274,7.566,1.047,0.933,-0.189
7.0,1.326,1.245,0.344,4.617,7.892,0.939,1.004,-3.432
7.0,1.308,1.236,0.326,4.627,7.864,1.058,0.982,-0.501
7.0,1.275,1.157,0.422,4.263,7.535,1.103,0.97,4.024
7.0,1.376,1.134,0.566,4.423,7.74,0.824,1.022,3.868
7.0,1.273,1.162,0.408,4.118,7.552,0.913,1.042,-0.488
7.0,1.299,1.183,0.413,4.471,7.678,0.911,1.073,0.245
7.0,1.315,1.265,0.273,4.8,7.974,0.962,1.023,-0.098
7.0,1.372,1.249,0.414,4.801,8.032,1.099,1.026,-2.204
7.0,1.346,1.077,0.6,4.038,7.449,0.8,0.954,-2.294
7.0,1.345,1.096,0.579,4.029,7.456,0.815,1.004,3.917
7.0,1.375,1.195,0.495,4.52,7.851,1.151,0.953,-0.327
7.0,1.405,1.165,0.559,4.3,7.74,1.206,1.049,2.232
7.0,1.358,1.036,0.647,3.937,7.384,0.763,1.222,0.224
7.0,1.337,1.16,0.497,4.249,7.669,1.152,0.812,0.248
7.0,1.35,1.165,0.505,4.147,7.608,0.863,1.028,-3.901
7.0,1.26,1.194,0.319,4.384,7.658,0.948,0.941,0.495
7.0,1.356,1.159,0.518,4.451,7.717,0.855,1.006,4.101
7.1,1.278,1.238,0.25,4.474,7.75,0.968,1.004,-0.085
7.1,1.297,1.134,0.485,4.062,7.479,0.875,1.06,-0.573
7.1,1.341,1.272,0.316,4.82,8.004,0.949,1.046,-0.082
7.1,1.342,1.163,0.499,4.304,7.626,0.867,0.96,-0.871
7.1,1.257,1.215,0.256,4.152,7.516,0.967,1.003,3.429
7.1,1.326,1.267,0.295,4.82,7.992,0.956,1.01,0.033
7.1,1.275,1.244,0.221,4.478,7.731,0.975,1.012,0.659
7.1,1.303,1.17,0.44,4.084,7.522,0.898,1.004,-3.812
7.1,1.285,1.232,0.283,4.239,7.635,0.959,1.055,-0.153
7.1,1.314,1.171,0.454,4.315,7.649,1.122,0.885,-0.256
7.1,1.305,1.198,0.397,4.266,7.653,1.089,0.961,0.388
7.1,1.287,1.226,0.305,4.518,7.753,0.952,1.031,-0.907
7.1,1.315,1.283,0.218,4.87,8.01,1.025,0.988,-0.394
7.1,1.319,1.195,0.424,4.388,7.74,1.104,0.908,-0.096
7.1,1.326,1.238,0.358,4.479,7.831,0.934,1.069,0.069
7.1,1.331,1.208,0.419,4.518,7.786,1.101,0.88,-0.306
7.1,1.275,1.202,0.333,4.332,7.618,1.061,0.941,-0.17
7.1,1.355,1.21,0.451,4.763,7.911,1.12,0.99,3.84
7.1,1.366,1.187,0.495,4.665,7.899,0.869,1.18,-0.146
7.1,1.347,1.276,0.319,4.714,7.997,0.948,0.986,-2.954
7.1,1.333,1.228,0.39,4.648,7.937,0.921,1.058,-0.131
7.1,1.356,1.255,0.378,4.878,8.054,0.926,1.069,0.154
7.1,1.436,1.141,0.607,4.402,7.864,1.258,1.071,2.186
7.1,1.344,1.062,0.613,3.993,7.437,0.79,1.122,0.588
7.1,1.334,1.244,0.36,4.677,7.946,0.933,0.982,-2.062
7.1,1.324,0.845,0.77,2.866,6.491,0.638,1.095,0.799
7.1,1.333,1.126,0.535,4.03,7.507,1.184,0.932,-0.537
7.1,1.267,1.261,0.098,4.348,7.721,0.995,1.02,-0.015
7.1,1.231,1.178,0.289,4.035,7.435,1.045,0.921,0.426
7.1,1.334,1.227,0.393,4.775,7.913,0.92,1.064,0.608
7.1,1.355,1.219,0.437,4.476,7.799,1.112,0.984,-1.29
7.1,1.445,1.081,0.664,3.967,7.488,0.748,1.093,0.568
7.1,1.252,1.163,0.369,4.113,7.455,0.929,1.112,-0.249
7.1,1.396,1.182,0.532,4.234,7.723,0.847,1.066,0.734
7.1,1.242,1.223,0.175,4.284,7.587,0.985,1.066,-0.073
7.1,1.326,1.263,0.304,4.32,7.729,0.953,1.042,0.613
7.1,1.334,1.154,0.502,4.183,7.599,1.156,0.89,0.377
7.1,1.363,1.068,0.621,3.909,7.39,0.784,1.236,0.212
7.1,1.355,1.22,0.435,4.521,7.824,1.111,1.005,1.638
7.1,1.372,1.161,0.533,4.332,7.692,1.182,0.916,-0.14
7.1,1.308,1.146,0.481,4.431,7.672,1.141,0.903,0.19
7.1,1.284,1.105,0.509,4.074,7.41,0.861,1.191,0.209
7.1,1.27,1.237,0.226,4.558,7.76,1.027,1.014,0.278
7.1,1.37,1.256,0.4,4.841,8.067,0.917,1.014,3.758
7.1,1.321,1.255,0.313,4.726,7.928,1.053,1.022,0.088
7.1,1.273,1.106,0.494,3.993,7.361,1.15,0.937,0.551
7.1,1.288,1.205,0.354,4.088,7.524,1.069,0.995,-0.946
7.1,1.333,1.231,0.383,4.645,7.908,1.083,0.971,0.366
7.1,1.355,1.191,0.476,4.196,7.637,1.137,0.928,-0.448
7.1,1.304,1.151,0.47,4.188,7.515,0.883,1.153,-0.093
7.2,1.304,1.088,0.551,3.914,7.378,0.835,1.079,0.241
7.2,1.333,1.265,0.315,4.842,8.013,0.949,0.999,-2.536
7.2,1.268,1.095,0.504,3.864,7.226,1.158,0.946,0.475
7.2,1.288,1.085,0.539,3.681,7.179,0.842,1.129,-0.481
7.2,1.329,1.263,0.313,4.671,7.954,0.95,0.918,3.797
7.2,1.315,1.23,0.352,4.576,7.858,1.068,1.062,0.224
7.2,1.304,1.293,0.131,4.831,8.001,0.991,0.973,-0.389
7.2,1.317,1.107,0.543,4.229,7.56,1.19,0.883,-0.2
7.2,1.266,1.212,0.287,4.42,7.723,0.958,1.034,0.137
7.2,1.313,1.255,0.293,4.924,8.033,0.956,1.017,0.306
7.2,1.329,1.295,0.227,5.076,8.138,0.974,0.994,-2.283
7.2,1.216,1.168,0.279,3.823,7.26,0.96,1.066,-0.045
7.2,1.285,1.143,0.456,4.094,7.525,1.124,0.974,0.577
7.2,1.249,1.179,0.329,4.092,7.523,1.059,0.979,-0.554
7.2,1.271,1.248,0.191,4.611,7.819,1.019,0.993,-3.944
7.2,1.366,1.214,0.459,4.897,8.01,1.125,0.915,0.347
7.2,1.279,1.239,0.247,3.895,7.554,1.032,0.866,-0.448
7.2,1.339,1.238,0.381,4.551,7.834,1.082,0.956,0.003
7.2,1.378,1.253,0.416,4.409,7.831,0.909,0.98,-2.438
7.2,1.359,1.128,0.558,4.412,7.72,1.205,0.889,0.178
7.2,1.314,1.169,0.458,4.15,7.57,0.889,1.102,-0.129
7.2,1.316,1.206,0.4,4.133,7.557,0.917,0.919,0.406
7.2,1.344,1.192,0.462,4.022,7.62,1.127,0.974,0.342
7.2,1.265,1.191,0.336,3.934,7.398,1.062,0.926,0.018
7.2,1.373,1.235,0.438,4.572,7.908,1.113,0.961,-0.09
7.2,1.283,1.141,0.457,3.876,7.379,0.89,1.149,0.041
7.2,1.254,1.166,0.368,4.121,7.503,0.93,1.095,0.434
7.2,1.376,1.207,0.48,4.535,7.855,1.14,1.025,2.051
7.2,1.303,1.193,0.402,4.319,7.752,1.092,0.969,-0.275
7.2,1.334,1.304,0.21,4.904,8.101,1.023,0.962,0.241
7.2,1.308,1.196,0.405,4.51,7.77,0.914,1.036,-0.303
7.2,1.323,1.181,0.451,4.372,7.717,1.12,0.891,0.209
7.2,1.383,1.25,0.429,4.747,8.017,0.903,1.072,-0.08
7.2,1.347,1.208,0.442,4.473,7.768,1.115,0.953,-0.06
7.2,1.32,1.251,0.318,4.65,7.878,1.055,0.976,-0.587
7.2,1.286,1.251,0.232,4.385,7.711,0.973,1.004,3.626
7.2,1.276,1.151,0.433,4.315,7.548,1.109,0.953,0.444
7.2,1.337,1.251,0.354,4.769,7.955,0.935,1.065,-0.128
7.2,1.3,1.268,0.22,4.598,7.874,0.975,1.053,-0.158
7.2,1.321,1.205,0.409,4.523,7.768,1.096,0.965,-0.459
7.2,1.295,1.208,0.36,4.235,7.619,1.072,0.978,2.384
7.2,1.32,1.256,0.307,4.735,7.946,0.952,1.01,-0.831
7.2,1.327,1.113,0.544,3.977,7.426,0.839,1.164,0.243
7.2,1.261,1.155,0.402,4.124,7.403,1.092,1.001,2.58
7.2,1.359,1.218,0.443,4.277,7.753,1.116,0.93,0.691
7.2,1.323,1.236,0.357,4.725,7.917,0.934,1.036,-0.31
7.2,1.364,1.193,0.485,4.18,7.634,0.875,1.026,0.84
7.2,1.342,1.229,0.402,4.712,7.921,0.916,1.061,-0.5
7.2,1.313,1.223,0.364,4.478,7.804,0.932,1.049,0.01
7.2,1.343,1.097,0.576,4.134,7.577,1.224,0.869,-0.326
7.3,1.313,1.255,0.293,4.369,7.78,1.046,0.969,0.57
7.3,1.336,1.246,0.36,4.855,7.983,1.072,0.89,-0.033
7.3,1.331,1.262,0.319,4.879,8.004,0.948,1.012,1.203
7.3,1.326,1.161,0.482,4.349,7.643,0.876,1.074,-0.442
7.3,1.337,1.125,0.541,3.852,7.416,1.189,1.035,2.133
7.3,1.361,1.158,0.524,4.209,7.649,1.175,0.832,-0.132
7.3,1.426,1.148,0.593,4.316,7.757,0.805,1.157,0.229
7.3,1.325,1.272,0.28,4.733,7.963,0.96,1.065,-0.021
7.3,1.339,1.204,0.438,4.352,7.713,0.899,1.044,-1.105
7.3,1.33,1.156,0.495,4.079,7.525,0.869,1.231,-0.164
7.3,1.297,1.26,0.237,4.554,7.859,0.972,1.036,0.808
7.3,1.271,1.254,0.163,4.676,7.838,0.987,1.015,2.276
7.3,1.282,1.263,0.174,4.423,7.758,0.985,1.017,-3.97
7.3,1.344,1.229,0.404,4.559,7.838,1.093,0.975,0.323
7.3,1.386,1.044,0.658,3.553,7.145,0.753,1.006,3.709
7.3,1.317,1.251,0.312,4.703,7.916,0.95,1.042,-0.62
7.3,1.351,1.284,0.311,4.557,7.925,1.052,0.985,1.1
7.3,1.282,1.202,0.347,4.256,7.576,1.066,0.925,-0.283
7.3,1.225,1.137,0.372,3.971,7.272,1.077,0.952,-0.727
7.3,1.3,1.195,0.394,4.373,7.671,1.088,0.972,-0.161
7.3,1.302,1.196,0.395,4.446,7.734,1.089,0.945,-0.623
7.3,1.308,1.199,0.4,4.507,7.754,1.091,1.019,2.236
7.3,1.306,1.189,0.413,4.36,7.699,1.098,0.996,-0.967
7.3,1.289,1.272,0.162,4.752,7.98,0.987,1.072,-0.328
7.3,1.259,1.205,0.289,4.246,7.577,0.957,0.985,0.922
7.3,1.3,1.221,0.344,4.599,7.835,1.065,0.934,0.331
7.3,1.284,1.179,0.396,4.227,7.593,0.918,1.084,0.345
7.3,1.312,1.237,0.332,4.598,7.845,0.943,1.079,0.003
7.3,1.376,1.171,0.526,4.56,7.869,0.851,1.119,-0.657
7.3,1.357,1.192,0.478,4.426,7.771,1.138,1.051,-2.224
7.3,1.38,1.105,0.599,4.304,7.646,0.801,1.113,0.416
7.3,1.29,1.148,0.455,4.144,7.451,0.89,1.014,-0.902
7.3,1.283,1.246,0.236,4.487,7.802,1.029,1.049,0.174
7.3,1.27,1.223,0.269,4.486,7.731,1.038,0.952,-0.18
7.3,1.338,1.21,0.428,4.613,7.844,1.106,0.912,-0.096
7.3,1.283,1.16,0.428,4.073,7.49,0.904,1.055,-0.126
7.3,1.325,1.218,0.393,4.208,7.729,0.919,1.08,-0.25
7.3,1.302,1.258,0.257,4.701,7.978,0.966,1.013,0.629
7.3,1.334,1.291,0.253,4.401,7.842,1.034,0.961,-0.543
7.3,1.355,1.142,0.538,4.449,7.753,0.843,0.951,5.527
7.3,1.316,1.213,0.389,4.366,7.736,0.921,1.046,-0.575
7.3,1.345,1.232,0.402,4.571,7.898,1.092,0.912,-0.179
7.3,1.313,1.249,0.308,4.613,7.853,1.051,1.05,-0.068
7.3,1.301,1.042,0.598,3.546,7.15,0.801,1.238,-0.254
7.3,1.337,1.255,0.345,4.256,7.714,1.066,0.96,-2.318
7.3,1.399,1.187,0.53,4.707,7.94,0.848,1.165,-0.096
7.3,1.256,1.243,0.142,4.222,7.605,0.99,0.984,-0.475
7.3,1.34,1.187,0.463,4.316,7.704,0.886,1.178,0.211
7.3,1.365,1.198,0.479,4.365,7.751,1.139,0.951,0.509
7.3,1.262,1.207,0.293,4.069,7.524,1.046,0.862,-0.294
7.4,1.369,1.208,0.469,4.405,7.76,1.133,0.909,-0.356
7.4,1.362,1.25,0.397,4.579,7.901,1.089,0.972,-0.311
7.4,1.23,1.112,0.428,3.883,7.311,0.904,1.108,-0.104
7.4,1.414,1.095,0.633,4.126,7.549,0.774,1.179,0.326
7.4,1.359,1.066,0.62,4.139,7.537,0.785,1.139,0.466
7.4,1.321,1.171,0.463,4.526,7.743,1.128,0.884,0.135
7.4,1.333,1.133,0.527,4.293,7.66,0.85,1.024,-4.001
7.4,1.373,1.145,0.552,4.433,7.729,1.199,1.054,2.187
7.4,1.296,1.226,0.324,4.476,7.758,0.946,1.019,-1.012
7.4,1.322,1.22,0.385,4.537,7.859,1.084,1.003,-2.774
7.4,1.243,1.201,0.257,4.074,7.42,0.966,0.992,5.585
7.4,1.319,1.159,0.477,4.172,7.537,1.138,0.982,-3.618
7.4,1.17,1.072,0.402,3.173,6.756,0.916,1.056,-0.341
7.4,1.385,1.035,0.664,3.97,7.415,1.338,0.879,0.654
7.4,1.322,1.155,0.487,4.23,7.567,0.873,1.121,0.224
7.4,1.351,1.225,0.421,4.398,7.79,1.103,1.029,-0.173
7.4,1.312,1.119,0.523,4.008,7.47,0.852,1.008,3.721
7.4,1.373,1.155,0.541,4.417,7.78,0.841,0.979,-5.717
7.4,1.312,1.282,0.211,4.833,8.022,1.023,0.99,-0.244
7.4,1.428,1.177,0.566,4.608,7.905,0.825,1.066,-2.513
7.4,1.314,1.176,0.447,3.672,7.306,1.118,1.032,0.187
7.4,1.339,1.269,0.32,4.695,7.968,1.055,0.975,0.464
7.4,1.308,1.236,0.328,4.18,7.656,1.058,1.007,-1.86
7.4,1.332,1.096,0.568,3.896,7.406,1.215,0.832,0.325
7.4,1.371,1.245,0.419,4.804,8.03,0.908,1.009,3.705
7.4,1.275,1.205,0.326,4.391,7.677,1.058,0.964,-0.109
7.4,1.287,1.211,0.338,4.397,7.667,1.063,1.012,-2.769
7.4,1.39,1.053,0.653,4.139,7.539,1.32,0.954,-0.618
7.4,1.319,1.221,0.379,4.635,7.848,1.08,1.018,-2.117
7.4,1.326,1.161,0.483,4.31,7.669,0.876,1.107,-0.148
7.4,1.344,1.128,0.544,4.459,7.709,1.191,1.042,2.317
7.4,1.325,1.219,0.392,4.689,7.88,1.087,0.925,-0.214
7.4,1.368,1.272,0.368,4.663,7.971,1.076,0.978,0.373
7.4,1.332,1.179,0.465,4.092,7.507,1.129,0.994,1.495
7.4,1.34,1.094,0.578,4.139,7.514,0.816,1.175,-0.39
7.4,1.358,1.141,0.542,4.322,7.637,1.19,0.895,-0.077
7.4,1.286,1.218,0.32,4.408,7.695,1.056,0.924,-0.444
7.4,1.289,1.238,0.277,4.471,7.738,1.041,0.977,-0.593
7.4,1.381,1.03,0.666,3.844,7.326,0.746,1.224,-0.195
7.4,1.3,1.255,0.261,4.667,7.895,1.036,0.987,0.414
7.4,1.339,1.26,0.338,4.567,7.877,0.941,0.988,2.595
7.4,1.397,1.188,0.526,4.473,7.915,0.85,1.011,-0.036
7.4,1.227,1.209,0.172,4.188,7.535,1.015,0.958,-0.466
