true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,eccentricity_ratio,aspect_ratio,theta
37.9,2.133,1.691,0.61,10.386,11.83,0.793,1.282,-0.069
37.9,2.268,1.566,0.723,9.978,11.794,0.691,1.355,-0.278
37.9,2.335,1.505,0.764,10.012,11.92,0.645,1.552,-0.056
37.9,2.244,1.618,0.693,10.51,12.053,0.721,1.316,0.17
37.9,2.167,1.701,0.62,10.354,12.023,0.785,1.279,0.092
37.9,2.184,1.63,0.665,10.024,11.845,0.747,1.38,0.134
37.9,2.022,1.723,0.524,9.849,11.526,0.852,1.242,0.315
37.9,2.135,1.704,0.602,10.397,11.857,0.798,1.271,-0.024
37.9,2.259,1.667,0.675,10.722,12.179,0.738,1.401,-0.003
37.9,2.184,1.637,0.662,10.17,11.814,0.75,1.279,0.222
37.9,2.388,1.636,0.728,10.796,12.4,0.685,1.375,0.066
37.9,2.176,1.646,0.654,9.533,11.671,0.756,1.276,-0.197
37.9,2.13,1.527,0.697,9.136,11.385,0.717,1.347,0.067
37.9,2.08,1.744,0.545,10.506,11.852,0.838,1.169,-0.083
37.9,2.254,1.615,0.698,10.372,11.944,0.716,1.373,-0.025
37.9,2.157,1.687,0.623,10.136,11.936,0.782,1.283,0.086
37.9,1.997,1.818,0.414,9.233,11.419,0.91,1.176,0.06
37.9,2.028,1.663,0.572,9.531,11.418,0.82,1.193,-0.268
37.9,2.222,1.669,0.66,10.368,11.975,0.751,1.317,0.085
37.9,2.105,1.536,0.684,9.404,11.336,0.73,1.289,-0.122
38.0,2.241,1.641,0.681,10.711,12.085,0.732,1.36,-0.106
38.0,2.333,1.725,0.673,10.512,12.116,0.739,1.281,-0.004
38.0,2.264,1.56,0.725,9.543,11.692,0.689,1.383,-0.238
38.0,2.289,1.588,0.72,10.156,11.998,0.694,1.454,-0.22
38.0,2.127,1.764,0.559,10.973,12.07,0.829,1.243,-0.085
38.0,2.117,1.769,0.549,10.745,12.007,0.836,1.256,0.036
38.0,2.073,1.741,0.542,9.743,11.621,0.84,1.22,0.166
38.0,2.243,1.729,0.637,11.172,12.296,0.771,1.285,0.006
38.0,2.274,1.627,0.699,10.581,12.198,0.715,1.358,-0.0
38.0,2.169,1.775,0.574,9.711,11.784,0.819,1.256,0.27
38.0,2.002,1.725,0.507,9.818,11.526,0.862,1.211,0.12
38.0,2.134,1.647,0.636,10.288,11.785,0.772,1.319,0.046
38.0,2.193,1.727,0.616,10.649,12.165,0.788,1.352,0.103
38.0,2.121,1.584,0.665,9.495,11.474,0.747,1.349,-0.069
38.0,2.277,1.4,0.789,8.982,11.517,0.615,1.443,-0.226
38.0,2.334,1.634,0.714,11.167,12.388,0.7,1.46,0.001
38.0,2.195,1.563,0.702,10.111,11.838,0.712,1.42,-0.126
38.0,2.144,1.537,0.697,8.882,11.302,0.717,1.33,-0.071
38.0,2.326,1.671,0.696,11.031,12.37,0.718,1.394,0.049
38.0,2.228,1.547,0.72,9.575,11.698,0.694,1.392,0.139
38.0,2.007,1.664,0.559,9.876,11.43,0.829,1.164,-0.086
38.0,2.245,1.724,0.641,11.435,12.392,0.768,1.265,-0.001
38.0,2.293,1.584,0.723,10.596,12.107,0.691,1.383,0.09
38.0,2.14,1.596,0.666,9.632,11.595,0.746,1.307,0.202
38.0,2.271,1.669,0.678,10.758,12.258,0.735,1.405,-0.136
38.0,2.299,1.654,0.695,11.27,12.387,0.719,1.428,-0.036
38.0,2.08,1.454,0.715,8.675,11.073,0.699,1.311,0.24
38.0,2.238,1.631,0.685,10.688,12.131,0.729,1.372,0.053
38.0,2.155,1.41,0.756,8.257,10.889,0.654,1.409,-0.198
38.0,2.318,1.471,0.773,9.462,11.739,0.634,1.441,0.23
38.0,2.117,1.762,0.554,10.116,11.879,0.832,1.289,-0.195
38.0,2.325,1.602,0.725,10.12,11.98,0.689,1.385,0.069
38.0,2.277,1.692,0.669,11.017,12.27,0.743,1.354,0.033
38.0,2.196,1.652,0.659,10.1,11.941,0.752,1.348,-0.052
38.0,2.226,1.627,0.682,10.165,11.828,0.731,1.309,-0.014
38.0,2.241,1.708,0.647,11.23,12.259,0.762,1.358,-0.058
38.0,2.077,1.62,0.626,9.422,11.329,0.78,1.122,-0.327
38.0,2.173,1.689,0.629,10.307,11.946,0.777,1.307,0.034
38.0,2.209,1.494,0.736,9.082,11.376,0.677,1.423,-0.111
38.0,2.196,1.747,0.606,10.72,12.148,0.796,1.293,-0.002
38.0,2.211,1.61,0.685,10.068,11.796,0.728,1.275,0.17
38.0,2.139,1.672,0.624,9.942,11.733,0.781,1.27,-0.185
38.0,2.249,1.719,0.645,11.031,12.222,0.764,1.353,-0.04
38.0,2.06,1.652,0.597,9.211,11.457,0.802,1.255,0.177
38.0,2.15,1.735,0.59,10.507,11.898,0.807,1.164,0.081
38.0,2.27,1.696,0.664,10.89,12.229,0.747,1.308,-0.087
38.0,1.929,1.794,0.368,9.773,11.507,0.93,1.07,0.373
38.0,2.113,1.619,0.642,10.168,11.696,0.766,1.32,-0.231
38.0,2.203,1.66,0.658,10.074,11.941,0.753,1.446,0.09
38.0,2.298,1.651,0.695,10.51,12.143,0.719,1.358,-0.136
38.1,2.411,1.673,0.72,10.561,12.277,0.694,1.307,-0.058
38.1,2.245,1.559,0.719,10.165,11.939,0.695,1.487,-0.099
38.1,2.267,1.588,0.714,10.379,11.982,0.7,1.452,-0.168
38.1,2.28,1.592,0.716,10.077,11.867,0.698,1.447,-0.046
38.1,2.177,1.618,0.669,9.652,11.688,0.743,1.38,0.086
38.1,1.951,1.729,0.464,9.438,11.4,0.886,1.098,0.211
38.1,2.187,1.598,0.683,9.958,11.777,0.731,1.344,-0.158
38.1,2.306,1.695,0.678,11.093,12.384,0.735,1.399,-0.047
38.1,2.159,1.593,0.675,9.29,11.521,0.738,1.314,0.353
38.1,2.168,1.728,0.604,10.165,11.994,0.797,1.271,0.117
38.1,2.201,1.657,0.658,10.302,11.931,0.753,1.363,-0.212
38.1,2.113,1.608,0.649,9.292,11.289,0.761,1.242,-0.045
38.1,2.234,1.724,0.636,10.935,12.179,0.772,1.238,0.011
38.1,2.253,1.653,0.68,10.448,12.045,0.734,1.412,-0.038
38.1,2.248,1.568,0.717,9.916,11.811,0.697,1.53,0.007
38.1,2.212,1.573,0.703,9.847,11.725,0.711,1.345,0.334
38.1,2.194,1.57,0.699,9.885,11.786,0.715,1.459,-0.096
38.1,2.065,1.748,0.532,10.511,11.868,0.847,1.191,-0.019
38.1,2.305,1.47,0.77,9.41,11.635,0.638,1.577,-0.07
38.1,2.207,1.545,0.714,9.868,11.647,0.7,1.268,-0.269
38.1,2.221,1.665,0.662,10.562,12.0,0.75,1.291,-0.056
38.1,2.093,1.547,0.674,9.31,11.338,0.739,1.377,0.207
38.1,2.301,1.683,0.682,11.122,12.394,0.731,1.378,-0.075
38.1,2.277,1.674,0.678,10.573,12.045,0.735,1.237,0.096
38.1,2.217,1.7,0.642,10.693,12.129,0.767,1.239,0.073
38.1,2.18,1.692,0.63,10.85,12.092,0.776,1.237,0.147
38.1,2.121,1.696,0.601,10.384,11.871,0.799,1.272,-0.222
38.1,2.177,1.71,0.619,10.721,12.016,0.786,1.297,-0.085
38.1,2.219,1.707,0.639,10.895,12.177,0.769,1.277,-0.039
38.1,2.14,1.548,0.69,9.458,11.415,0.724,1.373,0.116
38.1,2.078,1.696,0.578,9.938,11.646,0.816,1.206,-0.181
38.1,2.2,1.68,0.646,10.584,12.007,0.764,1.206,0.106
38.1,2.13,1.672,0.62,10.674,11.941,0.785,1.26,0.191
38.1,2.232,1.652,0.672,10.103,11.957,0.74,1.335,-0.145
38.1,2.137,1.557,0.685,9.207,11.41,0.729,1.37,0.268
38.1,2.226,1.655,0.669,10.3,12.048,0.743,1.388,0.01
38.1,2.173,1.641,0.655,10.281,11.818,0.755,1.274,-0.04
38.1,2.238,1.651,0.675,10.599,12.066,0.738,1.358,0.113
38.1,2.194,1.635,0.667,10.434,11.97,0.745,1.425,-0.049
38.1,2.047,1.755,0.515,10.21,11.833,0.857,1.3,-0.086
38.1,2.247,1.56,0.72,9.995,11.916,0.694,1.382,0.3
38.1,2.184,1.638,0.661,10.302,11.964,0.75,1.21,-0.021
38.1,2.253,1.666,0.673,10.778,12.201,0.74,1.356,0.052
38.1,2.169,1.6,0.675,9.792,11.582,0.738,1.32,0.126
38.1,2.233,1.651,0.673,10.655,12.142,0.739,1.275,0.024
38.1,2.289,1.512,0.751,9.611,11.736,0.661,1.309,-0.219
38.1,2.223,1.467,0.751,9.705,11.643,0.66,1.525,0.114
38.1,2.185,1.758,0.594,10.587,12.016,0.805,1.252,0.099
38.1,2.264,1.599,0.708,10.557,12.085,0.706,1.447,0.037
38.1,2.225,1.612,0.689,9.988,11.677,0.725,1.244,0.11
38.2,2.344,1.677,0.699,11.512,12.478,0.716,1.349,-0.07
38.2,2.275,1.604,0.709,10.208,11.979,0.705,1.497,0.066
38.2,2.252,1.578,0.713,10.154,11.939,0.701,1.43,-0.005
38.2,2.252,1.646,0.682,10.675,12.121,0.731,1.304,-0.197
38.2,2.242,1.715,0.644,11.145,12.342,0.765,1.304,-0.129
38.2,2.253,1.653,0.679,10.19,11.986,0.734,1.345,0.144
38.2,2.217,1.577,0.703,9.085,11.566,0.711,1.438,0.025
38.2,2.184,1.612,0.675,10.189,11.81,0.738,1.309,-0.136
38.2,2.223,1.798,0.588,10.701,12.284,0.809,1.308,0.154
38.2,2.192,1.647,0.66,10.593,12.004,0.751,1.28,-0.01
38.2,2.194,1.686,0.64,10.52,12.103,0.768,1.368,-0.018
38.2,2.148,1.753,0.578,10.167,11.95,0.816,1.333,0.116
38.2,2.159,1.747,0.588,10.776,12.1,0.809,1.276,-0.054
38.2,2.048,1.636,0.602,9.56,11.505,0.799,1.245,0.279
38.2,2.368,1.536,0.761,10.03,11.996,0.649,1.384,0.056
38.2,2.355,1.58,0.742,10.286,11.969,0.671,1.315,-0.028
38.2,2.203,1.593,0.69,10.36,11.945,0.723,1.405,-0.157
38.2,2.167,1.681,0.631,10.835,12.054,0.776,1.307,-0.087
38.2,2.159,1.767,0.575,10.285,11.952,0.818,1.259,0.199
38.2,2.14,1.697,0.609,9.332,11.646,0.793,1.245,-0.084
38.2,2.173,1.732,0.604,10.749,12.071,0.797,1.219,0.021
38.2,2.276,1.585,0.718,10.4,12.128,0.696,1.442,-0.023
38.2,2.215,1.672,0.656,10.219,11.828,0.755,1.273,0.022
38.2,2.216,1.741,0.619,11.227,12.312,0.786,1.259,-0.096
38.2,2.137,1.702,0.604,10.18,11.858,0.797,1.338,-0.061
38.2,2.212,1.652,0.665,10.375,12.123,0.747,1.355,0.21
38.2,2.178,1.651,0.653,10.44,11.912,0.758,1.333,-0.046
38.2,2.072,1.733,0.548,10.417,11.828,0.837,1.173,-0.225
38.2,2.16,1.646,0.648,10.149,11.814,0.762,1.325,0.112
38.2,2.196,1.701,0.632,10.691,12.089,0.775,1.265,0.018
38.2,2.223,1.67,0.66,10.732,12.138,0.752,1.318,0.079
38.2,2.35,1.585,0.739,10.777,12.229,0.674,1.528,-0.063
38.2,2.082,1.638,0.617,9.082,11.296,0.787,1.23,0.047
38.2,2.28,1.635,0.697,10.609,12.202,0.717,1.403,0.238
38.2,2.293,1.716,0.663,11.487,12.436,0.749,1.324,-0.074
38.2,2.264,1.703,0.659,10.943,12.215,0.752,1.311,-0.115
38.2,2.277,1.73,0.65,11.226,12.362,0.76,1.282,0.021
38.2,2.324,1.729,0.668,10.726,12.253,0.744,1.334,0.013
38.2,2.187,1.594,0.684,9.67,11.54,0.729,1.242,-0.298
38.2,2.254,1.63,0.691,10.166,11.995,0.723,1.346,-0.258
38.2,2.349,1.562,0.747,9.417,11.813,0.665,1.51,0.094
38.2,2.087,1.613,0.634,9.77,11.51,0.773,1.22,0.043
38.2,2.239,1.678,0.662,10.915,12.157,0.749,1.288,-0.044
38.2,2.092,1.743,0.554,10.874,11.987,0.833,1.202,-0.017
38.2,2.033,1.65,0.584,9.696,11.493,0.812,1.196,0.316
38.2,2.051,1.728,0.539,10.035,11.688,0.843,1.239,0.064
38.2,2.161,1.588,0.678,9.928,11.693,0.735,1.348,0.03
38.2,2.239,1.691,0.656,10.576,12.148,0.755,1.314,0.043
38.2,2.169,1.701,0.62,10.63,12.067,0.784,1.326,0.132
38.2,2.258,1.622,0.696,10.313,12.122,0.719,1.444,0.01
38.3,2.229,1.641,0.677,9.987,11.926,0.736,1.392,0.138
38.3,2.107,1.65,0.622,9.675,11.71,0.783,1.27,-0.028
38.3,2.442,1.587,0.76,9.843,12.043,0.65,1.467,-0.14
38.3,2.285,1.687,0.674,10.756,12.194,0.738,1.341,-0.038
38.3,1.997,1.822,0.41,9.866,11.59,0.912,1.122,0.04
38.3,2.178,1.73,0.607,10.859,12.201,0.794,1.28,-0.049
38.3,2.078,1.669,0.595,9.786,11.607,0.803,1.307,-0.006
38.3,2.313,1.65,0.701,10.572,12.183,0.713,1.378,0.154
38.3,2.08,1.691,0.582,9.377,11.392,0.813,1.13,-0.168
38.3,2.334,1.58,0.736,10.177,11.937,0.677,1.399,0.024
38.3,2.264,1.55,0.729,9.151,11.559,0.685,1.34,0.17
38.3,2.31,1.646,0.702,10.879,12.32,0.712,1.404,0.006
38.3,2.32,1.532,0.751,10.173,12.046,0.66,1.559,-0.005
38.3,2.161,1.732,0.598,10.682,12.004,0.802,1.27,-0.052
38.3,2.226,1.648,0.672,10.086,11.932,0.74,1.411,-0.092
38.3,2.243,1.646,0.679,10.519,12.059,0.734,1.313,-0.092
38.3,2.277,1.625,0.701,10.089,12.083,0.714,1.424,-0.028
38.3,2.234,1.525,0.731,9.718,11.681,0.683,1.49,-0.03
38.3,2.187,1.64,0.662,10.274,11.891,0.75,1.361,0.027
38.3,2.284,1.724,0.656,11.242,12.403,0.755,1.318,-0.033
38.3,2.257,1.607,0.702,10.424,12.0,0.712,1.413,-0.019
38.3,2.141,1.537,0.696,9.509,11.494,0.718,1.367,-0.068
38.3,2.127,1.59,0.664,9.241,11.481,0.747,1.313,-0.018
38.3,2.225,1.668,0.662,9.997,11.988,0.75,1.284,0.116
38.3,2.038,1.765,0.5,10.465,11.772,0.866,1.154,-0.026
38.3,2.181,1.788,0.572,10.843,12.2,0.82,1.252,0.103
38.3,2.283,1.649,0.691,10.754,12.301,0.722,1.472,-0.075
38.3,2.343,1.627,0.719,10.691,12.28,0.695,1.528,-0.07
38.3,2.19,1.602,0.682,10.045,11.782,0.732,1.378,0.171
38.3,2.375,1.682,0.706,9.762,11.949,0.708,1.289,0.106
38.3,2.295,1.58,0.725,10.416,12.01,0.688,1.427,0.114
38.3,2.065,1.648,0.603,9.712,11.564,0.798,1.206,0.195
38.3,2.229,1.764,0.611,11.565,12.435,0.791,1.253,0.002
38.3,2.207,1.728,0.622,10.544,12.025,0.783,1.276,0.009
38.3,2.208,1.71,0.633,10.959,12.297,0.774,1.26,0.052
38.3,2.23,1.509,0.736,9.344,11.743,0.677,1.43,0.13
38.3,2.4,1.441,0.8,10.18,12.07,0.6,1.591,-0.019
38.3,2.388,1.738,0.686,10.172,11.939,0.728,1.154,-0.017
38.3,2.173,1.773,0.578,10.614,12.09,0.816,1.308,-0.0
38.3,2.27,1.659,0.682,10.852,12.215,0.731,1.317,0.101
38.3,2.311,1.681,0.686,11.381,12.438,0.727,1.424,-0.07
38.3,2.224,1.69,0.65,10.644,12.136,0.76,1.315,0.057
38.3,2.251,1.736,0.637,10.773,12.275,0.771,1.305,0.048
38.3,2.246,1.701,0.653,10.502,12.173,0.757,1.346,-0.1
38.3,2.161,1.733,0.598,10.372,11.96,0.802,1.276,0.033
38.3,2.116,1.64,0.632,10.019,11.678,0.775,1.286,-0.023
38.3,1.852,1.605,0.499,8.088,10.59,0.867,1.271,0.082
38.3,2.254,1.666,0.674,10.773,12.128,0.739,1.307,0.102
38.3,2.367,1.502,0.773,9.971,11.893,0.635,1.452,0.09
38.3,2.347,1.554,0.75,10.201,11.991,0.662,1.437,-0.217
38.4,2.238,1.717,0.642,11.062,12.305,0.767,1.262,0.012
38.4,2.155,1.601,0.67,9.505,11.616,0.743,1.453,0.027
38.4,2.134,1.623,0.649,9.569,11.597,0.761,1.318,0.146
38.4,2.257,1.655,0.68,11.041,12.253,0.733,1.304,0.116
38.4,2.225,1.549,0.718,9.627,11.762,0.696,1.466,-0.183
38.4,2.231,1.674,0.661,10.674,12.094,0.75,1.417,-0.029
38.4,2.293,1.583,0.724,10.485,12.065,0.69,1.41,-0.044
38.4,2.342,1.583,0.737,10.627,12.217,0.676,1.54,0.1
38.4,2.23,1.599,0.697,9.802,11.777,0.717,1.358,0.154
38.4,2.192,1.64,0.664,9.908,11.834,0.748,1.29,0.211
38.4,2.134,1.796,0.54,10.81,12.161,0.842,1.261,-0.144
38.4,2.386,1.663,0.717,10.3,12.118,0.697,1.376,0.119
38.4,2.257,1.634,0.69,10.705,12.159,0.724,1.362,0.156
38.4,2.161,1.637,0.653,10.11,11.776,0.757,1.375,-0.049
38.4,2.091,1.505,0.694,8.976,11.124,0.72,1.432,-0.017
38.4,2.26,1.649,0.684,10.435,12.085,0.73,1.413,0.01
38.4,2.122,1.641,0.634,10.225,11.735,0.773,1.265,0.041
38.4,2.347,1.712,0.684,11.617,12.596,0.729,1.384,-0.034
38.4,2.312,1.669,0.692,11.141,12.335,0.722,1.408,0.079
38.4,2.061,1.738,0.537,9.796,11.676,0.844,1.157,-0.078
38.4,2.32,1.674,0.692,11.345,12.4,0.722,1.299,0.152
38.4,2.336,1.625,0.718,10.536,12.164,0.696,1.415,-0.094
38.4,2.111,1.701,0.592,10.55,11.863,0.806,1.222,-0.2
38.4,2.186,1.622,0.671,9.92,11.784,0.742,1.346,-0.106
38.4,2.243,1.665,0.67,11.0,12.267,0.742,1.317,-0.175
38.4,2.26,1.654,0.681,10.603,12.17,0.732,1.399,-0.064
38.4,2.224,1.74,0.623,11.157,12.266,0.782,1.321,0.074
38.4,2.291,1.753,0.644,11.303,12.438,0.765,1.227,-0.05
38.4,2.242,1.701,0.651,11.192,12.324,0.759,1.353,-0.012
38.4,2.325,1.734,0.666,10.878,12.355,0.746,1.322,-0.03
38.4,2.02,1.772,0.48,9.94,11.565,0.877,1.078,-0.175
38.4,2.194,1.677,0.645,10.451,11.992,0.764,1.226,-0.051
38.4,2.375,1.643,0.722,10.573,12.265,0.692,1.376,0.025
38.4,1.929,1.728,0.444,9.519,11.249,0.896,1.124,-0.0
38.4,2.317,1.661,0.697,10.319,12.202,0.717,1.389,-0.091
38.4,2.293,1.564,0.731,10.269,12.028,0.682,1.43,-0.06
38.4,2.273,1.694,0.667,10.25,12.028,0.745,1.322,-0.055
38.4,2.236,1.635,0.682,10.894,12.168,0.731,1.31,0.109
38.4,2.35,1.622,0.724,10.463,12.132,0.69,1.364,0.108
38.4,2.25,1.585,0.71,10.284,11.936,0.705,1.397,0.014
38.4,2.355,1.45,0.788,9.949,12.007,0.616,1.58,-0.087
38.4,2.184,1.6,0.681,10.054,11.802,0.733,1.25,-0.014
38.4,2.367,1.695,0.698,10.202,12.09,0.716,1.319,0.069
38.4,2.166,1.682,0.63,10.631,11.95,0.777,1.242,-0.072
38.4,2.209,1.662,0.659,10.664,12.059,0.752,1.277,0.084
38.4,2.228,1.638,0.678,10.43,11.98,0.735,1.336,0.024
38.4,2.163,1.552,0.697,9.006,11.285,0.717,1.376,0.059
38.4,2.251,1.727,0.641,11.338,12.346,0.767,1.24,0.074
38.4,2.434,1.525,0.78,9.641,11.725,0.626,1.321,0.054
38.4,2.301,1.749,0.65,11.357,12.486,0.76,1.296,-0.036
38.5,2.292,1.622,0.707,10.435,12.133,0.708,1.491,0.109
38.5,2.358,1.701,0.693,11.452,12.521,0.721,1.344,-0.02
38.5,2.247,1.696,0.656,11.127,12.295,0.755,1.327,0.007
38.5,2.29,1.697,0.671,10.615,12.228,0.741,1.36,0.141
38.5,2.21,1.683,0.648,10.629,12.065,0.761,1.297,-0.072
38.5,2.376,1.523,0.768,9.643,11.708,0.641,1.337,-0.13
38.5,2.222,1.558,0.713,9.461,11.662,0.701,1.545,-0.294
38.5,2.098,1.677,0.601,9.636,11.613,0.799,1.359,-0.159
38.5,2.224,1.749,0.618,10.972,12.239,0.786,1.281,0.005
38.5,2.286,1.642,0.696,10.407,12.047,0.719,1.4,-0.064
38.5,2.254,1.674,0.67,10.757,12.266,0.742,1.308,0.104
38.5,2.264,1.666,0.677,10.319,12.018,0.736,1.457,0.057
38.5,2.097,1.79,0.521,10.552,11.964,0.854,1.183,0.126
38.5,2.228,1.771,0.606,11.407,12.432,0.795,1.253,0.041
38.5,2.213,1.618,0.683,9.811,11.887,0.731,1.396,0.2
38.5,2.234,1.617,0.69,10.304,11.957,0.724,1.308,0.196
38.5,2.204,1.67,0.653,10.83,12.111,0.758,1.307,-0.197
38.5,2.301,1.629,0.706,10.848,12.251,0.708,1.447,0.041
38.5,2.283,1.667,0.683,10.253,12.103,0.73,1.406,0.272
38.5,2.19,1.735,0.61,10.907,12.159,0.792,1.236,-0.012
38.5,2.106,1.604,0.648,8.938,11.404,0.762,1.468,-0.018
38.5,2.261,1.718,0.65,10.697,12.202,0.76,1.339,0.129
38.5,2.084,1.765,0.532,10.736,11.945,0.847,1.22,0.006
38.5,2.215,1.761,0.606,11.071,12.243,0.795,1.311,0.13
38.5,2.295,1.608,0.713,9.464,11.803,0.701,1.451,-0.041
38.5,2.322,1.642,0.707,10.678,12.188,0.707,1.404,-0.08
38.5,2.315,1.698,0.68,10.775,12.266,0.733,1.327,0.105
38.5,2.389,1.655,0.721,10.325,12.332,0.693,1.439,-0.047
38.5,2.147,1.537,0.699,9.585,11.528,0.716,1.377,0.243
38.5,2.23,1.561,0.714,9.646,11.735,0.7,1.361,-0.016
38.5,2.198,1.716,0.625,10.197,12.083,0.781,1.352,0.139
38.5,2.202,1.615,0.68,10.235,11.902,0.733,1.359,-0.108
38.5,2.263,1.654,0.682,10.928,12.258,0.731,1.404,0.043
38.5,2.232,1.741,0.626,11.391,12.419,0.78,1.288,-0.12
38.5,2.287,1.712,0.663,11.105,12.363,0.749,1.402,0.044
38.5,2.364,1.604,0.734,11.083,12.388,0.679,1.504,-0.037
38.5,2.102,1.727,0.57,10.232,11.807,0.822,1.256,-0.063
38.5,1.967,1.63,0.56,8.811,10.989,0.829,1.166,-0.016
38.5,2.34,1.705,0.685,10.544,12.228,0.729,1.256,-0.017
38.5,2.233,1.719,0.638,10.594,12.045,0.77,1.255,-0.141
38.5,1.962,1.558,0.608,8.39,10.834,0.794,1.21,-0.388
38.5,2.237,1.655,0.673,10.856,12.193,0.74,1.302,0.098
38.5,2.283,1.6,0.713,10.145,12.074,0.701,1.493,0.036
38.5,2.324,1.51,0.76,10.204,12.02,0.65,1.459,-0.006
38.5,2.289,1.707,0.667,11.432,12.505,0.745,1.316,-0.013
38.5,2.232,1.729,0.633,10.565,12.072,0.774,1.327,0.035
38.5,2.413,1.64,0.733,11.006,12.426,0.68,1.448,-0.018
38.5,2.217,1.654,0.666,10.536,12.11,0.746,1.459,0.118
38.5,2.224,1.703,0.643,10.762,12.099,0.766,1.289,-0.118
38.5,2.171,1.703,0.62,10.192,11.894,0.785,1.23,-0.194
38.6,2.115,1.67,0.613,9.559,11.625,0.79,1.214,-0.09
38.6,2.137,1.743,0.579,10.704,11.989,0.816,1.222,-0.025
38.6,2.174,1.678,0.636,10.441,11.98,0.772,1.354,0.151
38.6,2.12,1.763,0.555,10.39,11.951,0.832,1.258,0.307
38.6,2.142,1.524,0.703,8.506,11.072,0.712,1.385,0.271
38.6,2.174,1.762,0.586,10.978,12.204,0.811,1.297,0.066
38.6,2.211,1.603,0.689,10.169,11.929,0.725,1.292,-0.208
38.6,2.292,1.642,0.698,10.952,12.288,0.716,1.398,0.005
38.6,2.24,1.596,0.702,10.419,11.998,0.712,1.407,-0.075
38.6,2.297,1.614,0.711,10.469,12.127,0.703,1.445,0.124
38.6,2.218,1.685,0.65,10.427,11.973,0.76,1.305,-0.234
38.6,2.244,1.736,0.634,11.446,12.447,0.774,1.315,0.027
38.6,2.207,1.777,0.593,10.668,12.261,0.805,1.299,-0.094
38.6,2.183,1.686,0.635,10.22,11.885,0.772,1.309,-0.1
38.6,2.28,1.662,0.685,10.76,12.17,0.729,1.414,0.224
38.6,2.201,1.711,0.629,10.974,12.176,0.777,1.317,-0.055
38.6,2.228,1.661,0.666,10.379,11.98,0.746,1.315,-0.169
38.6,2.168,1.714,0.612,10.692,12.104,0.791,1.31,0.068
38.6,2.192,1.698,0.632,10.591,11.99,0.775,1.289,0.203
38.6,2.255,1.619,0.696,9.996,11.912,0.718,1.414,-0.098
38.6,2.219,1.693,0.646,10.442,11.999,0.763,1.27,-0.156
38.6,2.274,1.557,0.729,10.062,11.851,0.684,1.427,0.009
38.6,2.275,1.624,0.7,11.005,12.241,0.714,1.412,-0.016
38.6,2.268,1.754,0.634,11.471,12.466,0.773,1.317,-0.141
38.6,2.252,1.625,0.693,10.355,12.018,0.721,1.408,0.034
38.6,2.203,1.574,0.7,10.204,11.765,0.714,1.403,0.05
38.6,2.246,1.772,0.615,11.557,12.451,0.789,1.257,0.046
38.6,2.254,1.661,0.676,10.781,12.21,0.737,1.367,0.076
38.6,2.158,1.719,0.604,10.686,12.004,0.797,1.267,0.133
38.6,2.113,1.474,0.717,8.746,11.081,0.698,1.482,-0.032
38.6,2.209,1.726,0.624,11.072,12.214,0.782,1.218,0.056
38.6,2.353,1.627,0.722,10.277,12.174,0.691,1.289,-0.14
38.6,2.4,1.555,0.762,10.468,12.204,0.648,1.468,0.118
38.6,2.24,1.796,0.598,11.319,12.388,0.802,1.241,-0.027
38.6,2.239,1.676,0.663,11.05,12.243,0.748,1.318,-0.076
38.6,2.317,1.578,0.732,10.487,12.121,0.681,1.505,0.002
38.6,2.304,1.717,0.667,10.868,12.271,0.745,1.323,-0.069
38.6,2.265,1.605,0.705,10.646,12.132,0.709,1.361,0.041
38.6,2.254,1.652,0.681,9.954,11.926,0.733,1.355,-0.225
38.6,2.21,1.627,0.677,10.574,12.059,0.736,1.263,-0.169
38.6,2.24,1.672,0.665,10.507,12.03,0.747,1.364,0.102
38.6,2.266,1.702,0.66,10.544,12.089,0.751,1.305,0.06
38.6,2.234,1.608,0.694,10.205,11.998,0.72,1.497,-0.008
38.6,2.208,1.745,0.613,10.678,12.132,0.79,1.321,-0.103
38.6,2.239,1.708,0.646,10.807,12.247,0.763,1.329,0.035
38.6,2.195,1.742,0.608,10.661,12.076,0.794,1.225,-0.159
38.6,2.293,1.74,0.651,11.581,12.551,0.759,1.42,-0.054
38.6,2.239,1.662,0.67,11.0,12.174,0.742,1.383,0.058
38.6,2.249,1.646,0.682,10.559,12.094,0.732,1.433,0.038
38.6,2.315,1.697,0.68,11.252,12.454,0.733,1.353,-0.082
38.7,2.091,1.704,0.58,10.212,11.751,0.815,1.296,-0.066
38.7,2.315,1.722,0.668,11.549,12.634,0.744,1.384,-0.036
38.7,2.257,1.738,0.638,10.928,12.237,0.77,1.17,0.026
38.7,2.26,1.721,0.648,11.115,12.416,0.762,1.305,-0.177
38.7,2.55,1.612,0.775,10.349,12.311,0.632,1.46,0.047
38.7,2.259,1.713,0.652,11.216,12.324,0.759,1.233,0.084
38.7,2.119,1.745,0.567,10.492,11.972,0.823,1.235,0.165
38.7,2.211,1.701,0.639,10.615,12.115,0.769,1.267,-0.179
38.7,2.225,1.636,0.678,10.015,11.876,0.735,1.344,0.193
38.7,2.234,1.602,0.697,10.702,12.072,0.717,1.35,0.047
38.7,2.135,1.691,0.611,10.204,11.803,0.792,1.278,0.194
