true_angle,semi_major_axis,semi_minor_axis,convex_hull_area,convex_hull_perimeter,max_distance,area_to_perimeter_ratio
0.1,1.521,1.489,6.929,9.426,3.048,0.735
0.1,1.519,1.496,6.862,9.386,3.067,0.731
0.1,1.535,1.496,6.941,9.442,3.059,0.735
0.1,1.508,1.501,6.835,9.399,3.043,0.727
0.1,1.512,1.485,6.88,9.387,3.09,0.733
0.1,1.532,1.47,6.755,9.35,3.045,0.722
0.1,1.531,1.48,6.889,9.416,3.077,0.732
0.1,1.522,1.515,7.083,9.521,3.082,0.744
0.1,1.524,1.512,7.037,9.483,3.064,0.742
0.1,1.524,1.463,6.842,9.356,3.041,0.731
0.1,1.525,1.485,6.903,9.398,3.054,0.735
0.1,1.529,1.491,6.98,9.443,3.081,0.739
0.1,1.502,1.494,6.883,9.386,3.05,0.733
0.1,1.516,1.491,6.896,9.41,3.082,0.733
0.1,1.504,1.491,6.859,9.382,3.037,0.731
0.1,1.531,1.508,6.929,9.464,3.076,0.732
0.1,1.508,1.47,6.769,9.328,3.058,0.726
0.1,1.505,1.501,6.968,9.455,3.071,0.737
0.1,1.52,1.487,6.858,9.409,3.058,0.729
0.1,1.507,1.476,6.793,9.331,3.025,0.728
0.1,1.528,1.463,6.854,9.372,3.063,0.731
0.1,1.51,1.485,6.85,9.379,3.042,0.73
0.2,1.513,1.455,6.663,9.263,3.044,0.719
0.2,1.532,1.523,6.995,9.494,3.088,0.737
0.2,1.533,1.494,6.968,9.47,3.09,0.736
0.2,1.512,1.503,6.968,9.44,3.052,0.738
0.2,1.53,1.503,7.004,9.485,3.078,0.738
0.2,1.528,1.495,6.953,9.45,3.066,0.736
0.2,1.535,1.451,6.709,9.312,3.057,0.721
0.2,1.549,1.486,6.957,9.456,3.095,0.736
0.2,1.534,1.474,6.868,9.408,3.064,0.73
0.2,1.534,1.479,6.804,9.393,3.094,0.724
0.2,1.526,1.468,6.737,9.335,3.048,0.722
0.2,1.509,1.483,6.845,9.363,3.086,0.731
0.2,1.527,1.483,6.837,9.388,3.089,0.728
0.2,1.517,1.497,6.866,9.425,3.063,0.729
0.2,1.554,1.478,6.958,9.462,3.078,0.735
0.2,1.532,1.483,6.808,9.386,3.082,0.725
0.2,1.502,1.5,6.885,9.403,3.098,0.732
0.2,1.507,1.5,6.687,9.334,3.08,0.716
0.2,1.497,1.478,6.677,9.331,3.077,0.716
0.2,1.524,1.503,6.893,9.404,3.074,0.733
0.2,1.533,1.469,6.874,9.41,3.08,0.73
0.2,1.523,1.498,6.926,9.462,3.091,0.732
0.2,1.512,1.47,6.774,9.375,3.094,0.723
0.2,1.519,1.466,6.701,9.294,3.043,0.721
0.2,1.518,1.481,6.813,9.366,3.052,0.727
0.2,1.519,1.506,7.012,9.471,3.062,0.74
0.2,1.528,1.5,6.955,9.457,3.076,0.735
0.2,1.512,1.47,6.722,9.339,3.092,0.72
0.2,1.513,1.499,6.825,9.369,3.056,0.729
0.2,1.513,1.486,6.828,9.366,3.049,0.729
0.2,1.511,1.5,6.89,9.408,3.063,0.732
0.2,1.5,1.499,6.891,9.385,3.056,0.734
0.2,1.532,1.504,6.988,9.47,3.101,0.738
0.2,1.516,1.491,6.871,9.394,3.04,0.731
0.2,1.537,1.472,6.726,9.357,3.068,0.719
0.2,1.518,1.491,6.832,9.364,3.045,0.73
0.2,1.515,1.462,6.724,9.306,3.066,0.723
0.2,1.54,1.493,6.942,9.448,3.085,0.735
0.2,1.524,1.485,6.854,9.392,3.078,0.73
0.2,1.519,1.497,6.934,9.449,3.094,0.734
0.2,1.514,1.497,6.925,9.415,3.066,0.735
0.2,1.531,1.507,6.972,9.46,3.047,0.737
0.2,1.519,1.482,6.81,9.366,3.059,0.727
0.2,1.525,1.482,6.845,9.394,3.076,0.729
0.2,1.521,1.493,6.951,9.424,3.066,0.738
0.2,1.525,1.506,6.989,9.467,3.06,0.738
0.2,1.538,1.494,7.005,9.473,3.079,0.739
0.2,1.523,1.483,6.879,9.409,3.089,0.731
0.2,1.495,1.476,6.651,9.254,3.008,0.719
0.2,1.512,1.5,6.927,9.42,3.079,0.735
0.3,1.517,1.508,6.943,9.45,3.065,0.735
0.3,1.505,1.495,6.865,9.407,3.051,0.73
0.3,1.523,1.495,6.928,9.424,3.087,0.735
0.3,1.537,1.467,6.861,9.388,3.078,0.731
0.3,1.517,1.49,6.797,9.375,3.064,0.725
0.3,1.528,1.484,6.884,9.407,3.055,0.732
0.3,1.528,1.497,6.993,9.479,3.09,0.738
0.3,1.501,1.488,6.805,9.378,3.076,0.726
0.3,1.533,1.509,7.0,9.484,3.077,0.738
0.3,1.514,1.497,6.907,9.414,3.061,0.734
0.3,1.526,1.498,6.868,9.417,3.074,0.729
0.3,1.538,1.492,6.888,9.439,3.081,0.73
0.3,1.507,1.488,6.836,9.365,3.038,0.73
0.3,1.501,1.484,6.658,9.285,3.064,0.717
0.3,1.511,1.492,6.713,9.349,3.066,0.718
0.3,1.509,1.492,6.873,9.389,3.094,0.732
0.3,1.529,1.455,6.829,9.359,3.059,0.73
0.3,1.539,1.494,6.893,9.441,3.075,0.73
0.3,1.54,1.44,6.682,9.297,3.081,0.719
0.3,1.525,1.503,6.909,9.43,3.085,0.733
0.3,1.525,1.489,6.899,9.411,3.076,0.733
0.3,1.517,1.498,6.876,9.433,3.076,0.729
0.3,1.537,1.506,7.03,9.497,3.071,0.74
0.3,1.519,1.486,6.821,9.376,3.051,0.728
0.3,1.516,1.504,6.866,9.419,3.084,0.729
0.3,1.533,1.492,6.974,9.466,3.079,0.737
0.3,1.523,1.49,6.787,9.38,3.055,0.724
0.3,1.507,1.5,6.823,9.381,3.048,0.727
0.3,1.515,1.48,6.765,9.343,3.071,0.724
0.3,1.533,1.502,6.909,9.457,3.088,0.731
0.3,1.526,1.494,6.786,9.385,3.093,0.723
0.3,1.552,1.468,6.874,9.421,3.079,0.73
0.3,1.511,1.499,6.866,9.405,3.066,0.73
0.3,1.509,1.5,6.916,9.417,3.07,0.734
0.3,1.544,1.491,6.834,9.419,3.092,0.726
0.3,1.521,1.482,6.841,9.386,3.055,0.729
0.3,1.534,1.5,6.943,9.455,3.067,0.734
0.3,1.534,1.511,7.048,9.506,3.078,0.741
0.3,1.51,1.504,6.867,9.391,3.036,0.731
0.3,1.53,1.465,6.882,9.415,3.075,0.731
0.3,1.497,1.473,6.616,9.243,3.048,0.716
0.3,1.536,1.504,6.846,9.43,3.065,0.726
0.3,1.539,1.467,6.749,9.355,3.079,0.721
0.3,1.532,1.461,6.808,9.35,3.075,0.728
0.3,1.533,1.487,6.989,9.455,3.08,0.739
0.3,1.531,1.467,6.846,9.396,3.09,0.729
0.3,1.519,1.512,6.937,9.442,3.066,0.735
0.3,1.518,1.496,6.825,9.409,3.078,0.725
0.3,1.532,1.499,6.917,9.439,3.059,0.733
0.3,1.512,1.479,6.749,9.346,3.083,0.722
0.4,1.509,1.454,6.545,9.226,3.039,0.709
0.4,1.515,1.492,6.877,9.405,3.078,0.731
0.4,1.524,1.476,6.804,9.374,3.064,0.726
0.4,1.531,1.509,6.997,9.482,3.082,0.738
0.4,1.536,1.468,6.87,9.396,3.078,0.731
0.4,1.532,1.495,6.831,9.404,3.061,0.726
0.4,1.507,1.478,6.702,9.309,3.022,0.72
0.4,1.525,1.485,6.704,9.332,3.048,0.718
0.4,1.525,1.487,6.799,9.386,3.064,0.724
0.4,1.532,1.483,6.736,9.358,3.088,0.72
0.4,1.552,1.497,6.969,9.488,3.1,0.735
0.4,1.541,1.443,6.678,9.302,3.071,0.718
0.4,1.503,1.47,6.663,9.301,3.051,0.716
0.4,1.513,1.483,6.835,9.374,3.037,0.729
0.4,1.522,1.478,6.817,9.363,3.065,0.728
0.4,1.494,1.484,6.749,9.32,3.027,0.724
0.4,1.53,1.49,6.934,9.439,3.065,0.735
0.4,1.529,1.483,6.948,9.426,3.065,0.737
0.4,1.537,1.459,6.743,9.37,3.084,0.72
0.4,1.53,1.497,7.013,9.479,3.069,0.74
0.4,1.501,1.472,6.675,9.291,3.042,0.718
0.4,1.531,1.48,6.909,9.416,3.073,0.734
0.4,1.541,1.471,6.889,9.426,3.084,0.731
0.4,1.512,1.453,6.713,9.281,3.069,0.723
0.4,1.514,1.491,6.837,9.394,3.045,0.728
0.4,1.53,1.485,6.842,9.409,3.075,0.727
0.4,1.496,1.488,6.69,9.307,3.012,0.719
0.4,1.529,1.488,6.923,9.428,3.066,0.734
0.4,1.539,1.49,6.909,9.421,3.054,0.733
0.4,1.526,1.483,6.81,9.4,3.071,0.724
0.4,1.526,1.473,6.705,9.36,3.086,0.716
0.4,1.5,1.491,6.701,9.326,3.059,0.719
0.4,1.561,1.493,6.87,9.45,3.099,0.727
0.4,1.513,1.48,6.823,9.356,3.07,0.729
0.4,1.539,1.495,6.833,9.426,3.079,0.725
0.4,1.531,1.488,6.949,9.432,3.064,0.737
0.4,1.537,1.5,7.063,9.505,3.075,0.743
0.4,1.507,1.505,6.902,9.415,3.065,0.733
0.4,1.511,1.502,6.998,9.474,3.08,0.739
0.4,1.521,1.476,6.705,9.314,3.067,0.72
0.4,1.533,1.519,7.042,9.509,3.076,0.741
0.4,1.522,1.49,6.925,9.423,3.071,0.735
0.4,1.529,1.468,6.863,9.373,3.085,0.732
0.4,1.499,1.494,6.684,9.3,3.057,0.719
0.4,1.507,1.484,6.862,9.415,3.067,0.729
0.4,1.526,1.49,6.934,9.455,3.07,0.733
0.4,1.516,1.476,6.78,9.348,3.062,0.725
0.4,1.528,1.472,6.831,9.372,3.084,0.729
0.4,1.542,1.454,6.852,9.379,3.093,0.73
0.4,1.53,1.502,6.996,9.464,3.093,0.739
0.5,1.546,1.46,6.849,9.384,3.088,0.73
0.5,1.521,1.485,6.744,9.355,3.056,0.721
0.5,1.513,1.495,6.884,9.411,3.065,0.732
0.5,1.544,1.432,6.745,9.332,3.087,0.723
0.5,1.524,1.499,6.96,9.465,3.077,0.735
0.5,1.515,1.473,6.759,9.336,3.03,0.724
0.5,1.512,1.507,6.811,9.387,3.042,0.726
0.5,1.517,1.497,6.949,9.436,3.09,0.736
0.5,1.53,1.5,6.965,9.457,3.072,0.736
0.5,1.517,1.497,6.915,9.44,3.088,0.733
0.5,1.508,1.488,6.718,9.337,3.047,0.719
0.5,1.519,1.483,6.906,9.404,3.057,0.734
0.5,1.504,1.492,6.765,9.343,3.057,0.724
0.5,1.503,1.491,6.759,9.352,3.059,0.723
0.5,1.519,1.508,6.975,9.453,3.082,0.738
0.5,1.524,1.469,6.837,9.38,3.062,0.729
0.5,1.522,1.496,6.95,9.448,3.062,0.736
0.5,1.548,1.44,6.838,9.366,3.059,0.73
0.5,1.539,1.471,6.809,9.402,3.078,0.724
0.5,1.526,1.472,6.889,9.393,3.062,0.733
0.5,1.519,1.507,6.868,9.422,3.07,0.729
0.5,1.539,1.52,7.149,9.567,3.082,0.747
0.5,1.52,1.482,6.792,9.38,3.065,0.724
0.5,1.53,1.516,7.097,9.544,3.094,0.744
0.5,1.531,1.497,6.96,9.46,3.083,0.736
0.5,1.514,1.494,6.794,9.382,3.064,0.724
0.5,1.52,1.511,6.921,9.449,3.069,0.732
0.5,1.529,1.483,6.91,9.421,3.073,0.733
0.5,1.531,1.505,6.973,9.466,3.105,0.737
0.5,1.534,1.455,6.777,9.346,3.061,0.725
0.5,1.545,1.467,6.767,9.363,3.071,0.723
0.5,1.549,1.494,6.955,9.47,3.1,0.734
0.5,1.535,1.51,6.935,9.471,3.076,0.732
0.5,1.536,1.49,6.997,9.472,3.085,0.739
0.5,1.52,1.488,6.821,9.4,3.065,0.726
0.5,1.519,1.501,7.001,9.46,3.063,0.74
0.5,1.524,1.463,6.794,9.321,3.068,0.729
0.5,1.533,1.51,6.98,9.476,3.101,0.737
0.5,1.524,1.495,6.888,9.411,3.075,0.732
0.5,1.54,1.507,7.018,9.517,3.094,0.737
0.5,1.523,1.491,6.865,9.399,3.062,0.73
0.5,1.529,1.466,6.718,9.338,3.065,0.719
0.5,1.522,1.513,6.915,9.452,3.067,0.732
0.5,1.531,1.472,6.894,9.401,3.059,0.733
0.5,1.52,1.494,6.963,9.443,3.07,0.737
0.5,1.536,1.465,6.797,9.363,3.061,0.726
0.5,1.535,1.518,7.121,9.537,3.084,0.747
0.5,1.525,1.477,6.839,9.397,3.069,0.728
0.5,1.538,1.476,6.854,9.401,3.071,0.729
0.5,1.557,1.455,6.901,9.402,3.086,0.734
0.6,1.515,1.492,6.801,9.375,3.077,0.725
0.6,1.51,1.437,6.58,9.242,3.078,0.712
0.6,1.512,1.488,6.782,9.35,3.053,0.725
0.6,1.539,1.5,6.91,9.445,3.067,0.732
0.6,1.531,1.491,6.85,9.412,3.065,0.728
0.6,1.522,1.476,6.921,9.426,3.078,0.734
0.6,1.524,1.474,6.749,9.33,3.045,0.723
0.6,1.531,1.509,7.052,9.503,3.081,0.742
0.6,1.514,1.493,6.814,9.366,3.069,0.727
0.6,1.523,1.483,6.792,9.378,3.065,0.724
0.6,1.51,1.494,6.831,9.388,3.051,0.728
0.6,1.514,1.497,6.982,9.453,3.074,0.739
0.6,1.53,1.498,7.034,9.47,3.088,0.743
0.6,1.526,1.477,6.861,9.392,3.072,0.731
0.6,1.54,1.474,6.866,9.399,3.075,0.73
0.6,1.524,1.497,6.961,9.461,3.092,0.736
0.6,1.529,1.479,6.915,9.427,3.074,0.734
0.6,1.512,1.466,6.617,9.251,3.062,0.715
0.6,1.497,1.427,6.454,9.187,3.079,0.702
0.6,1.537,1.487,6.922,9.447,3.078,0.733
0.6,1.522,1.483,6.879,9.398,3.06,0.732
0.6,1.515,1.478,6.778,9.349,3.042,0.725
0.6,1.524,1.503,7.025,9.483,3.072,0.741
0.6,1.536,1.5,7.022,9.475,3.073,0.741
0.6,1.515,1.498,6.888,9.414,3.061,0.732
0.6,1.519,1.504,6.877,9.418,3.088,0.73
0.6,1.528,1.486,6.822,9.396,3.079,0.726
0.6,1.527,1.493,6.896,9.426,3.07,0.732
0.6,1.545,1.506,6.819,9.427,3.086,0.723
0.6,1.515,1.486,6.76,9.383,3.085,0.72
0.6,1.513,1.473,6.813,9.341,3.057,0.729
0.6,1.532,1.504,6.934,9.458,3.092,0.733
0.6,1.515,1.497,6.834,9.407,3.088,0.727
0.6,1.526,1.499,6.996,9.463,3.079,0.739
0.6,1.527,1.41,6.495,9.187,3.046,0.707
0.6,1.521,1.487,6.742,9.355,3.053,0.721
0.6,1.516,1.469,6.859,9.369,3.08,0.732
0.6,1.508,1.466,6.766,9.323,3.054,0.726
0.6,1.536,1.506,6.939,9.478,3.092,0.732
0.6,1.528,1.5,6.952,9.444,3.08,0.736
0.6,1.527,1.482,6.924,9.403,3.083,0.736
0.6,1.525,1.478,6.842,9.407,3.083,0.727
0.6,1.534,1.506,6.884,9.447,3.074,0.729
0.6,1.537,1.484,6.898,9.443,3.097,0.73
0.6,1.521,1.51,7.047,9.493,3.068,0.742
0.6,1.542,1.463,6.822,9.391,3.072,0.726
0.6,1.532,1.494,6.889,9.441,3.087,0.73
0.6,1.524,1.519,7.025,9.49,3.062,0.74
0.6,1.514,1.505,6.867,9.416,3.067,0.729
0.6,1.524,1.511,7.029,9.487,3.081,0.741
0.7,1.521,1.455,6.658,9.301,3.065,0.716
0.7,1.526,1.498,6.913,9.432,3.065,0.733
0.7,1.509,1.471,6.691,9.331,3.044,0.717
0.7,1.522,1.504,6.903,9.422,3.061,0.733
0.7,1.526,1.472,6.794,9.355,3.074,0.726
0.7,1.55,1.476,6.974,9.461,3.101,0.737
0.7,1.534,1.502,6.941,9.455,3.061,0.734
0.7,1.528,1.483,6.899,9.399,3.061,0.734
0.7,1.519,1.448,6.725,9.306,3.045,0.723
0.7,1.547,1.493,6.987,9.477,3.082,0.737
0.7,1.517,1.49,6.875,9.396,3.081,0.732
0.7,1.529,1.481,6.75,9.359,3.064,0.721
0.7,1.542,1.486,6.868,9.406,3.071,0.73
0.7,1.526,1.483,6.807,9.395,3.084,0.725
0.7,1.533,1.462,6.814,9.354,3.084,0.728
0.7,1.508,1.481,6.855,9.363,3.052,0.732
0.7,1.539,1.475,6.757,9.361,3.065,0.722
0.7,1.528,1.492,6.871,9.425,3.085,0.729
0.7,1.517,1.464,6.69,9.289,3.039,0.72
0.7,1.517,1.491,6.907,9.403,3.059,0.735
0.7,1.518,1.473,6.763,9.339,3.036,0.724
0.7,1.52,1.514,7.008,9.482,3.084,0.739
0.7,1.509,1.501,6.985,9.434,3.036,0.74
0.7,1.514,1.498,6.821,9.381,3.046,0.727
0.7,1.508,1.466,6.661,9.287,3.024,0.717
0.7,1.501,1.488,6.779,9.347,3.061,0.725
0.7,1.544,1.44,6.748,9.323,3.077,0.724
0.7,1.531,1.496,6.911,9.438,3.072,0.732
0.7,1.519,1.517,6.918,9.452,3.074,0.732
0.7,1.512,1.499,6.68,9.346,3.042,0.715
0.7,1.521,1.482,6.875,9.394,3.051,0.732
0.7,1.541,1.482,6.918,9.455,3.078,0.732
0.7,1.541,1.467,6.738,9.346,3.077,0.721
0.7,1.53,1.499,6.937,9.455,3.062,0.734
0.7,1.533,1.497,6.968,9.454,3.083,0.737
0.7,1.517,1.484,6.741,9.326,3.059,0.723
0.7,1.505,1.481,6.812,9.342,3.043,0.729
0.7,1.517,1.497,6.94,9.453,3.072,0.734
0.7,1.544,1.451,6.792,9.37,3.071,0.725
0.7,1.503,1.487,6.674,9.317,3.057,0.716
0.7,1.513,1.464,6.724,9.309,3.093,0.722
0.7,1.533,1.47,6.773,9.347,3.047,0.725
0.7,1.532,1.498,6.884,9.422,3.077,0.731
0.7,1.529,1.486,6.85,9.382,3.086,0.73
0.7,1.524,1.488,6.837,9.385,3.073,0.729
0.7,1.531,1.525,7.024,9.512,3.085,0.738
0.7,1.539,1.484,6.934,9.455,3.075,0.733
0.7,1.55,1.445,6.803,9.378,3.089,0.725
0.7,1.527,1.491,6.931,9.435,3.066,0.735
0.7,1.533,1.482,6.854,9.397,3.083,0.729
0.8,1.534,1.503,7.004,9.475,3.083,0.739
0.8,1.533,1.485,6.799,9.386,3.071,0.724
0.8,1.506,1.486,6.829,9.381,3.078,0.728
0.8,1.518,1.501,6.923,9.433,3.075,0.734
0.8,1.543,1.489,6.991,9.483,3.085,0.737
0.8,1.537,1.496,7.029,9.479,3.084,0.742
0.8,1.517,1.511,6.852,9.423,3.079,0.727
0.8,1.52,1.483,6.814,9.373,3.064,0.727
0.8,1.508,1.496,6.815,9.359,3.04,0.728
0.8,1.521,1.503,6.806,9.388,3.052,0.725
0.8,1.521,1.502,6.903,9.429,3.063,0.732
0.8,1.527,1.467,6.848,9.404,3.1,0.728
0.8,1.5,1.495,6.782,9.352,3.076,0.725
0.8,1.545,1.479,6.79,9.384,3.08,0.724
0.8,1.542,1.474,6.851,9.409,3.089,0.728
0.8,1.552,1.45,6.892,9.392,3.089,0.734
0.8,1.522,1.498,6.925,9.439,3.064,0.734
0.8,1.523,1.451,6.795,9.326,3.063,0.729
0.8,1.532,1.482,6.857,9.406,3.067,0.729
0.8,1.518,1.461,6.695,9.305,3.072,0.719
0.8,1.543,1.49,7.004,9.482,3.086,0.739
0.8,1.552,1.493,7.115,9.536,3.078,0.746
0.8,1.529,1.449,6.769,9.313,3.079,0.727
0.8,1.507,1.497,6.863,9.404,3.071,0.73
0.8,1.516,1.492,6.878,9.411,3.087,0.731
0.8,1.521,1.493,6.885,9.416,3.085,0.731
0.8,1.527,1.505,6.948,9.451,3.071,0.735
0.8,1.521,1.515,7.008,9.474,3.076,0.74
0.8,1.526,1.499,6.873,9.419,3.092,0.73
0.8,1.528,1.485,6.953,9.445,3.083,0.736
0.8,1.524,1.497,6.825,9.409,3.074,0.725
0.8,1.521,1.457,6.754,9.325,3.095,0.724
0.8,1.517,1.494,6.904,9.419,3.086,0.733
0.8,1.516,1.468,6.788,9.335,3.038,0.727
0.8,1.522,1.489,6.886,9.402,3.075,0.732
0.8,1.512,1.496,6.935,9.44,3.06,0.735
0.8,1.529,1.488,6.93,9.419,3.077,0.736
0.8,1.533,1.481,6.937,9.429,3.079,0.736
0.8,1.516,1.492,6.764,9.343,3.064,0.724
0.8,1.534,1.494,6.95,9.445,3.082,0.736
0.8,1.503,1.491,6.697,9.311,3.045,0.719
0.8,1.549,1.449,6.724,9.345,3.071,0.72
0.8,1.488,1.467,6.632,9.255,3.043,0.717
0.8,1.535,1.507,6.998,9.492,3.085,0.737
0.8,1.536,1.479,6.873,9.412,3.076,0.73
0.8,1.526,1.508,7.035,9.477,3.072,0.742
0.8,1.542,1.477,6.9,9.435,3.077,0.731
0.8,1.516,1.483,6.777,9.353,3.056,0.725
0.8,1.512,1.489,6.907,9.408,3.066,0.734
0.8,1.524,1.484,6.907,9.413,3.073,0.734
0.9,1.543,1.494,6.89,9.432,3.071,0.73
0.9,1.524,1.515,7.05,9.495,3.073,0.743
0.9,1.532,1.485,6.889,9.416,3.064,0.732
0.9,1.515,1.466,6.753,9.339,3.062,0.723
0.9,1.537,1.489,6.904,9.441,3.082,0.731
0.9,1.508,1.477,6.818,9.358,3.063,0.729
0.9,1.524,1.451,6.663,9.268,3.032,0.719
0.9,1.545,1.427,6.68,9.301,3.066,0.718
0.9,1.507,1.468,6.68,9.29,3.058,0.719
0.9,1.505,1.45,6.602,9.209,3.012,0.717
0.9,1.535,1.48,6.886,9.396,3.086,0.733
0.9,1.522,1.487,6.955,9.457,3.065,0.735
0.9,1.52,1.487,6.77,9.379,3.078,0.722
0.9,1.541,1.501,7.017,9.507,3.092,0.738
0.9,1.529,1.477,6.882,9.403,3.055,0.732
0.9,1.541,1.502,7.059,9.511,3.089,0.742
0.9,1.517,1.487,6.872,9.409,3.094,0.73
0.9,1.556,1.485,6.784,9.406,3.086,0.721
0.9,1.507,1.495,6.748,9.357,3.06,0.721
0.9,1.543,1.496,7.02,9.477,3.081,0.741
0.9,1.523,1.503,6.894,9.42,3.067,0.732
0.9,1.528,1.492,6.908,9.414,3.08,0.734
0.9,1.497,1.482,6.718,9.315,3.035,0.721
0.9,1.544,1.489,6.846,9.403,3.081,0.728
0.9,1.524,1.486,6.838,9.387,3.076,0.728
0.9,1.514,1.49,6.894,9.406,3.067,0.733
0.9,1.544,1.45,6.719,9.329,3.098,0.72
0.9,1.523,1.477,6.829,9.387,3.08,0.728
0.9,1.519,1.49,6.714,9.353,3.066,0.718
0.9,1.551,1.481,6.943,9.442,3.064,0.735
0.9,1.53,1.509,6.939,9.482,3.09,0.732
0.9,1.547,1.475,6.961,9.468,3.084,0.735
0.9,1.543,1.478,6.888,9.436,3.085,0.73
0.9,1.534,1.51,6.854,9.446,3.072,0.726
0.9,1.518,1.481,6.836,9.377,3.074,0.729
0.9,1.535,1.502,7.036,9.497,3.096,0.741
0.9,1.554,1.442,6.764,9.336,3.069,0.724
0.9,1.525,1.505,6.939,9.463,3.073,0.733
0.9,1.537,1.477,6.913,9.425,3.071,0.733
0.9,1.519,1.484,6.799,9.384,3.09,0.725
0.9,1.507,1.488,6.729,9.324,3.032,0.722
0.9,1.53,1.478,6.929,9.413,3.075,0.736
0.9,1.537,1.479,6.811,9.39,3.079,0.725
0.9,1.517,1.502,6.911,9.438,3.066,0.732
0.9,1.523,1.505,6.926,9.452,3.091,0.733
