true_angle,semi_major_axis,semi_minor_axis,convex_hull_area,convex_hull_perimeter,max_distance,area_to_perimeter_ratio
0.3,0.896,0.842,2.242,5.415,1.807,0.414
0.3,0.887,0.863,2.315,5.483,1.792,0.422
0.3,0.88,0.866,2.264,5.427,1.792,0.417
0.3,0.893,0.857,2.29,5.449,1.787,0.42
0.3,0.877,0.86,2.259,5.403,1.76,0.418
0.3,0.893,0.865,2.316,5.476,1.806,0.423
0.3,0.895,0.845,2.261,5.41,1.789,0.418
0.3,0.901,0.858,2.268,5.449,1.805,0.416
0.3,0.901,0.869,2.365,5.509,1.797,0.429
0.3,0.895,0.848,2.274,5.421,1.788,0.419
0.3,0.878,0.872,2.309,5.449,1.787,0.424
0.3,0.89,0.876,2.332,5.494,1.809,0.425
0.3,0.893,0.856,2.308,5.462,1.812,0.423
0.3,0.891,0.87,2.358,5.498,1.789,0.429
0.3,0.901,0.831,2.256,5.407,1.807,0.417
0.3,0.895,0.882,2.313,5.51,1.809,0.42
0.3,0.893,0.877,2.376,5.522,1.799,0.43
0.3,0.895,0.87,2.354,5.505,1.8,0.428
0.3,0.887,0.873,2.329,5.485,1.794,0.425
0.3,0.907,0.855,2.334,5.493,1.801,0.425
0.3,0.893,0.869,2.342,5.496,1.798,0.426
0.3,0.894,0.863,2.331,5.487,1.807,0.425
0.3,0.902,0.85,2.276,5.442,1.785,0.418
0.3,0.89,0.857,2.281,5.449,1.797,0.419
0.8,0.885,0.872,2.339,5.485,1.799,0.426
0.8,0.91,0.843,2.319,5.488,1.808,0.423
0.8,0.886,0.865,2.291,5.444,1.788,0.421
0.8,0.872,0.865,2.265,5.416,1.78,0.418
0.8,0.889,0.878,2.389,5.533,1.793,0.432
0.8,0.892,0.872,2.357,5.508,1.806,0.428
0.8,0.872,0.858,2.27,5.411,1.77,0.419
0.8,0.899,0.885,2.367,5.531,1.801,0.428
0.8,0.89,0.854,2.297,5.445,1.801,0.422
0.8,0.896,0.85,2.208,5.398,1.791,0.409
0.8,0.897,0.876,2.312,5.498,1.815,0.42
0.8,0.894,0.886,2.359,5.538,1.808,0.426
0.8,0.877,0.861,2.278,5.421,1.768,0.42
0.8,0.888,0.862,2.299,5.454,1.806,0.421
0.8,0.898,0.857,2.351,5.495,1.79,0.428
0.8,0.886,0.87,2.355,5.496,1.801,0.428
0.8,0.883,0.844,2.22,5.374,1.772,0.413
0.8,0.894,0.858,2.284,5.457,1.788,0.418
0.8,0.901,0.854,2.309,5.471,1.793,0.422
0.8,0.892,0.865,2.326,5.478,1.812,0.425
0.8,0.895,0.887,2.4,5.562,1.802,0.431
0.8,0.873,0.872,2.266,5.43,1.771,0.417
0.8,0.894,0.877,2.326,5.5,1.807,0.423
0.8,0.89,0.882,2.375,5.523,1.791,0.43
0.8,0.887,0.873,2.36,5.504,1.794,0.429
0.8,0.908,0.872,2.376,5.53,1.811,0.43
0.8,0.892,0.866,2.344,5.503,1.801,0.426
0.8,0.895,0.87,2.345,5.488,1.782,0.427
0.8,0.898,0.854,2.33,5.494,1.796,0.424
0.8,0.889,0.874,2.362,5.505,1.802,0.429
0.8,0.868,0.859,2.25,5.399,1.781,0.417
0.8,0.888,0.88,2.365,5.525,1.797,0.428
0.8,0.891,0.85,2.307,5.46,1.795,0.423
0.8,0.897,0.864,2.308,5.473,1.798,0.422
0.8,0.866,0.861,2.252,5.414,1.777,0.416
0.8,0.879,0.859,2.263,5.416,1.801,0.418
0.8,0.889,0.866,2.311,5.478,1.793,0.422
0.8,0.89,0.85,2.307,5.447,1.793,0.424
0.8,0.896,0.86,2.337,5.493,1.808,0.425
0.8,0.887,0.853,2.26,5.427,1.786,0.416
0.8,0.897,0.883,2.417,5.557,1.798,0.435
0.8,0.888,0.881,2.394,5.54,1.803,0.432
0.8,0.882,0.859,2.269,5.42,1.779,0.419
0.8,0.886,0.863,2.298,5.473,1.785,0.42
0.8,0.899,0.844,2.289,5.43,1.802,0.422
0.8,0.887,0.865,2.321,5.471,1.793,0.424
0.8,0.903,0.865,2.346,5.515,1.802,0.425
0.8,0.896,0.878,2.395,5.542,1.807,0.432
0.8,0.899,0.872,2.375,5.528,1.795,0.43
0.8,0.892,0.88,2.332,5.499,1.802,0.424
1.2,0.891,0.864,2.31,5.492,1.807,0.421
1.2,0.917,0.852,2.33,5.505,1.815,0.423
1.2,0.895,0.851,2.33,5.465,1.801,0.426
1.2,0.895,0.871,2.27,5.457,1.807,0.416
1.2,0.898,0.848,2.256,5.432,1.792,0.415
1.2,0.902,0.854,2.338,5.494,1.812,0.426
1.2,0.89,0.857,2.292,5.449,1.79,0.421
1.2,0.888,0.87,2.328,5.48,1.786,0.425
1.2,0.877,0.856,2.268,5.437,1.775,0.417
1.2,0.9,0.867,2.347,5.498,1.786,0.427
1.2,0.906,0.865,2.371,5.53,1.804,0.429
1.2,0.891,0.861,2.29,5.448,1.798,0.42
1.2,0.883,0.876,2.338,5.498,1.785,0.425
1.2,0.882,0.868,2.29,5.455,1.78,0.42
1.2,0.886,0.878,2.342,5.508,1.808,0.425
1.2,0.892,0.884,2.397,5.547,1.806,0.432
1.2,0.88,0.876,2.314,5.485,1.807,0.422
1.2,0.885,0.869,2.341,5.485,1.798,0.427
1.2,0.893,0.866,2.31,5.464,1.799,0.423
1.2,0.876,0.872,2.275,5.44,1.781,0.418
1.2,0.906,0.856,2.282,5.455,1.796,0.418
1.2,0.898,0.862,2.311,5.473,1.811,0.422
1.2,0.89,0.859,2.291,5.463,1.809,0.419
1.2,0.883,0.873,2.321,5.469,1.781,0.424
1.2,0.899,0.851,2.329,5.466,1.796,0.426
1.2,0.893,0.875,2.4,5.535,1.808,0.434
1.2,0.893,0.867,2.369,5.515,1.798,0.43
1.2,0.887,0.851,2.266,5.415,1.79,0.418
1.2,0.903,0.853,2.339,5.498,1.797,0.425
1.2,0.888,0.874,2.343,5.493,1.783,0.427
1.2,0.889,0.87,2.323,5.468,1.781,0.425
1.2,0.901,0.884,2.434,5.578,1.803,0.436
1.2,0.896,0.846,2.289,5.437,1.783,0.421
1.2,0.885,0.854,2.293,5.447,1.784,0.421
1.2,0.884,0.866,2.26,5.431,1.788,0.416
1.2,0.883,0.862,2.303,5.463,1.774,0.422
1.2,0.878,0.848,2.249,5.387,1.784,0.417
1.2,0.878,0.839,2.223,5.348,1.748,0.416
1.2,0.895,0.868,2.333,5.498,1.8,0.424
1.2,0.891,0.855,2.287,5.44,1.797,0.42
1.2,0.903,0.881,2.386,5.548,1.816,0.43
1.2,0.901,0.868,2.368,5.515,1.807,0.429
1.2,0.895,0.84,2.22,5.387,1.778,0.412
1.2,0.896,0.884,2.371,5.544,1.814,0.428
1.2,0.891,0.882,2.339,5.5,1.791,0.425
1.2,0.894,0.872,2.363,5.513,1.806,0.429
1.2,0.896,0.867,2.332,5.5,1.795,0.424
1.2,0.902,0.831,2.282,5.422,1.81,0.421
1.2,0.893,0.862,2.302,5.464,1.789,0.421
1.2,0.883,0.874,2.325,5.467,1.78,0.425
1.0,0.883,0.876,2.337,5.492,1.796,0.426
1.0,0.887,0.837,2.218,5.367,1.767,0.413
1.0,0.888,0.869,2.316,5.484,1.808,0.422
1.0,0.891,0.841,2.256,5.393,1.785,0.418
1.0,0.883,0.855,2.29,5.457,1.797,0.42
1.0,0.9,0.858,2.306,5.47,1.805,0.422
1.0,0.885,0.872,2.344,5.506,1.783,0.426
1.0,0.901,0.86,2.324,5.483,1.794,0.424
1.0,0.896,0.878,2.378,5.523,1.794,0.431
1.0,0.886,0.885,2.359,5.525,1.795,0.427
1.0,0.887,0.868,2.346,5.486,1.784,0.428
1.0,0.902,0.872,2.383,5.543,1.8,0.43
1.0,0.884,0.837,2.245,5.386,1.761,0.417
1.0,0.9,0.859,2.303,5.465,1.801,0.421
1.0,0.889,0.872,2.341,5.494,1.801,0.426
1.0,0.893,0.866,2.322,5.486,1.803,0.423
1.0,0.902,0.843,2.329,5.47,1.806,0.426
1.0,0.905,0.836,2.236,5.417,1.796,0.413
1.0,0.894,0.868,2.339,5.497,1.803,0.425
1.0,0.902,0.86,2.312,5.484,1.787,0.422
1.0,0.898,0.867,2.361,5.508,1.802,0.429
1.0,0.894,0.875,2.31,5.477,1.78,0.422
1.0,0.893,0.857,2.319,5.484,1.798,0.423
1.0,0.882,0.872,2.318,5.472,1.801,0.424
1.0,0.897,0.849,2.301,5.455,1.786,0.422
1.0,0.9,0.857,2.32,5.485,1.795,0.423
1.0,0.88,0.864,2.222,5.396,1.754,0.412
1.0,0.897,0.849,2.314,5.464,1.793,0.423
1.0,0.895,0.848,2.274,5.416,1.772,0.42
1.0,0.877,0.846,2.237,5.39,1.781,0.415
1.0,0.896,0.868,2.303,5.465,1.792,0.421
1.0,0.905,0.839,2.328,5.475,1.798,0.425
1.0,0.881,0.855,2.29,5.442,1.816,0.421
1.0,0.886,0.877,2.348,5.49,1.796,0.428
1.0,0.892,0.862,2.32,5.47,1.797,0.424
1.0,0.897,0.882,2.39,5.553,1.81,0.43
1.0,0.914,0.856,2.312,5.486,1.797,0.421
1.0,0.892,0.844,2.245,5.409,1.784,0.415
1.0,0.891,0.868,2.358,5.505,1.804,0.428
1.0,0.89,0.874,2.376,5.523,1.799,0.43
1.0,0.891,0.884,2.38,5.535,1.812,0.43
1.0,0.889,0.865,2.331,5.482,1.784,0.425
1.0,0.888,0.877,2.351,5.512,1.806,0.426
1.0,0.893,0.858,2.332,5.479,1.811,0.426
1.0,0.896,0.866,2.334,5.496,1.798,0.425
1.0,0.9,0.823,2.24,5.38,1.79,0.416
1.0,0.892,0.891,2.347,5.52,1.792,0.425
1.0,0.895,0.857,2.283,5.457,1.808,0.418
1.0,0.902,0.863,2.334,5.479,1.796,0.426
1.0,0.912,0.836,2.281,5.44,1.789,0.419
1.3,0.89,0.884,2.38,5.53,1.803,0.43
1.3,0.896,0.872,2.335,5.484,1.798,0.426
1.3,0.891,0.836,2.24,5.397,1.78,0.415
1.3,0.882,0.866,2.31,5.463,1.791,0.423
1.3,0.898,0.867,2.361,5.502,1.8,0.429
1.3,0.905,0.858,2.33,5.492,1.795,0.424
1.3,0.892,0.853,2.323,5.458,1.794,0.426
1.3,0.897,0.879,2.35,5.513,1.801,0.426
1.3,0.893,0.88,2.388,5.535,1.805,0.432
1.3,0.889,0.873,2.341,5.495,1.793,0.426
1.3,0.895,0.875,2.357,5.517,1.807,0.427
1.3,0.89,0.869,2.353,5.491,1.792,0.429
1.3,0.876,0.861,2.29,5.439,1.801,0.421
1.3,0.889,0.858,2.265,5.436,1.784,0.417
1.3,0.894,0.876,2.407,5.542,1.798,0.434
1.3,0.892,0.872,2.359,5.512,1.798,0.428
1.3,0.899,0.865,2.371,5.53,1.801,0.429
1.3,0.888,0.884,2.361,5.519,1.792,0.428
1.3,0.889,0.873,2.379,5.512,1.794,0.432
1.3,0.894,0.879,2.38,5.538,1.801,0.43
1.3,0.885,0.862,2.297,5.454,1.788,0.421
1.3,0.891,0.861,2.33,5.474,1.792,0.426
1.3,0.896,0.867,2.325,5.488,1.794,0.424
1.3,0.896,0.847,2.308,5.446,1.791,0.424
1.3,0.889,0.881,2.365,5.515,1.797,0.429
1.3,0.905,0.874,2.37,5.529,1.8,0.429
1.3,0.896,0.891,2.423,5.577,1.804,0.434
1.3,0.89,0.846,2.247,5.41,1.787,0.415
1.3,0.887,0.869,2.353,5.496,1.804,0.428
1.3,0.89,0.875,2.335,5.5,1.795,0.424
1.3,0.897,0.872,2.333,5.496,1.798,0.425
1.3,0.892,0.882,2.352,5.511,1.788,0.427
1.3,0.891,0.867,2.316,5.487,1.808,0.422
1.3,0.898,0.854,2.321,5.485,1.798,0.423
1.3,0.889,0.852,2.307,5.443,1.796,0.424
1.3,0.897,0.853,2.293,5.467,1.795,0.419
1.3,0.89,0.871,2.353,5.498,1.804,0.428
1.3,0.882,0.823,2.211,5.332,1.768,0.415
1.3,0.902,0.859,2.311,5.477,1.813,0.422
1.3,0.896,0.864,2.337,5.503,1.8,0.425
1.3,0.885,0.871,2.355,5.492,1.788,0.429
1.3,0.891,0.857,2.3,5.444,1.789,0.422
1.3,0.885,0.861,2.281,5.454,1.782,0.418
1.3,0.896,0.859,2.321,5.465,1.789,0.425
1.3,0.886,0.87,2.267,5.441,1.786,0.417
1.3,0.89,0.864,2.333,5.485,1.786,0.425
1.3,0.886,0.875,2.349,5.501,1.788,0.427
1.3,0.89,0.868,2.385,5.527,1.804,0.432
1.3,0.889,0.883,2.378,5.522,1.789,0.431
1.3,0.891,0.88,2.36,5.511,1.777,0.428
1.4,0.887,0.87,2.328,5.494,1.8,0.424
1.4,0.888,0.879,2.342,5.506,1.792,0.425
1.4,0.899,0.843,2.304,5.449,1.777,0.423
1.4,0.887,0.87,2.356,5.498,1.798,0.429
1.4,0.902,0.864,2.358,5.513,1.803,0.428
1.4,0.895,0.868,2.329,5.483,1.78,0.425
1.4,0.892,0.883,2.361,5.521,1.789,0.428
1.4,0.884,0.867,2.259,5.425,1.785,0.416
1.4,0.897,0.872,2.321,5.499,1.803,0.422
1.4,0.873,0.857,2.237,5.387,1.766,0.415
1.4,0.886,0.877,2.323,5.477,1.785,0.424
1.4,0.882,0.871,2.324,5.473,1.811,0.425
1.4,0.889,0.861,2.304,5.455,1.792,0.422
1.4,0.89,0.869,2.33,5.491,1.807,0.424
1.4,0.901,0.877,2.366,5.529,1.798,0.428
1.4,0.908,0.849,2.343,5.486,1.81,0.427
1.4,0.896,0.885,2.366,5.536,1.807,0.427
1.4,0.892,0.868,2.323,5.48,1.812,0.424
1.4,0.889,0.857,2.313,5.457,1.777,0.424
1.4,0.888,0.865,2.312,5.486,1.809,0.421
1.4,0.88,0.865,2.308,5.443,1.796,0.424
1.4,0.873,0.865,2.279,5.428,1.786,0.42
1.4,0.898,0.862,2.333,5.487,1.803,0.425
1.4,0.9,0.862,2.348,5.499,1.802,0.427
1.4,0.892,0.868,2.315,5.487,1.809,0.422
1.4,0.889,0.865,2.332,5.473,1.792,0.426
1.4,0.907,0.866,2.349,5.504,1.794,0.427
1.4,0.875,0.864,2.277,5.428,1.766,0.419
1.4,0.895,0.887,2.376,5.543,1.805,0.429
1.4,0.896,0.867,2.351,5.502,1.794,0.427
1.4,0.89,0.853,2.221,5.385,1.788,0.412
1.4,0.891,0.867,2.34,5.491,1.785,0.426
1.4,0.889,0.852,2.224,5.391,1.789,0.413
1.4,0.893,0.879,2.379,5.526,1.786,0.43
1.4,0.893,0.862,2.286,5.469,1.803,0.418
1.4,0.89,0.86,2.287,5.446,1.789,0.42
1.4,0.895,0.868,2.337,5.5,1.809,0.425
1.4,0.897,0.876,2.38,5.527,1.799,0.431
1.4,0.886,0.834,2.261,5.421,1.781,0.417
1.4,0.891,0.883,2.336,5.503,1.8,0.424
1.4,0.896,0.869,2.374,5.522,1.8,0.43
1.4,0.898,0.883,2.388,5.541,1.811,0.431
1.4,0.894,0.884,2.35,5.525,1.8,0.425
1.4,0.884,0.858,2.289,5.437,1.79,0.421
1.4,0.901,0.849,2.325,5.477,1.793,0.424
1.4,0.883,0.873,2.344,5.483,1.774,0.427
1.4,0.888,0.867,2.308,5.465,1.805,0.422
1.4,0.903,0.865,2.367,5.518,1.815,0.429
1.4,0.888,0.874,2.355,5.503,1.807,0.428
1.4,0.892,0.882,2.355,5.513,1.792,0.427
1.5,0.909,0.855,2.334,5.487,1.812,0.425
1.5,0.883,0.863,2.287,5.445,1.783,0.42
1.5,0.896,0.871,2.34,5.493,1.797,0.426
1.5,0.891,0.879,2.352,5.516,1.812,0.426
1.5,0.887,0.872,2.329,5.482,1.798,0.425
1.5,0.88,0.855,2.247,5.397,1.761,0.416
1.5,0.907,0.859,2.341,5.504,1.809,0.425
1.5,0.887,0.877,2.34,5.5,1.794,0.425
1.5,0.883,0.864,2.285,5.433,1.781,0.421
1.5,0.889,0.861,2.312,5.469,1.789,0.423
1.5,0.893,0.872,2.331,5.497,1.803,0.424
1.5,0.885,0.827,2.194,5.338,1.767,0.411
1.5,0.894,0.859,2.279,5.452,1.789,0.418
1.5,0.899,0.88,2.397,5.563,1.808,0.431
1.5,0.891,0.842,2.252,5.405,1.799,0.417
1.5,0.886,0.868,2.337,5.478,1.8,0.427
1.5,0.893,0.871,2.368,5.539,1.812,0.428
1.5,0.886,0.876,2.261,5.438,1.788,0.416
1.5,0.892,0.876,2.355,5.518,1.8,0.427
1.5,0.885,0.858,2.288,5.456,1.782,0.419
1.5,0.888,0.872,2.322,5.488,1.797,0.423
1.5,0.889,0.871,2.344,5.501,1.804,0.426
1.5,0.893,0.861,2.318,5.473,1.792,0.423
1.5,0.894,0.852,2.302,5.46,1.802,0.422
1.5,0.898,0.854,2.328,5.473,1.779,0.425
1.5,0.879,0.869,2.321,5.473,1.782,0.424
1.5,0.894,0.871,2.364,5.523,1.805,0.428
1.5,0.9,0.863,2.32,5.481,1.796,0.423
1.5,0.884,0.862,2.303,5.45,1.799,0.423
1.5,0.887,0.861,2.289,5.445,1.784,0.42
1.5,0.898,0.883,2.39,5.546,1.804,0.431
1.5,0.892,0.863,2.327,5.479,1.798,0.425
1.5,0.894,0.87,2.32,5.491,1.798,0.423
1.5,0.883,0.844,2.24,5.399,1.772,0.415
1.5,0.899,0.86,2.339,5.487,1.796,0.426
1.5,0.901,0.872,2.4,5.546,1.807,0.433
1.5,0.886,0.872,2.32,5.476,1.8,0.424
1.5,0.885,0.875,2.32,5.468,1.801,0.424
1.5,0.881,0.858,2.268,5.412,1.77,0.419
1.5,0.902,0.865,2.341,5.5,1.801,0.426
1.5,0.901,0.849,2.279,5.433,1.788,0.42
1.5,0.892,0.866,2.325,5.488,1.814,0.424
1.5,0.893,0.864,2.29,5.463,1.804,0.419
1.5,0.886,0.875,2.294,5.46,1.8,0.42
1.5,0.887,0.881,2.37,5.532,1.8,0.428
