true_angle,semi_major_axis,semi_minor_axis,convex_hull_area,convex_hull_perimeter,max_distance,area_to_perimeter_ratio
0.1,0.889,0.86,2.109,5.347,1.758,0.394
0.1,0.902,0.812,1.933,5.191,1.759,0.372
0.1,0.847,0.823,1.972,5.162,1.737,0.382
0.1,0.882,0.83,1.977,5.2,1.762,0.38
0.1,0.878,0.829,2.093,5.253,1.761,0.398
0.1,0.909,0.75,1.92,5.087,1.784,0.377
0.1,0.891,0.722,1.793,5.014,1.771,0.358
0.1,0.841,0.738,1.365,4.574,1.705,0.298
0.1,0.804,0.793,1.774,4.906,1.636,0.362
0.1,0.867,0.826,1.965,5.217,1.752,0.377
0.1,0.863,0.816,1.982,5.143,1.707,0.385
0.1,0.874,0.857,2.077,5.303,1.782,0.392
0.1,0.906,0.791,2.071,5.241,1.769,0.395
0.1,0.854,0.798,1.879,5.042,1.705,0.373
0.1,0.866,0.709,1.622,4.791,1.717,0.338
0.1,0.9,0.857,2.15,5.369,1.798,0.4
0.1,0.867,0.801,1.875,5.12,1.756,0.366
0.1,0.82,0.738,1.709,4.835,1.691,0.353
0.1,0.864,0.789,1.888,5.04,1.686,0.375
0.1,0.856,0.762,1.754,4.966,1.729,0.353
0.1,0.876,0.825,2.007,5.192,1.728,0.387
0.1,0.864,0.837,2.065,5.237,1.733,0.394
0.1,0.923,0.799,2.011,5.21,1.757,0.386
0.1,0.875,0.758,1.862,5.032,1.721,0.37
0.1,0.862,0.789,1.989,5.118,1.706,0.389
0.1,0.88,0.83,1.996,5.248,1.789,0.38
0.1,0.849,0.788,1.924,5.035,1.68,0.382
0.1,0.882,0.837,2.149,5.317,1.784,0.404
0.2,0.886,0.799,2.054,5.192,1.738,0.396
0.2,0.887,0.828,2.141,5.321,1.773,0.402
0.2,0.873,0.802,2.025,5.168,1.751,0.392
0.2,0.915,0.815,2.101,5.31,1.803,0.396
0.2,0.929,0.73,1.891,5.07,1.744,0.373
0.2,0.892,0.826,2.077,5.27,1.803,0.394
0.2,0.871,0.856,2.2,5.361,1.764,0.41
0.2,0.844,0.837,2.034,5.179,1.693,0.393
0.2,0.828,0.773,1.667,4.838,1.636,0.345
0.2,0.878,0.835,2.141,5.32,1.744,0.402
0.2,0.876,0.728,1.764,4.896,1.736,0.36
0.2,0.868,0.811,2.006,5.164,1.715,0.388
0.2,0.881,0.761,1.949,5.1,1.741,0.382
0.2,0.906,0.864,2.124,5.361,1.785,0.396
0.2,0.866,0.773,1.971,5.097,1.744,0.387
0.2,0.865,0.796,1.928,5.094,1.698,0.379
0.2,0.906,0.768,1.968,5.124,1.766,0.384
0.2,0.87,0.808,1.903,5.091,1.696,0.374
0.2,0.869,0.822,2.001,5.188,1.756,0.386
0.2,0.873,0.806,2.048,5.254,1.78,0.39
0.2,0.853,0.77,1.843,5.052,1.793,0.365
0.2,0.875,0.856,2.064,5.276,1.759,0.391
0.2,0.847,0.691,1.664,4.741,1.699,0.351
0.2,0.872,0.812,2.004,5.206,1.76,0.385
0.2,0.865,0.814,1.946,5.138,1.747,0.379
0.2,0.895,0.659,1.648,4.758,1.725,0.346
0.2,0.892,0.812,2.091,5.273,1.792,0.397
0.2,0.898,0.848,2.036,5.3,1.8,0.384
0.2,0.846,0.819,1.951,5.127,1.704,0.381
0.2,0.874,0.843,2.081,5.268,1.751,0.395
0.2,0.875,0.853,2.172,5.361,1.769,0.405
0.2,0.869,0.822,1.977,5.179,1.775,0.382
0.2,0.896,0.721,1.851,5.018,1.732,0.369
0.2,0.868,0.73,1.865,4.975,1.752,0.375
0.2,0.874,0.782,1.907,5.069,1.717,0.376
0.2,0.88,0.827,2.04,5.23,1.783,0.39
0.2,0.85,0.767,1.94,5.069,1.741,0.383
0.2,0.894,0.819,1.972,5.218,1.786,0.378
0.2,0.903,0.843,2.201,5.389,1.777,0.408
0.2,0.877,0.843,2.081,5.28,1.75,0.394
0.2,0.825,0.799,1.869,5.017,1.689,0.373
0.2,0.883,0.824,2.06,5.249,1.764,0.392
0.2,0.88,0.768,1.918,5.074,1.714,0.378
0.2,0.814,0.786,1.762,4.937,1.714,0.357
0.2,0.9,0.736,1.915,5.055,1.788,0.379
0.2,0.875,0.829,2.096,5.251,1.77,0.399
0.2,0.859,0.84,2.092,5.271,1.767,0.397
0.2,0.93,0.742,1.859,5.055,1.766,0.368
0.2,0.873,0.799,1.906,5.154,1.716,0.37
0.2,0.853,0.767,1.767,4.937,1.668,0.358
0.3,0.85,0.723,1.769,4.876,1.688,0.363
0.3,0.885,0.83,2.057,5.288,1.765,0.389
0.3,0.835,0.751,1.772,4.899,1.728,0.362
0.3,0.847,0.827,2.008,5.169,1.717,0.388
0.3,0.877,0.79,1.926,5.15,1.743,0.374
0.3,0.892,0.843,2.105,5.318,1.757,0.396
0.3,0.882,0.779,1.978,5.156,1.803,0.384
0.3,0.923,0.779,2.085,5.259,1.794,0.396
0.3,0.875,0.81,2.095,5.251,1.766,0.399
0.3,0.875,0.852,2.142,5.339,1.768,0.401
0.3,0.924,0.804,2.008,5.277,1.767,0.381
0.3,0.891,0.714,1.657,4.857,1.679,0.341
0.3,0.888,0.798,1.95,5.136,1.715,0.38
0.3,0.895,0.838,2.053,5.276,1.76,0.389
0.3,0.893,0.828,1.974,5.214,1.781,0.379
0.3,0.877,0.835,2.02,5.226,1.75,0.386
0.3,0.838,0.829,1.781,4.999,1.658,0.356
0.3,0.864,0.842,2.097,5.282,1.734,0.397
0.3,0.878,0.848,2.153,5.337,1.768,0.403
0.3,0.891,0.823,2.106,5.311,1.761,0.397
0.3,0.932,0.659,1.715,4.913,1.796,0.349
0.3,0.913,0.752,1.924,5.107,1.794,0.377
0.3,0.846,0.746,1.741,4.868,1.67,0.358
0.3,0.859,0.829,1.988,5.173,1.715,0.384
0.3,0.888,0.842,2.037,5.278,1.796,0.386
0.3,0.866,0.804,2.031,5.178,1.725,0.392
0.3,0.888,0.827,2.045,5.263,1.743,0.389
0.3,0.857,0.848,2.043,5.243,1.757,0.39
0.3,0.881,0.717,1.83,4.964,1.727,0.369
0.3,0.918,0.709,1.792,4.973,1.77,0.36
0.3,0.913,0.793,2.003,5.244,1.776,0.382
0.3,0.918,0.731,1.829,5.009,1.72,0.365
0.3,0.867,0.821,2.086,5.25,1.759,0.397
0.3,0.892,0.83,2.17,5.328,1.765,0.407
0.3,0.774,0.703,1.556,4.593,1.585,0.339
0.3,0.901,0.754,1.819,5.042,1.767,0.361
0.3,0.887,0.801,1.787,5.061,1.734,0.353
0.3,0.859,0.789,1.811,5.058,1.721,0.358
0.3,0.874,0.741,1.802,4.954,1.752,0.364
0.3,0.863,0.819,1.96,5.167,1.707,0.379
0.3,0.876,0.819,2.048,5.219,1.76,0.392
0.3,0.893,0.758,1.973,5.126,1.788,0.385
0.3,0.831,0.784,1.918,5.023,1.69,0.382
0.3,0.798,0.748,1.649,4.779,1.609,0.345
0.3,0.906,0.822,2.09,5.325,1.776,0.393
0.3,0.781,0.76,1.681,4.773,1.576,0.352
0.3,0.9,0.766,1.84,5.02,1.695,0.367
0.3,0.885,0.846,2.127,5.334,1.797,0.399
0.3,0.91,0.775,1.923,5.126,1.763,0.375
0.3,0.898,0.756,2.051,5.172,1.776,0.397
0.4,0.855,0.828,1.952,5.138,1.755,0.38
0.4,0.913,0.835,2.03,5.283,1.803,0.384
0.4,0.781,0.675,1.421,4.446,1.583,0.319
0.4,0.887,0.816,2.106,5.284,1.804,0.399
0.4,0.872,0.837,2.063,5.244,1.744,0.393
0.4,0.893,0.762,1.95,5.116,1.761,0.381
0.4,0.918,0.789,1.946,5.166,1.795,0.377
0.4,0.857,0.785,1.922,5.092,1.78,0.377
0.4,0.827,0.762,1.864,4.953,1.687,0.376
0.4,0.916,0.766,1.935,5.142,1.792,0.376
0.4,0.875,0.759,1.798,4.966,1.751,0.362
0.4,0.859,0.803,1.949,5.103,1.695,0.382
0.4,0.865,0.782,1.9,5.059,1.719,0.376
0.4,0.895,0.8,1.815,5.077,1.772,0.357
0.4,0.766,0.74,1.58,4.654,1.6,0.34
0.4,0.905,0.767,2.02,5.186,1.786,0.39
0.4,0.866,0.787,1.984,5.131,1.768,0.387
0.4,0.91,0.831,2.033,5.288,1.797,0.384
0.4,0.887,0.75,1.922,5.066,1.747,0.379
0.4,0.828,0.823,1.902,5.072,1.699,0.375
0.4,0.892,0.706,1.671,4.847,1.718,0.345
0.4,0.858,0.852,2.03,5.238,1.719,0.388
0.4,0.88,0.811,2.04,5.229,1.756,0.39
0.4,0.87,0.803,1.927,5.098,1.714,0.378
0.4,0.872,0.823,2.034,5.213,1.751,0.39
0.4,0.979,0.713,1.496,4.732,1.683,0.316
0.4,0.889,0.851,2.221,5.393,1.784,0.412
0.4,0.858,0.806,1.999,5.142,1.733,0.389
0.4,0.83,0.814,1.842,5.036,1.711,0.366
0.4,0.862,0.744,1.887,4.98,1.688,0.379
0.4,0.837,0.767,1.827,4.994,1.709,0.366
0.4,0.859,0.807,1.963,5.133,1.778,0.382
0.4,0.842,0.809,1.901,5.062,1.689,0.375
0.4,0.872,0.838,1.973,5.195,1.765,0.38
0.4,0.878,0.815,2.06,5.248,1.776,0.393
0.4,0.852,0.753,1.868,4.98,1.723,0.375
0.4,0.866,0.825,2.049,5.22,1.721,0.392
0.4,0.838,0.803,1.913,5.066,1.727,0.378
0.4,0.836,0.796,1.875,5.069,1.752,0.37
0.4,0.901,0.831,2.008,5.245,1.801,0.383
0.4,0.925,0.761,1.774,4.965,1.698,0.357
0.4,0.88,0.798,2.014,5.184,1.76,0.389
0.4,0.864,0.818,2.048,5.205,1.751,0.393
0.4,0.844,0.841,2.027,5.209,1.738,0.389
0.4,0.888,0.75,1.913,5.056,1.747,0.378
0.4,0.894,0.816,1.992,5.228,1.765,0.381
0.4,0.794,0.785,1.832,4.943,1.664,0.371
0.4,0.863,0.85,2.066,5.243,1.761,0.394
0.4,0.879,0.834,2.072,5.276,1.757,0.393
0.4,0.868,0.814,1.93,5.133,1.736,0.376
0.5,0.913,0.821,2.117,5.318,1.778,0.398
0.5,0.861,0.839,2.062,5.26,1.75,0.392
0.5,0.906,0.821,2.129,5.325,1.787,0.4
0.5,0.878,0.726,1.802,4.939,1.764,0.365
0.5,0.874,0.772,1.906,5.084,1.741,0.375
0.5,0.875,0.821,2.002,5.203,1.768,0.385
0.5,0.903,0.782,1.966,5.163,1.798,0.381
0.5,0.848,0.82,2.005,5.168,1.728,0.388
0.5,0.881,0.754,1.75,4.976,1.709,0.352
0.5,0.882,0.806,2.054,5.235,1.757,0.392
0.5,0.881,0.835,2.073,5.27,1.782,0.393
0.5,0.898,0.787,1.902,5.118,1.746,0.372
0.5,0.91,0.752,1.766,5.008,1.768,0.353
0.5,0.866,0.741,1.734,4.861,1.716,0.357
0.5,0.883,0.776,1.892,5.066,1.754,0.373
0.5,0.848,0.802,1.918,5.13,1.763,0.374
0.5,0.875,0.819,2.079,5.267,1.79,0.395
0.5,0.861,0.728,1.695,4.863,1.725,0.349
0.5,0.881,0.813,2.076,5.253,1.762,0.395
0.5,0.837,0.731,1.73,4.84,1.686,0.357
0.5,0.85,0.81,1.869,5.046,1.684,0.37
0.5,0.855,0.844,2.059,5.314,1.812,0.387
0.5,0.846,0.799,1.876,5.033,1.695,0.373
0.5,0.841,0.815,1.968,5.121,1.756,0.384
0.5,0.849,0.844,2.112,5.262,1.732,0.401
0.5,0.886,0.781,1.721,4.934,1.742,0.349
0.5,0.867,0.754,1.811,4.991,1.679,0.363
0.5,0.878,0.745,1.74,4.924,1.705,0.353
0.5,0.801,0.732,1.635,4.703,1.557,0.348
0.5,0.946,0.749,1.848,5.071,1.774,0.364
0.5,0.858,0.817,1.967,5.144,1.743,0.382
0.5,1.024,0.692,1.848,5.099,1.767,0.362
0.5,0.869,0.728,1.752,4.908,1.69,0.357
0.5,0.853,0.836,1.978,5.219,1.733,0.379
0.5,0.847,0.701,1.694,4.797,1.72,0.353
0.5,0.863,0.739,1.741,4.894,1.717,0.356
0.5,0.864,0.823,2.061,5.248,1.743,0.393
0.5,0.825,0.818,1.93,5.158,1.794,0.374
0.5,0.861,0.773,1.885,5.072,1.738,0.372
0.5,0.878,0.709,1.709,4.863,1.722,0.352
0.5,0.82,0.742,1.728,4.817,1.605,0.359
0.5,0.856,0.815,1.932,5.134,1.765,0.376
0.5,0.864,0.791,1.945,5.118,1.729,0.38
0.5,0.864,0.828,2.085,5.244,1.795,0.398
0.5,0.931,0.762,1.79,5.042,1.741,0.355
0.5,0.864,0.772,1.953,5.105,1.759,0.383
0.5,0.823,0.791,1.844,4.981,1.661,0.37
0.5,0.869,0.835,2.133,5.309,1.794,0.402
0.5,0.853,0.751,1.833,4.976,1.739,0.368
0.5,0.866,0.775,1.925,5.066,1.718,0.38
0.6,0.928,0.699,1.784,4.953,1.735,0.36
0.6,0.916,0.814,2.065,5.274,1.745,0.391
0.6,0.863,0.77,1.93,5.077,1.729,0.38
0.6,0.859,0.856,2.049,5.263,1.741,0.389
0.6,0.905,0.748,1.795,5.019,1.736,0.358
0.6,0.886,0.827,1.982,5.2,1.77,0.381
0.6,0.866,0.747,1.824,4.994,1.716,0.365
0.6,0.871,0.756,1.724,4.934,1.713,0.349
0.6,0.886,0.766,1.81,5.029,1.728,0.36
0.6,0.818,0.77,1.785,4.911,1.627,0.363
0.6,0.872,0.79,1.994,5.162,1.748,0.386
0.6,0.858,0.816,1.959,5.153,1.745,0.38
0.6,0.882,0.824,2.098,5.3,1.794,0.396
0.6,0.888,0.813,2.071,5.255,1.788,0.394
0.6,0.892,0.796,2.036,5.215,1.77,0.39
0.6,0.866,0.766,1.89,5.022,1.723,0.376
0.6,0.923,0.844,2.259,5.464,1.791,0.413
0.6,0.858,0.821,1.953,5.12,1.692,0.381
0.6,0.885,0.852,2.109,5.333,1.78,0.395
0.6,0.886,0.836,2.078,5.274,1.749,0.394
0.6,0.909,0.857,2.171,5.378,1.771,0.404
0.6,0.851,0.753,1.841,4.968,1.747,0.371
0.6,0.883,0.757,1.946,5.111,1.722,0.381
0.6,0.862,0.806,1.94,5.167,1.789,0.375
0.6,0.928,0.792,2.06,5.27,1.791,0.391
0.6,0.858,0.832,1.989,5.184,1.734,0.384
0.6,0.857,0.756,1.808,4.99,1.733,0.362
0.6,0.915,0.736,1.747,4.936,1.714,0.354
0.6,0.839,0.817,1.989,5.119,1.682,0.389
0.6,0.885,0.83,2.024,5.247,1.759,0.386
0.6,0.827,0.75,1.735,4.885,1.717,0.355
0.6,0.871,0.834,2.139,5.286,1.736,0.405
0.6,0.829,0.798,1.875,4.999,1.669,0.375
0.6,0.859,0.759,1.819,4.989,1.767,0.365
0.6,0.866,0.758,1.899,5.062,1.772,0.375
0.6,0.856,0.821,1.925,5.162,1.757,0.373
0.6,0.939,0.739,1.956,5.169,1.777,0.378
0.6,0.995,0.739,1.744,4.996,1.759,0.349
0.6,0.888,0.778,1.986,5.181,1.788,0.383
0.6,0.855,0.793,1.954,5.071,1.707,0.385
0.6,0.892,0.731,1.864,5.032,1.754,0.37
0.6,0.882,0.863,2.073,5.308,1.782,0.39
0.6,0.906,0.778,1.999,5.179,1.788,0.386
0.6,0.877,0.727,1.722,4.887,1.726,0.352
0.6,0.901,0.794,2.113,5.256,1.746,0.402
0.6,0.894,0.774,1.961,5.142,1.768,0.381
0.6,0.893,0.839,2.089,5.287,1.76,0.395
0.6,0.873,0.847,2.056,5.256,1.751,0.391
0.6,0.887,0.782,1.984,5.167,1.754,0.384
0.6,0.865,0.827,2.024,5.209,1.773,0.389
0.7,0.885,0.814,1.903,5.178,1.764,0.367
0.7,0.87,0.802,1.991,5.185,1.741,0.384
0.7,0.829,0.802,1.921,5.054,1.674,0.38
0.7,0.883,0.842,1.965,5.218,1.777,0.377
0.7,0.891,0.823,1.926,5.15,1.719,0.374
0.7,0.876,0.801,1.969,5.163,1.777,0.381
0.7,0.876,0.573,1.45,4.547,1.769,0.319
0.7,0.888,0.852,2.106,5.317,1.755,0.396
0.7,0.855,0.788,1.867,5.029,1.687,0.371
0.7,0.834,0.78,1.873,5.033,1.714,0.372
0.7,0.852,0.785,1.95,5.115,1.803,0.381
0.7,0.89,0.79,2.029,5.188,1.751,0.391
0.7,0.859,0.839,1.99,5.181,1.74,0.384
0.7,0.855,0.726,1.776,4.911,1.742,0.362
0.7,0.907,0.76,1.942,5.108,1.797,0.38
0.7,0.892,0.734,1.811,4.972,1.669,0.364
0.7,0.789,0.736,1.547,4.654,1.556,0.332
0.7,0.846,0.83,2.009,5.194,1.738,0.387
0.7,0.888,0.846,2.148,5.341,1.79,0.402
0.7,0.869,0.782,1.932,5.078,1.743,0.38
0.7,0.862,0.712,1.721,4.841,1.722,0.356
0.7,0.9,0.81,1.997,5.214,1.735,0.383
0.7,0.9,0.842,2.231,5.411,1.793,0.412
0.7,0.865,0.768,1.889,5.037,1.766,0.375
0.7,0.831,0.816,1.931,5.072,1.709,0.381
0.7,0.888,0.756,1.833,5.011,1.752,0.366
0.7,0.909,0.801,2.098,5.266,1.764,0.398
0.7,0.893,0.857,2.168,5.379,1.78,0.403
0.7,0.883,0.832,2.183,5.341,1.784,0.409
0.7,0.889,0.807,2.038,5.213,1.78,0.391
0.7,0.875,0.828,2.029,5.228,1.742,0.388
0.7,0.888,0.83,1.965,5.213,1.788,0.377
0.7,0.887,0.799,2.053,5.22,1.746,0.393
0.7,0.87,0.84,2.042,5.237,1.756,0.39
0.7,0.846,0.826,1.947,5.114,1.721,0.381
0.7,0.867,0.821,2.022,5.187,1.726,0.39
0.7,0.917,0.767,1.949,5.147,1.748,0.379
0.7,0.913,0.809,1.849,5.111,1.718,0.362
0.7,0.917,0.691,1.724,4.928,1.729,0.35
0.7,0.875,0.791,1.833,5.024,1.707,0.365
0.7,0.889,0.836,2.114,5.324,1.79,0.397
0.7,0.882,0.806,1.976,5.159,1.752,0.383
0.7,0.871,0.849,2.027,5.235,1.773,0.387
0.7,0.847,0.835,2.07,5.217,1.699,0.397
0.7,0.902,0.819,2.126,5.325,1.793,0.399
0.7,0.967,0.708,1.799,5.022,1.785,0.358
0.7,0.918,0.716,1.757,4.926,1.731,0.357
0.7,0.906,0.684,1.649,4.825,1.68,0.342
0.7,0.914,0.792,1.907,5.144,1.77,0.371
0.7,0.833,0.733,1.515,4.685,1.617,0.323
0.8,0.858,0.818,1.938,5.12,1.741,0.378
0.8,0.894,0.85,2.16,5.36,1.795,0.403
0.8,0.855,0.827,2.005,5.172,1.706,0.388
0.8,0.864,0.751,1.807,4.96,1.701,0.364
0.8,0.92,0.756,1.875,5.08,1.79,0.369
0.8,0.901,0.837,2.092,5.296,1.769,0.395
0.8,0.876,0.75,1.788,4.953,1.693,0.361
0.8,0.872,0.83,2.132,5.293,1.76,0.403
0.8,0.874,0.759,1.896,5.04,1.796,0.376
0.8,0.879,0.74,1.806,4.961,1.757,0.364
0.8,0.892,0.782,1.951,5.12,1.783,0.381
0.8,0.883,0.753,1.855,5.055,1.733,0.367
0.8,0.892,0.79,2.035,5.242,1.765,0.388
0.8,0.888,0.793,1.962,5.136,1.786,0.382
0.8,0.824,0.786,1.803,4.942,1.709,0.365
0.8,0.866,0.802,2.014,5.169,1.711,0.39
0.8,0.883,0.84,2.08,5.276,1.786,0.394
0.8,0.904,0.788,1.993,5.183,1.77,0.385
0.8,0.855,0.781,1.755,4.936,1.676,0.356
0.8,0.891,0.842,2.151,5.34,1.784,0.403
0.8,0.893,0.813,2.12,5.295,1.755,0.4
0.8,0.863,0.79,1.83,5.001,1.732,0.366
0.8,0.883,0.824,2.016,5.213,1.755,0.387
0.8,0.835,0.774,1.741,4.871,1.625,0.357
0.8,0.836,0.804,1.787,5.002,1.693,0.357
0.8,0.882,0.829,2.114,5.313,1.745,0.398
0.8,0.905,0.774,1.915,5.102,1.719,0.375
0.8,0.896,0.795,2.037,5.239,1.779,0.389
0.8,0.882,0.805,1.967,5.155,1.786,0.382
0.8,0.901,0.75,1.743,4.972,1.749,0.351
0.8,0.893,0.76,1.92,5.124,1.76,0.375
0.8,0.866,0.794,2.021,5.157,1.716,0.392
0.8,0.887,0.754,1.968,5.141,1.813,0.383
0.8,0.892,0.823,2.055,5.249,1.798,0.392
0.8,0.896,0.764,1.799,5.002,1.733,0.36
0.8,0.875,0.776,1.82,5.017,1.652,0.363
0.8,0.871,0.814,2.054,5.2,1.724,0.395
0.8,0.876,0.851,2.102,5.303,1.772,0.396
0.8,0.854,0.728,1.643,4.831,1.774,0.34
0.8,0.894,0.766,1.914,5.085,1.715,0.376
0.8,0.881,0.766,1.823,5.044,1.777,0.361
0.8,0.846,0.815,1.971,5.154,1.695,0.382
0.8,0.864,0.818,1.996,5.183,1.724,0.385
0.8,0.95,0.784,1.966,5.209,1.744,0.377
0.8,0.894,0.798,2.082,5.241,1.766,0.397
0.8,0.834,0.82,1.96,5.146,1.758,0.381
0.8,0.876,0.767,1.894,5.089,1.748,0.372
0.8,0.881,0.78,1.877,5.075,1.767,0.37
0.8,0.849,0.834,1.919,5.117,1.725,0.375
0.8,0.864,0.827,2.019,5.204,1.778,0.388
0.9,0.866,0.837,2.027,5.21,1.763,0.389
0.9,0.828,0.82,2.039,5.155,1.708,0.395
0.9,0.878,0.828,2.003,5.229,1.757,0.383
0.9,0.884,0.748,1.961,5.099,1.765,0.384
0.9,0.848,0.787,1.927,5.057,1.711,0.381
0.9,0.856,0.765,1.774,4.984,1.726,0.356
0.9,0.881,0.797,1.913,5.117,1.7,0.374
0.9,0.933,0.723,1.834,5.02,1.752,0.365
0.9,0.887,0.787,1.993,5.166,1.787,0.386
0.9,0.859,0.801,1.958,5.128,1.707,0.382
0.9,0.835,0.801,1.953,5.107,1.688,0.382
0.9,0.876,0.83,2.012,5.21,1.765,0.386
0.9,0.826,0.73,1.559,4.659,1.638,0.335
0.9,0.908,0.802,1.914,5.124,1.7,0.374
0.9,0.848,0.801,1.983,5.115,1.705,0.388
0.9,0.859,0.764,1.866,4.978,1.683,0.375
0.9,0.877,0.832,1.909,5.157,1.728,0.37
0.9,0.886,0.806,2.01,5.223,1.792,0.385
0.9,0.873,0.736,1.863,4.984,1.752,0.374
0.9,0.867,0.808,1.895,5.135,1.743,0.369
0.9,0.906,0.83,2.154,5.355,1.803,0.402
0.9,0.87,0.824,1.99,5.184,1.719,0.384
0.9,0.904,0.806,2.148,5.303,1.796,0.405
0.9,0.819,0.738,1.714,4.823,1.734,0.355
0.9,0.822,0.799,1.843,5.026,1.723,0.367
0.9,0.852,0.801,1.91,5.113,1.752,0.374
0.9,0.888,0.796,2.002,5.172,1.77,0.387
0.9,0.864,0.755,1.803,4.974,1.765,0.362
0.9,0.86,0.83,2.015,5.178,1.738,0.389
0.9,0.852,0.792,1.888,5.017,1.672,0.376
0.9,0.907,0.824,2.173,5.324,1.766,0.408
0.9,0.906,0.833,2.063,5.275,1.755,0.391
0.9,0.9,0.786,1.954,5.209,1.779,0.375
0.9,0.866,0.78,1.884,5.043,1.691,0.374
0.9,0.841,0.739,1.775,4.895,1.747,0.363
0.9,0.894,0.741,1.824,5.012,1.732,0.364
0.9,0.833,0.799,1.888,5.044,1.695,0.374
0.9,0.83,0.795,1.908,5.021,1.667,0.38
0.9,0.842,0.819,1.883,5.085,1.723,0.37
0.9,0.845,0.788,1.657,4.87,1.649,0.34
0.9,0.844,0.795,1.927,5.054,1.712,0.381
0.9,0.896,0.8,2.071,5.247,1.781,0.395
0.9,0.876,0.794,1.99,5.139,1.715,0.387
0.9,0.906,0.822,2.006,5.227,1.742,0.384
0.9,0.869,0.775,1.876,5.023,1.715,0.374
