true_angle,mean_x,mean_y,std_x,std_y,skew_x,skew_y,kurt_x,kurt_y,mean_distance,max_distance,hull_area,hull_perimeter
8.3,2.998,0.068,0.559,0.576,-0.082,-0.195,-0.611,-0.492,1.004,2.57,4.043,6.413
8.3,2.903,-0.007,0.523,0.587,-0.214,-0.109,0.122,-0.157,0.967,2.62,4.622,7.088
8.3,2.937,-0.073,0.566,0.6,-0.293,-0.091,-0.235,-0.571,1.033,2.623,4.571,7.223
8.3,2.962,0.165,0.57,0.549,0.016,0.013,-0.607,-0.569,0.988,2.576,4.091,7.118
8.4,2.818,-0.096,0.639,0.568,-0.12,0.149,-0.483,0.005,1.064,2.668,4.644,7.301
8.4,2.905,-0.009,0.615,0.571,-0.056,-0.153,-0.671,-0.524,1.041,2.72,4.913,7.791
8.4,2.928,0.051,0.585,0.583,0.188,0.035,0.059,-0.182,1.021,2.696,5.039,7.725
8.4,2.96,0.009,0.567,0.506,-0.34,0.157,-0.232,-0.566,0.943,2.562,4.122,7.18
8.4,2.99,0.093,0.562,0.61,-0.281,-0.037,-0.238,-0.297,1.032,2.668,4.691,7.208
8.4,2.784,-0.018,0.544,0.564,0.167,-0.06,-0.002,-0.117,0.966,2.613,4.723,7.279
8.4,2.895,0.057,0.554,0.53,0.094,0.34,0.023,-0.207,0.95,2.686,4.374,6.799
8.4,2.97,0.041,0.533,0.486,-0.034,0.208,0.287,0.333,0.885,2.658,4.398,7.112
8.4,2.862,0.006,0.573,0.559,-0.099,0.157,-0.429,0.009,0.993,2.608,4.711,7.504
8.4,2.94,0.07,0.567,0.594,-0.113,-0.067,-0.062,-0.295,1.017,2.617,4.556,7.228
8.5,2.905,0.02,0.523,0.66,-0.278,-0.137,0.583,-0.665,1.04,2.638,4.246,6.563
8.5,2.838,-0.061,0.614,0.552,0.151,-0.067,-0.988,-0.317,1.036,2.647,4.407,7.214
8.5,2.86,-0.019,0.533,0.647,0.082,-0.002,-0.049,-0.418,1.032,2.683,4.728,6.692
8.5,2.877,-0.01,0.619,0.612,-0.172,0.124,-0.362,-0.59,1.085,2.663,4.975,7.742
8.5,2.891,0.075,0.504,0.586,-0.23,0.027,0.069,-0.524,0.963,2.664,4.422,6.992
8.5,2.818,-0.006,0.615,0.493,-0.214,0.523,-0.603,0.671,0.973,2.545,4.237,7.23
8.5,3.0,-0.013,0.558,0.546,-0.311,0.293,-0.07,-0.008,0.959,2.623,4.718,7.349
8.5,2.866,-0.034,0.59,0.594,-0.078,0.433,-0.505,-0.325,1.036,2.665,4.29,7.361
8.5,2.889,-0.0,0.547,0.558,-0.249,0.032,-0.657,-0.35,0.974,2.614,4.223,7.182
8.5,2.919,-0.036,0.621,0.639,0.02,0.162,-0.509,-0.796,1.117,2.65,4.691,7.364
8.6,3.009,0.071,0.535,0.597,0.11,-0.049,-0.06,-0.433,1.0,2.608,4.509,6.896
8.6,2.773,0.082,0.583,0.581,-0.132,-0.119,-0.499,-0.595,1.034,2.589,4.278,6.954
8.6,2.96,-0.016,0.55,0.532,-0.129,-0.131,-0.508,-0.571,0.949,2.628,4.106,7.261
8.6,2.807,0.063,0.532,0.576,-0.199,-0.189,-0.236,-0.634,0.978,2.665,4.232,6.344
8.6,3.011,0.073,0.454,0.503,-0.553,-0.181,1.753,0.413,0.812,2.702,4.458,6.753
8.6,2.899,0.033,0.527,0.481,-0.252,-0.012,0.069,-0.248,0.878,2.5,3.977,6.656
8.6,2.899,0.025,0.539,0.485,-0.355,-0.004,-0.154,0.198,0.886,2.683,4.591,7.464
8.6,2.802,0.044,0.528,0.511,-0.263,0.014,-0.66,0.13,0.917,2.477,3.628,6.167
8.6,3.002,-0.01,0.55,0.548,0.181,-0.025,-0.283,-0.276,0.965,2.59,4.39,6.804
8.6,2.811,-0.008,0.669,0.525,-0.212,0.066,-0.589,-0.344,1.056,2.666,4.441,7.094
8.7,2.913,-0.028,0.651,0.572,-0.113,-0.183,-0.496,-0.254,1.083,2.724,4.806,7.323
8.7,3.003,-0.06,0.629,0.485,0.049,-0.375,-0.609,0.019,0.982,2.628,4.389,7.322
8.7,2.934,0.042,0.583,0.562,-0.105,0.032,-0.371,-0.132,1.012,2.649,4.632,6.766
8.7,2.839,0.011,0.596,0.595,-0.271,-0.286,-0.742,-0.557,1.055,2.556,4.268,6.459
8.7,2.7,0.108,0.673,0.499,0.219,0.013,-0.84,-0.035,1.041,2.637,4.668,6.975
8.7,2.829,-0.018,0.475,0.604,-0.188,0.038,-0.073,-0.558,0.943,2.617,4.08,6.829
8.7,2.908,0.028,0.612,0.506,-0.107,-0.031,-0.755,0.322,0.982,2.69,4.489,6.722
8.7,2.952,-0.013,0.604,0.526,-0.236,0.04,0.017,-0.232,0.994,2.758,5.021,7.069
8.7,2.839,0.004,0.569,0.532,-0.052,-0.091,-0.16,0.33,0.957,2.629,4.71,7.414
8.7,2.804,0.013,0.637,0.544,0.044,-0.004,-0.521,-0.705,1.039,2.706,4.549,7.572
8.8,2.935,0.153,0.55,0.592,-0.294,-0.14,-0.189,-0.679,1.007,2.679,4.375,7.173
8.8,2.863,0.005,0.599,0.546,-0.231,-0.217,-0.472,-0.192,1.003,2.666,4.411,7.701
8.8,2.964,-0.017,0.56,0.587,-0.329,-0.078,0.09,-0.41,1.004,2.698,4.562,7.503
8.8,2.889,-0.002,0.49,0.575,-0.338,-0.106,0.831,-0.291,0.927,2.629,4.519,7.021
8.8,2.768,0.087,0.623,0.576,-0.013,-0.061,-0.756,-0.602,1.062,2.578,4.471,7.044
8.8,2.811,-0.062,0.565,0.628,-0.12,0.199,-0.241,-0.673,1.05,2.64,4.675,7.3
8.8,2.868,0.052,0.56,0.507,-0.236,-0.336,0.007,-0.04,0.936,2.511,3.757,6.065
8.8,2.905,0.064,0.549,0.567,-0.363,-0.187,-0.196,-0.3,0.978,2.612,4.321,6.925
8.8,2.772,-0.048,0.604,0.576,-0.244,-0.263,-0.613,-0.299,1.043,2.576,4.486,6.88
8.8,2.765,0.065,0.534,0.561,0.345,-0.235,0.036,-0.272,0.955,2.685,4.457,7.551
8.9,2.964,0.038,0.573,0.57,-0.109,0.137,-0.3,0.1,1.001,2.607,4.531,7.327
8.9,2.864,0.061,0.631,0.573,-0.336,0.102,-0.391,-0.404,1.067,2.672,4.741,6.802
8.9,3.015,-0.043,0.526,0.507,-0.183,0.192,0.437,-0.149,0.893,2.61,4.124,6.474
8.9,2.922,0.1,0.537,0.571,-0.178,-0.314,-0.469,-0.076,0.971,2.575,4.482,7.032
8.9,2.832,0.044,0.551,0.565,-0.176,-0.073,-0.002,0.19,0.979,2.724,4.195,7.117
8.9,3.004,-0.095,0.617,0.523,-0.113,0.062,-0.705,-0.16,1.006,2.726,4.372,6.95
8.9,2.887,-0.071,0.56,0.561,-0.034,0.139,-0.0,-0.639,0.986,2.663,4.301,7.442
8.9,2.962,-0.013,0.591,0.549,-0.217,0.24,-0.594,-0.291,1.013,2.721,4.483,7.357
8.9,2.968,0.022,0.621,0.523,-0.363,-0.108,-0.531,-0.086,1.006,2.739,4.491,6.478
8.9,2.884,-0.025,0.572,0.614,-0.026,-0.194,-0.485,-0.545,1.046,2.647,4.889,7.723
9.0,2.995,-0.049,0.493,0.485,0.149,-0.03,-0.309,-0.701,0.862,2.497,3.332,5.947
9.0,2.848,-0.181,0.587,0.567,-0.297,0.297,-0.064,0.025,1.008,2.722,4.871,7.307
9.0,2.701,0.113,0.6,0.563,-0.035,-0.164,-0.293,-0.077,1.025,2.589,4.317,7.13
9.0,2.852,-0.058,0.639,0.526,-0.445,-0.243,-0.488,-0.079,1.019,2.626,4.81,7.656
9.0,2.845,0.019,0.567,0.569,-0.121,0.228,0.099,-0.092,0.993,2.712,4.797,7.194
9.0,2.809,-0.002,0.605,0.571,-0.234,-0.074,-0.405,-0.62,1.04,2.614,4.354,7.318
9.0,2.828,-0.028,0.585,0.478,-0.058,-0.632,-0.456,0.706,0.928,2.579,4.066,6.447
9.0,2.86,-0.052,0.586,0.512,-0.19,-0.025,-0.144,-0.07,0.955,2.632,4.598,6.945
9.0,2.942,0.052,0.589,0.441,0.164,-0.222,-0.259,0.859,0.891,2.628,4.499,7.532
9.0,2.843,0.035,0.587,0.573,0.142,0.211,-0.447,-0.632,1.023,2.579,4.394,7.549
9.1,2.896,0.028,0.527,0.563,-0.009,0.083,-0.074,-0.499,0.952,2.713,4.662,7.04
9.1,2.965,0.001,0.536,0.485,-0.081,0.303,-0.394,0.338,0.886,2.639,4.202,6.67
9.1,2.757,-0.11,0.596,0.592,-0.187,0.068,-0.397,-0.479,1.041,2.682,5.216,7.319
9.1,2.852,0.041,0.591,0.559,-0.214,-0.075,-0.311,-0.489,1.011,2.588,4.451,7.496
9.1,2.813,-0.058,0.567,0.474,-0.143,0.126,-0.048,0.198,0.905,2.708,4.245,6.561
9.1,2.72,-0.013,0.526,0.529,-0.385,0.168,-0.308,-0.081,0.925,2.571,3.973,6.663
9.1,2.906,-0.058,0.554,0.52,-0.105,0.016,-0.017,0.17,0.938,2.501,4.249,7.048
9.1,2.8,-0.016,0.571,0.527,0.059,-0.298,-0.125,0.217,0.957,2.677,4.72,6.525
9.1,2.817,-0.047,0.53,0.511,-0.334,-0.322,-0.444,-0.255,0.912,2.498,3.74,6.638
9.1,2.826,0.024,0.521,0.649,0.058,-0.208,-0.03,-0.454,1.025,2.7,4.551,7.07
9.2,2.91,-0.024,0.537,0.606,-0.272,-0.084,-0.285,-0.781,1.007,2.652,4.208,7.048
9.2,2.821,0.071,0.534,0.523,-0.554,0.019,-0.203,0.018,0.923,2.672,4.076,6.344
9.2,2.863,0.021,0.541,0.473,-0.119,0.027,-0.11,0.353,0.875,2.634,4.543,6.973
9.2,2.946,0.139,0.597,0.573,0.02,-0.134,-0.594,-0.658,1.03,2.627,4.175,6.753
9.2,2.911,0.011,0.561,0.519,-0.508,-0.066,-0.001,0.011,0.94,2.609,4.152,6.694
9.2,2.846,-0.042,0.578,0.566,-0.285,0.08,0.244,-0.244,0.998,2.738,4.681,7.363
9.2,2.873,-0.02,0.561,0.611,0.229,-0.176,-0.743,-0.523,1.039,2.645,4.494,7.196
9.2,3.004,-0.047,0.51,0.514,-0.17,0.204,0.184,-0.122,0.884,2.656,4.33,7.26
9.2,2.781,0.021,0.618,0.611,-0.275,-0.034,-0.819,-0.698,1.095,2.683,4.666,6.875
9.2,2.839,-0.077,0.54,0.553,-0.128,0.171,-0.332,-0.286,0.961,2.676,4.514,7.015
9.3,2.931,0.005,0.541,0.572,-0.238,-0.48,0.155,-0.302,0.966,2.739,4.823,7.031
9.3,2.864,0.088,0.569,0.59,-0.022,-0.129,-0.397,-0.49,1.016,2.714,4.769,7.235
9.3,2.857,-0.021,0.54,0.528,0.206,-0.229,0.194,-0.305,0.936,2.633,4.188,7.048
9.3,2.908,-0.026,0.612,0.469,-0.451,-0.136,-0.441,-0.426,0.95,2.674,4.168,7.325
9.3,2.992,-0.015,0.502,0.521,-0.192,0.203,-0.069,0.105,0.887,2.71,4.132,6.291
9.3,2.851,0.018,0.518,0.512,-0.097,0.289,-0.281,0.492,0.895,2.693,3.992,6.629
9.3,2.858,-0.023,0.555,0.523,0.106,-0.283,-0.36,-0.15,0.931,2.635,4.272,6.736
9.3,2.788,-0.033,0.633,0.557,-0.11,-0.058,-0.606,-0.269,1.056,2.629,4.668,7.136
9.3,2.808,-0.1,0.469,0.601,-0.367,-0.253,0.218,-0.687,0.934,2.443,3.844,6.618
9.3,2.865,0.114,0.482,0.497,-0.207,0.162,-0.347,-0.249,0.857,2.549,3.591,5.918
9.4,2.847,0.028,0.562,0.536,-0.146,-0.108,-0.07,-0.517,0.962,2.719,4.787,7.314
9.4,2.863,0.1,0.531,0.61,-0.334,-0.058,0.379,-0.712,1.005,2.676,4.248,7.193
9.4,2.796,0.029,0.518,0.589,0.067,-0.147,-0.204,-0.399,0.97,2.543,3.868,6.593
9.4,2.832,0.009,0.537,0.567,0.398,0.159,-0.417,-0.133,0.97,2.591,4.198,7.151
9.4,2.724,0.146,0.603,0.542,0.086,0.045,-0.125,-0.115,1.005,2.717,4.374,6.984
9.4,2.852,0.022,0.522,0.628,-0.206,-0.002,-0.359,-0.703,1.015,2.588,4.26,7.233
9.4,2.846,0.032,0.568,0.561,-0.102,-0.001,-0.032,-0.301,0.988,2.738,4.561,6.65
9.4,2.828,-0.018,0.503,0.52,-0.385,-0.174,-0.143,-0.078,0.897,2.433,3.742,5.751
9.4,2.766,-0.085,0.567,0.499,-0.407,-0.224,-0.046,-0.15,0.924,2.674,3.887,7.037
9.4,2.853,-0.038,0.559,0.528,-0.151,0.174,-0.327,0.27,0.954,2.655,4.778,7.81
9.5,2.841,0.036,0.506,0.552,-0.082,-0.337,-0.044,0.322,0.917,2.675,4.616,7.008
9.5,2.9,0.067,0.456,0.523,-0.423,0.162,1.616,-0.187,0.847,2.647,4.036,7.065
9.5,2.823,-0.034,0.514,0.638,-0.062,0.122,0.377,-0.407,1.009,2.721,5.002,7.526
9.5,2.767,-0.004,0.6,0.528,-0.231,-0.235,-0.347,-0.349,0.99,2.634,4.666,7.477
9.5,2.73,0.104,0.583,0.603,-0.078,-0.222,-0.121,-0.585,1.041,2.71,4.519,7.384
9.5,2.758,0.046,0.496,0.553,-0.186,-0.038,0.355,0.104,0.911,2.706,4.799,7.344
9.5,2.904,0.145,0.59,0.523,-0.17,-0.15,-0.18,0.155,0.972,2.625,4.463,6.318
9.5,2.825,-0.044,0.556,0.604,-0.073,0.087,-0.173,-0.405,1.026,2.672,4.587,6.508
9.5,2.839,-0.096,0.536,0.574,-0.135,-0.253,-0.104,-0.511,0.966,2.646,4.562,7.313
9.5,2.919,0.02,0.533,0.5,-0.086,-0.039,-0.118,0.148,0.903,2.585,4.237,7.154
9.6,2.797,-0.05,0.584,0.579,0.254,-0.22,-0.276,-0.252,1.015,2.695,4.996,6.762
9.6,2.773,0.027,0.618,0.53,-0.177,-0.095,-0.419,0.132,1.007,2.655,5.012,6.927
9.6,2.84,0.027,0.571,0.525,-0.186,0.303,0.023,-0.342,0.962,2.759,4.577,6.575
9.6,2.814,-0.042,0.583,0.531,-0.172,-0.242,-0.143,-0.379,0.978,2.638,4.587,6.787
9.6,2.844,-0.038,0.582,0.488,-0.291,0.126,0.199,-0.138,0.933,2.687,4.365,6.274
9.6,2.928,0.094,0.519,0.638,-0.161,-0.033,0.017,-0.61,1.024,2.682,4.919,7.164
9.6,2.772,-0.035,0.575,0.552,-0.05,0.159,-0.152,-0.319,0.986,2.744,4.62,6.986
9.6,2.785,0.025,0.567,0.579,-0.177,-0.015,-0.231,-0.061,1.006,2.636,4.737,7.385
9.6,2.731,-0.089,0.619,0.609,-0.154,-0.006,0.004,-0.214,1.075,2.747,5.039,7.712
9.6,2.905,0.046,0.611,0.562,-0.161,-0.315,-0.288,0.084,1.028,2.764,4.881,6.984
9.7,2.752,0.046,0.583,0.535,-0.479,0.201,-0.043,-0.278,0.971,2.722,4.456,7.163
9.7,2.869,0.014,0.543,0.58,-0.013,-0.188,-0.159,-0.071,0.982,2.744,4.772,7.116
9.7,2.902,-0.014,0.6,0.531,-0.328,-0.186,-0.263,0.103,0.986,2.602,4.368,7.116
9.7,2.797,-0.057,0.542,0.562,-0.089,0.504,0.082,-0.215,0.964,2.703,4.646,7.119
9.7,2.685,-0.036,0.538,0.55,-0.005,0.236,0.19,-0.151,0.951,2.664,4.405,7.269
9.7,2.781,0.094,0.573,0.58,-0.085,-0.549,-0.103,0.116,1.007,2.685,4.577,7.744
9.7,2.827,0.058,0.552,0.575,0.111,-0.121,-0.695,-0.06,0.997,2.656,4.106,7.302
9.7,2.882,0.096,0.485,0.578,0.133,-0.049,0.342,-0.428,0.929,2.524,3.956,6.718
9.7,2.802,0.087,0.532,0.545,-0.205,-0.014,0.19,0.158,0.936,2.73,4.219,7.802
9.7,2.797,-0.042,0.529,0.608,-0.149,-0.051,-0.399,-0.335,1.003,2.685,4.513,7.081
9.8,2.915,0.049,0.59,0.539,-0.082,-0.028,-0.272,-0.408,0.99,2.684,4.59,7.286
9.8,2.796,0.093,0.553,0.512,-0.101,-0.121,-0.318,-0.139,0.927,2.696,4.597,6.743
9.8,2.694,-0.005,0.565,0.553,-0.02,0.151,-0.202,-0.072,0.98,2.659,4.884,7.345
9.8,2.723,-0.023,0.694,0.601,-0.005,0.252,-0.653,-0.474,1.152,2.733,5.122,7.996
9.8,2.849,-0.033,0.552,0.644,0.068,0.016,-0.455,-0.591,1.058,2.743,4.704,7.358
9.8,2.721,-0.0,0.565,0.535,-0.215,0.044,-0.114,-0.1,0.964,2.599,4.444,6.847
9.8,2.722,0.03,0.624,0.582,-0.277,-0.018,-0.434,-0.274,1.054,2.689,5.134,7.956
9.8,2.769,0.049,0.582,0.569,0.032,0.091,-0.508,-0.383,1.018,2.626,4.247,7.202
9.8,2.88,-0.041,0.592,0.473,-0.217,-0.101,-0.376,-0.339,0.935,2.607,4.252,6.996
9.8,2.829,-0.012,0.572,0.55,0.169,-0.079,-0.139,-0.173,0.99,2.648,4.225,7.306
9.9,2.736,0.017,0.566,0.585,-0.027,0.058,-0.139,-0.45,1.016,2.663,4.384,6.947
9.9,2.773,0.044,0.602,0.579,0.056,-0.061,-0.596,-0.675,1.038,2.73,4.793,7.539
9.9,2.744,-0.001,0.55,0.544,0.26,0.15,-0.22,-0.339,0.96,2.706,4.351,6.528
9.9,2.624,0.059,0.576,0.582,0.099,-0.084,-0.333,-0.081,1.013,2.741,4.762,7.46
9.9,2.738,0.016,0.553,0.591,-0.197,-0.428,-0.144,-0.224,1.003,2.659,4.585,6.828
9.9,2.879,0.123,0.56,0.573,-0.096,0.101,-0.786,-0.449,0.998,2.654,4.274,6.188
9.9,2.783,-0.072,0.548,0.539,-0.188,-0.059,-0.195,-0.621,0.959,2.471,3.608,6.669
9.9,2.735,0.067,0.632,0.531,0.018,-0.154,-0.329,0.601,1.022,2.768,4.715,7.073
9.9,2.912,0.029,0.584,0.579,-0.158,0.056,-0.501,-0.811,1.03,2.613,4.26,7.342
9.9,2.778,0.052,0.536,0.554,0.148,0.171,-0.274,-0.575,0.964,2.523,3.932,6.62
10.0,2.785,0.063,0.57,0.54,-0.015,0.155,-0.27,0.044,0.969,2.674,4.59,7.228
10.0,2.668,0.122,0.554,0.564,0.038,0.003,-0.039,-0.103,0.975,2.614,4.408,7.01
10.0,2.822,0.043,0.585,0.563,-0.377,-0.06,-0.32,-0.605,1.003,2.63,4.596,6.693
10.0,2.848,-0.076,0.587,0.527,0.018,0.08,-0.538,-0.637,0.986,2.615,4.369,7.249
10.0,2.793,-0.02,0.52,0.544,-0.354,-0.243,0.166,0.076,0.932,2.606,3.948,6.257
10.0,2.698,-0.03,0.53,0.581,0.079,0.087,0.162,-0.382,0.972,2.664,3.94,7.319
10.0,2.795,0.004,0.624,0.574,-0.165,-0.128,-0.878,-0.22,1.053,2.611,4.35,7.31
10.0,2.879,-0.098,0.596,0.587,-0.246,0.255,-0.613,-0.289,1.041,2.675,4.877,7.402
10.0,2.888,0.038,0.538,0.688,-0.011,-0.179,-0.852,-0.982,1.095,2.658,4.426,7.558
10.0,2.85,-0.137,0.539,0.57,-0.11,-0.073,0.15,-0.456,0.974,2.575,3.947,6.692
10.1,2.73,0.018,0.517,0.598,0.36,-0.013,0.037,-0.362,0.979,2.685,4.56,6.48
10.1,2.868,0.045,0.514,0.609,0.02,0.209,-0.109,-0.405,0.987,2.642,4.408,6.705
10.1,2.736,-0.038,0.546,0.564,-0.157,0.2,-0.194,-0.568,0.973,2.611,4.318,6.899
10.1,2.822,0.011,0.602,0.564,-0.35,-0.146,-0.094,-0.432,1.021,2.594,4.505,6.907
10.1,2.84,0.006,0.528,0.52,-0.137,0.274,0.218,-0.195,0.915,2.656,4.3,7.427
10.1,2.823,0.015,0.511,0.547,-0.076,-0.216,0.553,-0.021,0.917,2.594,4.215,7.307
10.1,2.751,0.048,0.529,0.532,-0.22,0.103,-0.019,0.167,0.927,2.631,4.564,7.194
10.1,2.835,-0.01,0.524,0.561,0.057,-0.272,-0.452,-0.45,0.957,2.581,4.163,6.469
10.1,2.641,0.063,0.544,0.553,0.03,-0.22,-0.126,-0.37,0.961,2.681,4.597,7.542
10.1,2.865,-0.14,0.59,0.676,-0.127,-0.056,-0.154,-0.875,1.116,2.678,4.976,6.946
10.2,2.782,0.039,0.61,0.503,-0.332,0.231,-0.355,0.157,0.975,2.667,4.57,7.448
10.2,2.624,-0.001,0.673,0.675,-0.096,-0.042,-0.922,-0.745,1.202,2.713,4.956,7.828
10.2,2.831,0.157,0.583,0.588,0.013,0.078,-0.478,-0.222,1.034,2.559,4.506,6.835
10.2,2.757,-0.015,0.552,0.549,0.025,-0.208,-0.365,-0.339,0.96,2.718,4.451,6.857
10.2,2.706,-0.132,0.554,0.631,-0.229,0.252,-0.082,-0.367,1.04,2.697,5.149,7.356
10.2,2.685,-0.029,0.639,0.546,0.058,0.251,-0.663,0.131,1.041,2.699,4.776,7.191
10.2,2.726,0.018,0.522,0.506,0.122,0.233,0.21,0.152,0.891,2.636,3.964,6.259
10.2,2.717,-0.02,0.629,0.511,0.191,-0.026,-0.633,-0.26,1.012,2.593,4.311,6.608
10.2,2.869,0.028,0.572,0.5,-0.169,-0.088,-0.575,0.343,0.946,2.569,4.246,6.907
10.2,2.843,0.008,0.54,0.49,-0.144,-0.043,-0.132,0.03,0.896,2.703,4.027,7.198
10.3,2.755,0.102,0.575,0.593,-0.086,-0.041,-0.374,-0.714,1.037,2.663,4.231,7.293
10.3,2.787,-0.094,0.554,0.589,-0.469,-0.11,0.221,-0.45,0.992,2.713,4.561,6.631
10.3,2.772,0.003,0.603,0.537,-0.148,0.22,-0.349,-0.267,1.0,2.684,4.63,6.885
10.3,2.753,0.037,0.581,0.582,-0.196,-0.236,-0.377,-0.141,1.018,2.666,4.815,7.205
10.3,2.892,-0.055,0.641,0.63,-0.139,-0.093,-0.795,-0.555,1.128,2.734,4.981,7.518
10.3,2.805,0.04,0.554,0.593,-0.083,-0.171,-0.324,-0.508,1.006,2.705,4.493,6.999
10.3,2.701,-0.17,0.608,0.587,0.021,0.053,-0.205,-0.512,1.054,2.74,4.609,7.587
10.3,2.714,0.021,0.511,0.496,-0.085,-0.163,-0.286,0.29,0.878,2.632,4.165,7.068
10.3,2.748,0.041,0.592,0.567,-0.214,0.117,-0.439,-0.593,1.024,2.582,4.433,6.288
10.3,2.783,0.036,0.553,0.548,-0.238,-0.388,-0.494,-0.183,0.971,2.551,4.221,6.817
10.4,2.741,0.177,0.636,0.647,-0.183,-0.046,-0.515,-1.042,1.142,2.592,4.47,7.437
10.4,2.751,-0.013,0.597,0.591,-0.302,-0.097,-0.554,-0.751,1.053,2.655,4.606,7.361
10.4,2.9,0.028,0.576,0.515,-0.503,-0.226,0.061,-0.063,0.948,2.752,4.654,6.945
10.4,2.781,-0.161,0.583,0.499,-0.092,-0.322,-0.231,-0.345,0.947,2.648,3.866,6.156
10.4,2.77,0.021,0.581,0.601,0.018,0.123,-0.436,-0.421,1.042,2.686,4.74,7.511
10.4,2.7,-0.046,0.533,0.602,0.075,-0.028,-0.21,-0.42,1.001,2.579,4.39,6.858
10.4,2.785,0.041,0.5,0.549,-0.404,0.146,0.252,-0.383,0.911,2.56,4.06,6.781
10.4,2.785,-0.058,0.562,0.616,-0.121,-0.085,-0.108,-0.268,1.034,2.656,4.564,6.641
10.4,2.805,0.022,0.604,0.573,-0.044,0.075,-0.374,-0.363,1.039,2.616,4.666,7.53
10.4,2.783,0.025,0.586,0.597,-0.007,0.018,-0.329,-0.098,1.039,2.711,4.776,7.286
10.5,2.797,0.113,0.5,0.546,-0.006,0.122,-0.319,-0.265,0.919,2.609,4.106,6.731
10.5,2.718,0.042,0.667,0.577,0.049,0.044,-0.998,-0.716,1.108,2.687,4.74,6.954
10.5,2.833,-0.035,0.532,0.592,-0.129,-0.176,-0.797,-0.565,0.992,2.597,4.057,6.669
10.5,2.725,-0.096,0.565,0.547,0.143,0.188,-0.446,-0.437,0.98,2.602,4.288,7.013
10.5,2.666,-0.08,0.548,0.613,0.102,-0.136,-0.438,-0.747,1.022,2.596,4.445,6.528
10.5,2.779,-0.007,0.62,0.546,-0.303,0.072,-0.375,-0.379,1.029,2.751,4.824,7.471
10.5,2.744,-0.012,0.654,0.589,0.068,0.079,-0.747,-0.277,1.106,2.693,4.604,7.24
10.5,2.763,0.05,0.573,0.545,0.013,0.274,-0.691,-0.547,0.985,2.565,4.137,7.285
10.5,2.697,-0.079,0.542,0.585,0.142,0.046,-0.624,-0.442,0.991,2.769,4.551,7.385
10.5,2.753,-0.12,0.585,0.552,-0.196,0.398,-0.034,-0.076,0.99,2.625,4.652,7.567
10.6,2.774,-0.008,0.536,0.556,-0.437,0.156,-0.045,-0.272,0.954,2.69,4.23,6.69
10.6,2.685,0.109,0.571,0.58,-0.297,0.112,-0.285,-0.603,1.011,2.584,4.387,6.69
10.6,2.695,-0.025,0.608,0.485,-0.306,-0.017,-0.268,0.175,0.954,2.742,4.532,6.41
10.6,2.713,-0.063,0.508,0.553,-0.266,-0.339,0.242,-0.034,0.928,2.598,3.672,7.186
10.6,2.66,0.075,0.531,0.543,-0.038,0.192,0.608,0.197,0.931,2.724,4.296,6.071
10.6,2.764,-0.04,0.523,0.511,-0.2,0.158,0.68,0.101,0.89,2.738,4.629,7.516
10.6,2.799,-0.019,0.56,0.577,-0.191,0.255,0.207,-0.171,0.992,2.701,5.132,7.263
10.6,2.692,0.04,0.549,0.578,-0.019,0.243,-0.605,-0.402,0.992,2.746,4.533,7.603
10.6,2.85,-0.019,0.623,0.569,-0.457,0.302,-0.42,-0.237,1.053,2.719,4.719,7.375
10.6,2.929,-0.007,0.534,0.549,-0.36,0.071,-0.122,-0.181,0.948,2.608,4.445,6.839
10.7,2.742,0.04,0.644,0.587,-0.075,-0.315,-0.963,-0.402,1.091,2.662,4.8,7.551
10.7,2.782,-0.047,0.559,0.557,-0.365,0.089,0.178,0.236,0.954,2.696,4.57,7.713
10.7,2.821,-0.015,0.519,0.533,-0.391,0.32,-0.197,-0.861,0.917,2.677,3.858,7.137
10.7,2.722,0.07,0.511,0.567,-0.317,0.021,-0.226,-0.361,0.943,2.663,4.305,6.981
10.7,2.847,0.009,0.583,0.55,-0.398,0.042,-0.051,-0.135,0.985,2.792,5.049,7.338
10.7,2.632,-0.008,0.625,0.557,0.075,-0.161,-0.557,0.052,1.047,2.722,4.841,7.203
10.7,2.75,-0.089,0.594,0.559,-0.416,0.198,-0.227,-0.525,1.016,2.605,4.505,7.699
10.7,2.747,0.017,0.538,0.545,-0.193,-0.222,-0.446,0.019,0.948,2.684,4.31,7.541
10.7,2.714,0.06,0.619,0.478,-0.465,0.172,-0.556,0.249,0.96,2.368,3.691,6.934
10.7,2.797,0.097,0.586,0.579,-0.094,0.223,-0.358,-0.39,1.022,2.647,4.709,7.477
10.8,2.742,-0.098,0.578,0.631,0.225,0.058,-0.426,-0.385,1.07,2.715,5.013,7.867
10.8,2.789,0.116,0.53,0.63,-0.047,-0.232,-0.129,-0.185,1.02,2.727,5.028,7.322
10.8,2.638,-0.067,0.534,0.523,-0.384,-0.055,0.305,0.024,0.913,2.763,4.7,6.788
10.8,2.817,0.018,0.501,0.593,0.028,0.045,-0.423,-0.335,0.964,2.604,4.231,7.458
10.8,2.582,-0.058,0.645,0.594,0.013,-0.141,-0.524,-0.164,1.091,2.677,4.55,7.606
10.8,2.701,-0.084,0.664,0.475,-0.159,-0.105,-0.597,0.009,1.011,2.655,4.311,6.389
10.8,2.736,-0.022,0.61,0.588,-0.171,-0.165,-0.355,-0.465,1.051,2.737,4.933,7.335
