true_angle,mean_x,mean_y,std_x,std_y,skew_x,skew_y,kurt_x,kurt_y,mean_distance,max_distance,hull_area,hull_perimeter
24.7,1.549,-0.081,0.648,0.609,-0.346,0.101,0.218,-0.324,1.099,3.051,6.148,8.464
24.7,1.599,0.065,0.67,0.608,-0.354,0.104,-0.164,-0.053,1.119,3.142,6.182,8.667
24.7,1.711,-0.065,0.768,0.613,-0.323,-0.166,-0.542,-0.293,1.218,3.279,6.687,8.117
24.7,1.555,0.029,0.703,0.514,-0.635,0.197,-0.072,-0.185,1.058,3.119,5.351,7.797
24.7,1.685,-0.01,0.687,0.558,-0.303,0.103,-0.594,0.1,1.096,2.875,5.48,8.425
24.7,1.618,0.1,0.714,0.632,-0.265,0.018,-0.344,-0.573,1.191,3.147,5.64,7.504
24.7,1.753,-0.022,0.708,0.602,-0.493,-0.088,0.089,-0.454,1.149,3.29,6.262,8.203
24.7,1.594,-0.041,0.649,0.626,-0.507,0.058,0.423,-0.092,1.109,3.199,6.177,7.955
24.7,1.747,-0.027,0.69,0.63,-0.476,-0.008,-0.177,-0.739,1.163,3.104,6.076,8.819
24.7,1.568,-0.071,0.717,0.605,-0.282,-0.014,-0.135,-0.214,1.164,3.24,5.997,8.804
24.8,1.679,0.009,0.723,0.618,-0.402,-0.263,-0.231,-0.187,1.178,3.189,6.634,8.692
24.8,1.617,0.008,0.693,0.645,-0.161,-0.091,-0.107,-0.293,1.178,3.224,6.238,8.573
24.8,1.517,0.048,0.69,0.714,-0.424,-0.343,-0.21,-0.576,1.239,3.135,6.358,8.525
24.8,1.608,0.068,0.672,0.62,-0.269,-0.214,-0.246,-0.171,1.128,3.14,6.499,8.522
24.8,1.539,-0.092,0.685,0.6,-0.2,0.092,-0.269,-0.044,1.123,3.2,6.377,8.012
24.8,1.528,0.029,0.72,0.648,-0.288,0.264,-0.367,-0.602,1.21,3.248,6.386,8.471
24.8,1.579,0.011,0.697,0.531,-0.453,-0.162,0.02,-0.573,1.075,3.192,5.466,8.009
24.8,1.724,-0.092,0.669,0.664,-0.321,0.002,-0.401,-0.679,1.183,3.065,6.164,8.531
24.8,1.599,0.012,0.707,0.647,-0.395,0.191,-0.301,-0.237,1.191,3.213,6.462,8.27
24.8,1.667,0.034,0.67,0.592,-0.347,0.248,-0.152,0.025,1.104,3.126,5.693,7.56
24.9,1.649,-0.004,0.7,0.639,-0.642,0.028,0.137,-0.365,1.166,3.23,6.049,7.845
24.9,1.628,0.004,0.72,0.599,-0.467,0.071,-0.175,0.019,1.153,3.319,6.506,8.613
24.9,1.559,0.019,0.746,0.611,-0.329,-0.294,-0.536,-0.327,1.199,3.227,6.152,7.796
24.9,1.651,0.005,0.603,0.599,-0.558,0.095,0.73,-0.261,1.048,3.147,5.892,8.223
24.9,1.711,-0.009,0.671,0.675,-0.449,-0.04,-0.143,-0.46,1.182,3.163,6.341,8.682
24.9,1.654,-0.101,0.699,0.589,-0.287,0.12,-0.27,-0.376,1.136,3.09,5.93,7.792
24.9,1.62,-0.059,0.723,0.669,-0.43,-0.052,-0.429,-0.496,1.229,3.201,6.588,8.734
24.9,1.471,0.058,0.724,0.603,-0.33,-0.189,-0.432,-0.291,1.169,3.222,6.069,8.638
24.9,1.545,0.102,0.684,0.635,-0.437,-0.12,-0.566,-0.419,1.159,3.165,6.149,9.068
24.9,1.648,0.013,0.673,0.576,-0.203,0.115,-0.388,-0.563,1.101,3.209,5.421,8.343
25.0,1.6,-0.057,0.656,0.56,-0.349,-0.139,0.095,-0.26,1.058,3.205,6.273,8.425
25.0,1.738,-0.037,0.661,0.559,-0.774,0.109,0.533,0.168,1.048,3.275,6.235,8.59
25.0,1.694,-0.023,0.599,0.652,-0.325,0.04,-0.121,-0.36,1.094,3.044,5.494,8.476
25.0,1.67,0.004,0.687,0.565,-0.084,0.232,0.093,-0.027,1.098,3.243,6.06,7.653
25.0,1.505,-0.096,0.679,0.632,-0.141,0.538,-0.239,-0.237,1.145,3.198,6.23,7.701
25.0,1.596,-0.059,0.735,0.588,-0.245,0.125,-0.271,-0.079,1.167,3.211,6.303,7.889
25.0,1.743,-0.041,0.608,0.653,-0.605,-0.06,0.516,-0.425,1.089,3.084,6.111,8.492
25.0,1.602,-0.01,0.649,0.602,-0.437,-0.392,0.148,-0.113,1.081,3.222,6.294,8.608
25.0,1.658,-0.105,0.633,0.61,-0.315,0.242,0.41,-0.514,1.085,3.139,5.938,8.538
25.0,1.588,0.092,0.672,0.606,-0.226,-0.357,-0.308,0.218,1.116,3.073,6.274,8.596
25.1,1.602,-0.035,0.67,0.63,-0.3,-0.057,0.027,0.393,1.117,3.193,6.767,8.492
25.1,1.67,-0.06,0.618,0.568,-0.476,0.0,-0.013,0.037,1.03,2.863,5.474,7.848
25.1,1.625,-0.047,0.704,0.543,-0.336,-0.133,-0.128,-0.089,1.084,3.223,5.845,7.743
25.1,1.656,-0.028,0.702,0.603,-0.473,-0.051,-0.294,-0.088,1.142,3.125,6.288,7.586
25.1,1.67,-0.046,0.652,0.573,-0.372,0.105,0.077,-0.127,1.071,3.053,5.385,8.162
25.1,1.486,-0.119,0.605,0.633,-0.284,0.22,-0.076,-0.385,1.086,2.887,5.702,7.464
25.1,1.58,0.084,0.819,0.598,-0.458,0.193,-0.438,-0.217,1.243,3.286,6.539,8.8
25.1,1.343,0.015,0.729,0.665,-0.234,0.312,-0.65,-0.516,1.233,3.172,6.25,8.488
25.1,1.616,0.061,0.754,0.557,-0.367,0.294,-0.149,-0.124,1.153,3.364,6.135,8.328
25.1,1.595,0.024,0.694,0.613,-0.371,0.042,-0.442,-0.061,1.146,3.064,6.039,7.593
25.2,1.626,-0.048,0.646,0.59,-0.493,-0.23,-0.33,-0.325,1.073,3.165,5.783,7.319
25.2,1.553,0.127,0.729,0.636,-0.078,-0.099,-0.457,-0.615,1.204,3.202,6.437,8.97
25.2,1.709,0.016,0.639,0.51,-0.292,0.057,-0.155,-0.139,1.016,3.023,4.619,7.197
25.2,1.627,0.011,0.758,0.578,-0.585,0.23,0.316,-0.287,1.159,3.227,6.265,7.64
25.2,1.584,0.031,0.664,0.592,-0.476,-0.106,-0.571,-0.124,1.098,3.036,5.95,7.903
25.2,1.534,0.006,0.623,0.665,-0.142,0.085,-0.755,-0.532,1.137,2.933,5.865,8.263
25.2,1.602,0.162,0.689,0.738,-0.209,-0.187,-0.535,-0.631,1.27,3.139,6.201,8.612
25.2,1.55,0.027,0.699,0.596,-0.471,-0.18,-0.09,-0.445,1.136,3.155,6.031,7.94
25.2,1.567,-0.08,0.627,0.631,-0.349,0.205,0.221,-0.449,1.108,2.978,5.526,8.067
25.2,1.454,-0.036,0.645,0.707,-0.436,0.069,-0.123,-0.265,1.188,3.111,6.316,8.028
25.3,1.74,-0.055,0.639,0.608,-0.492,-0.317,-0.196,-0.289,1.08,3.082,5.541,8.35
25.3,1.61,-0.035,0.639,0.689,-0.475,-0.249,-0.136,-0.537,1.161,3.029,6.093,7.945
25.3,1.534,-0.017,0.729,0.682,-0.425,0.069,0.049,-0.697,1.246,3.261,6.845,8.918
25.3,1.603,0.064,0.713,0.606,-0.122,0.232,-0.229,-0.238,1.161,3.124,6.113,8.526
25.3,1.705,0.12,0.674,0.65,-0.334,-0.147,-0.021,-0.369,1.16,3.079,6.18,8.532
25.3,1.62,-0.05,0.64,0.712,-0.461,0.115,0.565,-0.53,1.177,3.141,6.548,8.63
25.3,1.707,-0.017,0.727,0.644,-0.473,-0.099,-0.425,-0.64,1.211,3.13,6.19,7.119
25.3,1.524,-0.046,0.742,0.55,-0.415,-0.148,-0.123,0.395,1.127,3.335,6.372,8.466
25.3,1.504,-0.072,0.739,0.674,-0.502,0.454,-0.248,-0.301,1.241,3.163,6.205,7.354
25.3,1.545,-0.046,0.676,0.611,-0.027,0.201,-0.866,-0.822,1.142,2.932,4.988,7.422
25.4,1.457,-0.128,0.798,0.67,-0.013,-0.026,-0.832,-0.485,1.305,3.097,6.276,8.422
25.4,1.653,-0.039,0.666,0.682,-0.547,0.021,-0.009,-0.486,1.171,3.039,6.282,8.868
25.4,1.606,0.04,0.707,0.532,-0.398,0.401,0.299,0.033,1.074,3.27,5.97,8.377
25.4,1.719,-0.004,0.722,0.518,-0.379,0.242,-0.543,0.108,1.089,3.085,5.671,7.989
25.4,1.563,0.083,0.663,0.62,-0.45,-0.113,0.052,-0.336,1.123,3.251,6.224,7.669
25.4,1.607,-0.034,0.616,0.56,-0.445,-0.168,0.021,-0.062,1.02,3.012,5.64,7.425
25.4,1.681,-0.003,0.644,0.635,-0.028,0.227,0.345,-0.348,1.12,3.332,6.088,8.811
25.4,1.511,0.007,0.665,0.594,-0.47,-0.124,-0.051,0.171,1.094,3.096,6.094,7.815
25.4,1.567,0.066,0.709,0.582,-0.593,-0.244,-0.161,0.079,1.109,3.097,5.851,7.443
25.4,1.689,0.086,0.686,0.65,-0.438,-0.136,-0.032,-0.185,1.172,3.214,6.0,7.661
25.5,1.664,0.045,0.73,0.647,-0.507,0.026,-0.182,-0.204,1.203,3.169,6.815,8.489
25.5,1.473,0.067,0.816,0.636,-0.32,0.054,-1.1,-0.707,1.294,3.164,6.386,8.907
25.5,1.588,-0.019,0.689,0.675,-0.426,-0.057,0.223,-0.478,1.201,3.146,6.382,8.369
25.5,1.617,0.1,0.727,0.633,-0.584,-0.08,0.299,-0.123,1.186,3.268,6.602,9.175
25.5,1.619,0.017,0.546,0.653,-0.46,-0.076,0.603,-0.289,1.046,3.028,5.681,8.491
25.5,1.672,0.041,0.475,0.629,-0.32,-0.081,0.104,0.34,0.964,2.977,4.836,7.912
25.5,1.668,-0.003,0.667,0.639,-0.169,-0.048,-0.645,-0.42,1.15,2.956,5.578,8.304
25.5,1.411,-0.032,0.733,0.66,-0.622,-0.255,-0.521,-0.534,1.233,3.126,5.811,8.188
25.5,1.574,0.032,0.693,0.587,-0.396,-0.216,0.012,0.018,1.121,3.165,6.154,7.802
25.5,1.569,0.201,0.655,0.631,-0.629,-0.042,0.593,-0.534,1.13,3.152,5.814,8.273
25.6,1.538,0.109,0.78,0.654,-0.264,-0.22,-0.492,0.08,1.269,3.23,6.525,7.509
25.6,1.367,-0.058,0.736,0.501,-0.228,0.158,-0.535,0.117,1.085,3.214,5.604,8.434
25.6,1.572,0.011,0.713,0.595,-0.331,0.122,0.028,-0.454,1.156,3.279,5.821,7.519
25.6,1.627,-0.005,0.668,0.63,-0.262,-0.051,-0.313,-0.189,1.139,2.982,6.142,8.023
25.6,1.543,-0.107,0.691,0.683,-0.2,0.102,-0.337,-0.413,1.211,3.177,6.521,8.454
25.6,1.48,0.071,0.757,0.63,-0.712,-0.13,-0.276,-0.358,1.215,3.214,6.385,8.672
25.6,1.472,0.042,0.733,0.586,-0.309,-0.175,-0.456,-0.175,1.163,3.259,6.2,8.823
25.6,1.581,-0.017,0.71,0.625,-0.101,0.367,-0.587,-0.093,1.181,2.991,5.803,8.411
25.6,1.562,0.097,0.713,0.625,-0.358,0.118,-0.472,-0.39,1.18,3.236,6.548,8.337
25.6,1.575,0.079,0.665,0.6,-0.384,-0.014,0.071,-0.383,1.11,3.159,5.768,7.972
25.7,1.414,0.055,0.719,0.621,-0.394,-0.048,-0.411,-0.547,1.18,3.232,6.636,7.778
25.7,1.513,-0.025,0.608,0.61,-0.292,-0.111,0.072,-0.052,1.066,2.969,5.526,7.85
25.7,1.496,-0.0,0.649,0.693,-0.476,-0.099,-0.347,-0.762,1.164,3.146,5.841,7.499
25.7,1.596,0.016,0.711,0.643,0.066,0.064,-0.736,-0.163,1.185,3.155,6.218,8.545
25.7,1.52,0.061,0.674,0.682,-0.141,0.02,-0.123,-0.444,1.194,3.29,6.42,8.7
25.7,1.592,-0.032,0.714,0.634,-0.51,-0.033,0.092,-0.468,1.177,3.286,6.457,8.366
25.7,1.651,-0.054,0.641,0.668,-0.252,-0.263,0.127,-0.499,1.152,3.166,6.447,7.479
25.7,1.537,-0.003,0.752,0.574,-0.448,0.174,-0.343,-0.102,1.165,3.267,5.88,7.659
25.7,1.567,0.081,0.706,0.62,-0.12,-0.012,0.008,-0.613,1.159,3.335,6.35,8.625
25.7,1.388,-0.04,0.727,0.75,-0.266,0.079,-0.769,-0.849,1.308,3.106,6.343,8.948
25.8,1.587,-0.17,0.733,0.586,-0.494,-0.103,-0.171,-0.027,1.149,3.248,6.488,9.146
25.8,1.499,-0.001,0.747,0.667,-0.357,0.078,-0.152,-0.311,1.25,3.349,6.335,8.856
25.8,1.487,0.06,0.716,0.622,-0.675,0.079,0.106,-0.814,1.164,3.264,6.024,8.392
25.8,1.59,0.004,0.684,0.634,-0.466,0.126,0.179,-0.41,1.152,3.215,6.342,8.301
25.8,1.523,0.029,0.712,0.639,-0.556,0.071,-0.035,-0.329,1.183,3.239,6.725,7.992
25.8,1.617,0.034,0.678,0.589,-0.343,0.023,0.052,0.262,1.103,3.28,6.737,8.98
25.8,1.553,0.033,0.643,0.68,-0.052,0.268,0.224,-0.118,1.159,3.13,6.577,8.806
25.8,1.442,-0.062,0.701,0.585,-0.502,-0.048,0.295,0.034,1.115,3.329,6.09,8.092
25.8,1.561,-0.108,0.664,0.569,0.013,-0.361,0.052,-0.392,1.082,3.149,5.194,8.14
25.8,1.557,-0.04,0.653,0.6,-0.692,0.103,1.108,-0.242,1.08,3.283,6.028,7.42
25.9,1.595,0.005,0.626,0.631,-0.363,-0.025,0.125,-0.798,1.1,3.121,5.971,7.932
25.9,1.525,0.096,0.67,0.7,-0.328,-0.064,-0.327,-0.627,1.209,3.113,6.362,8.567
25.9,1.487,-0.004,0.739,0.625,-0.229,0.13,-0.332,-0.483,1.208,3.268,6.039,8.098
25.9,1.579,0.067,0.587,0.588,-0.275,-0.005,-0.258,0.42,1.001,3.085,5.843,8.32
25.9,1.575,-0.081,0.753,0.606,-0.404,0.018,-0.656,-0.23,1.186,3.17,6.168,8.074
25.9,1.569,0.061,0.713,0.602,-0.164,-0.333,-0.256,-0.004,1.156,3.112,6.064,8.294
25.9,1.489,0.031,0.711,0.613,-0.319,-0.387,-0.359,-0.036,1.153,3.057,6.212,8.353
25.9,1.618,0.021,0.664,0.642,-0.32,-0.027,-0.194,-0.616,1.144,3.015,5.546,8.633
25.9,1.539,-0.061,0.679,0.608,-0.295,0.1,-0.14,0.056,1.122,3.222,6.617,8.871
25.9,1.442,-0.002,0.801,0.626,-0.333,0.235,-0.777,-0.545,1.263,3.237,6.37,8.761
26.0,1.41,-0.017,0.823,0.606,-0.203,0.251,-0.468,-0.654,1.267,3.278,5.842,8.094
26.0,1.524,-0.063,0.669,0.675,-0.78,-0.098,0.178,-0.518,1.172,2.962,5.968,8.067
26.0,1.472,-0.078,0.698,0.603,-0.312,-0.119,-0.321,-0.42,1.138,3.3,6.165,8.431
26.0,1.411,-0.114,0.734,0.64,-0.423,0.009,-0.196,-0.583,1.212,3.281,6.665,8.561
26.0,1.591,-0.044,0.729,0.607,-0.342,0.285,-0.369,-0.205,1.171,3.122,6.27,8.133
26.0,1.641,-0.142,0.709,0.636,-0.352,0.081,-0.312,-0.742,1.184,3.225,5.94,7.361
26.0,1.476,-0.062,0.705,0.605,-0.537,-0.326,0.116,-0.302,1.15,3.427,6.042,8.471
26.0,1.441,0.036,0.745,0.603,-0.073,-0.203,-0.391,-0.256,1.19,3.299,6.581,8.337
26.0,1.611,-0.124,0.696,0.58,-0.49,0.039,-0.523,0.097,1.117,2.934,5.631,8.052
26.0,1.511,0.052,0.688,0.694,-0.77,-0.012,-0.232,-0.744,1.21,3.172,6.322,8.495
26.1,1.476,-0.066,0.619,0.632,-0.934,-0.09,0.647,-0.342,1.084,3.072,6.141,8.0
26.1,1.499,0.07,0.661,0.604,-0.121,-0.18,-0.424,0.242,1.106,2.96,5.442,8.602
26.1,1.565,0.028,0.705,0.63,-0.379,0.057,-0.403,-0.749,1.183,3.071,5.383,8.575
26.1,1.543,0.052,0.713,0.64,-0.39,0.013,-0.129,0.086,1.172,3.233,6.462,8.463
26.1,1.394,0.003,0.842,0.615,-0.399,-0.216,-0.866,-0.427,1.3,3.197,6.095,8.499
26.1,1.653,-0.101,0.736,0.619,-0.275,0.022,-0.552,-0.766,1.203,3.076,6.008,8.374
26.1,1.447,0.047,0.667,0.634,-0.292,0.039,-0.146,-0.071,1.14,3.114,6.235,7.8
26.1,1.523,-0.092,0.691,0.636,-0.322,0.007,-0.102,-0.338,1.161,3.103,6.449,8.662
26.1,1.318,0.051,0.74,0.556,-0.499,-0.184,-0.369,-0.157,1.131,3.144,6.184,8.036
26.1,1.647,0.127,0.695,0.633,-0.425,-0.244,-0.339,-0.331,1.17,3.173,6.541,8.306
26.2,1.437,-0.011,0.779,0.62,-0.271,-0.13,-0.668,-0.083,1.231,3.161,6.61,8.288
26.2,1.544,-0.086,0.646,0.628,-0.193,-0.36,0.324,-0.337,1.116,3.375,6.123,8.227
26.2,1.611,0.182,0.742,0.571,-0.67,0.269,0.243,-0.271,1.142,3.307,6.366,9.054
26.2,1.449,-0.047,0.748,0.601,-0.384,-0.375,-0.401,-0.612,1.193,3.432,5.897,8.657
26.2,1.514,-0.032,0.689,0.63,-0.196,0.266,-0.275,-0.265,1.159,3.303,6.476,8.111
26.2,1.632,0.126,0.676,0.55,-0.285,0.182,-0.282,0.012,1.073,2.977,5.631,8.153
26.2,1.435,-0.018,0.682,0.599,-0.372,0.078,0.096,-0.258,1.124,3.327,6.317,8.278
26.2,1.379,-0.09,0.721,0.68,-0.398,-0.188,-0.336,-0.716,1.242,3.243,6.594,7.441
26.2,1.363,0.073,0.748,0.627,-0.251,-0.122,-0.93,-0.6,1.228,3.131,6.253,7.951
26.2,1.375,-0.06,0.769,0.601,-0.269,-0.262,-0.481,-0.325,1.213,3.349,6.087,8.672
26.3,1.385,0.006,0.748,0.601,-0.36,-0.296,-0.532,-0.347,1.192,3.212,6.671,9.035
26.3,1.384,-0.122,0.665,0.639,-0.385,-0.151,0.064,-0.744,1.145,3.406,6.088,7.543
26.3,1.398,0.036,0.805,0.626,-0.263,-0.005,-0.604,-0.253,1.271,3.301,7.055,8.969
26.3,1.671,0.054,0.56,0.608,-0.403,-0.127,0.946,-0.105,1.004,3.13,5.737,8.292
26.3,1.571,-0.037,0.706,0.667,-0.31,-0.133,-0.326,-0.681,1.216,3.258,6.071,7.38
26.3,1.432,0.09,0.738,0.688,-0.289,-0.246,-0.349,-0.566,1.262,3.243,6.84,8.718
26.3,1.554,0.037,0.713,0.558,-0.14,-0.107,-0.531,0.414,1.119,3.131,6.423,8.792
26.3,1.448,-0.026,0.71,0.729,-0.426,0.014,-0.429,-0.604,1.274,3.219,6.858,7.959
26.3,1.421,-0.019,0.691,0.703,-0.283,0.155,-0.46,-0.586,1.231,3.165,6.412,8.736
26.3,1.542,0.091,0.75,0.683,-0.317,-0.102,-0.571,-0.618,1.253,3.307,6.416,8.57
26.4,1.442,-0.073,0.696,0.619,-0.214,0.197,-0.482,-0.176,1.157,3.187,6.21,8.244
26.4,1.621,0.155,0.671,0.687,-0.288,-0.098,-0.384,-0.475,1.185,3.267,6.441,8.935
26.4,1.402,-0.064,0.706,0.657,-0.36,-0.198,-0.044,-0.19,1.191,3.366,6.411,8.665
26.4,1.566,0.082,0.761,0.528,-0.284,-0.204,-0.512,-0.291,1.142,3.077,5.335,7.796
26.4,1.42,-0.026,0.779,0.58,-0.317,-0.111,-0.419,-0.219,1.198,3.354,6.674,8.87
26.4,1.565,0.088,0.647,0.616,-0.856,0.171,0.749,-0.341,1.082,3.135,6.055,8.668
26.4,1.591,0.004,0.682,0.619,-0.534,0.121,0.053,-0.422,1.139,3.218,6.084,8.374
26.4,1.428,-0.1,0.68,0.6,-0.296,0.011,-0.626,-0.276,1.116,3.242,5.991,8.032
26.4,1.484,-0.076,0.659,0.645,-0.04,0.025,-0.275,-0.543,1.152,2.931,5.405,7.566
26.4,1.451,-0.16,0.72,0.738,-0.372,0.299,-0.621,-0.519,1.292,3.098,6.706,8.54
26.5,1.531,0.024,0.748,0.573,-0.58,0.025,0.059,-0.195,1.154,3.333,6.655,8.667
26.5,1.56,0.17,0.559,0.577,-0.18,0.087,0.156,-0.103,0.99,3.003,5.197,7.166
26.5,1.422,0.151,0.754,0.585,-0.547,-0.098,-0.005,0.379,1.163,3.43,6.943,9.172
26.5,1.544,0.041,0.776,0.579,-0.392,0.44,-0.256,-0.329,1.2,3.308,6.223,7.639
26.5,1.455,-0.086,0.773,0.708,-0.261,0.324,-0.651,-0.377,1.308,3.208,6.846,8.551
26.5,1.448,0.006,0.707,0.598,-0.684,0.249,-0.071,-0.231,1.126,3.182,6.456,8.999
26.5,1.589,0.112,0.74,0.623,-0.545,-0.103,0.03,-0.21,1.185,3.303,6.514,8.423
26.5,1.392,0.075,0.764,0.645,-0.453,0.183,-0.395,-0.628,1.25,3.203,6.078,7.819
26.5,1.474,-0.039,0.716,0.6,-0.171,-0.001,-0.57,0.45,1.16,3.016,5.87,8.832
26.5,1.517,0.02,0.681,0.671,-0.536,0.022,0.151,-0.173,1.168,3.296,7.048,8.065
26.6,1.455,0.001,0.758,0.623,-0.57,-0.056,-0.098,-0.298,1.209,3.21,6.299,8.49
26.6,1.397,-0.015,0.613,0.603,-0.689,-0.083,0.988,0.199,1.052,3.452,6.047,8.704
26.6,1.458,0.004,0.71,0.639,-0.477,0.054,-0.099,-0.293,1.181,3.117,6.209,8.093
26.6,1.524,-0.152,0.699,0.585,-0.402,0.333,-0.065,0.039,1.12,3.32,6.834,8.882
26.6,1.507,-0.036,0.657,0.582,-0.342,-0.117,0.032,-0.03,1.076,3.205,6.463,8.333
26.6,1.53,-0.006,0.743,0.635,-0.586,-0.166,-0.092,-0.301,1.202,3.291,6.941,9.3
26.6,1.46,-0.029,0.734,0.653,-0.524,0.027,-0.397,-0.449,1.221,3.186,6.352,8.109
26.6,1.456,-0.025,0.692,0.561,-0.264,-0.119,-0.196,-0.101,1.089,3.305,6.378,7.877
26.6,1.497,0.193,0.681,0.621,-0.388,0.009,-0.163,-0.48,1.144,3.187,6.13,8.592
26.6,1.629,0.032,0.652,0.635,-0.762,0.279,0.397,-0.212,1.118,3.09,6.191,7.558
26.7,1.392,-0.009,0.759,0.576,-0.393,0.271,-0.201,0.159,1.165,3.348,6.283,8.68
26.7,1.382,-0.005,0.811,0.586,-0.318,0.173,-0.703,0.173,1.239,3.25,6.684,8.365
26.7,1.527,-0.012,0.726,0.657,-0.339,0.362,-0.41,-0.655,1.229,3.127,6.424,8.563
26.7,1.486,-0.099,0.72,0.662,-0.207,0.23,-0.532,-0.404,1.224,2.987,6.072,7.715
26.7,1.413,0.112,0.784,0.662,-0.378,-0.018,-0.136,-0.562,1.274,3.382,6.949,9.127
26.7,1.38,-0.003,0.656,0.592,-0.488,-0.151,0.336,0.139,1.076,3.314,6.293,7.947
26.7,1.586,-0.034,0.723,0.671,-0.405,-0.048,-0.006,-0.776,1.23,3.386,6.186,7.964
26.7,1.387,-0.077,0.741,0.635,-0.236,-0.032,-0.488,-0.288,1.207,3.333,7.067,9.095
26.7,1.506,-0.038,0.777,0.663,-0.289,0.105,-0.795,-0.22,1.271,3.152,6.228,8.715
26.7,1.465,0.014,0.73,0.593,-0.513,-0.362,0.063,-0.064,1.158,3.294,6.609,8.825
26.8,1.284,-0.075,0.767,0.643,-0.479,0.13,-0.733,-0.334,1.25,3.201,6.273,9.053
26.8,1.445,-0.022,0.839,0.637,-0.266,-0.211,-0.582,-0.238,1.308,3.421,6.919,8.987
26.8,1.383,-0.07,0.766,0.599,-0.524,0.11,-0.301,0.3,1.177,3.252,6.896,8.361
26.8,1.542,-0.032,0.72,0.603,-0.628,-0.397,0.026,-0.16,1.147,3.103,6.153,8.369
26.8,1.488,0.025,0.691,0.609,-0.382,0.124,0.001,-0.22,1.131,3.437,6.697,8.61
26.8,1.609,0.175,0.763,0.671,-0.592,-0.022,-0.007,-0.751,1.267,3.268,6.5,8.989
26.8,1.494,-0.007,0.783,0.737,-0.213,-0.106,-0.546,-0.957,1.348,3.339,6.417,8.009
26.8,1.591,0.047,0.634,0.649,-0.494,-0.087,0.369,-0.438,1.115,3.095,6.054,8.5
26.8,1.368,-0.049,0.74,0.633,-0.628,0.172,0.098,0.165,1.184,3.396,6.442,8.664
26.8,1.452,-0.077,0.779,0.634,-0.28,0.089,-0.632,-0.291,1.256,3.143,6.337,8.287
26.9,1.351,-0.009,0.719,0.653,-0.379,-0.045,-0.211,-0.4,1.206,3.35,7.061,9.022
26.9,1.426,-0.098,0.8,0.612,-0.605,0.041,-0.288,-0.471,1.242,3.262,6.468,9.294
26.9,1.458,-0.014,0.694,0.591,-0.513,-0.164,-0.002,-0.323,1.128,3.333,6.22,8.223
26.9,1.442,0.039,0.742,0.627,-0.353,-0.101,-0.388,-0.492,1.214,3.298,6.807,8.814
26.9,1.487,0.114,0.751,0.634,-0.564,-0.275,0.177,-0.002,1.202,3.466,7.091,8.38
26.9,1.391,-0.004,0.789,0.657,-0.255,-0.061,-0.496,-0.509,1.286,3.347,7.089,8.204
26.9,1.451,0.034,0.694,0.549,-0.432,0.168,-0.013,0.152,1.08,3.361,6.642,7.88
26.9,1.389,-0.02,0.674,0.634,-0.481,-0.115,0.228,-0.281,1.139,3.26,6.561,8.005
26.9,1.361,0.122,0.778,0.501,-0.568,0.354,-0.183,0.104,1.111,3.388,6.071,9.078
26.9,1.417,0.027,0.711,0.684,-0.274,-0.052,-0.348,-0.316,1.23,3.309,7.075,8.495
27.0,1.406,-0.102,0.657,0.776,-0.473,-0.028,0.052,-0.583,1.265,3.148,6.673,8.805
27.0,1.552,-0.003,0.612,0.57,-0.956,0.123,1.424,-0.477,1.009,3.313,6.105,7.063
27.0,1.383,-0.019,0.657,0.654,-0.331,-0.143,-0.305,-0.439,1.156,3.021,5.992,8.576
27.0,1.334,0.038,0.768,0.54,-0.077,0.26,-0.519,-0.376,1.162,3.186,5.909,7.629
27.0,1.434,-0.06,0.666,0.666,-0.569,0.09,0.497,-0.4,1.162,3.316,6.874,8.807
27.0,1.531,-0.067,0.69,0.681,-0.36,0.049,-0.324,-0.78,1.212,3.09,6.232,8.8
27.0,1.427,0.126,0.685,0.621,-0.708,-0.143,0.249,-0.103,1.13,3.212,6.357,8.408
27.0,1.495,0.039,0.767,0.649,-0.599,0.071,0.076,-0.446,1.244,3.333,7.099,8.512
27.0,1.354,0.041,0.737,0.665,-0.297,0.104,-0.375,-0.206,1.229,3.286,6.987,9.168
27.0,1.366,0.009,0.67,0.655,-0.446,-0.223,0.201,-0.469,1.157,3.356,6.586,9.232
27.1,1.522,0.034,0.754,0.584,-0.292,0.063,-0.564,-0.32,1.186,3.177,6.612,8.658
27.1,1.378,0.008,0.768,0.614,-0.521,0.092,-0.348,-0.281,1.215,3.299,6.559,9.226
27.1,1.496,0.023,0.697,0.672,-0.217,0.083,0.006,-0.195,1.206,3.457,6.77,8.216
27.1,1.412,0.107,0.768,0.564,-0.445,0.342,-0.313,-0.371,1.172,3.311,6.226,8.846
27.1,1.404,-0.042,0.65,0.633,-0.409,0.153,-0.228,0.047,1.125,3.151,6.298,8.667
27.1,1.618,-0.023,0.649,0.647,-0.455,-0.069,0.586,-0.283,1.127,3.128,6.123,7.887
27.1,1.502,0.03,0.678,0.641,-0.073,0.1,-0.542,0.108,1.156,3.002,5.94,8.133
27.1,1.412,0.071,0.748,0.646,-0.595,0.265,-0.095,-0.219,1.225,3.217,6.386,8.951
27.1,1.544,0.006,0.672,0.659,0.015,0.109,-0.401,-0.436,1.17,3.08,6.126,8.615
27.1,1.488,0.007,0.701,0.607,-0.149,-0.369,-0.449,-0.182,1.147,3.279,6.301,8.514
