true_angle,mean_x,mean_y,std_x,std_y,skew_x,skew_y,kurt_x,kurt_y,mean_distance,max_distance,hull_area,hull_perimeter
8.4,-2.951,-0.07,0.557,0.568,-0.204,-0.035,-0.552,-0.067,0.987,2.692,4.798,6.915
8.4,-2.921,0.045,0.557,0.654,0.319,-0.094,-0.059,-0.841,1.076,2.647,4.841,7.492
8.4,-2.946,-0.058,0.569,0.613,0.215,0.063,-0.254,-0.646,1.046,2.678,4.414,6.666
8.4,-2.905,0.105,0.505,0.503,0.356,0.047,-0.15,-0.421,0.879,2.398,3.645,6.972
8.4,-3.02,0.03,0.512,0.519,-0.29,-0.02,0.1,0.209,0.892,2.692,4.27,7.018
8.5,-2.934,0.054,0.596,0.59,0.213,-0.285,-0.248,-0.17,1.039,2.709,4.603,7.551
8.5,-2.945,0.067,0.523,0.588,0.307,-0.386,-0.13,-0.336,0.969,2.653,4.546,7.047
8.5,-2.904,0.002,0.6,0.512,-0.033,0.141,-0.811,-0.351,0.982,2.588,4.02,6.357
8.5,-2.841,0.012,0.497,0.509,0.115,-0.077,0.311,0.095,0.87,2.693,4.161,6.614
8.5,-2.866,0.008,0.55,0.605,0.099,-0.199,-0.049,-0.391,1.013,2.693,4.739,7.879
8.5,-2.801,0.03,0.567,0.614,-0.158,0.169,-0.548,-0.704,1.045,2.648,4.471,7.25
8.5,-2.923,0.008,0.506,0.567,0.262,0.251,-0.151,-0.734,0.94,2.637,4.208,7.327
8.5,-2.967,-0.006,0.629,0.588,0.263,-0.131,-0.5,-0.441,1.075,2.692,4.843,7.05
8.5,-2.922,0.021,0.568,0.598,0.145,-0.106,-0.363,-0.553,1.022,2.678,4.781,7.424
8.5,-2.86,0.011,0.571,0.591,0.108,-0.199,-0.212,-0.423,1.023,2.64,4.835,7.554
8.6,-2.898,-0.031,0.652,0.562,0.106,-0.012,-0.597,-0.556,1.075,2.753,4.581,7.463
8.6,-2.993,-0.09,0.522,0.552,0.053,0.265,-0.332,0.093,0.938,2.739,4.479,7.271
8.6,-2.858,-0.103,0.576,0.563,0.267,-0.042,-0.081,-0.313,0.993,2.668,4.609,7.485
8.6,-2.92,-0.049,0.495,0.546,0.499,0.25,0.68,-0.109,0.904,2.516,3.592,7.136
8.6,-2.857,0.011,0.485,0.562,-0.002,-0.084,-0.179,-0.146,0.915,2.699,4.244,7.197
8.6,-2.762,0.0,0.518,0.648,-0.306,0.08,0.095,-0.596,1.034,2.625,4.541,6.651
8.6,-2.822,0.009,0.607,0.594,-0.026,-0.367,-0.453,-0.31,1.062,2.687,4.743,6.733
8.6,-2.828,0.014,0.553,0.615,0.078,-0.192,0.034,-0.161,1.021,2.711,4.636,7.636
8.6,-2.826,-0.045,0.604,0.523,0.047,-0.245,-0.576,-0.198,0.988,2.668,4.471,6.843
8.6,-2.92,0.116,0.607,0.622,0.501,-0.173,-0.383,-0.551,1.08,2.625,4.49,7.2
8.7,-2.991,0.053,0.54,0.557,-0.007,0.274,-0.422,-0.407,0.971,2.442,3.896,6.485
8.7,-2.881,-0.054,0.528,0.566,0.123,-0.155,-0.279,-0.771,0.959,2.567,4.365,6.713
8.7,-2.924,-0.08,0.476,0.632,0.241,-0.176,-0.001,-0.434,0.981,2.668,4.445,6.192
8.7,-2.849,-0.016,0.588,0.58,0.087,0.407,-0.095,-0.295,1.023,2.743,4.872,7.436
8.7,-2.952,0.065,0.555,0.513,-0.265,0.24,-0.483,-0.235,0.935,2.541,4.022,6.901
8.7,-2.941,-0.004,0.556,0.542,0.277,0.034,0.222,-0.493,0.958,2.638,4.622,7.359
8.7,-2.859,-0.177,0.522,0.542,0.038,0.155,-0.109,-0.407,0.933,2.521,4.202,6.573
8.7,-2.837,-0.054,0.502,0.572,0.018,-0.197,-0.171,-0.249,0.939,2.594,4.536,7.559
8.7,-2.843,-0.037,0.588,0.63,-0.021,0.074,-0.638,-0.58,1.08,2.724,4.467,7.215
8.7,-2.679,0.031,0.541,0.499,0.252,0.341,0.167,0.619,0.893,2.661,4.233,7.374
8.8,-2.877,-0.013,0.573,0.546,0.127,0.198,-0.315,-0.352,0.985,2.699,4.581,7.011
8.8,-2.911,-0.036,0.584,0.532,0.266,0.123,-0.226,-0.483,0.984,2.653,4.204,7.034
8.8,-3.001,0.063,0.542,0.574,0.469,-0.047,0.191,-0.282,0.977,2.673,4.998,7.045
8.8,-2.782,0.061,0.556,0.604,0.354,-0.248,-0.396,-0.731,1.021,2.739,4.486,7.643
8.8,-2.845,-0.095,0.668,0.5,0.122,0.482,-0.778,-0.052,1.034,2.635,4.271,7.236
8.8,-2.885,0.067,0.656,0.568,0.017,-0.046,-0.416,-0.219,1.075,2.679,4.727,7.189
8.8,-2.924,0.068,0.61,0.557,0.306,0.015,-0.156,-0.275,1.027,2.713,4.677,7.464
8.8,-3.01,-0.007,0.52,0.608,0.12,0.016,-0.375,-0.653,0.997,2.586,4.553,7.627
8.8,-2.793,0.0,0.618,0.616,0.28,0.093,-0.385,-0.716,1.094,2.565,4.271,6.983
8.8,-2.874,0.006,0.582,0.513,-0.111,0.266,-0.132,-0.014,0.946,2.612,4.484,7.369
8.9,-2.898,-0.139,0.633,0.549,0.0,0.101,-0.78,-0.607,1.051,2.661,4.615,6.884
8.9,-2.91,-0.059,0.533,0.539,-0.051,0.228,-0.642,-0.034,0.942,2.591,4.097,6.9
8.9,-2.848,-0.011,0.557,0.564,-0.037,-0.28,-0.499,-0.196,0.981,2.707,4.55,6.497
8.9,-2.822,0.006,0.543,0.663,0.372,0.192,-0.219,-0.617,1.066,2.723,4.586,6.942
8.9,-2.991,0.004,0.568,0.57,0.154,0.211,-0.046,-0.057,1.003,2.638,4.579,7.401
8.9,-2.866,-0.051,0.52,0.629,-0.187,0.255,-0.027,-0.337,1.016,2.613,4.356,6.996
8.9,-2.822,-0.075,0.557,0.661,0.102,0.311,-0.071,-0.713,1.076,2.646,4.82,7.827
8.9,-2.94,0.02,0.578,0.51,-0.068,-0.298,-0.495,0.328,0.947,2.671,4.385,6.714
8.9,-2.92,0.062,0.607,0.574,-0.015,0.126,-0.805,-0.181,1.041,2.618,4.533,7.462
8.9,-2.967,0.017,0.567,0.479,0.312,0.418,-0.329,-0.291,0.918,2.634,3.72,7.035
9.0,-2.826,-0.008,0.527,0.584,0.127,-0.114,0.011,-0.311,0.977,2.732,4.894,7.235
9.0,-2.844,0.064,0.592,0.586,0.031,0.063,-0.769,-0.214,1.04,2.654,4.468,7.642
9.0,-2.819,-0.057,0.578,0.535,0.078,0.061,-0.335,-0.211,0.975,2.637,4.715,7.694
9.0,-2.864,0.076,0.56,0.56,0.111,0.145,-0.12,-0.544,0.987,2.731,4.338,6.5
9.0,-2.83,0.091,0.594,0.556,0.292,-0.125,-0.509,-0.335,1.011,2.739,4.751,7.659
9.0,-2.999,0.027,0.59,0.537,0.343,-0.139,0.24,-0.342,0.982,2.763,4.667,7.711
9.0,-2.873,-0.037,0.515,0.558,-0.074,-0.183,-0.613,-0.725,0.945,2.569,3.47,6.637
9.0,-2.798,-0.046,0.602,0.496,-0.151,0.452,-0.317,0.574,0.952,2.732,4.658,6.486
9.0,-2.964,-0.031,0.497,0.473,-0.265,-0.187,0.326,0.588,0.83,2.597,3.947,6.067
9.0,-3.02,0.065,0.61,0.585,0.028,-0.012,-0.642,-0.356,1.054,2.664,4.822,7.152
9.1,-2.915,-0.025,0.51,0.5,-0.48,0.274,-0.102,0.009,0.881,2.454,3.58,6.437
9.1,-2.955,0.054,0.631,0.505,0.263,0.158,-0.274,0.614,0.986,2.716,4.641,7.6
9.1,-2.906,0.049,0.6,0.593,0.198,-0.091,-0.333,-0.528,1.048,2.707,4.892,7.694
9.1,-2.839,-0.058,0.546,0.557,0.311,0.271,-0.106,-0.065,0.971,2.642,4.388,6.584
9.1,-2.84,-0.072,0.657,0.526,0.154,0.168,-0.557,-0.107,1.045,2.731,4.947,7.696
9.1,-2.879,0.016,0.544,0.546,0.232,0.11,-0.234,0.115,0.952,2.688,4.31,7.657
9.1,-2.746,0.059,0.605,0.574,0.134,0.063,-0.909,-0.365,1.042,2.672,4.529,7.055
9.1,-2.81,0.143,0.559,0.592,0.256,-0.071,-0.221,-0.552,1.006,2.657,4.483,7.458
9.1,-2.835,0.004,0.547,0.596,0.272,0.238,0.232,-0.313,0.998,2.709,4.525,7.441
9.1,-2.882,0.13,0.594,0.555,0.255,-0.06,-0.35,-0.334,1.018,2.666,4.524,6.827
9.2,-2.907,-0.031,0.582,0.533,0.334,0.062,-0.184,-0.046,0.979,2.608,4.43,7.17
9.2,-2.892,-0.087,0.522,0.561,-0.052,-0.063,-0.847,-0.426,0.959,2.567,4.102,7.119
9.2,-2.856,-0.059,0.598,0.558,-0.004,-0.015,-0.501,-0.486,1.023,2.584,4.418,6.669
9.2,-2.868,-0.001,0.612,0.568,0.486,-0.202,-0.141,-0.395,1.028,2.75,4.641,7.708
9.2,-2.764,-0.056,0.606,0.585,-0.046,0.033,-0.202,-0.874,1.049,2.755,4.911,7.799
9.2,-2.688,-0.041,0.551,0.645,-0.011,0.074,-0.132,-0.709,1.057,2.706,4.611,7.584
9.2,-2.923,-0.051,0.532,0.557,0.365,0.171,0.201,-0.102,0.949,2.591,4.315,7.171
9.2,-2.934,-0.046,0.483,0.619,0.226,0.097,-0.337,-0.385,0.972,2.757,4.265,6.451
9.2,-2.768,0.006,0.511,0.583,0.337,0.223,0.211,-0.521,0.955,2.554,4.404,7.442
9.2,-2.715,0.039,0.563,0.565,0.225,0.197,-0.572,-0.397,0.993,2.649,4.326,7.379
9.3,-2.927,-0.155,0.577,0.493,0.279,-0.117,-0.202,-0.04,0.932,2.632,4.119,7.054
9.3,-2.869,-0.011,0.629,0.667,0.06,-0.052,-0.754,-0.83,1.158,2.629,4.919,6.709
9.3,-2.844,-0.111,0.549,0.562,0.137,-0.133,-0.49,-0.854,0.979,2.651,4.134,7.359
9.3,-2.882,-0.066,0.584,0.536,0.116,0.247,0.27,0.207,0.972,2.689,4.65,7.88
9.3,-2.743,-0.021,0.499,0.556,0.256,-0.236,0.349,-0.161,0.914,2.565,4.299,6.432
9.3,-2.837,-0.033,0.557,0.532,-0.148,-0.069,-0.164,0.026,0.952,2.671,4.35,6.593
9.3,-2.721,-0.096,0.561,0.539,0.146,0.115,-0.438,-0.207,0.968,2.643,4.258,6.94
9.3,-2.822,-0.02,0.562,0.602,-0.251,-0.103,-0.239,0.06,1.02,2.696,4.525,6.717
9.3,-2.823,0.077,0.576,0.587,0.133,0.255,-0.787,-0.415,1.022,2.676,4.367,7.065
9.3,-2.81,-0.065,0.619,0.464,0.3,0.375,-0.163,-0.157,0.951,2.684,4.017,6.466
9.4,-2.944,0.062,0.561,0.636,0.04,-0.052,-0.238,-0.838,1.062,2.731,5.004,7.97
9.4,-2.793,-0.108,0.564,0.555,0.177,0.183,-0.333,-0.046,0.987,2.693,4.829,7.411
9.4,-2.715,0.017,0.545,0.589,-0.261,-0.155,-0.289,-0.165,0.988,2.694,4.621,6.934
9.4,-2.806,-0.079,0.597,0.582,-0.035,0.077,-0.761,-0.383,1.038,2.689,4.738,7.602
9.4,-2.806,0.044,0.537,0.594,-0.079,-0.117,-1.02,-0.18,0.994,2.688,4.027,7.092
9.4,-2.884,-0.074,0.615,0.581,0.073,0.143,-0.723,-0.73,1.062,2.712,4.523,7.417
9.4,-2.83,-0.057,0.522,0.574,0.103,0.168,-0.536,0.105,0.947,2.633,4.461,7.303
9.4,-2.849,0.06,0.475,0.521,0.474,0.081,1.54,0.07,0.857,2.762,4.026,7.504
9.4,-2.858,0.091,0.521,0.571,-0.395,-0.075,-0.007,-0.249,0.957,2.57,4.265,7.126
9.4,-2.763,0.009,0.502,0.532,0.08,0.341,0.235,0.014,0.9,2.456,3.939,6.876
9.5,-2.916,0.058,0.523,0.531,-0.242,-0.295,0.354,-0.307,0.917,2.634,4.415,7.264
9.5,-2.723,0.044,0.561,0.636,0.207,-0.069,-0.265,-0.731,1.064,2.709,4.909,7.469
9.5,-2.905,0.065,0.505,0.585,0.086,-0.15,0.054,-0.44,0.964,2.584,3.77,7.007
9.5,-2.862,0.002,0.605,0.568,0.197,0.025,-0.367,0.122,1.021,2.697,5.173,7.6
9.5,-2.953,0.005,0.504,0.532,-0.24,-0.47,-0.469,0.312,0.9,2.566,3.753,5.732
9.5,-2.766,0.026,0.522,0.635,0.237,-0.163,-0.477,-0.564,1.022,2.623,4.172,6.619
9.5,-2.78,0.165,0.548,0.577,-0.135,0.048,-0.082,-0.07,0.982,2.663,3.867,5.757
9.5,-2.793,-0.031,0.572,0.603,0.2,-0.197,-0.375,-0.161,1.025,2.731,4.966,7.345
9.5,-2.848,-0.096,0.604,0.506,-0.129,-0.08,-0.578,0.043,0.973,2.644,4.518,6.879
9.5,-2.927,-0.032,0.511,0.487,0.352,-0.168,0.008,0.399,0.871,2.572,4.291,6.66
9.6,-2.697,-0.002,0.583,0.55,0.064,0.116,-0.368,-0.499,0.999,2.614,4.37,6.811
9.6,-2.866,0.001,0.497,0.573,0.231,0.243,-0.457,-0.246,0.943,2.445,3.586,6.106
9.6,-2.733,-0.061,0.584,0.527,-0.267,-0.007,-0.563,-0.595,0.979,2.595,4.164,6.949
9.6,-2.933,-0.073,0.554,0.537,0.138,0.124,-0.469,-0.279,0.954,2.696,4.542,7.451
9.6,-2.725,0.03,0.549,0.614,-0.063,0.173,0.17,-0.534,1.015,2.678,4.916,7.708
9.6,-2.839,0.015,0.575,0.55,0.096,-0.271,-0.468,-0.082,0.984,2.696,4.446,6.503
9.6,-2.999,-0.025,0.547,0.513,0.217,-0.092,-0.39,-0.175,0.923,2.573,4.013,6.796
9.6,-2.834,0.067,0.611,0.527,0.535,-0.094,-0.158,0.006,0.99,2.707,4.73,7.57
9.6,-2.74,-0.016,0.593,0.578,-0.054,0.036,-0.543,-0.157,1.031,2.612,4.521,7.244
9.6,-2.869,-0.009,0.487,0.655,-0.084,0.021,0.311,-0.616,1.006,2.649,4.379,6.873
9.7,-2.794,0.011,0.521,0.533,0.372,-0.01,-0.183,-0.287,0.921,2.537,4.116,6.795
9.7,-2.875,-0.054,0.642,0.585,0.053,0.236,-0.653,-0.295,1.085,2.688,5.053,7.616
9.7,-2.74,0.028,0.518,0.543,-0.068,0.168,-0.213,-0.463,0.938,2.588,3.933,6.78
9.7,-2.771,-0.152,0.609,0.645,-0.106,0.14,-0.53,-0.984,1.11,2.654,4.355,7.686
9.7,-2.73,-0.017,0.553,0.607,0.696,0.131,-0.345,-0.58,1.012,2.688,4.307,7.539
9.7,-2.706,0.008,0.625,0.534,0.173,0.159,-0.638,0.08,1.021,2.655,4.596,7.168
9.7,-2.768,-0.011,0.595,0.584,-0.218,0.106,-0.502,-0.244,1.039,2.739,4.85,7.194
9.7,-2.753,-0.063,0.633,0.602,-0.132,-0.017,-0.787,-0.402,1.095,2.76,4.825,6.84
9.7,-2.771,-0.069,0.599,0.532,0.007,0.084,-0.036,-0.301,0.984,2.793,4.841,6.679
9.7,-2.679,0.1,0.588,0.632,0.113,0.136,-0.589,-0.622,1.074,2.713,4.516,7.664
9.8,-2.815,0.089,0.463,0.561,-0.048,-0.01,0.105,-0.142,0.898,2.605,4.283,7.364
9.8,-3.004,0.0,0.615,0.555,0.179,-0.318,-0.677,-0.273,1.037,2.618,4.495,7.356
9.8,-2.851,-0.083,0.585,0.473,0.212,-0.042,-0.207,-0.375,0.93,2.574,3.311,6.525
9.8,-2.747,-0.03,0.562,0.566,0.027,-0.312,-0.302,-0.243,0.989,2.603,4.507,6.314
9.8,-2.802,0.03,0.616,0.573,0.309,-0.083,-0.478,-0.503,1.056,2.681,4.749,7.657
9.8,-2.83,-0.02,0.576,0.543,0.033,-0.183,-0.009,0.01,0.974,2.679,4.83,7.301
9.8,-2.886,0.01,0.632,0.567,0.23,-0.167,-0.697,-0.342,1.06,2.73,4.766,7.251
9.8,-2.818,0.04,0.538,0.539,-0.005,-0.102,-0.307,-0.04,0.944,2.666,4.536,7.742
9.8,-2.775,0.025,0.644,0.645,0.255,0.132,-0.525,-0.664,1.135,2.704,5.064,7.314
9.8,-2.966,-0.08,0.489,0.55,-0.228,0.115,-0.564,-0.507,0.916,2.446,3.34,6.172
9.9,-2.833,0.017,0.578,0.503,0.49,0.254,0.234,0.782,0.933,2.749,4.767,6.801
9.9,-2.732,-0.012,0.536,0.582,0.243,-0.142,0.165,-0.603,0.982,2.693,4.71,7.041
9.9,-2.86,0.139,0.591,0.538,0.18,-0.148,-0.053,-0.052,0.986,2.707,4.964,7.755
9.9,-2.737,-0.042,0.597,0.543,0.148,-0.186,-0.397,0.086,1.004,2.633,4.244,6.615
9.9,-2.86,0.074,0.531,0.507,0.225,-0.152,0.049,-0.126,0.909,2.619,4.248,6.036
9.9,-2.807,-0.014,0.595,0.517,-0.015,0.149,-0.3,0.021,0.97,2.565,4.232,6.376
9.9,-2.752,-0.069,0.581,0.535,0.058,-0.201,-0.308,-0.165,0.98,2.748,4.415,6.947
9.9,-2.692,0.016,0.57,0.597,0.016,-0.254,-0.494,-0.115,1.029,2.715,4.739,6.846
9.9,-2.774,-0.064,0.577,0.568,0.002,-0.135,-0.331,-0.697,1.005,2.717,4.596,7.355
9.9,-2.689,0.079,0.554,0.543,0.524,-0.11,-0.289,0.336,0.945,2.657,4.293,6.464
10.0,-2.843,0.025,0.543,0.576,0.162,-0.079,-0.466,-0.302,0.979,2.683,4.634,7.106
10.0,-2.812,-0.097,0.509,0.538,0.0,-0.249,-0.449,-0.557,0.914,2.492,3.878,6.608
10.0,-2.801,0.011,0.522,0.595,0.185,0.108,0.322,-0.605,0.982,2.62,4.486,7.765
10.0,-2.912,0.003,0.579,0.594,0.6,0.153,0.134,-0.727,1.034,2.667,4.529,6.83
10.0,-2.728,0.067,0.53,0.446,0.535,-0.05,0.116,-0.015,0.848,2.49,3.651,6.193
10.0,-2.754,-0.02,0.688,0.53,0.086,0.079,-0.852,-0.142,1.085,2.695,4.845,8.028
10.0,-2.781,-0.055,0.584,0.515,0.481,-0.163,-0.287,-0.482,0.96,2.677,4.151,6.802
10.0,-2.909,-0.09,0.577,0.594,0.429,0.264,-0.238,-0.484,1.028,2.728,4.724,7.367
10.0,-2.769,-0.013,0.497,0.58,0.154,-0.09,-0.002,-0.616,0.943,2.546,4.35,7.064
10.0,-2.712,-0.013,0.573,0.614,0.346,0.22,-0.139,-0.432,1.046,2.693,4.714,7.235
10.1,-2.708,0.114,0.558,0.527,0.033,0.313,-0.765,-0.03,0.95,2.622,4.227,6.974
10.1,-2.818,0.017,0.498,0.538,-0.073,-0.461,-0.257,-0.085,0.905,2.541,4.126,6.89
10.1,-2.8,-0.072,0.558,0.576,0.137,0.112,-0.307,-0.336,0.999,2.638,4.508,6.908
10.1,-2.795,0.006,0.523,0.587,0.143,-0.077,-0.099,-0.146,0.972,2.693,4.501,7.238
10.1,-2.855,-0.018,0.548,0.55,0.211,-0.081,-0.141,-0.19,0.949,2.721,4.704,6.728
10.1,-2.764,0.038,0.545,0.553,-0.012,-0.059,-0.169,-0.145,0.954,2.687,4.877,7.861
10.1,-2.857,-0.038,0.654,0.512,0.199,-0.006,-0.597,-0.065,1.032,2.748,5.076,7.168
10.1,-2.761,0.04,0.575,0.536,0.019,-0.064,-0.396,-0.424,0.971,2.683,4.445,7.252
10.1,-2.736,0.035,0.631,0.546,0.348,0.132,-0.525,-0.558,1.043,2.7,4.529,7.565
10.1,-2.685,-0.104,0.578,0.57,-0.04,-0.146,-0.659,-0.809,1.011,2.653,3.982,6.367
10.2,-2.743,0.024,0.628,0.577,-0.133,0.055,-0.678,-0.302,1.07,2.605,4.46,6.608
10.2,-2.705,-0.049,0.595,0.556,-0.055,0.058,-0.429,-0.176,1.015,2.753,4.729,7.542
10.2,-2.805,0.082,0.597,0.615,0.238,0.085,-0.332,-0.73,1.073,2.679,4.403,6.766
10.2,-2.642,0.094,0.569,0.556,0.05,-0.009,-0.172,-0.306,0.984,2.733,4.808,7.004
10.2,-2.838,-0.008,0.581,0.554,0.109,-0.218,-0.352,0.196,0.99,2.687,4.951,7.121
10.2,-2.754,0.031,0.64,0.595,0.22,0.069,-0.18,-0.288,1.09,2.756,4.897,7.566
10.2,-2.722,-0.017,0.533,0.477,0.336,0.2,0.006,0.584,0.87,2.666,4.382,7.251
10.2,-2.825,-0.062,0.551,0.505,0.091,0.205,-0.322,-0.176,0.922,2.591,4.592,7.329
10.2,-2.745,0.005,0.56,0.542,0.394,0.37,0.347,-0.168,0.957,2.685,4.62,7.592
10.2,-2.762,0.079,0.544,0.608,0.268,0.215,-0.073,-0.483,1.016,2.685,4.675,6.925
10.3,-2.762,-0.003,0.595,0.584,0.847,-0.215,0.302,-0.477,1.026,2.672,4.554,7.234
10.3,-2.805,0.084,0.61,0.615,0.276,-0.191,-0.501,-0.858,1.083,2.695,4.84,6.992
10.3,-2.767,0.039,0.592,0.572,0.278,0.096,-0.32,-0.427,1.022,2.712,4.809,7.326
10.3,-2.71,-0.025,0.708,0.594,0.11,-0.003,-0.797,-0.491,1.157,2.76,5.134,8.129
10.3,-2.818,0.052,0.54,0.573,0.327,0.307,-0.38,-0.461,0.977,2.735,4.817,7.38
10.3,-2.742,-0.007,0.553,0.629,0.089,-0.271,-0.114,-0.743,1.044,2.643,4.584,6.655
10.3,-2.784,-0.054,0.564,0.619,0.053,-0.031,-0.053,-0.561,1.042,2.681,5.005,7.563
10.3,-2.815,0.062,0.623,0.582,-0.19,0.136,-0.688,-0.701,1.071,2.663,4.436,7.398
10.3,-2.791,-0.073,0.551,0.465,-0.254,-0.502,-0.595,0.036,0.886,2.528,3.863,6.493
10.3,-2.735,0.007,0.587,0.556,0.266,-0.13,-0.415,-0.273,1.005,2.76,4.902,7.096
10.4,-2.887,0.029,0.577,0.537,0.524,0.091,-0.04,-0.388,0.974,2.687,4.553,6.878
10.4,-2.696,-0.014,0.559,0.587,0.146,0.264,-0.682,-0.335,1.011,2.741,4.479,7.628
10.4,-2.615,0.004,0.585,0.634,0.234,-0.067,-0.563,-0.58,1.078,2.658,4.574,7.313
10.4,-2.811,0.085,0.547,0.561,0.243,0.101,0.253,0.094,0.96,2.656,4.92,7.31
10.4,-2.732,-0.035,0.571,0.514,-0.15,-0.152,-0.435,-0.052,0.947,2.716,4.602,7.486
10.4,-2.834,-0.021,0.622,0.504,0.167,-0.049,-0.481,-0.441,0.985,2.748,4.511,6.002
10.4,-2.8,-0.011,0.59,0.61,0.221,-0.034,-0.345,-0.61,1.064,2.575,4.642,7.408
10.4,-2.84,0.037,0.574,0.589,0.334,-0.046,0.177,-0.324,1.027,2.652,4.676,7.38
10.4,-2.715,-0.058,0.588,0.549,-0.049,-0.133,-0.217,-0.354,0.999,2.703,4.618,7.419
10.4,-2.719,-0.029,0.541,0.55,0.251,-0.058,0.046,0.044,0.948,2.728,4.96,7.592
10.5,-2.909,-0.032,0.543,0.584,0.324,-0.054,-0.55,-0.642,0.999,2.609,4.346,7.184
10.5,-2.682,0.055,0.652,0.516,-0.064,-0.22,-0.615,-0.321,1.035,2.756,4.457,7.049
10.5,-2.804,-0.045,0.546,0.531,0.505,0.301,0.465,0.121,0.924,2.734,4.911,7.525
10.5,-2.743,0.005,0.628,0.491,0.071,0.189,-0.539,0.067,0.989,2.625,4.575,7.271
10.5,-2.82,-0.093,0.525,0.546,-0.163,-0.239,-0.448,-0.027,0.943,2.577,4.217,5.836
10.5,-2.811,0.067,0.623,0.631,-0.016,0.1,-0.695,-0.832,1.118,2.691,4.969,7.799
10.5,-2.812,-0.007,0.652,0.569,0.308,0.192,-0.464,0.007,1.075,2.762,5.084,7.049
10.5,-2.675,-0.017,0.627,0.548,-0.092,-0.15,-0.654,-0.233,1.035,2.708,4.53,6.718
10.5,-2.628,0.068,0.596,0.607,-0.08,-0.109,-0.642,-0.62,1.063,2.681,4.819,6.919
10.5,-2.665,-0.018,0.591,0.562,0.192,0.17,-0.314,-0.014,1.008,2.75,4.796,7.166
10.6,-2.807,0.025,0.509,0.579,0.398,0.128,0.368,-0.172,0.941,2.587,4.55,6.681
10.6,-2.711,0.015,0.639,0.573,-0.018,0.096,-0.716,-0.312,1.067,2.76,5.108,8.01
10.6,-2.788,0.003,0.573,0.544,0.208,0.175,-0.656,-0.741,0.984,2.534,4.317,6.934
10.6,-2.695,0.042,0.667,0.526,0.202,-0.092,-0.702,0.249,1.056,2.726,4.932,7.677
10.6,-2.72,-0.045,0.561,0.604,0.019,-0.184,-0.634,-0.615,1.034,2.63,4.269,7.275
10.6,-2.703,-0.068,0.577,0.623,-0.221,-0.429,-0.442,-0.209,1.051,2.641,4.873,7.254
10.6,-2.729,0.109,0.563,0.58,0.038,0.238,-0.345,-0.29,1.001,2.695,4.515,6.547
10.6,-2.713,-0.058,0.613,0.584,0.087,-0.218,-0.428,-0.586,1.059,2.635,4.743,7.217
10.6,-2.837,-0.063,0.553,0.663,0.143,0.183,-0.301,-0.621,1.075,2.741,4.812,7.08
10.6,-2.726,0.086,0.555,0.591,0.156,-0.221,0.228,-0.242,1.005,2.671,4.927,7.601
10.7,-2.733,0.191,0.599,0.509,0.387,0.189,-0.082,-0.506,0.972,2.735,4.271,7.073
10.7,-2.806,0.018,0.566,0.539,0.317,-0.065,-0.116,-0.547,0.968,2.63,4.032,6.849
10.7,-2.739,0.184,0.603,0.565,-0.039,-0.028,-0.287,-0.327,1.032,2.683,4.488,7.337
10.7,-2.689,-0.029,0.622,0.528,0.143,0.49,-0.696,-0.121,1.01,2.574,4.584,7.027
10.7,-2.797,0.122,0.603,0.559,0.662,-0.035,-0.29,-0.063,1.012,2.688,4.655,6.941
10.7,-2.742,-0.087,0.636,0.576,0.198,0.303,-0.727,-0.506,1.068,2.695,4.785,7.578
10.7,-2.697,0.037,0.572,0.573,0.48,0.006,-0.298,-0.415,0.998,2.474,4.254,6.515
10.7,-2.783,-0.041,0.655,0.574,0.334,-0.129,-0.506,-0.423,1.087,2.698,4.831,7.517
10.7,-2.741,-0.027,0.576,0.576,0.146,-0.105,-0.346,-0.289,1.014,2.69,4.725,7.154
10.7,-2.782,0.119,0.625,0.551,0.108,-0.338,-0.664,-0.293,1.042,2.569,4.399,6.879
10.8,-2.701,0.022,0.651,0.487,0.136,0.138,-0.406,-0.19,1.001,2.712,4.61,7.511
10.8,-2.822,-0.066,0.561,0.561,0.377,0.257,-0.281,-0.266,0.974,2.48,4.158,6.989
10.8,-2.748,-0.008,0.642,0.576,0.392,0.071,-0.404,-0.18,1.067,2.731,5.004,7.678
10.8,-2.671,-0.068,0.551,0.604,0.002,0.17,-0.166,-0.394,1.01,2.741,4.883,7.752
10.8,-2.637,-0.029,0.638,0.559,0.065,0.097,-0.766,-0.364,1.064,2.74,4.706,7.075
10.8,-2.78,-0.11,0.557,0.536,0.244,-0.047,-0.356,-0.441,0.962,2.503,4.055,5.757
10.8,-2.655,-0.009,0.593,0.614,0.507,-0.182,-0.359,-0.695,1.061,2.704,4.766,7.53
10.8,-2.756,0.005,0.609,0.533,0.044,-0.126,-0.39,0.037,1.007,2.696,4.451,7.179
10.8,-2.892,0.03,0.492,0.566,0.262,0.47,-0.147,-0.413,0.926,2.591,4.045,7.24
10.8,-2.684,0.191,0.581,0.541,0.122,0.36,-0.03,-0.869,0.991,2.713,4.013,6.619
10.9,-2.755,-0.043,0.577,0.592,-0.073,0.133,-0.307,-0.435,1.034,2.758,4.644,7.246
10.9,-2.716,0.012,0.567,0.548,-0.099,0.284,-0.331,-0.387,0.976,2.712,4.53,6.532
10.9,-2.718,-0.071,0.604,0.605,-0.095,-0.008,0.034,-0.119,1.052,2.795,5.325,7.377
