-0.371098,1.58265,43
3.00408,-0.368763,43
1.29812,1.60931,43
-0.527668,0.280035,43
2.16431,1.08218,43
-1.10191,-1.47269,43
2.88533,0.676833,43
2.27259,1.4449,43
-0.361789,0.589855,43
-0.577982,0.477442,43
-0.852532,-0.258261,43
1.8371,-1.13045,43
-0.888889,0.789543,43
1.02493,0.894739,43
0.330101,0.939662,43
-1.01605,-1.10908,43
4.17737,-0.636395,43
1.43992,-1.63744,43
1.42374,-1.21132,43
1.17805,-1.35217,43
2.29048,-1.0985,43
2.11166,-0.109145,43
-1.37609,0.650662,43
2.93226,-1.59311,43
2.17281,-1.30474,43
-0.888009,1.5563,43
2.50417,-0.313937,43
4.07349,1.53459,43
-0.992028,1.42566,43
2.79729,-0.424633,43
1.06945,2.15149,43
1.50678,-0.359942,43
3.83581,-1.88292,43
1.57161,-0.848098,43
-1.12679,1.25583,43
1.10695,-1.38869,43
4.1026,-1.50096,43
2.1996,-1.01076,43
-1.10082,0.458214,43
-1.80153,-0.235445,43
4.0207,-0.357743,43
-1.00453,0.434551,43
-0.454994,0.589407,43
4.12406,-0.0467593,43
-0.167012,-1.50078,43
-1.22722,0.600689,43
3.01306,-0.289442,43
1.06718,-0.600543,43
2.88981,0.846125,43
3.05414,-0.414267,43
-0.765656,-0.171254,43
2.95401,0.238722,43
-0.773543,-0.584538,43
-1.84561,0.194107,43
-0.78082,-0.00938262,43
2.24709,0.902472,43
-0.400466,1.88469,43
2.52322,0.691499,43
-0.900771,-0.777267,43
0.36101,0.639163,43
-0.723671,0.520983,43
4.0276,0.0485889,43
1.84326,-1.59732,43
-0.00478995,-0.200131,43
-0.649398,-1.37578,43
3.28721,-0.0243427,43
-0.406344,0.392429,43
-0.112994,1.14323,43
-0.668885,1.83634,43
-0.408106,-0.0672083,43
-1.73318,-0.019479,43
-0.0683973,-0.791093,43
1.68374,1.03662,43
1.37244,0.94651,43
0.395962,-0.867879,43
4.70216,0.288944,43
0.196377,-1.94264,43
0.926635,-1.11533,43
0.185761,0.427429,43
0.172928,-1.31844,43
1.20345,-0.613899,43
-0.488946,-0.264978,43
-1.2972,0.421914,43
-1.39439,-0.0699949,43
-1.45636,-0.261523,43
1.22207,0.77964,43
0.98791,0.896162,43
2.4511,0.119786,43
3.39108,1.40681,43
2.36708,0.448902,43
-0.851706,0.198204,43
0.885032,1.40217,43
1.74433,2.01371,43
-1.3929,-0.600957,43
4.49931,-1.23423,43
-0.973868,0.135742,43
1.54173,-1.03728,43
2.57394,1.82317,43
3.92514,-0.073944,43
2.69492,0.421157,43
-0.0381553,-0.166183,43
0.301451,0.71137,43
1.16657,-1.34951,43
0.458409,-0.0253041,43
0.487274,-0.198479,43
1.37469,-0.0679754,43
0.571746,-0.000513477,43
0.633328,-0.240997,43
0.953995,0.415967,43
0.666558,-0.0399986,43
0.90954,0.16872,43
0.530542,-0.00294416,43
0.345796,-0.0520986,43
0.82476,-0.0393494,43
0.59486,0.473833,43
0.651647,0.00247432,43
1.1186,0.329375,43
0.424054,0.0766994,43
0.864427,-0.227384,43
0.639911,-0.184806,43
0.361919,-0.155579,43
1.21657,0.390427,43
1.57011,0.0976257,43
0.532182,0.10915,43
0.692296,-0.203666,43
0.135769,-0.0237061,43
0.35066,0.0129019,43
0.15259,0.294125,43
1.21396,-0.43354,43
0.661558,-0.534769,43
0.864758,-0.355107,43
0.294581,0.0239125,43
0.56946,-2.26442e-07,43
