-2.10112,1.35802,12
-2.60303,-1.10457,12
-2.97796,-0.0178421,12
-3.75539,0.746615,12
-2.53494,0.531714,12
-3.6686,-1.11249,12
-4.19859,0.89822,12
-3.74,-0.572042,12
-4.50843,0.22389,12
-2.99529,-0.0950339,12
-4.27673,-0.766189,12
-3.78908,1.11732,12
-2.0923,-1.25213,12
-3.73133,0.360714,12
-3.89926,-0.550867,12
-2.89851,-0.114146,12
-4.3531,0.622721,12
-2.5366,-0.477534,12
-3.22066,-1.27154,12
-2.4212,-1.65156,12
-3.52004,-1.14757,12
-2.69526,-0.0822536,12
-2.12521,-0.898468,12
-3.50188,0.40703,12
-2.56546,0.385241,12
-3.18731,-0.107539,12
-2.95527,0.035301,12
-4.27258,1.041,12
-3.21013,0.431302,12
-2.79444,0.0180565,12
-3.78523,-0.763834,12
-3.05051,0.592582,12
-2.21423,-1.50364,12
-2.90457,0.712862,12
-3.74356,0.47495,12
-2.93585,0.742168,12
-3.04808,0.166387,12
-2.66155,-0.490085,12
-3.95054,0.334413,12
-3.95476,0.829917,12
-2.47529,0.723013,12
-4.1269,-0.590043,12
-2.63846,0.97102,12
-2.70271,-0.660353,12
-2.29057,-0.619154,12
-2.88342,-0.0518033,12
-1.53415,0.392774,12
-3.44011,-1.16209,12
-3.00875,-0.0756606,12
-3.45472,1.22046,12
-3.31731,1.16195,12
-2.93617,0.0386604,12
-3.20868,-0.394921,12
-3.14835,-0.141334,12
-3.49527,-0.208749,12
-1.9287,-1.43209,12
-2.5932,0.427593,12
-3.91447,0.982038,12
-2.06586,-0.0256415,12
-2.53326,-0.369744,12
-1.60167,-0.724719,12
-1.9594,-0.256478,12
-3.76022,1.05206,12
-3.82361,-0.04284,12
-1.18182,0.634543,12
-2.59284,-1.0681,12
-4.05739,-0.105939,12
-2.9797,-0.0978986,12
-2.35992,-0.761878,12
-2.956,0.224189,12
-2.32284,0.12679,12
-2.71253,0.810943,12
-3.33503,-1.65322,12
-2.44589,-0.752053,12
-3.38783,-1.49252,12
-3.7578,1.18097,12
-3.03252,-0.0539858,12
-2.95215,0.00657027,12
-3.70457,0.276079,12
-2.49906,-0.017187,12
-3.09032,-1.27035,12
-2.56089,0.854205,12
-3.58864,0.497765,12
-2.44517,0.139448,12
-1.81303,0.675366,12
-3.48433,-0.961479,12
-2.46529,-0.189462,12
-2.35906,0.430966,12
-2.97103,-1.42777,12
-2.22852,0.143911,12
-2.8139,-0.525704,12
-2.0634,-0.101051,12
-3.92473,-1.35888,12
-2.86356,-0.346488,12
-3.39955,-0.522915,12
-1.5156,0.187818,12
-1.9312,-0.498323,12
-2.97589,0.0408947,12
-3.34147,-0.0495269,12
